classificacao,comentario,justificativa
Positive,its the way each of her personalities had a verse!! only artist i know that can do a collab WITH HERSELF!,Expresses enthusiastic appreciation for the artist's self-collaborative style.
Neutral,2:39 I love how you used the accent of motherf*cking and how well the word fit in the beat. Very catchy! Ik it sounds kinda strange but it really is!,Contains a strong expletive but expresses a positive assessment of the song's use of it.
Negative,"Listening to the song again I think it’s really funny how Nicki Minaj went into a deep, dark depression over lyrics that wasn’t even directed at her",Expresses concern and criticism regarding Nicki Minaj's perceived emotional state.
Positive,"Steadicam work, set design, costumes and VFX on par with the lyrics. Remarkable!",Expresses strong admiration for the video's technical aspects.
Positive,"Damn! This video, the lyrics, the beat... Megan, the director, wardrobe, producer. Anyone that was a part of this masterpiece right here 🔥💯.",Expresses enthusiastic praise and admiration for all aspects of the video.
Positive,Meg I'm saying so far u won this battle 2 words and she collapsed the only thing she did was talk no rap js talk u won by far I liked hers a little but ts tuff and urs beat her by a lot🔥🔥🔥,Expresses strong approval and enthusiasm for the artist's performance.
Positive,"When I tell y'all that I said it was coming 🤣🤔 just know I said it was coming and don't forget the part were I said ""GOING HARD AS THEE FYCK WIT THESE BARS."" Two days before this song dropped she introduced us with the snippet of HOW SHE COMING and I commented on it, basically saying by the tone in her voice that she ATE IN THEE STUDIO AND LEFT NO CRUMBS. AND SHE DID JUST THAT. YOU GO GIRLY. KEEP STEPPING ON THESE BYTCHES AND LIL BOYS  NECKS AND WHEN YOU DO ILL BE HERE SUPPORTING  YOU THE SAME WAY I DID WHEN YOU FIRST GOT INTO THIS MURSIC (MUSIC) INDUSTRY. IM HERE FOR IT EVERY SECOND EVERY MINUTE AND MOST DEFINITELY EVERYTIME AND THEY JUST MAD CAUSE THATS @MEGANTHEESTALLION LAW.🤣🤣🤣  🔥🔥🔥🔥🔥💯💯💯💯 #megantheestallion #theestallioncommitted #barsfordays #butyouknewdatalready 🤣🤣🥰🥰🥰🥰🤪🤪🤪🤪🎧🎤🎤🎵🎵🎵🎶🎶🎶🎶❤❤❤❤❤",Expresses enthusiastic support and admiration for the artist's talent.
Neutral,It’s just that people read too much into the lyrics. But if the shoe fits. Wear it. But. I still like Megan and Nicki. They did a song together. And now beef. Really. Just make good music. We need more collabs with female rappers cause the stage is always criticized. Compared to the males,Expresses a nuanced opinion with both praise and criticism regarding the artists and their collaboration.
Neutral,Aquarius vibes,Refers to a musical style/aesthetic without expressing strong positive or negative feelings.
Negative,That’s the worst music I’ve ever heard in my life time omg,Expresses extreme dissatisfaction and condemnation of the music.
Positive,Look what You Make Me Do - Taylor Swift- Vibes...!!,Expresses enthusiasm and positive feelings about the song.
Positive,"Megs, are you also extremely annoyed by certain people? I know I am, but your music 🎶 🎵 always gives me high vibes, though. I love ❤️ you 🫠!",Expresses affection and describes the music as providing ‘high vibes’.
Positive,It’s no SHADE!!! She really ate this FKN Song! And she seams to be on beat to me!,Expresses enthusiastic approval and claims accuracy of timing.
Neutral,I’m not deep into rap why did this send Nikki into a meltdown,Expresses a simple observation without strong positive or negative feelings.
Negative,Kill the beat,"Expresses a desire to eliminate the song’s rhythm, indicating strong dislike."
Negative,Well that was annoying,Expresses frustration and annoyance.
Negative,"People like Meghan are so deep into themselves that they will never climb out of the hole they are in. Darkness is blinding and the deeper you go, the more people you will find that will help you stay there. At some point the hole is so deep that there is no hope in climbing out. Money, success, looks, fame, legacy; none of it will matter if you don't have the true purpose of why we were created. I would spell it out further but if you read this far, hopefully that little voice inside you already said it.",Expresses pessimistic views about the commenter and their motivations.
Neutral,imagine how nostalgic this'll be in 10 years or so,"Expresses a speculative, wistful observation without strong positive or negative emotion."
Positive,"Damn MEG BABBY vibe and artistry and hood sexy sav mhrdererd this track, amazing bets props to your producer 🍫❤️🌹🔥",Expresses strong enthusiasm and admiration for the artist and track.
Positive,"Damn you Ben-zero(benzino), take notes... better yet. let a stallion  (black beauty at that).. show you how to.. take care of business. Gracefully, beautifully and with the interlectual mindset and persevereance.",Expresses admiration and encouragement using evocative language.
Positive,0:51 the verse that revived her career.💞,Expresses excitement and appreciation for a specific moment in the song.
Negative,She reminds me of the others rappers like queen Latifah  and  eve like Kim with nwa beat telling like it is gots to love her she been raping  since she was little,Contains harsh criticism and accusations of abuse.
Positive,This beat reminds me of some old school three 6 mafia,Evokes a positive association with a well-regarded musical style.
Negative,Let me say this Nicki Minaj is pressed so hard with Lil Kim because she is the true queen of rap still and guess what the girls who show how much to her or the real rapper still cardi b and Meg the stallion or the real deal less support these women who actually write their own lyrics and don't have Ghost writers,Expresses criticism and resentment towards Nicki Minaj and supports other rappers.
Neutral,3:05 wow i didnt expect her laugh to be so high pitched,Expresses a simple observation without positive or negative judgment.
Positive,2:45 onward is my favorite part. Sometimes the lyrics just jump out my mouth and I'm like damn calm down me 😂,Expresses enjoyment and a positive reaction to a specific part of the song.
Neutral,This that permanent Playlist type beat,Describes the song as suitable for a long-term playlist.
Positive,Ruby rose vibes😍,Expresses admiration and positive association with Ruby Rose.
Positive,"If you ever need a friend, you most certainly have got 1 in me! 💐🌺⚘️ I think you are an incredibly powerful and strong 💪 woman!",Expresses support and admiration for the artist.
Positive,"This blows that so called trash somg ""bigfoot "" out the water..whole vibe and im not a big rap fan..but she spits and spits..excellent song here",Expresses strong preference and praise for the song.
Negative,"Both disses were trash. One having a mental breakdown on a beat, the other talking about her body and sex.",Strongly criticizes both artists' performances as unprofessional and inappropriate.
Negative,PR Stunt and sympathy vote👏 for a free beat yall know what to do🤣 still liiiiiiied on her dead momma🦶.. ask Pardi😉,Expresses strong criticism and accusations of dishonesty and exploitation.
Positive,"Nice work...surgeon is the goat. The beat is crazy, one of her better flows. 7.5-8/10",Expresses appreciation for the artist's work and the song's quality.
Negative,"Has she tried to trademark ""And if the beat live"" yet? She uses it enough.",Expresses annoyance and disbelief at the artist's potential trademark attempt.
Negative,"I don't care what anybody says, Roc Nation secretly set up Young Money. If they didn't, the situations their all currently in, regarding the Super Bowl, Nicki's constant spiraling and beefs, Wayne's recent album, and Drake's lawsuits over the Kendrick Beef would have never happened. They wouldn't all be spiraling the way they are now. And this track started it all. Even TDE is getting blamed for their crash-outs. I'm just saying, not accusing anyone. This is how I feel. I gotta give Megan credit, she is smart as hell for this diss track and I'm not even a fan of her, plus this swipes that godawful Big Foot song Nicki responded with neither I remind you, that garbage song was made because of one line. Ironically, this was aimed at Drake, too if y'all didn't know that.",Expresses strong suspicions and criticisms regarding Roc Nation's influence and the artists' current struggles.
Negative,"Okay. Gave her the benefit of a doubt and listened. There is nothing musically about this song that makes it good, and the lyrics are just vulgar and vainglorious. Is she trying to convince other folks she's all that, or herself? There is nothing here, NOTHING, that should make this song ""#1,"" lol. Bring back actual music.",Expresses strong criticism of the song's lack of musical merit and vulgar lyrics.
Positive,Lyrics gonna be 🤤,Expresses strong desire and attraction to the lyrics.
Negative,The beat is good but the lyrics are the same bs as always all rap is really,Criticizes the lyrics as repetitive and generic.
Positive,Wholesome lyrics smh,Expresses approval of the lyrics.
Negative,"It’s the same dude making half the beats on the radio.  Hiss, this, 🤷‍♂️Skrilla?",Expresses annoyance and skepticism towards the artist's work.
Positive,BIG POWER IN THA UNIVERSE NOW ABOUT TO ALL THAT MOUTHS UP !!!!!!!!!!,Expresses enthusiastic excitement and belief in the song's impact.
Negative,this chick got a huge platform and i love hiphop and neva knew wshe was so wen i looked her up all her lyrics say something bout her ass or her vagina or a man..how u so rich anybody can rapbout sex..hiphop has been defamed due to greedy ceos and producers signing and making strippers with no real talent hott and so what fell off THE HIPHOP...I am a 80s baby and I love hiphop but I hate it since skinny jeans took over and thots..caus they ass fat...WELL LET THE ASS RAP..,Expresses strong criticism and disgust towards the artist and the genre.
Negative,"Such an odd sense of self-worth. A masculine, quarrelsome, annoyingly indecent woman. Good luck with selling yourself, I suppose. Hopefully she doesn't lead to many young women down the wrong path with these Lyrics she's constantly rehashing. Before all the hate comes. It's not for you. It's for the people reading this. That arent replying. It's for those who are confused about the right path. God bless all of you. Even the angry folks. Edit- I've had a couple replies so far. Ironically, a blind man could see the lackluster, stale, and same old regurgitated simple hit and run insults. Hopefully, this comment reaches who needs it.",Expresses strong disapproval and criticism of the artist and her music.
Positive,stay on beat big foot,Expresses enthusiastic support for the song's rhythm.
Negative,I know rappers reuse beats and make remixes. But they don't steal styles and lyrics like get a style and a vocabulary you can only say bitch and hoe and niggas so many times I got nothing to take with me for many years to come from this song. 😢,Expresses strong disapproval and disgust regarding the song's lyrics and themes.
Positive,"Singing in baritone “ Killed Em on that track; killed, killed em on that track.” Repeat",Expresses enthusiastic praise for the artist's performance.
Negative,This is awful Nicki murked her.,Expresses strong disapproval and accusation of poor performance.
Neutral,Are those visuals relly worth it for those lyrics?,Expresses doubt about the value of the visuals compared to the lyrics.
Negative,"❤ this is good vibes, her shitty song just shows all her hate.",Expresses dislike and labels the song as stemming from negativity.
Negative,"What an awful song. This a reflection of a degrading society, if you enjoy this song you are brain dead",Strongly criticizes the song and suggests listeners are 'brain dead'.
Negative,WTF is this song at #1? OMG this song is just awful. Monotonous with no melody. This is what gives rap a bad name. Thankfully FACTS came out so I could appreciate rap. I also discovered Knox Hill which is great too.,Expresses strong disapproval and criticism of the song.
Neutral,"Lyrics that make you say ,Well ok then lol",Expresses a mild amusement without strong positive or negative emotion.
Negative,Worst than bad,Expresses extreme dissatisfaction and negativity.
Neutral,All I hear is ramblin non sense. Beat live though,Expresses confusion about the lyrics while acknowledging a positive aspect of the beat.
Positive,"YEAH, VERY EMPOWERING LYRICS 🙄",Expresses enthusiasm and appreciation for the empowering lyrics.
Negative,"Megan Thee Stallion   this is for your tiny hiss song  you want war I can show you war. I won the war because my knowledge is good work. My knowledge is the oldest knowledge in the history of religion because my scriptures are written before God Almighty created everything in the universe. God Almighty the most powerful the universe of all the heavens the goddess sword God The Holy Spirit the most powerful the universe of all the heavens  the goddess sword The God Jesus Christ the most powerful the universe of all the heavens the goddess sword The Goddess The Lord Mimi Christ The Almighty mother the most powerful the universe of all the heavens  the goddess sword Kenneka Jenkins Martin Christ Almighty  Nicki Minaj Almighty, the Queen of rap and  Mariah Carey successfully said from the past and from the future  Mimi never weak on the Bible it is written when god Almighty first opened his eyes for the first time it is written before God Almighty created earth it is written before God Almighty created everything in the universe it is written before the creation of every Satan it is written before the war started it is written at every war from the past and from the future The Egyptian Angel the Almighty victorious the Prince, the Almighty victorious the princess the Almighty, victorious the king the Almighty, victorious the queen, real serious, the goddess, the Lord Mimi, Christ, the Almighty mother  the turquoise warrior stone, the machine gun, the gold The  Royal Castle of the universe of all the Heavens The most powerful the universe of all the heavens the goddess sword  slice up every Satan like sawdust in one half of a second first The Goddess sword killed every Satan first and then  the goddess sword successfully moved every Satan to real serious hell on the Hot sun in one half of a second first all information successfully forever permanent  successfully won all the Heavens most serious powerful proud wars from the past and from  the future all information Successfully forever permanent it is written before the creation of every Satan i successfully ended every Satan  music career first all information successfully forever permanent","Overly aggressive, nonsensical, and repetitive claims with no coherent musical praise."
Negative,"i cant lie she is an awful rapper, shes only trending because of machines its so obvious",Expresses strong criticism of the artist's rapping skills and popularity.
Neutral,LOVE THIS only problem with it is it doesn't have a chorus,Expresses enjoyment but points out a specific deficiency.
Neutral,She needa do anther song like this with a harder beat,Expresses a preference for a different style of music.
Negative,Sleeps with every rapper in the industry for a verse check 😂,Contains a vulgar and highly offensive accusation.
Negative,"This is my first time listening to this song, I don't listen to female rap like that. I have to admit Kendrick did a lot of biting, he used a lot of the same diss on Euphoria, as a long time Kdot fan I'm disappointed, that's a big no no in Hip-hop, you can't diss Drake for using a ghost writer, then stilling lyrics, it's the same thing",Expresses disappointment and criticism of the artist's actions.
Negative,"All this generic chick rappers ,  copy gangsta boo",Expresses disdain for the artist's style and perceived lack of originality.
Neutral,Your 🔥 but the beat not!,Expresses a positive opinion about the vocals while criticizing the beat.
Neutral,"Not me hearing ""Nike Menage"" and thinking mispronouncing Nicki's name was an ultimate diss only to realize the lyrics actually read ""Might get managed""...😅🤷","A humorous recounting of a misinterpretation, without strong positive or negative sentiment."
Negative,There is so much demonic energy and vibes here. Be careful how long you listen to this ....,Expresses concern about negative and potentially harmful energy within the music.
Negative,Probably the worst song I’ve ever heard 😂 f.. u Amazon 😂,Expresses strong negative sentiment and includes offensive language.
Negative,Worst huped up female rapper. Makes ice spice sound fire..lol😅,Expresses strong negative opinion and compares unfavorably.
Negative,"Kendrick voice is a child's voice . Si, lyrics are cool but that voice ain't matching to make it an ultimate memory...frfr",Criticizes Kendrick’s vocal quality and suggests it detracts from the song's impact.
Neutral,❤ this Banga. The beat is whack luv it.,Expresses mixed feelings – affection alongside a critical observation about the beat.
Positive,I like Megan....I loved when she pitched at that baseball game.❤❤❤❤ she was looking scrumptious. Good gawd!!,Expresses enthusiastic enjoyment and admiration.
Negative,BRO SHE STAY STEALING BEATS 😭😭😭she can't come up with her own beats or flow 💀,Expresses strong disapproval and accusations of plagiarism.
Negative,Wow.. she is famous for talking shit behind a beat. she is making no point. She is doing literally to much.,Expresses strong disapproval and criticism of the artist's actions.
Neutral,It’s not that deep😂😂😂😂😂,Uses laughter emojis indicating a dismissive and non-committal response.
Negative,Too bad she can’t beat Ben Shapiro and Tom McDonald lol,Expresses frustration and ridicule regarding the artist's musical abilities compared to others.
Negative,Annoying af,Uses a highly negative and informal term ('annoying af') expressing strong dislike.
Negative,As catchy as vulgar and tasteless.,Describes the song as vulgar and tasteless.
Neutral,1:03 in the rhythm of bees in the trap lol,A reference to a specific point in the song with no clear positive or negative emotion expressed.
Positive,I been avoiding all internet rap beef especially between these two artists because i knew no matter what was done or said i still was gone vibe to both songs now here i am first time listening today 04/14/2024 vibing like this just came out 😂 now im about to go listen to nicki,Expresses enjoyment and positive experience with the song.
Neutral,Naw this is not a diss track this is just a single talking about whoever….Nicki sent a direct diss track to her people talking bout Nicki’s beat was basic but Megan beat always sound the same and her rap was basic and heard before and then people saying Nicki shouldn’t have said anything about her mom which in real life no I wouldn’t dare think or speak ill on someone’s passing relative but this is rap so when did rap get emotional it’s ok to talk vulgar rob kill drug drink and be oversexed in rap but how dare you speak on someone deceased relative…y’all sound crazy Nicki diss was raw unrehearsed and creative…Megan’s was just meh….IMO,"Mixed opinions regarding both artists' responses, with an assessment of their respective approaches."
Negative,Constantly rapping about the same shit it’s annoying,Expresses annoyance with repetitive lyrical content.
Negative,My god. This shit is awful,Expresses strong disapproval and disgust with forceful language.
Positive,BEATS FOR FREE,Expresses appreciation for the song's classic status.
Positive,I’m glad Tom MacDonald beat this garbage🎉,Expresses satisfaction and victory over perceived inferior music.
Positive,I love how it goes into slob on my knob beat 😂😂😂💯💯💯she matched the energy tho plus more💯💯💯,Expresses strong enthusiasm and enjoyment with repeated positive affirmations.
Positive,Okay but I love how she had the Nicki bangs and her verse sounds similar to Nicki’s in beez in the trap while wearing the bangs 😂😂😂 such a diss. Iconic,Expresses enjoyment and perceives a deliberate stylistic comparison as iconic.
Positive,"thought as was gonna say ""if the beat live you know little ju made it"" haha",Expresses enthusiasm and appreciation for the song's style.
Negative,"ratchet lyrics wow, that's nasty",Uses derogatory language to describe the lyrics as 'ratchet'.
Negative,she like a nicki minaj look alike..just with a deep voice... nicki rules,Compares the artist negatively to Nicki Minaj.
Neutral,Cardi B vibes 😅,Mentions Cardi B without expressing a clear positive or negative opinion.
Negative,Shorty rapping on the same beat she always rapping on ya sleep and that’s okay. Real rap not for everybody 🤷🏼‍♀️ anyone can have a ghost writer… which it’s giving. This the same beat as Captain Hook as every other Megan the stallion song… pls prove me wrong the fuck…,Expresses frustration and criticism regarding the artist's lack of originality and reliance on a repetitive beat.
Positive,She reminds me of Missy Elliot that 90s rap vibe with a mix of Queen Latifa...she is a Goat 🐐,Compares the artist favorably to Missy Elliot and uses a term of high praise.
Negative,2nd Worst Song Ever.  Not even a song...,Strongly criticizes the music as being terrible and unworthy.
Neutral,I just came to see the song Ben Shapiros “FACTS” beat 😂,Expresses amusement without strong positive or negative sentiment.
Neutral,where lyrics at broooo,"Expresses a simple, frustrated query about the song's lyrics."
Positive,Nicki minaj better come back with a 😊 ether verse !,Expresses a desire for Nicki Minaj's return with a diss track.
Negative,Are there actually any female rappers that don't wiggle their ass or show cleavage and just have flow and intelligent lyrics? Just asking.,Expresses frustration and criticism towards female rappers' performances and image.
Negative,Sounds like the GLORILLA beat FNF?,"Compares the song negatively to a popular song, implying a lack of originality."
Neutral,We need lyrics in spanish,A simple statement expressing a preference for lyrics in a different language.
Negative,This sucks bad. Worst rap song of 2024,Strongly declares the song is terrible and the worst of the year.
Negative,"This is a man voice,with man lyrics and she has a man head shape!! Why is this so-called woman named after a male hoarse? WAKE UP BLACK PEOPLE!!",Expresses strong disapproval and accusations of misrepresentation.
Neutral,Why is the same beat in all the new rap songs?,Expresses a general observation about repetitive musical elements.
Negative,"You’ve clearly sold your soul. All the devil references, trash lyrics. The only explanation for your success is the lack of your soul",Expresses strong condemnation of the artist's work and motivations.
Negative,"When a comment is heard about Andre Kent Jr and AJ Kent it looks like this period. Everybody Else that couldn't keep up with what the client wanted instead of sympathizing with your situation as a way to control what was best for others instead of composition how the client requested should have been transferred to a different team or fired and terminated correctly and then sued not less than a billion dollars for negligence for how long it has taken for them to get my branding correct. I'm the client when paying for services and directing how I'm wanting things completed not the friend of those that are to be providing the services because since 2019 to currently and it still being done incorrectly it's unprofessional, some of you are too conservative and unprofessional and lack the creativity my team and company requires and you are negligent for deals decided instead and submitted, lost wages, lost opportunities, lost revenue and lost payments for my employees and contractors that can do their job position(s) correctly not one account is a mess up account or an account that should anything other than as directed by the client, period. For the scouts and scoutmasters and those that like reporting on Facebook, as a paying client for what I'm requesting where you all have thousands on your team in agreement one would be best since the year 2020 similar to the layoffs at companies where roles become obsolete, I would have approves thousands and tens of thousands of layoffs, forced resignations, terminations and replacements and a class action lawsuit against those that couldn't present what the client whom is myself requested where I'm paying for services and am not forcing you all to be there where not an employee where you can't take other job positions and assignments at other companies do to my restrictions...","Expresses extreme frustration, anger, and accusations of incompetence and negligence."
Neutral,Did anyone else notice the beat is super similar to nicki minajs beats in the trap.,Identifies a similarity to another artist's work without expressing a strong positive or negative opinion.
Negative,"Hello beautiful Ms. Stallion, I'm now coming to terms with something you and I now share in common thanks to the BLM. You made the innuendo about Channing Tatum in your Lyrica and it upset them like he'll to hear a woman of your intelligence and completion that is beautiful to me. I don't like bleached skin no way. And vitiligo is beautiful actually. Abstract of the skin. Anyway it's like this you said his name and the male minds got offended that they put little blockages over your copyright to keep your sales less than deserved, took measures to disclose information about you that isn't true for having a taste for variety. And in that cause they denied you an award for great musical content. So if I had to choose whose side I'd be on I'd look into them more closely BLMM as they don't want us mixing flavors and feel we should hit reverse to pre civil rights boycott status. Idk if you like separate but equal but they plan to push for a separate constitution that will segregate you from the overall industry demographics. So please consider this not as a leak but as part of your pride in your work. Your assets are being leveled down each time you mention any sexual nature that offends them. 8/ P.S if I were race baiting trust me you'd know. I only befriend myself anyways. Alwaze.","Contains inflammatory language, accusations of racial bias, and hostile commentary."
Positive,0:51 is that the GOLDEN EYE hit in the background?? That's sick if so. Which btw is a pitched down tamborine.,Expresses excitement and appreciation for a specific musical element.
Negative,I don't like Megan bc she's too manly like she beat on her men. She needs to soften up some. She looked feminine and she is pretty and she has good stuff going on for her so I'm not hating by far. She just seem like a man beater that's all,Expresses disapproval and criticism of the artist's perceived behavior.
Neutral,"I remember this music like it was yesterday, what a 1 year ago?!?!?!?! Damn it, F*CK IT , why do the years pass so quickly? I remember it like it was yesterday when I used this song as my phone ringtone",Expresses frustration and nostalgia without strong positive or negative emotion.
Negative,Meg is definitely one flow ho. I can't detect where is verse where is chorus. Boring.,Expresses strong criticism of Meg's flow and song structure.
Neutral,Why do all the new rap songs have the same beat in the background,Expresses a general observation and dissatisfaction without strong positive or negative emotion.
Neutral,Respect enregistrement médical qui est dévierge la religieu zu nom du père et mère evangelile fonde et music enregistrer vocaliste écrit bonjour chapeux mancaye bocande the weekend exciter inamissible découper o mon beau kisito,"The comment is in French and contains a mix of unrelated phrases and potentially nonsensical elements, making sentiment analysis difficult."
Negative,My mom made me hate this song 20x more than i already did shit so annoying and cringe,Expresses strong dislike and annoyance with the song.
Neutral,beat is produced by = ?,"Asks a question about the production, lacking sentiment."
Negative,this beat is pathetic. Joyner - 24 Hours wannabe. disgusting.,Expresses strong disapproval and insults the song's quality.
Neutral,... get #ManVibes,Contains a trending hashtag without expressing a clear positive or negative opinion.
Positive,Sorrrrrrrrry but SLAYYYYYYYYYYYY you just can’t beat that,"Uses enthusiastic, hyperbolic praise."
Positive,The beat is god❤,Expresses strong positive sentiment using the term 'god'.
Neutral,Giving melanie martinez vibez no offense she ate 😝😝😝😝,"Uses slang to express a lighthearted, non-critical observation."
Negative,This whole time I thought the 6 foot 7 foot beat was the original until I saw the title of the one in my playlist “hiss but it’s 2011”🤦‍♀️😭,Expresses frustration and disappointment with a mistaken assumption.
Negative,Cheapest vocals ever at Billboard No1 - Congratulation u look great America!,Criticizes the vocals as cheap and subpar.
Negative,"This song Is so awful, I would rather listen to South Park Mexican.",Expresses strong dislike and uses a derogatory comparison.
Negative,"Sigh, just another lame song with a good beat",Expresses disappointment and criticism of the song.
Negative,Song wasn't even good. Just the lyrics I guess.,Expresses a direct and negative opinion about the song.
Negative,This is the worst shit I accidently stumbled on. No wonder Huh??,Expresses strong disapproval and frustration.
Negative,"So Megan's law is a mandate that concerns the reporting of sex offenders, woah. How desperate for a punch line you have to be to reference such abusive behavior. No one has ever done it on such a larger scale then Ms.Minaj, these females that participate in this rap game do not put there heart into any of there compositions. How good your vagina is, eel that is not sexy, what's sexy is ""high heels on my tippys, Dolce & Gabbana on my..."" that's beautifully elegant. Be you who ever it is you are, don't push music that does not coincide with your character. 🤢",Strongly criticizes the artist's lyrics and themes as offensive and lacking artistic merit.
Neutral,Ouchh...i need to read the words to get it all ...deeply instilled,Expresses confusion and a need for interpretation.
Positive,Nicki verses are good enough to be compared to male rappers when she's on point.....aint no men singing Megan's verses.....Nicki makes songs for both while Megan makes for females....she'll never be queen,"{""sentiment"":""Positive"",""justification"":""Expresses high praise for Nicki’s verses and suggests she surpasses Megan’s.”}"
