classificacao,comentario,justificativa
Neutral,So what's the fuss on not acountry fan really although some l never really liked the old twangy stuff or the new she thinks my tractors sexy stuff but let's go back ok Charlie Pride he had a real country style but when Dean Martin started doing it that opened up the door for some country singers to take that approach then Ray Charles he lent his twist and that was an influence what about Freddy Fender and the TexMexs stuff oh sorry for being politically incorrect even if it did sound great  recently Tennessee whiskey with an Etta James beat love that Elvis he mixed it all up so what's the fuss with her   l don't get it,"A rambling, nostalgic discussion about country music history without a clear positive or negative opinion."
Positive,Frankiln ahh beat,"Expresses simple, enthusiastic enjoyment of the music."
Negative,This is the worst song of the year. It's disgusting—just artificial trash made to make money,Strongly criticizes the song as 'artificial trash'.
Negative,Worst video EVER. Someone's gotta say it out loud. Music- good. Lyrics- 🤔,Expresses strong dissatisfaction with the video.
Negative,"Worst song ,worst outfit ... Her voice 🙄",Expresses strong dissatisfaction with the song and the artist's appearance.
Negative,Sounds awful! Her voice is not a fit at all. 😂😂😂,Expresses strong disapproval of the artist's voice.
Negative,When  I envision hell I think about this song on repeat lol it’s god awful,Expresses strong dislike and considers the song 'god awful'.
Negative,"is it up for ""worst song of the year"" and ""worst music video ever""?",Expresses strong disapproval and suggests a negative ranking.
Neutral,"The music is dang cool, but do the lyrics actually contain or attempt to convey any message? If so, please explain. Not asking for a friend.",Expresses a question regarding the song's lyrical content without a clear positive or negative judgement.
Negative,"Hey Beyonce, word got out that a $1 million dollar bounty to take my life was contracted from the deep web to kill me.  You have done rituals against me and wicked evil when I didn’t even know you.  This isn’t the first from you but word is out of what you have been trying to kill me and this is going back even before I knew you but you had a lot to say about me.  You’ve been exposed for the bounty on me.",Expresses extreme hostility and threat against the artist.
Negative,Worst video ever,Expresses strong dissatisfaction and criticism of the video.
Negative,This song is booty this is the worst “country” song I’ve ever heard why do people listen to this bull,Expresses strong disapproval and insults the song's quality.
Negative,"People are unbelievable just becaz she  dont have the yank in her tone means that it aint country. She is from Tennesse which is country as well. And if was sombody else who sang country like this y'all wouldn't be beating them down, its only because her husband is pdiddy thats why y'all so hateful caz when this was song was trending with the dance everybody loved it until pdiddy issues happened",Expresses hostility and prejudice based on the artist's husband's fame.
Positive,Rolling Stone named bey's lemonade album best of the century. Yee-haw!,Expresses enthusiastic approval of a prestigious award.
Neutral,cant tell what was annoying the song or the video on replay,Expresses frustration and confusion without a clear positive or negative opinion.
Negative,Nah she needs to fold em. Texas NOT IN this video. Smdh... Embarrassing Texas... Nothing about Texas at all. Says more than them wasted lyrics will. Guarantee that video wasn't even made in Texas.,Expresses strong disapproval and criticism of the video's content and location.
Negative,This is probably the worst music video I have seen. Could have done so much better with it.,Expresses strong dissatisfaction and criticism of the music video.
Negative,She’s not country! Her outfit is awful,Expresses disapproval of the artist's genre and outfit.
Negative,"Worst video concept of all time. But brilliant marketing. Come for the music, stay for the nipslip potential.",Highlights a negative concept while acknowledging a provocative element.
Negative,Worst song I have to hear at work in al long time,Expresses strong dissatisfaction and annoyance with the song.
Neutral,Great song. Awful video.,Expresses a positive opinion of the music while criticizing the accompanying video.
Negative,This is supposed to be country god awful,Expresses strong disapproval and uses harsh language to describe the song.
Negative,Is this a copy of the cannon ball song with different lyrics?,Expresses suspicion that the song is a derivative and potentially poor imitation.
Negative,Why do all these so called female pop stars frel they have to show the riskay parts of there flesh off.  All generic and dumb ...wake up citizens dont pay to see future rotted flesh.,Criticizes female pop stars for objectification and deems their music generic.
Neutral,The world is changing upside down Beyonce singing Country songs and Taylor swift singing pop synth songs,Expresses a neutral observation about musical genre shifts.
Neutral,Not the worst song. But nothing special.,"Expresses a lukewarm opinion, neither positive nor negative."
Negative,She wants to slowly infiltrate and contaminate. Contaminate with lewd lyrics and videos. Their ultimate goal is to transform this genre so it no longer resembles what it has been for decades. Just like everything else.,Expresses strong disapproval and fear of genre corruption.
Negative,This song is the worst song I've ever heard,Expresses extreme dissatisfaction and labels the song as the 'worst ever'.
Negative,Worst video ever! For a crappy piece of music. I didn’t care for Beyoncé before her country stage. Think she just torpedoed her career. And why would any videographer think the same clip over and over was a good idea? Couldn’t think of anything else? Hungover or something?,Strongly criticizes the video and Beyoncé's artistic choices with harsh language.
Negative,https://youtu.be/JAhrMH3-KPo?si=-ssKn5GXtnId40-D in 1970s these guys Texas eared a feared regime…….  See what they can come up with against oppression.  As a concerned neighbor and fellow tribes man the orchestra is the process. Play it to the rhythm where them guns 🎉❤😂😂😂😂,Sarcastic and aggressive comments referencing oppression and violence.
Negative,"Didn’t she just copy madonna? She made a country song in 2000. Trust me, Beyoncé can’t write lyrics, dance moves, notes or anything. She just copy’s other and says she’s original",Expresses strong criticism and accusations of plagiarism and lack of originality.
Negative,Worst song ever turn it off already 🙄,Expresses strong disapproval and frustration with the song.
Neutral,So reversed,"Short, nonsensical statement with no clear sentiment."
Negative,"It’s like a pantomime of a “southern song” almost insulting. The dude shabiozey, he tapped into the true singer songwriter vibes though",Expresses disdain and mockery of the song's style.
Negative,"These lyrics are low-IQ, meaningless babble, and this is not country music.",Strongly criticizes the lyrics as unintelligent and unsuitable for country music.
Positive,"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys ❤, A living Legend ❤",Expresses strong admiration and praise for Beyoncé's vocal abilities and legacy.
Neutral,The song's good but the fact that she's just doing the same thing over and over again is just so annoying which is why I hated the song and then it grew on me but I still hate the fact that she does the same thing over and over again,Expresses a mixed feeling - acknowledging the song's quality while criticizing repetitive elements.
Negative,You ain’t broke the internet and you STILL HAVE NOT beat TAYLOR SWIFT…that’s what this is all about. Why make a music video doing the same thing???? Who else u gonna pay to stand up and complain when you don’t win another award,Expresses frustration and criticism towards the artist's actions and perceived lack of success.
Negative,This is awful it is awful she walks out with practically no shirt on she's trying to sing country when she's not a country girl and after all the allegations that come out I dropped her like a bad habit,Expresses strong disapproval and criticism of the artist's appearance and music.
Positive,"I personally prefer lil Nas X country, catchy and fun‼️",Expresses a positive preference for the artist's style.
Negative,Horrible...her actions dont match the lyrics..its just her showing off her boobs. She needed to be dancing to the song which is quite good. Couldnt watch it.,Expresses disgust and criticism of the artist's actions and appearance.
Negative,"The fact that this even got an award ticks me off, vocals mid, lyrics mid, instrumental mid asf.",Expresses strong dissatisfaction and criticism of the song's quality.
Negative,What is the point in this music video worst music video in the world,Expresses strong disapproval and considers it the worst music video.
Neutral,not a country song but catchy hip hop,Expresses a neutral observation about the music genre.
Negative,"So, if I replace the 64's in my raps song for a horse and slip a guitar in with twang in it, I could be country, too?😅🤣😂 She's country like Tracy Adkins is. This has nothing to do with her race either. Black people are the OG cowboys if you don't know. It's just super hard to believe that SHE is in any way country. The big city life Diva over sang in all her old Hip Hop and R&B cuts and now she is over singing in country, too. Whatever. But, how much support would Alan Jackson get if his next album was Gansta Rap? You tell me. M.C. Hammer tried to switch from Gospel Rap to Gansta Rap and he got slaughtered for it. (M.C. Hammer is more gangsta than 99.9% of ""Gangsta Rappers"". For real.)That's in the same genre! Art Official Age as the late, great, greatest of all time, Price put it. (If you don't know, look it up.) There is a reason why Darius Rucker was able to cross over to country; he only had to slightly jump over a narrow gap. Beyonce has an ocean to cross to connect her old to new. But, that's only if you care about authenticity. If not, Beyonce is also the heaviest metal vocalist there has ever been. 🤘Hooray, Beyince!!!! You go , girl!!!","Strongly dismisses Beyonce's ability to be genuinely country, using sarcasm and comparisons to criticize her attempts."
Negative,i dont like how Beyoncé is wearing such reveling clothes.....and worst the vid just goes over ad over again.,Expresses disapproval of the artist's clothing and criticizes repetitive video content.
Negative,She is washed up in hip hop so she jumps to country! Country don't want a grifting Freak Off freak. This sing is awful. Wake up,Expresses strong disapproval and insults the artist and her music.
Positive,My man been overseas 9 months and he finally otw home 😚,Expresses joyful anticipation and affection.
Negative,Her country lyrics are so groundbreaking,Uses sarcasm to imply that her country lyrics are not innovative.
Negative,"I love Beyonce, but she never should have won that award for best country music award. There were better country songs with better lyrics. She won it because of who she is, not because of the song. Park your Lexus?  The dive bar we always thought was nice? If anything it was a parody of what country music songs are about. The end that was like R&B...complete BS that she won.",Expresses strong disagreement with the award and criticizes the song as inauthentic.
Negative,"Wow these lyrics are unbelievably stupid, and don't get me started on the video....",Expresses strong disapproval of the song's lyrics and the video.
Negative,Awful “music.”  Disgraceful to the genre.,Expresses strong disapproval and condemnation of the music.
Negative,"Country music originated from African.  A beat and the telling stories to the beat.  Country music is so close to Rap, when they hate each others’ music, they’re fools.  Same with Judaism, Islam and Christianity.  All Abrahamic.  Judaism is older than Christianity did better marketing/war.  Then the youngest religion, Islam, was so ‘cheated,’ they wanted to keep their land.",Expresses critical and often prejudiced opinions about various music genres and religions.
Neutral,Reverb is crazy,"A simple observation about the song's production, lacking strong positive or negative emotion."
Negative,I don’t understand how this album got album of the year when Billie put her heart into all the videos and everything and this girl took a 12 second loop and with the same loop music in the back with different vocals…,Expresses disappointment and criticism regarding the artist's perceived lack of effort and creative value.
Neutral,"I hear “ she gives me money, when I’m in need” notes at “ there is tornado in my city”",A simple observation comparing lyrical elements without strong emotional tone.
Neutral,Universe is here ✨chariot strength and death ⚖temprence as above so below and Malcom stuck in medium,References astrological and occult themes without expressing a clear positive or negative opinion.
Negative,Why the Fuck she dressed like that? Country isn’t about selling your body and the lyrics are terrible,Expresses strong disapproval of the artist's appearance and criticizes the lyrics.
Positive,"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys ❤.A living Legend ❤",Expresses strong admiration and celebrates Beyoncé as a legendary vocalist.
Negative,This song is annoying as hell,Expresses strong annoyance and dislike.
Negative,one of the most horrible kitch songs ever. and what about those super bad effects and noises?,Expresses strong disapproval and criticism of the song's quality and production.
Positive,Tommy Johansson does a funnier upbeat version  Go check him out,Encourages listening to a specific artist's version.
Positive,Power rangers unite. Form the tornado 🌪️ JESUS CHRIST JESUS and let gummy bears bounce power rangers united and fly in the tornado 🌪️ JESUS CHRIST JESUS. Power rangers with the wisdom and power of God JESUS CHRIST sons and daughters. Power rangers unite let us see TRUTH today. Let us speak truth. Let us hear truth. I speak JESUS in everything and everyone wanting to speak JESUS in spirit and TRUTH through prayer wishes hopes dreams visions physical and emotional realms. JESUS lead and guide us and let us all become true power rangers united for you JESUS.,Expresses fervent belief and worship through the song's theme.
Negative,Is there an award for worst music video of all time?,Expresses a critical and dismissive view of the music video.
Negative,That day the music died!! Worst tune ever.,Expresses strong disapproval and labels the song as terrible.
Negative,el video mas horrible de la historia.. y la cancion mas generica de la historia,Expresses strong disapproval of both the video and the song.
Negative,one of the worst songs ive ever heard,Expresses strong dissatisfaction with the song's quality.
Neutral,I don’t think the song is horrible but Grammy no way I don’t have a problem with her trying something new never a Beyoncé fan but the song is catchy .,"Expresses a lukewarm opinion, acknowledging catchiness without strong enthusiasm."
Neutral,"Song is catchy. The video, not so much.",Expresses a positive opinion of the song while criticizing the music video.
Neutral,"I never heard a song from this whole album, only this annoying one from TikTok ads",Expresses mild annoyance and lack of interest in the album.
Negative,if this beats the beatles at the grammys im gonna be mad,Expresses strong disapproval and frustration.
Negative,Awful!,Expresses strong disapproval of the song.
Negative,A generic song go back to what you do best,Expresses disappointment and criticism of the song's lack of originality.
Negative,"the song is ok. it is catchy but that outfit is so ugly, if she is gonna do a country video, dress country in like levi's plaid shirt  cowboy hat and boots, she can show cleavage but damn that outfit hairstyle an makeup look like she was in mad max movie .. might as well be a ho if u are gonna dress like one.. .. that outfit does not fit with the song at all, no way",Expresses strong dislike of the artist’s outfit and criticizes it as inappropriate.
Negative,This is a piss poor excuse for country wtf happened to the genre for this to win the grammy she's basically stills doing the same music just in a lower tone n to a slightly different style beat it's sad,Expresses strong disapproval and criticism of the song and its artist.
Neutral,Antonette Course,"A single name, likely referencing a song title, with no inherent positive or negative sentiment."
Neutral,After listening to the song i can understand why many (other than the culture war grifters) do not really consider this song to be country. this sounds like slightly less generic mainstream pop which it essentially is to my ears.,"Expresses a nuanced opinion, neither strongly positive nor negative, about the song's genre."
Negative,MAMMIE BARRY you tube channel/5#@$MUMMY TOMBSTONE45😮BUY outy c45😢❤🍓🤓⚰️🤡💰📜🙃⚽️♟️♟️♟️♟️♟️⚰️🧤🍓😅😮😢🎉😂❤3,Contains multiple negative emojis and expressions of disgust and mockery.
Negative,what a shit garbage of music😢trash+trash+trash😢its more streptiz then music😂60s 70s 80s best music of all time😊abba😊queen😊led zeppelin😊deep purple😊blondie😊police😊u2 and so on....,Uses harsh language and dismisses the music as 'trash'.
Negative,"Absolutely stupid video…nothing to do with the lyrics, just selling sex.",Strongly criticizes the video as promoting sexual content and lacking connection to the song's meaning.
Neutral,Opening notes remind me of Gretchen Wilson’s Redneck Woman https://youtu.be/82dDnv9zeLs?si=G2FWKp-HCcPxtqn4,Comparison to another song without expressing strong positive or negative feelings.
Negative,"To all the people saying ""its a visualiser"" what the hell is a visualiser?? Is that the thing we're calling the little looped videos they use for Spotify or something? Can we call it something else given that ""visualiser"" is a generic word?",Expresses confusion and criticism regarding the term 'visualiser'.
Negative,This song is awful,Clearly states the song is 'awful'.
Negative,Is this looping worst music video ever but Beyonce is looking good 😂,Expresses a critical opinion about the music video while acknowledging Beyoncé's appearance.
Neutral,"Catchy tune, but is this the best they could do for a video?!!!!!😮",Expresses mild surprise and uncertainty about the quality.
