classificacao,comentario,justificativa
Positive,I didn't know a song about underwear could sound so catchy.,Expresses surprise and positive reaction to a catchy song about underwear.
Neutral,Giving me - Like AG6 vibe,"References a specific album, indicating a similarity but not a strong positive or negative opinion."
Positive,This song slaps. Love the beat and also their voices just work so good together.,Expresses strong enthusiasm and positive assessment of the song.
Negative,sounds like a rip off of technologic by daft punk during the chorus usues the same beat so not really original but a decent song,Criticizes the song for being a derivative and unoriginal rip-off.
Negative,"This is unoriginal garbage , literally changing the lyrics to technologic with pervy stuff isnt ""art"" lol",Expresses strong disapproval and considers the music to be low quality.
Neutral,Too deep,The comment expresses a subjective impression without clear positive or negative emotion.
Positive,Loveeeeee this it has an old school beat in the early days of like sandstorm and David Guetta,Expresses strong enjoyment and comparison to classic music.
Positive,Billie a genius using lyrics to shoot her shot 😂,Expresses admiration and amusement at Billie's approach.
Positive,What a delicious beat ❤,Expresses enthusiastic enjoyment with a positive emoji.
Neutral,Who is going to do a Mr Oizo Flat beat remix?,Expresses a request or suggestion without clear positive or negative sentiment.
Negative,"Acapella 🌚 no está en acapella, habría que quitarle el autotune también",Expresses disappointment and criticism regarding the song's production.
Neutral,I’m getting Eric Andre vibes here,References a comedic artist without expressing a clear positive or negative opinion.
Neutral,"I love this song, but the quick chorus part sounds exactly like the bit from Technologic by Daft Punk :/",Expresses enjoyment while noting a similarity to another song.
Positive,Daft Punk - Technologic vibes.,References a positive association with Daft Punk's music.
Negative,Bloodhound Gang vibe,Evokes a negative association with the Bloodhound Gang’s often controversial music.
Negative,Awful,Expresses strong disapproval and negativity.
Negative,"bangin beat, they both sound good, but the ending 'you wanna guess if we're serious about this song'  . .  is cringe","Expresses dislike for a specific, awkward lyric segment."
Neutral,I really like this song but I don't like about the underwear and stuff it's not giving the vibe,Expresses a positive opinion of the song while criticizing an unrelated element.
Positive,The beat is the clock level from mario 64.,"References a beloved and nostalgic video game element, indicating enjoyment."
Negative,That unibrow is awful,Expresses a critical and unpleasant observation.
Positive,DAFT PUNK VIBES 🪬,Expresses enthusiasm and appreciation for the Daft Punk musical style.
Negative,I usually like both of their music but this wasn't very good. I started laughing and I don't think that was they were going for. Decent beat.,"Expresses disappointment and amusement, indicating a negative reaction."
Neutral,This gives Alejandro vibes,References another artist without expressing a clear positive or negative opinion.
Negative,I came here after listening to Stern... pretty dumb lyrics imho yet cash grab that pussy (yay?),Expresses strong disapproval and sarcastic amusement at the song.
Positive,"bodyrox  yeah yeah yeah vibe, you yanks wont know",Expresses enthusiastic enjoyment of the music.
Positive,The vibe is GOOD!!!,Expresses enthusiastic approval of the music's atmosphere.
Positive,Beatifull 😍😍😍,Expresses strong positive emotion with emojis.
Neutral,"The song is good, but the lyrics and the video😢",Expresses a positive sentiment about the song while simultaneously conveying sadness about the video.
Positive,So glad they are getting the attention ❤vocals are insane,Expresses happiness and praises the vocals.
Neutral,"The collab, the song, the lyrics (especially Billie's part, I was gaping hearing it for the first time bc it randomly played on my Spotify while in public lmao) are insane but the music video SUCKS, it could have been SO fire. Makes me even more mas as someone who'd dream of being a music video realisator",Acknowledges positive aspects of the song but criticizes the music video negatively.
Positive,"Charli, Charli. OK. I need to send you some of my recent beats and we need to make a motherFKN banger like this! love this! 1 of only 2 things ive like in the last 15 songs ive listened to! The other was The Weekend.",Expresses strong enthusiasm and appreciation for the song.
Neutral,The lyrics-,Expresses a neutral observation about the lyrics without positive or negative evaluation.
Positive,I 🙏 she wins VMAs next week .. Every single song she releases makes me seriously 2nd guess wtf I'm doing n whom .. She's so sexy n her vibe is always so dope...Just sayin 😍🤩👑❤️💋🥰,Expresses strong admiration and affection for the artist.
Positive,My love knows I'm definitely serious about this song. The lyrics has seduced a whole world. Hit of the year ❤,Expresses strong enthusiasm and affection for the song.
Negative,This is the worst song Billie has ever been in😭,Expresses strong negative emotion and criticism of Billie's song.
Positive,This gives me 2009 vibes I like it ❤!,Expresses enjoyment and nostalgia for a specific era.
Negative,"While receiving the award Charlie said it how it is, when songs like this go to the top, shows how stuff has gone down hill for lyrics and intellect for the majority :(",Expresses disappointment and criticism regarding the quality of music.
Negative,This is what happens when you sell your soul to the corporate media overlords and old pervy men write your lyrics for you. Complete trash.,Strongly criticizes the song as 'trash' and accuses it of being dictated by exploitative forces.
Positive,Rosé is giving Gwen S. vibes in this MV and I couldn't love it anymore,"Compares Rosé to Gwen Stefani, expressing strong positive feelings."
Positive,whiplash by aespa vibes!!,"Compares the song to the popular 'whiplash' by aespa, indicating enjoyment."
Positive,This is so catchy,Expresses enjoyment and appreciation for the song's catchiness.
Positive,Technologic- Daft punk vibes ✨️,Expresses appreciation for the Daft Punk influence.
Positive,I’m a gay man and I love these vibes! Billie!!,Expresses positive feelings and support for the artist.
Positive,Getting Daft Punk vibes from this one,Expresses appreciation and comparison to a well-regarded artist.
Positive,ove how Billie replies to Charli in her verse and it‘s like they are t,Expresses appreciation for a specific interaction between artists.
Negative,"Promoting a song with sexualized lyrics about women's underwear while advocating against domestic violence can appear contradictory, as the former may undermine the message of respect and dignity essential to combating the latter. Also the  ""BRAT"" word - It's important to focus on language that respects and empowers individuals rather than diminishes them. we can find a better word then BRAT... Bloody Rat",Critiques the song’s lyrics as sexually explicit and contradictory to anti-domestic violence messaging.
Positive,Is it bad that I'm a dude and I know all the lyrics to this song? lol. LESS GO BILLIE!,Expresses enthusiastic enjoyment and support for the artist.
Negative,as an older person seeing what young people like to hear and the story line of underwear as the lyrics to this video. My honest reaction to this video is ewwww,Expresses disgust and disapproval of the song's lyrics and theme.
Neutral,The you wanna Guess it for being serious In this song I go through every emotion,Expresses a range of emotions without a clear positive or negative judgment.
Neutral,M to the b kinda beat,"Short, informal expression with no clear positive or negative sentiment."
Positive,We need an extended version with another verse the beat is too good the songs just too good to finish 😢xxxx,Expresses strong enthusiasm and desire for a longer version.
Neutral,this is hot obvi but why did she think the dares sounds were so unique to make him produce this track? like this is deep tech minimalism at its core,Expresses a subjective opinion ('hot') and asks a question about the song's production.
Positive,Omg this is such a banger.. when the beat drops after “Charli call me if you’re with it” is everything🙌🏻,Expresses strong enthusiasm and excitement about the song's beat.
Neutral,The substance vibes,The comment is vague and doesn't express a clear positive or negative opinion.
Negative,This is the worst song of all time,Strongly expresses negative opinion and declares the song the 'worst of all time'.
Neutral,I feel srry for billie bc of that one guy off TikTok who tried painting billie as some pred bc of the lyrics of this song as if it’s not about underwear,Expresses sympathy for Billie while addressing a tangential criticism.
Positive,Not Billie coming in with the hardest verse and a chuckle knowing she about to put us all throughhhh it 😂❤️,Expresses admiration and amusement at Billie's confident delivery.
Negative,charlie and billie make awful music. contributed to the death and crime of no original thoughts,Expresses strong disapproval of the artists' musical output and implies a negative impact.
Positive,So damn catchy,Expresses strong positive sentiment due to the song's catchiness.
Neutral,Nice and safe lyrics (no sarcasm),Describes the lyrics as 'safe' without expressing positive or negative emotion.
Negative,Lyrics in hindi:Kiss colour ke chhadi pahne ko?,The comment expresses disapproval and criticism of the lyrics.
Positive,Love this song great video so catchy fun song,Expresses strong enjoyment and positive feelings about the song and video.
Positive,The first part lyrics  WAS WILD ASF,Uses slang to express enthusiastic enjoyment.
Positive,"Beat needs realigning slightly with the vocals in the beginning, but everything after the drop is beautiful!! Awesome work🫶🫶 So cool to hear ST in another great genre!",Expresses positive feedback with specific praise and enthusiastic emojis.
Neutral,This is my mffff vibeeee,Uses slang indicating a personal preference without expressing strong positive or negative emotion.
Negative,Billie's giving young princess nokia vibes,"Implies a dated and undesirable musical style, reminiscent of a past trend."
Positive,"Love the 2016-2018 carefree, sweet but not overly cute vibes, we need more of this vibes from the girls!",Expresses fondness for a specific musical vibe.
Neutral,"UM IS THE GIRL FROM 360, AKA WAITER VIBES IN THE PARTY SCENE AROUND 0:30-0:40!? 🤯","Expresses a specific observation and excitement, without strong positive or negative sentiment."
Positive,This gives me peaches vibes so hot!,Expresses strong positive feelings and association with a specific song.
Positive,Anyone else getting tatu vibes? 😍😍🥵🥵,"Expresses enthusiastic enjoyment and excitement, referencing a positive artist."
Positive,JAMES WTF I NVR KNEW UR VOCALS CAN REACH THE GALAXYS U DID AMAZING BABE,Expresses enthusiastic praise and admiration for the vocalist’s abilities.
Positive,I'm really in love with this sonnggg it's such a vibeee🔥🔥🔥🔥,Expresses strong enthusiasm and enjoyment using enthusiastic language.
Positive,Okkaaaaayyyyyy 💅🏼lovin’ the vibesssss💖💖💖,Expresses enthusiastic enjoyment with emojis.
Positive,Charlie is beatiful ❤,Expresses adoration and affection for Charlie.
Negative,The worst song i have ever heard,"Expresses extreme dissatisfaction and labels the song as the ""worst"" ever."
Neutral,Anyone else get major Skins vibes from this? Like Effy vibes and the music video reminds me of the house parties in that show,References a show and evokes a nostalgic feeling without strong positive or negative sentiment.
Negative,Billie single handedly saved this song and probably Charlie’s career because the rest of this album is awful,Criticizes the album as a whole while praising Billie's contribution.
Positive,This is such a vibe,Expresses enjoyment and appreciation for the song's atmosphere.
Negative,Sick tune Shame lyrics could be better too gender bending for the younger generation how can it be cool to be gay today!!x,Expresses disapproval and potentially judgmental opinions about the song and LGBTQ+ themes.
Negative,I hate this song it's always playing on spotify ads and it's annoying asf,Expresses strong dislike and annoyance.
Positive,The beat is amazing!!! Can't get over Yseult 's verse,Expresses strong enthusiasm for the beat and Yseult's verse.
Negative,Why is this giving the same vibe as the big bad wolf music video 😭😭,"Expresses dislike and sadness, comparing the song to a negative visual."
Positive,Good vibes,Expresses a positive feeling about the music.
Negative,"Uma merda essa musica, o clip. Nada tem sentido, uma batida sem ritmo e frases que não fazem sentido co m nada. Não há o que apreciar nessa música, só tempo perdido. Não recomendo.",Expresses strong dissatisfaction and criticizes the song and its visuals.
Positive,"This song has a rush vibe Troye Sivan, i loved❤",Expresses enjoyment and affection for the song's style.
Positive,Daft Punk's Technologic vibes,Expresses appreciation for Daft Punk's musical style.
Negative,The songs epic but the lyrics scar me for life,Expresses deep distress and negative feelings about the song's lyrics.
Positive,PERFECT!!!!!!!!! AMAZING GIVIND MTV 2000 vibes,Expresses enthusiastic delight and references a nostalgic era.
Neutral,Bro the lyrics 😭,Expresses a strong emotional reaction (crying) without explicitly stating a positive or negative opinion about the song.
Positive,This autoplayed after listening to Paul McCartney's Temporary Secretary and you know what? Exactly.,"The comment expresses agreement and appreciation, suggesting a shared taste and connection."
Negative,bad guy vibe,Implies a negative comparison to Billie Eilish's
Neutral,"me: ""This is such a banger! wait..."" *realizes the lyrics*",Expresses initial excitement followed by a realization of the lyrics.
Positive,"Omg this gives me like 2007, 2008 trashy vibes and I love it there needs to be more songs like this",Expresses enjoyment of the song's nostalgic and deliberately
