classificacao,comentario,justificativa
Neutral,Is it just me or does this video give Paula Abdul Cold Hearted Snake vibes?,"Compares the video to a previous song, suggesting a stylistic similarity without strong positive or negative judgment."
Positive,I got the vibe of the vogue song,Expresses a positive feeling and appreciation for the song's style.
Negative,The  audacity to use Mac Miller's lyrics from such a good and deep song for excusing cheating. Breaks my heart,Expresses deep disappointment and sadness regarding the use of lyrics for a disrespectful purpose.
Positive,"Eternal sunshine is such a great album; so many references to other artists, both her peers and other, former divas. ""Yes, and?"" feels like such a tip of the hat to Madonna with her Vogue era and also makes me remember ""Material Girl"" with its sassyness during the verse. Love it!",Expresses strong enjoyment and references multiple artists positively.
Neutral,please on the subtitle read the lyric you will heal by the lyrics alone,Offers a gentle suggestion without expressing a clear positive or negative opinion.
Neutral,The chorus reminds me of one of Madonna's song. Im not sure if it is vouge,Identifies a similarity to Madonna’s song without expressing strong positive or negative feelings.
Neutral,"Não é possível que essa música tem mais de um ano,o tempo passa muito rápido 😢😢","Expresses sadness and a comment on the passage of time, without strong positive or negative sentiment regarding the music itself."
Neutral,I always feel a Madonna vibe,Expresses a nostalgic association with Madonna's style.
Positive,I’m getting Madonna vibes,Expresses a positive association with Madonna's style.
Neutral,"Love it when she sings „hold your stone achi achi achi achi achi achi, pull your beer back and-a pull your beer applesauce“",Expresses a simple enjoyment of a specific lyric without broader sentiment.
Positive,Yes i listening music now yes good Vibe  need replay now have time watch Like music Like good music can all day and now i change  here have more CD i see all and listen next now or tomorrow bye bye is night Like batsss,Expresses enjoyment and a desire to continue listening to the music.
Positive,The vocals are absolutely stunning!,Expresses strong praise for the vocal performance.
Neutral,Vibe2025🤞,Expression of hope and positive sentiment without specific details.
Positive,"It feels and sounds like...Madonna! Got them ""Vogue"" vibes!","Compares the song to Madonna, expressing a positive association."
Neutral,I don't get the statue espue vibe its giving aliyah  aka akashka  from queen of the damd . But I must admit.  I love her voice very angelic,Expresses confusion about the song's vibe while acknowledging appreciation for the vocalist's voice.
Negative,ß and English especially American courts the lyrics woulda look like,Expresses a negative opinion regarding the lyrics and legal systems.
Negative,Is anyone noticing that she’s projecting witch craft she turns into stone when the light is on her and she does a spell on the audience before the wack ass show is over. She is not of light. She is a dark witch!,Expresses suspicion and condemnation of the artist's actions as witchcraft.
Neutral,ZARA Vibes,Expresses a preference for a specific aesthetic without strong positive or negative emotion.
Positive,"very very very Madonna ''VOGUE'' vibe, flow and beat",Expresses strong positive feelings and association with Madonna's iconic 'Vogue' sound.
Negative,Ariana Grande - could have done better with her career - this track is a decent house track throwback to a great time in dance music in the 90s - but the lyrics and content that ariana grande puts forward is clearly sexual predator shit written by men - its dissappointing that she allows herself to be the vehicle to push this crap in to the psyche of our younger generation. DEGENERATE generation.. great track.. shitty lyrics,Strongly criticizes Ariana Grande's lyrics as promoting harmful and degrading content.
Negative,Forever 21 vibes....or claires,"Uses a derogatory comparison, implying cheap and trendy clothing."
Positive,These are some nice 80s/90s Madonna vibes. 🫶🏼,Expresses appreciation for the music's resemblance to Madonna's earlier work.
Positive,Madonna’s Vogue vibes❤,Expresses fondness for Madonna’s style (Vogue).
Positive,Someone please give us an extended version of the beat with only the chorus...instant club banger,"Expresses strong desire for a specific, desirable remix."
Negative,happy birthday yes and i will never forgive those people who said this song is generic!!!,Expresses strong disapproval and anger towards those who deemed the song generic.
Positive,Ariana grande always have músic beatiful 😮😅❤...! /! /,Expresses strong positive feelings and appreciation for Ariana Grande's music.
Negative,"¿En qué temporada de la ""moda"" me perdí? Que todo lo quieren hacer un bluque de tiempo...¯⁠\⁠_⁠(⁠ツ⁠)⁠_⁠/⁠¯🤔🤨🎮🕵️🕹️",Expresses frustration and criticism of current trends.
Positive,I'm getting Ciara vibes from this song...Does anyone?,"Compares the song to Ciara, indicating a positive association."
Neutral,"Yes, and? Já tem 1 ano... como o tempo passa rápido... parece que foi ontem que eu tava escutando e pulando de felicidade por ter uma música nova da Ari...",Expresses a simple observation about time and the release of a new song.
Neutral,Interesting. Janet Jackson/90's Madonna vibes.,Identifies stylistic similarities without expressing a positive or negative opinion.
Positive,"This is so early 90’s Pop House, they got the vibe spot on here.",Expresses enjoyment of the song's 90s pop house style.
Negative,How can such a terrible person sing so well? It's like listening to Unchained Melody  sung by Hitler,Uses highly offensive comparisons to criticize the singer's talent.
Positive,It took me too long to realize she's doing a Doctor Who Weeping Angel reference when she turns to stone with her eyes covered.,Acknowledges and appreciates a clever artistic reference.
Positive,"My favourite part is when ariana grande said "" its homewrecking spongebobin time "" and homewrecked spongebobbed the song it was so emotional",Expresses strong enjoyment and a memorable reaction to a lyric.
Neutral,"As Gen X, I hear heavy Vogue vibes… just say’n",Makes a reference to a previous artist/song without expressing a strong positive or negative opinion.
Positive,getting madonna vibes,"Compares the artist to Madonna, implying a positive association."
Positive,This MV kinda gives me a little bit of OMG by NEWJEANS vibes,Compares the music video favorably to a popular and well-regarded song/video.
Positive,Madonna vibes here,Expresses a positive association with Madonna’s style.
Positive,Me senti na vibe de glee,Expresses a feeling of enjoyment and connection to the show 'Glee'.
Positive,Beats mad only saw this as a brief snippet thought i found the first song of hers I'd like chorus is booping,Expresses enjoyment with positive terms like 'booping'.
Positive,"Omg i still love this song year on! such positive vibes, my mom said reminds her of vogue from madonna",Expresses continued love and positive association with the song.
Positive,We dance to this every night at my Halloween haunt job and we love it!! Such a great great song the vibe to it is so organic,"Expresses strong enjoyment and repeated listening at a specific, positive context."
Neutral,Rollin in the deep w a dell vs Mac book 😂😂😂😂,Humorous comparison with no clear positive or negative sentiment.
Positive,i LOVE this lyrics,Expresses strong positive feeling about the lyrics.
Positive,"Great coreography, great dancing, catchy melody, good tempo.  Could have used less screen time for the ""spectators"".",Expresses appreciation for several positive aspects of the music video.
Negative,the first part gives Disney writing vibes ngl,Implies a negative comparison to Disney’s writing style.
Neutral,This beat gives me Vogue Madonna),"References Madonna's 'Vogue,' indicating a stylistic similarity without strong positive or negative emotion."
Neutral,I'm lasted at least as a laissez to a free see .. lessen outs longs even resties above has realities facts to be a needs singled I did all over times Ed.  At leashed faiths to it bk to the was steeling the thoughts bewitched the neared of prayer 😅to all in as I'm am the all in wised trusted this lifed outs be leased sounds eventing x true os j hooks at leased to ii a need a be quite s letters falls overs likes to of did don't  crossed the mildly 😊 just inters sides to as welled keeps to watches uu pear feels especially a brake to some lifted lessening fears righted to a slithered  his s lows to seed alongside justed to Abe y sweallyed in all nices in loves those ones to life's greatest all outs noises haven a did we free neaterul stays but been to it free intered a means I costs v uu longs as tried is well should all in life's doesn't make you feel something like this still available to all heart's stays free want hart uu matches with sedum in it own life and qouts because in life even outs to sounds doesn't lowen just lifted realized true be to ends a better leashed Dea function that feats to all noises everything bested likes a was uu belive a small pears a ii to this holed next aaa be trees to but keep it all realizes own to see no see lights a be in seems facts I rather be at nevertheless to a outs what see the quits to ends a nether voice to be even to its own best soul is dated in weled that's did neas a Reaves four a kind who or deosent fees above the saints to as been bailey 💙 ❤️ in its true fume as life's welled to sides at we  be a one's to alonged a being to others greats looks in try a let's no see . Just tried to outs sides just be inters life's with a alonged seats in one sea 3 7 fallening allaboved steeled never gives use the outs if we belonged to it tried stayed outs sou ds of fees that's does sweally  neaterul to mosted looked to gives those allbouts all in life's even his greats lows to its realliesd a never Landes gives a deed mosten just reamer miles mind's is going to feels belonging is truthful  all defects the abellde to is Pearland its fears life's pear finding four use the one wish I would Parthenon sides a wall to not Deutsche to are act of just deed facts layer in its soul a mind be parts to a tables sounds be bested life's good at just gives trusted belong tails we one's it realyed true ooo mm be aaa only sweetly just only life's stands to it deflects to the beat . Is fact it took my heart four to blocks with a freand.  His radio by bass .,"The comment is largely nonsensical and lacks clear sentiment, making a definitive classification difficult."
Positive,I’m a theater geek. An emotional geek. And an Ariana geek. Geeking out!,Expresses enthusiastic enjoyment and identifies as a devoted fan.
Positive,Yall can play this song New Years Eve just play this video exactly at 11:56:28 and Ari will sing Yes And with high notes to starts your year 🎉,Expresses excitement and anticipation for a specific moment with the song.
Positive,Im getting Vouge ( Madonna ) vibe with the beat and COLD HEARTED ( Paula Abdul ) for the choreography,Compares the song to two iconic artists and describes it positively.
Positive,"My favourite part when ariana grande said ""its homewreckin spongebobin time"" and proceeded to homewreck spongebob the song it was very emotional","Expresses strong enjoyment and a memorable, positive reaction to a specific lyric."
Positive,Jennifer's Body is one of my all time favorite movies. This video was done so well that I confused it with the actual movie! And the song is perfect for the vibe!,Expresses strong enjoyment and a positive association with the song.
Negative,This song sucks. Probably one of the 3 worst on the album. 😢,Expresses strong dislike and ranks the song poorly.
Negative,"She has changed a lot, even her skin tone, she is whiter than white now. Her speaking voice has become more child like too, you could mistake her for Billy Eilish with this song too.",Expresses concern and criticism about perceived physical and vocal changes.
Positive,This Song gives me the 2000 vibes,Evokes nostalgic feelings associated with the 2000s.
Positive,Anyone else here for the rocket league beat?,Expresses enthusiasm for the song's use of a popular track.
Neutral,Killer song. Lyrics are right on the line separating empowerment and egomania.,"Presents a nuanced observation, acknowledging both positive and potentially negative aspects."
Positive,its beatiful this song,Expresses direct and enthusiastic appreciation for the song.
Positive,Her vocals remind me of janet jackson's..,Compares the vocals positively to Janet Jackson.
Positive,"How do you know when you've caught a good witch. You wake up in a jet listening to UFO the band, Van Halen the teacher, AC/DC, The Beatles, Led Zeppelin, Def Leppard, and Stephanie Lloyd on the guitar, Ariana Grande, on Dolby stereo system or Sony. Going to Hawaii.",Expresses enthusiasm and appreciation for a diverse musical experience.
Positive,arianas light as a feather and beather than ever,Expresses admiration for Ariana's vocal abilities.
Positive,This is giving me Cold Hearted Snake vibes. Now I need to check out Paula Abdul’s Cold Hearted Snake video. This is cute. Very cute.,Expresses enjoyment and describes the song as 'cute'.
Negative,"Actually this chorus even blanker than original,why you guy need to pretend that if meovv debut with the song with 55% of lyrics are adlips in more noisy version would be great😅",Expresses frustration and criticism of the song's quality.
Negative,thats by far the worst song i have ever heard. you should think ariana is rich enough to buy someone who actually knows how to write music!,Strongly condemns the song as awful and suggests lack of musical talent.
Positive,style and grace old soul deep eyes and like perfect placement. mad flow. made my day today. thnks,"Expresses admiration for the artist's style, flow, and positive impact."
Positive,Love it! Gives me Madonna vibes.,Expresses enjoyment and comparison to a well-regarded artist.
Positive,I like the beat .,Expresses a positive opinion about the music's rhythm.
Positive,Great beat,Expresses positive feelings about the song's rhythm.
Positive,"Got Madonna vibes from this, cool song :)",Compares the song favorably to Madonna.
Positive,Madonna vibe❤,Expresses admiration and appreciation for Madonna's style.
Positive,Gives me Madonna “strike the pose” vibes….,Compares the song favorably to a well-regarded Madonna track.
Negative,This is one catchy song but Mac miller said on multiple occasions say it with your chest. So it’s pretty messed up she’s using a phrase he liked to use when she is talking about smashing another man. On top of the fact Mac miller has passed. 😢,"Expresses disapproval of the use of a phrase associated with a deceased artist, combined with sadness."
Positive,Cold Hearted Snake vibesssss 🐍🖤,Expresses enjoyment and association with a specific song/style.
Positive,"A Vibe da Música é Muito Boa, Gostei Muito !!! ❤️",Expresses strong positive feelings and enjoyment of the music.
Negative,idk why this just gets me really emotional . this was her first single since postions and she’s so frail looking it makes me so sad we just want the best for our girl. (duh i know she has the lyrics don’t comment on my body do not reply) but when her bones are so visible you can’t help but be sad,Expresses sadness and concern for the artist's appearance and well-being.
Negative,"“What’s mine is mine” and “Why do you care who’s dick i ride” are diabolical lyrics after stealing someone’s husband.  She will grow weary of him when she stops doing the musical theatre Caucasian cosplaying and goes back to black face, she will need another “gangster” then.",Strongly criticizes the lyrics and the artist's perceived actions and choices.
Positive,Ooh Paula Abdul vibes,Evokes a nostalgic and complimentary reference to Paula Abdul's music.
Positive,"Im in love with allllllll her mac mill references from ger lyrics.. to the name of albums... to lil gestures she does... its sad but she hella honors him.. ""SAY THAT SGIT WIT YO CHEST""",Expresses admiration and appreciation for the artist’s tribute.
Neutral,"song is dope, lyrics sucks",Expresses appreciation for the music while criticizing the lyrics.
Positive,SO MELHORA COM TEMPO,"{""sentiment"":""Positive"",""justification"":""‘Melhora’ (Portuguese for ‘improves’) indicates a growing appreciation for the song.”}"
Negative,It is awful!,Expresses strong disapproval and labels the song as 'awful'.
Negative,Everyone is saying 90’s vibes but is anyone else feeling this video is very Paula Abdul cold hearted snake vibes?,"Compares the video to the perceived aesthetic of Paula Abdul, suggesting a negative association."
Neutral,🤔👉sound of universe kuyil?,Expresses a curious question without clear positive or negative sentiment.
Neutral,"This song is the second edition of Madonna Vogue (listen to the lyrics and the sound and the context as well as the choreography!) I think I only like it because of this! It reminds me on the song vogue by Madonna. Also if anyone spotted it it's like you go in to watch a performance of a non-existent person (it's all fiction/false projection, just like a vampire or anything empty shell scenario being) because once it's not dark anymore and the light comes through the windows (covers being removed!) she literally turns into a wax/ceramic figure with her eyes being covered up. So she who encourages you to be free and do whatever you want and be whoever you want to be actually doesn't even have a life within herself therefore she's bined and under control or seriously disabled by her not even being alive but rather ""dead"" and just an empty vessel of some sort. The amount of direct opposites and counterfeiting statements and falseness (deceiving nature) of it all is crazy! She's saying words but they are essentially all empty...still it works because people are clearly hypnotized and put under a spell by the words that are being spoken rather they pay attention to the action behind the words. The whole coreography and all details in the movie are telling a completely different story that she's singing about. Very interesting! No one even cares to acknowledge this fact. Not to mention the groups attending these repeated (robotic shallow) performance (as it's depicted in the video to be like this with the symbolism all over it!) it's evident that each group is leaving with a higher spirit directly because of the performance: like someone programmed you to feel like that because it's also clear that they have no idea why they are acting like this and they still do (it feels like it's a rather subconscious programming going on! I heard M.K. U.L.T.R.A Really? Who knows right!? She covers her eyes. She's showing a black mirror and she's reflecting back at her audience. Very very interesting song and performance. Well done Ariana. You are a clever girl! 💯","Contains extensive, complex analysis and comparisons, with mixed praise and observations without a clear positive or negative leaning."
Positive,VIBEOLICOUS 💋 💋,Expresses enthusiastic enjoyment and uses suggestive emojis.
Positive,Omg this is giving me Paula Abdul vibes with the vid ❤❤❤,Compares the music video to a positive and iconic artist.
