classificacao,comentario,justificativa
Neutral,Deep voice,A simple statement describing a vocal characteristic without expressing an opinion.
Negative,Who are the annoying Americans in the video i know Charlie but have no idea who the others are came here too support the British girl.,Expresses annoyance and criticism towards other viewers.
Negative,it's giving bad blood vibes,"Compares the song to a well-known, critically acclaimed song in a negative way."
Negative,It's terrible. Thin and forgettable.,Expresses strong dissatisfaction with the song's quality.
Negative,Her voice is just vocal fry.  Dime a dozen.,Criticizes the singer's vocal style as unoriginal and poor.
Positive,We are The Misfits vibes.,Expresses enjoyment of a specific musical style (The Misfits).
Positive,Italian Jack White Vibez,Expresses admiration and comparison to a well-regarded artist.
Negative,This is the worst thing that has ever raped my ears,Uses highly offensive and violent language to express extreme dislike.
Positive,To much intro annoying  but i love charli she still looks great 👍👍👍👍👍👍 I DIG THE SONG THO,Expresses liking the song despite initial annoyance.
Neutral,“ Totally waiter vibes” that thing sent me right to space💀,"Expresses a humorous, slightly detached reaction without strong positive or negative sentiment."
Positive,im a dude this song is fire af and catchy af idc,Expresses strong enthusiasm and positive feelings about the song.
Positive,Omg the girl from idol is on this video!! Why is this song so catchy ?,Expresses excitement and enjoyment of the song's catchiness.
Positive,"Amazing new beat, really good , I leave my like and my subscription,  keep it up",Expresses enthusiastic approval and support.
Positive,I need more of these vibes. What is the closest actual movie/show to this??,Expresses a strong desire for more of the music's style.
Positive,Just watching some of Charlis stuff 4 the 1st time..the actual music is totally unforgettable but her as a personality..yeah shes totally vibes.,Expresses enjoyment of the music and finds her personality appealing.
Positive,"Starting at the 2:23 mark, the music and visuals have me in hypnotized 👁️‍🗨️. Also she's giving Meghan The Stallion vibes. I swore it was her at first",Expresses captivated feelings and a comparison to another artist.
Negative,2 minutos de quien sabe que verga porque no entiendo inglés para que empiece a sonar la pinche canción mas generica del mundo,Expresses frustration and criticism of the song's generic nature.
Negative,"Not bad American girl, i love the vibe x but sorry babe, Jade - Angel of my Dream will be no1 in the world this year and Kylie - My oh My also have such a good vibe too so that will be no2 for Kylie, so Charlie you maybe no3 maybe? anyway bye bxtch x",Expresses dismissive and insulting comments about other artists.
Neutral,this is my multiverse of madness,A playful reference with no clear positive or negative sentiment.
Positive,GOOD RHYTHM !!    REALLY NICE BEAT !!    I Really like it !!,Expresses strong positive feelings about the rhythm and beat.
Neutral,The beat gives me a vibe of songs from back then in the 2010 era,Expresses a nostalgic feeling without strong positive or negative judgment.
Positive,"Damnn...!! Am I...? The only one that, every time that beat hits, i start shaking my body like i'm on that damn machine!! We Love you Charli. Thank you for Breaking the rules!!",Expresses enthusiastic enjoyment and appreciation for the artist.
Positive,"I don't care who you are, that beat is insane",Expresses strong enthusiasm and admiration for the beat.
Neutral,Waiter vibes,The comment references a specific genre/style without expressing positive or negative emotion.
Negative,What’s with all satanic references in her songs.. it’s honestly annoying 😂,Expresses annoyance and criticism regarding the use of ‘satanic’ references.
Neutral,Its giving me like rosila vibes idk why...,Expresses a comparison to another artist without strong positive or negative sentiment.
Negative,It’s crazy how people will make the world a worst place just for money,Expresses frustration and disapproval regarding prioritizing money over the well-being of the world.
Negative,"This aint nothing at all on MJ, kinda tame, sounds super autotuned too. It sounds like it was written by an AI lol",Expresses disappointment and criticizes the song's quality and artificial sound.
Positive,Lovely good video and vibe,Expresses positive feelings about the video and its atmosphere.
Positive,OMG AAAA DTI VIBESSS,Expresses extreme excitement and enthusiasm.
Negative,This is the cuntiverse,Uses a highly offensive and derogatory term.
Positive,Totally waiter vibez 😂😂,Uses emojis to express amusement and positive sentiment.
Negative,Poe you're at a pretentious gay party in NYC and the music is awful,Expresses disdain for the music and implies a negative social situation.
Negative,why every girls in this mv has vocal fry?,Expresses criticism and annoyance regarding the vocal style in the music video.
Negative,doechii underused in this little verse,Expresses dissatisfaction with doechii's role in the song.
Neutral,Has Kesha vibes,A comparison to Kesha without expressing a positive or negative opinion.
Positive,The beat is giving Deadmau5 Strobe and I love it,"Compares favorably to a highly regarded electronic track, indicating enjoyment."
Negative,Totally waiter vibes,"The phrase 'waiter vibes' implies a low-quality, uninspired experience."
Negative,"The mixing in this music sucks, fire your producer",Expresses strong dissatisfaction with the music mixing and calls for a producer change.
Negative,"""Its giving waiter vibes""",Uses a slang term to express a negative opinion of the music video.
Neutral,"No idea who Charli xcx is or anyone else in the vid... was so lost till towards the end- when I got excited, cuz I saw/recognized Chloë Sevigny. Vibe turned bummed real quick with the realization ohh- kay, I'm OLD- THAT'S what's going on here. 😅",Expresses confusion and a slightly negative reaction to the video's content.
Negative,"This has GOT to be the most pap, inane, boring, repetitive slop I've EVER heard. if this is the 'new' women's thing its frankly disappointing. yours, a woman who obviously has more rizz and tits than all those over made-up viciously finger-nailed bimbos.","Contains harsh, insulting, and judgmental language expressing strong dislike."
Positive,Eyy. Baddie vibes.,Expresses admiration and positive feelings.
Negative,Trash doesn't even try to hide autotune what does music have become just noice,Expresses strong dissatisfaction and criticism of the music's production.
Neutral,Am I the only one hearing the melody from Realiti by Grimes in this?,"Raises a question about similarity to another song, without strong positive or negative emotion."
Neutral,"""Totally waiter vibes"" was what got me",Uses slang expressing a somewhat negative but informal opinion without strong emotional intensity.
Positive,I love this song it’s such a vibe ❤,Expresses strong positive feelings and uses an emoji to convey enthusiasm.
Positive,being 5hrs late to a dinner is such a DIVA vibe.,"Uses 'Diva' in a complimentary way, suggesting confidence and glamour."
Positive,in house jokes and a killer synth 🙂🙃🙂,Expresses enjoyment of the song's humor and synth.
Positive,"""LoVe HeR 🥰👀ToTaLLy WaiTeR vIbEs🤵‍♀✨""",Expresses enthusiastic love and uses emojis to convey excitement.
Positive,The best is fun and catchy. Almost sounds like something out of the late Y2K era. The music video is funny.,Expresses enjoyment of the song's qualities and the video's humor.
Positive,Nice tune .. great vocal production which enhanced the vocal and Topline 🙏…didn’t get the intro movie bit really ; I’m prbly too old and male tho 😂… ☄️,"Expresses positive enjoyment and appreciation for the song and production, with a lighthearted acknowledgment of personal preference."
Positive,"This song is already so good, but it hits so different when it reminds you of the level you've reached in life; where things are noticeably different with you and working in your favor. It took some time to get to the top, you're not jumping around or being dramatic about it- hence the steady and calm vibe. It's not about ego, you're just in a certain knowing of what you hold.",Expresses deep satisfaction and appreciation for the song's reflective and empowering message.
Positive,my god so love this track so upbeat it brings tingling energy through my bones...❤!,Expresses intense positive feelings and enjoyment of the song.
Negative,God awful music.,Strongly criticizes the music as 'God awful'.
Positive,Esta cantante ha sido muy vanguardista y adelantada a sus contemporáneos. Otro sello es su creatividad y qué decir de su originalidad,Expresses admiration for the singer's innovative and original approach.
Positive,She's such a vibe...,Expresses a positive and enthusiastic appreciation for the artist's style.
Neutral,Beat Reminds me of Glamorous by Fergie,"Comparison to another song, without strong positive or negative emotion."
Negative,"Her voice has so much potential...fire the music producer. Her voice can make it to the top but not these beats,.",Criticizes the production and suggests it hinders the artist's potential.
Negative,Never thought this girl Charlie could actually sing. Like all her songs are so easy vocally to say. Don't call this singing at all. No effort at all.  Does she even have full singing capability. Literally 🤔 wondering.,Expresses disbelief and criticism regarding the artist’s vocal ability.
Positive,Whoever made the beat deserves a payrise,Expresses appreciation and suggests a reward.
