classificacao,comentario,justificativa
Negative,Euphoria better…Drake talking getting his nails done while Kendrick nailing him in the coffin for being a dead beat dad(still) even after Pusha T had to make him start trying to act like one in the first place,Expresses strong criticism and disparagement of Drake's music and parental status.
Neutral,1:06 beat💀,Expresses a reaction (1:06 beat) without a clear positive or negative sentiment.
Negative,"Bro the song feels so damn out of tune, It's off beat, It's so ass. First we get some verses and then out of nowhere he drops the chorus. Cringy and cheesy ass voice he using bro 🙏🙏💀💀",Expresses strong criticism of the song's tunelessness and vocal quality.
Negative,Kendrick shit was wack af maybe it was the beat,Uses derogatory language ('shit') and expresses a negative opinion about the song.
Negative,After listening to euphoria.. the best thing about Drake's diss track is the beat I'm sorry it's all nursery rhyme compared to KDOT,"Compares the song unfavorably, calling it a 'nursery rhyme'."
Positive,Kendrick cooked him 😂 drakes is catchy but diss tracks need to have diss component and kendrick has that by 100x.,Expresses strong approval and superiority regarding Kendrick Lamar's music.
Negative,This version is sooo ass... STRICTLY cause of the beat,Expresses strong dissatisfaction due to the song's beat.
Negative,"This shit is whack as fukk. Remove the beat from this and Kendrick and put both to a click track. You’ll see how garbage Drake actually is, hiding behind beats and producing.","Uses strong, offensive language to criticize the song and artist."
Negative,So how is this beating Kendrick diss,Expresses disapproval and suggests a critical comparison.
Negative,Not even all of Drakes ghost wtiters could beat Kendrick,Expresses a dismissive and critical opinion of Drake's influence.
Negative,A.I. beat?,Expresses a negative opinion about the use of artificial intelligence in music creation.
Neutral,The only thing Hard about this track after hearing Euphoria is the Beat,A straightforward observation about the track's beat.
Negative,Drakes song sounds better to the ears but Kendricks song is actually real as fuck. Drake can act hard all he wants and talk all this shit but at the end of the day everyone in the scene knows that lil bro is all bark and no bite and that homie came from canada and had a lil acting career and shit before he ever saw the fame he has now after pretending to be someone he isnt. Drake is not hard. Drake is not from the streets and made himself better. This is why people who have actually been in that life and been through that shit for real dont really care for drake like that. All good to be you but to portray this other character for extra clout or street cred is just beyond cringey now. His music still goes hard but definitely not against people with some real heart and soul behind their music and lyrics.,Strongly criticizes Drake’s persona and music as inauthentic and manufactured.
Negative,He should have went Memphis on the beat Tay key or Juicy J..,Criticizes the song's beat choice negatively.
Negative,What did everyone think was going to happen lol. Fuck not being in the same legue kedrick aint even on the same universe in comparison.,Expresses frustration and disbelief with strong negative language.
Neutral,all-is-left-to-beat-kendrick-is-drake-who-is-active,Expresses confusion and comparison without strong positive or negative sentiment.
