classificacao,comentario,justificativa
Negative,They call this black rap country! CMA should be ashamed of themself! Saying the same verse75 times what great song writing what a fu....g absolute joke!,Strongly criticizes the music as a poor and nonsensical imitation.
Neutral,J-Kwon has made more money off of the publishing from the lyrics in this song than he did in 2004.,States a factual observation without expressing an opinion.
Negative,"2025 and I'm seeing this video for the first time. Heard the song a hundred times and loved it. But seeing the video I'm left sad, then empty, then curious. From his sad and lonely expressions to his lazy yet robotic movements. I can't help but feel this as a massive surrender to the monotonous emptiness of the world today. This song once filled me with happiness and now it reminds me of the routine and agenda pushed on us all. Patterns aren't always healthy","Expresses feelings of sadness, emptiness, and critique of a monotonous world."
Negative,I think she’s amazed that he made it this far without being able to actually sing very well. Perfect example of autotune making someone sound like a good singer. Great song writing though,Criticizes the singer's vocal abilities and reliance on autotune.
Positive,Well... that was unexpected.  Kept the country vibe and didn't go lamestream like so many do.,Expresses approval of maintaining a specific musical style.
Negative,Worst video ever! They found 4 idiots that can't dance & if you pay attention it must of been put together in segments because they're completely off from the music 🙄 there are white people that can actually dance I suggest next time finding folks from Texas because those dipshits only know how to stomp their feet off beat 🙄,Expresses strong disapproval and insults the dancers and their performance.
Positive,"This is so a #summerfest song,find a band,grab a beer and dance on a table,, vibe😂😂😮😂😂😂😅😊 iykyk",Expresses enthusiastic enjoyment and association with a celebratory atmosphere.
Negative,0:33 autotune is out of tune,Criticizes the use of autotune and its perceived inaccuracy.
Positive,Shout out To JQUAN I LIKE THE SALUTE not a lot of people the history behind those lyrics I really like the mix that was tight,Expresses appreciation and positive feedback about the song.
Positive,Vontade de viajar ouvindo essa vibe,Expresses enjoyment and a desire to travel while listening to the music.
Neutral,OK jkwon vibes dis sum diff frm wut I listen to bt it's coo,Expresses a neutral reaction with a simple assessment of the song's style.
Negative,"Love the song and beat but...he leaves his live in partner who is complaining about bills to go spend bill money at the bar, quit his job and ask his friend the next day to arrange for a new woman. Definitely an adult song.",Criticizes the artist's irresponsible and immature behavior.
Positive,Damn that’s catchy.,Expresses enjoyment and appreciation for the song's catchiness.
Positive,"Great video. I'm new to your channel and I love your vibe. Also, I can't tell the difference between the   kisluxs   replica bag here and it's close enough to the Amazon bag and it's cute, so that's good enough for me.","Expresses enjoyment of the video and channel, with a minor positive observation."
Positive,This beat one of the hardest of the last 2 years.,Expresses strong praise for the song's intense beat.
Positive,"Throw down, here's the beat",Expresses enthusiastic approval of the music.
Positive,My baby sister is 8 and she has no idea what she's singing about but she knows all the lyrics 😂,Expresses amusement and fondness for a child's enthusiastic singing.
Neutral,"I feel like the song is a satire on party culture.  Could just be me, but there's something sad in the tone of delivery, but I think that resonates deeper to all the people that enjoy it as anything they see it as.",Expresses a tentative interpretation of the song's meaning alongside a personal resonance.
Positive,What aj emotional masterpiece 🥺,Expresses strong positive emotion and admiration.
Positive,Brilliant melody. Then adding the strings was very clever.,Expresses appreciation for the melody and the addition of strings.
Negative,The world’s worst Nazi,Contains a highly offensive and discriminatory slur.
Negative,"He did country right! Beyonce take notes, you failed",Criticizes Beyonce's music and suggests she didn't do country music well.
Neutral,"I need to find lyrics version , because the clip is awful",Expresses a need for a specific resource without indicating positive or negative feelings about the video itself.
Negative,What in the juice world do we have here? Just another generic hiphopified country song.,Expresses dissatisfaction with the song's genre and quality.
Positive,"This hits deep and the good feeling it hits our souls is indescribable, this is a beautiful song and you have a great gift, never let go my friend.",Expresses profound appreciation and encouragement.
Positive,2019 vibes ❤❤❤,Expresses fondness and enthusiasm for the song's nostalgic feel.
Positive,"The music, the rhythm is the BEST, super happy!!  Lyrics - partially okay..",Expresses strong positive feelings about the music and rhythm.
Neutral,"I don't know why but in the chorus I always hear ""Everybody has Parkinson""",The comment expresses a strange auditory experience without clear positive or negative sentiment.
Neutral,"Meh to be honest. Don't hate his singing in anyway, just feel that he should have taken a different approach with his lyrics. I'll still give him a 7/10 for efforts because his singing isn't bad. Just needed to change his approach a bit differently with his delivery.",Expresses mild appreciation alongside criticisms of the artist's approach.
Positive,"Catchy song, Bib Fortuna has got here.......",Expresses enjoyment and appreciation for the song.
Negative,"Anyone who has ever paid attention to how eminem raps, would know this is either AI, or jus some dude u jus so happens to sound like Em.. plus his voice is more deeper nowadays, and that higher pitched voice was from his earlier days.. so this video is fake af..",Expresses strong disbelief and claims the video is inauthentic.
Positive,It’s the best song ever made and it’s my friends ringtone,Expresses strong positive sentiment and personal connection to the song.
Negative,Holy hecking autotune,Expresses strong disapproval due to excessive autotune.
Neutral,can somone post a comment with the lyrics of a baar song!,"A request for information, lacking sentiment."
Neutral,"Same chords , just sayin",Simple observation about repeated chord progression.
Negative,"This song beats the crap out of any Beyonce ""country"" song",Expresses strong disapproval and disparagement of the song compared to Beyoncé's work.
Negative,God this new era of music is just awful 🙄🤦‍♂️,Expresses strong disapproval and frustration with the new musical era.
Positive,Love this guy's energy and vibes,Expresses positive feelings about the artist's energy and atmosphere.
Negative,Death cab for cutie follow you into the dark shaboozey stole the melody,Expresses dislike and accuses Doja Cat of stealing a melody.
Positive,I love how relaxed he is in his own skin. Cool calm and collect but feel his vibe,Expresses appreciation for the artist's demeanor.
Neutral,I was waiting a Rip from the Yellowstone kinda guy but nvm,Expresses disappointment without strong positive or negative emotion.
Negative,One here comes the two to the three to the four. This is the worst song I’ve ever heard.,Expresses strong condemnation of the song as the worst ever heard.
Negative,Not country. Baby mamma being abandoned and a dead beat dad getting drunk at a bar is not country. Threesomes are not country. This is not country. This is an ideological infection.,Strongly condemns the song as lacking any connection to country music and criticizes its themes.
Negative,"Okay, it's catchy, but man pls dont tell ppl 2 get drunk.",Expresses disapproval and warns against irresponsible behavior.
Positive,What a song.. super catchy,Expresses enjoyment and appreciation for the song's catchiness.
Neutral,"If you like synthpop, check out also Starlight by Summer Dance Project: https://youtu.be/GpVPM4GdnhU?si=ah4fTFf5zfG5gXtg",Provides a recommendation without expressing personal sentiment.
Positive,"Seen a rdr2 parody of this song and loved the melody so much I had to find the original, this may just be my new favorite song",Expresses strong enjoyment of the song and its melody.
Negative,"Hope this artist paid the rights to use most of the lyrics to j-kwon for,,this song is basically a remix of that song from the early 2000s",Expresses concern about copyright infringement and similarity to another song.
Negative,This slapping harder than the ass beating I use to get as a kid,Uses violent and aggressive language to express a negative opinion.
Neutral,Wonderwall chords?,References a popular song's chords without expressing positive or negative sentiment.
Negative,I thought honkeytonk badonk badonk was dead. This is awful.,Expresses strong disapproval and finds the song 'awful'.
Neutral,Nice autotune.,"A simple observation about the use of autotune, neither positive nor negative."
Positive,Couldn’t get a better beat and singer❤,Expresses strong positive feelings towards the beat and singer.
Positive,This song is a whole ass vibe,Expresses enthusiastic enjoyment of the song’s atmosphere.
Positive,"Tbh when this song came out me and my brother were arguing until my sis played the song, This was one of those rare times where we decided to vibe instead of argue. This song is truly heavenly.🔥🔥",Expresses strong positive feelings and describes a harmonious resolution.
Positive,I'm from Liverpool and I would have this version over any except maybe jacko just because I grew up listening to him and the end of moonwalk was mind blowing as a kid. Still listening to both but beatles don't do it for me,Expresses strong positive feelings and nostalgia for both artists.
Positive,I'm here from Hatin' on Music by A Dose of Buckley. This is on the Worst Songs of 2014 and I found it catchy so I paused the video to have a listen and now I love it.,"Initially critical, the commenter later admitted to enjoying the song."
Positive,The melody (and lyrics of course) are really catchy.,Expresses appreciation for the song's catchy melody and lyrics.
Negative,"Is this song about her being with a guy, who is cheating on his gf with her? And she's upset he doesn't want anything more with her, but she does. Idk, that's just what I was picking up. Like a jealousy kind of vibe too.",Expresses suspicion and negative interpretation of the song's meaning.
Negative,Probably the worst videoclip ever? 😂😂,Expresses strong negative opinion about the music video.
Positive,"Came for the thumbnail, stayed for the vibes",Expresses enjoyment and positive feelings about the music video.
Positive,Deeply in love with ur song,Expresses strong affection and enjoyment of the song.
Positive,"see this song on grammy nomination list , so good vibes",Expresses positive feelings about the song's nomination.
Negative,That autotune though.,Expresses criticism regarding the use of autotune.
Negative,Annoying shit bro 😂😂😂 who fucking cares?,Expresses strong annoyance and dismissiveness.
Negative,Chelsiemuccibo a downie because when I was stoned I called her a downie to her face and she snorted😉🎂😉🍸🎂✨✨✨,Contains a disrespectful and potentially offensive reference.
Negative,I have my 30th surgery coming up and then I get four more after that but before I die I want to see you before I die I want to see my angel I love you You're absolutely gorgeous I'm native Spanish and seek from India. I'm gorgeous and I'm very intelligent. You look pretty intelligent. I would love to beat you one day soon. I pray soon😊,Contains aggressive and potentially threatening statements alongside expressions of affection.
Positive,"What a great song, lyrics. Should of won a lot more awards then it did. All good,guys talented.",Expresses strong positive feelings and praise for the song's quality.
Positive,"I love what google does after googling ""shaboozey bar song lyrics"" :D",Expresses amusement and enjoyment of a specific search query.
Positive,Is this a remix or a cover or something? Because I think tonight is the first time I'm hearing this song and yet at the same time it's sitting bone deep in my memory as a classic I've known for years. So good.,Expresses a strong feeling of familiarity and enjoyment despite hearing the song for the first time.
Positive,Catchy. His  voice can feel what he's singing,Expresses enjoyment of the song and positive reaction to the singer's vocal performance.
Positive,Powerful song and video.,Expresses strong positive feelings about the song and video.
Positive,this song is so good....gives me some vibes man,Expresses enjoyment and positive feelings about the song.
Positive,This song is so catchy! My new favorite!!!!!💯🔥,Expresses strong enthusiasm and declares it a new favorite.
Negative,I was wondering why Heavy M literally hates this song but this is gonna ve overplayed and sounds barely awful.,Expresses doubt and criticism of the song's quality and popularity.
Positive,Banging tone yes i,Expresses enthusiastic approval of the song's tone.
Positive,"The first verse hits hard! Love this song, brings tears to my eyes.",Expresses strong emotional response and enjoyment.
Neutral,aye homie.. i did jail time with ya on why block in 831.. i dig ya bro.. i didnt no famous like me i rap.. sup bro.. keep up the good work. hope link up maybe go tour with ya.. aye let me no if in jail still ill send cash on ur books so dont beat up  bunkie for food lol. big lip wood Monterey county  ;) luv u dog,"A casual, conversational comment with no clear positive or negative sentiment."
