classificacao,comentario,justificativa
Neutral,"Bandle in 1. I had good intuition that these drums can be from this song, but... I didn't know lyrics, nor the singer and even the title, so I've spent about 20 minutes to find this song specifically. xD   At least my intuition was right, it's just my knowledge about singers/titles/lyrics which is bad. xD   I'm hearing this song a lot in the radio lately, but I didn't even bother to check how is this called, lol.","Expresses a humorous account of discovering the song through radio play, without strong positive or negative feelings."
Negative,Yuck. Bubblegum pop with silly lyrics.,Expresses dislike for the music's style and lyrical content.
Neutral,"can't stand the high pitch singing, but the vibe is great",Expresses a dislike for a specific aspect (high pitch) while acknowledging a positive vibe.
Positive,"If Lady Gaga and Gwen Stefani were the same person, that's how I would describe the vocal flexibility of this artist. I flippin love her",Expresses strong positive feelings and admiration for the artist's vocal ability.
Positive,She would have been the biggest star of it was 2003. What a vibe.,Expresses nostalgic appreciation for the song's vibe.
Negative,Yeah. Kinda annoying.,Expresses a negative opinion about the song.
Positive,"I get some Kate Bush vibes, great lyrics too.",Expresses appreciation for Kate Bush influence and praises the lyrics.
Positive,"Damn this blew me away the vocals, colors, lyrics and the meaning. This was beautiful",Expresses overwhelming admiration and appreciation for the song's elements.
Negative,Great song ruined by coma inducing cringe lyrics.  Lesbian drives her lover straight and then spends the whole song trying to convince herself that she is still pining away for her.  It makes ME wanna take another shot just to stop the feeling.,Expresses strong disapproval and disgust due to perceived lyrical content.
Neutral,Its a good song with twisted feeling as straight i don't related to real feeling of the singer but why its trendy because of the lyrics or the musicality i love the song and hate the meaning not everything its gay in the world turn off america see the world 😊,Expresses appreciation for the song's qualities while questioning its underlying meaning and referencing a controversial statement.
Positive,"""Of course, she's walking down a path cleared by some real icons: Madonna, Lady Gaga, Kate Bush, Cyndi Lauper, Annie Lennox, Björk, and Debbie Harry. You know, just a few small names who might have slightly influenced the whole theatrical pop star vibe."" 😏",Expresses admiration for the artist's influences and comparisons to iconic figures.
Neutral,Its giving 2018 vibes i don't know why,Expresses a nostalgic reference without strong positive or negative emotion.
Positive,Anyone else is loving the glitter splash in his face when she hits him? ❤❤ This video is costume design and art direction perfection. Loving your Chappelverse…so MUUUUCH.,Expresses enthusiastic appreciation for a specific visual element and overall artistic vision.
Positive,I love this song it's very catchy. And the slow down at the end I love that,Expresses enjoyment of the song's catchiness and a specific musical element.
Neutral,Giving me I know we're cool vibe by Gwen Steffani,"References a song title, indicating a casual appreciation without strong positive or negative emotion."
Negative,Beautiful melody; horrible message,Expresses appreciation for the music but criticizes the underlying message.
Neutral,Dolly was nightcorce before nightcore that naturally high pitch man sam,Contains a nonsensical statement and a vague reference to a vocal characteristic.
Positive,Love this song #vibezzzzz,Expresses strong enjoyment of the song with enthusiastic hashtags.
Negative,Ok kill me for this buuutttttt the “can you play a with a fucking beat” voice kinda sounds like Nicole from class of 09,"Uses harsh language and makes a critical comparison, expressing dislike."
Negative,This is literally the worst song of this century. One more time I hear this yapping on apple music I will fall over dead.,Strongly expresses extreme dislike and frustration with the song.
Neutral,PPT vibes,'PPT vibes' is an unusual expression with no clear positive or negative connotation.
Negative,That was the worst and cheapest video i've seen in my life!!!!!!!!,Expresses extreme dissatisfaction and condemnation of the video.
Positive,GOOD LUCK BABE IS A WHOLE VIBE 🎉🎉🎉,Expresses enthusiastic support and excitement.
Negative,I relate to this in the worst way possible because I'm her best friend and she calls me her wife in a platonic way. Meanwhile I'm dying inside and trying not to fuck it up because she's been through too much and I don't want her to lose her best friend due to a stupid crush.,Expresses distress and concern about a friend's potential romantic entanglement.
Neutral,Is the slow ending giving someone that nostalgic dreamy feeling too or is it just me?!!😅,Expresses a personal feeling and asks if others share it.
Negative,"Being a friend with a ""straight"" girl who treat you like her girlfriend is the worst thing a lesbian can ever do",Expresses strong disapproval and resentment towards a straight friend's behavior.
Positive,This song gives off 2010's vibes❤,Expresses fondness for the song's nostalgic connection to the 2010s.
Positive,This reminds me of a Jack Stauber song for some reason. I love how catchy it is. 😁,Expresses enjoyment and highlights a positive association.
Positive,"What an amazing song , great lyrics working over just 2 chords D -  E , perfect example of less is more",Expresses strong positive feelings about the song's simplicity and effectiveness.
Neutral,Catchy music but not a fan of the lyrics - drinking in bars...,Expresses a preference for the music but criticism of the lyrics.
Positive,This song makes me want to cry because of how beautiful and emotional it is😭😭😭😭,Expresses overwhelming positive emotion and sadness due to the song's beauty.
Negative,This song is so nostalgic. It takes me back to the time I met my exes' parents for the first time. This song was playing in the car with him and his father. Back when Chappell was rising to fame. Fuck I miss him so much 😕,Expresses sadness and longing associated with past relationships.
Negative,"I'm not sure about y'all but to me this song has a depressing vibe to it and yeah, perfect for those night when I'm feeling lonely.",Expresses a negative feeling and association with loneliness.
Negative,I don’t know about you lyrics Not Good lyric for these kids just my opinion.  It’s too bad. There’s so many good messages that could be sent to young kids.,Expresses dissatisfaction with the song's lyrics and a general negative opinion.
Negative,"The melody of this song is near identical to the chorus of  ""Me and Michael"" by MGMT, just in a different key.",Identifies a significant and unwelcome similarity to another song.
Positive,'innocent' vibes,The word 'innocent' evokes positive feelings associated with purity and simplicity.
Positive,This song is so good on a technical level. Love the mixing. It’s so creative.,Expresses appreciation for the song's technical quality and creativity.
Positive,"This is one of those songs that you doesn't care the history behind the lyrics, you just enjoy how that makes your brain feel",Expresses enjoyment of the song's effect on the listener.
Neutral,"she says something before ""good luck babe"" in the chorus what is it omg i've been here for hours trying to figure it out",Expresses curiosity and a search for information without a clear emotional tone.
Positive,The presentation reminds me when I was doing stuff for elementary school. I missed this vibe so bad.,Expresses nostalgic fondness for a familiar and positive experience.
Negative,oh those lyrics are actually kinda depressing now that I can understand what shes saying,Expresses disappointment and negativity regarding the song's lyrics.
Neutral,dancing to this without knowing any of the lyrics,Expresses simple enjoyment without specific positive or negative evaluation.
Neutral,Kate Bush is knocking on Chappell Roan's door and asking for her musical and vocalization style back.,"Compares the artist to another, noting influence without expressing strong positive or negative feelings."
Positive,Coming from pure emotion and i can feel every word that im going through this battle...maybe besides the boys in bars.. but the topic can pertain to anything!! Thats what i love about music ❤,Expresses deep emotional connection and enjoyment of the song.
Positive,This is so dreamcore and nostalgic I love it.❤❤,Expresses strong positive feelings and enjoyment of the song's aesthetic.
Negative,"Thank you autotune. Glad I don't like pop, Bubble gum music. Not sure why it's popular. But okay",Expresses disdain for autotune and bubblegum pop.
Positive,"How can a song be so sentimental, it gives me so much complexion, so much deep emotion. Jez",Expresses strong positive feelings and deep emotional connection to the song.
Positive,The 80s style to this beat is PEAK,Expresses enthusiastic appreciation for the 80s-inspired style.
Neutral,Nah what other song does this sound like? That chorus sounds super familiar,Expresses confusion and a vague negative impression without strong emotional content.
Positive,"Between the soaring vocals, a title not prominently featured in the lyrics, and the overall eccentricity (check out that ending), it feels like something Kate Bush WISHES she would have done 40 years ago.",Expresses admiration and comparison to Kate Bush's style.
Positive,"I Don’t listen to Chappell roan, don’t even listen to pop, and can barely hear the lyrics, but this is still great",Expresses enjoyment despite acknowledging personal musical preferences.
Positive,80s Vibes 🥹👌,Expresses enthusiastic enjoyment and fondness.
Negative,At the end of the chorus whee the song is ending where the singing tune starts to get slower and slower seems to ruin the whole sog where the whole song would sound better without the last bit to the song getting slower and slower whee the tune changes where the whole song is stuck with the same level of speed throughout the whole song all the way to the end,Expresses strong dissatisfaction with the song's ending and its perceived detrimental effect.
Neutral,The video is so Orkut and 2007 vibes.,"Describes the video as evoking nostalgia for a specific, older online era."
Positive,Kate Bush vibes,Expresses admiration for Kate Bush’s style.
Positive,The vibe is the label really messed up I’m 37 and adore this girl she’s a star!!!!!!!!,Expresses strong admiration and enjoyment of the artist.
Positive,The Fact she is a new singer and Can make SUCH A GOOD SONG that gives a 90s vibe~,Expresses appreciation for the song's nostalgic 90s vibe.
Negative,This beat Teddy swims for a Grammy. This is ridiculous.,Expresses disbelief and criticism regarding a Grammy nomination.
Negative,This mv gives off crazy poser vibes like this isn't heckin nostalgic,Expresses dislike and criticism regarding the music video's perceived over-the-top and inauthentic feel.
Positive,"L❤ve this, so catchy",Expresses strong enjoyment of the song.
Positive,"This isn’t just a breakup song — it’s a full-on manifesto of reclaiming power and saying ‘Good luck’ with zero regrets. Chappell Roan’s raw honesty hits like a lightning bolt, and I poured that same fierce energy and unapologetic truth into my latest track. If you’re ready to feel every ounce of that fire and freedom, come check it out — because sometimes, letting go is the most powerful move you can make.",Expresses strong admiration and relates to the song's empowering message.
Positive,Genius lyrics fabulous video amazing tone,"Expresses strong positive opinions about the lyrics, video, and tone."
Negative,one of the worst things I've ever heard in my life .    ug.,Expresses extreme dissatisfaction and disgust with the music.
Positive,The vibes are vibing! 🏳️‍⚧️🏳️‍🌈✨,Expresses enthusiastic enjoyment and positive feelings.
Positive,"So rich, so groovy, so AUTOTUNED!!!",Expresses enthusiastic appreciation for autotune.
Negative,This is awful. No one wants the 80s back,Expresses strong dislike and rejection of the song's style.
Neutral,Song sounds like 80s (the beats anyway),Describes the song's stylistic resemblance to 80s music without expressing positive or negative emotion.
Positive,"Reminds of of 80s music, when singers sing with emotions.  Love it!!",Expresses fondness for the song's resemblance to emotionally-driven 80s music.
Neutral,high notes,Expresses a simple observation without positive or negative sentiment.
Positive,"She was on our local News as being from the area and nominated for a Grammy. Honestly, I’ve never heard of her prior to the News story, however, she gives Alanis Morisette vibes whom I absolutely love ❤️.","Expresses admiration for the artist, comparing her favorably to Alanis Morissette."
Neutral,"This music, “Chappell Roan with Good Luck, Babe!” could (actually) be suitable for the station WDR 2, because the song “Good Luck, Babe!” sounds almost like an Emotion-Song.",Offers a tentative comparison to a specific radio station and genre.
Neutral,Why does it's giving me 80s Olivia Rodrigo vibe,Compares the music to a specific artist and era without expressing strong positive or negative feelings.
Negative,"Hate this song so much. We all know an emotional manipulator like the main character of this song. ""I want to be me. Is that not aloud?"" OK, gaslighting?? I'm sorry you smoke like a chimney and I care about your health enough to ask you to stop. You get so high you don't even clean your room. I'm sorry I don't want you to be a slob, bro. I know you're impatient, so I should know better than to keep you waiting? And then I try to explain, but you tell me to shut up for once in my life? Lol bro, OP is a terrible person to have as a friend, family member or a lover. I say get a job and then ask you where you've been? Nobody that actually needs you to get a job would wonder where you've been. We would assume you're at work helping like we asked. OP is a master manipulator",Expresses strong condemnation of the artist and their behavior as manipulative.
Negative,"I changed the lyrics for my cheating husband you can kiss a hundred girls in bars and when you wake up next to her in the middle of the night youre nothing more than her husband. He wont leave her or me, so i play this song around him just to taunt him and he hates it. Eventually, he WILL have to stop the world to stop the feeling. 😢 I love you, Chappell. Youve helped me and im sure numerous others with their self worth. I know it now, and i wont let anyone hold me down for their own selfish reasons. GOOD LUCK, BABE!",Expresses anger and resentment towards a cheating husband.
Positive,It’s got that complete 80s vibe with European synthesized music and Kate Bush tones. She is very talented.!  This is just the beginning for her.,Expresses enthusiasm and appreciation for the song's style and the artist's talent.
Neutral,Can you recommend good luck bebe vibe music?,Asks for a recommendation without expressing a specific opinion.
Neutral,"I am a dude and the hardest part for me to sing is the chorus, ""You can kiss a hundred boys....Good Luck Babe! .... to stop the feeling....""  The falsetto I can't even falsetto",Expresses difficulty singing a specific part of the song without strong positive or negative emotion.
Positive,"80s vibes, can't go wrong with that",Expresses positive sentiment towards the song's nostalgic style.
Neutral,"I've been in Criteria Studios,Quadradial And Others Worked with New Artist Back in 80s and this Song Has a Real Nice Hook & Definitely Billboard Top 20 if the Label Pushes it.A Good Song With the Right Hook,Melody,Producer & Engineer & Artist Marketing will ALWAYS sell.The Lyrics on a uptempo irrelevant.I don't understand the lyrics,But Again  Labels Want $.And Also Keep a Song under 3:30n","Provides observations about the song's potential success and production, without expressing strong positive or negative feelings."
Positive,Not me screaming the lyrics ❤,Expresses enthusiastic enjoyment and excitement.
Negative,How did this beat Teddy Swims? She sounds like a hundred other singers.,"Expresses disbelief and criticism, suggesting a lack of originality."
Positive,"I hummed this into Google and miraculously found it, thank goodness cause this chorus has been rattling around my head all day, I don't even know how it got there.",Expresses a feeling of relief and enjoyment of the song's catchy chorus.
Positive,"I don't know what was going on with my ears for a moment, but I had to believe it was Miley Cyrus singing. The song is nostalgic and has something special about it the vibe of a sunset on a beach in Malibu with a loved one and a bottle of wine in hand.",Expresses a strong positive feeling and evocative imagery associated with the song.
Neutral,I couldn't understand 90% of the lyrics. Wasnt an easy song to google search,Expresses difficulty understanding the lyrics without strong positive or negative emotion.
Positive,This exudes Gen a vibes,The comment expresses a positive association with 'Gen Z' culture.
Negative,You dont have to stop the  world to stop a feeling .  U gonna let an emotion get you life that gurl ?  I was in LOVE / LUST with somebody that was so so so  bad for me .  But my feelings told me otherwise. 1.5 yrs later i got out of it.  Never trust a feeling or a fart for that matter  !!,Expresses regret and a cautionary warning about trusting feelings.
Positive,Very kate bush running  that hill vibes.,Expresses admiration for the song's similarity to Kate Bush's music.
Positive,Why is this Song lowky so emotional 🥹,Expresses a feeling of emotional connection with the song.
Neutral,"Emotionally,the song is the bus and i'm regina george",A somewhat nonsensical and referencing comment with no clear sentiment.
Positive,Its soo old school ❤ vibes,Expresses fondness and appreciation for a nostalgic feel.
Positive,I keep coming back to this song. Something about it is so infectious and catchy. This probably one of the most perfect pop songs ever tbh❤️,Expresses strong positive feelings and describes the song as 'perfect'.
Neutral,Not too sure about the popularity of this song...starts off with the intro and body sounding like Leon and than the chorus sounds like what Marina and the Diamonds does in her sleep...good but lack originality,"Compares the song to other artists, expressing uncertainty and a lack of originality."
Positive,The only beat I like is this one 0:04,Expresses a clear preference for a specific part of the song.
Positive,"This is in the neigbourhood of Kate Bush, but a little less intellectual. Catchy.",Compares favorably to Kate Bush while highlighting a key positive – catchiness.
Positive,Am i the one think read the song at first as Goodluck Babel? 😭 even on messenger notes and ig i type babel and the song was shown HAHAHA even here on YouTube i search Goodluck babel not until i look at the title accidentally 😢,Expresses amusement and positive association with the song's title.
Positive,"It's still has a great beat, that's all that matters!",Focuses solely on the positive aspect of a 'great beat'.
Positive,This is one of the best chorus' I've heard in years.,Expresses strong positive sentiment about the chorus.
Positive,"First time hearing this song when driving, that ""I told you so"" almost got me into an accident! It stopped the world for a second! Such an amazing vocal!",Expresses strong enjoyment and appreciation for the song's impact.
Neutral,"Heard this on the radio and had to Google the lyrics! Didn't realize it was Chapelle, I'm still getting used to her voice.",Expresses a simple observation and adjustment to the artist's voice.
Neutral,I knew I was old when I stopped hating new music and started calling them “catchy tunes”,Expresses a shift in musical preference with a self-deprecating tone.
Positive,87 million views on a lyrics video. She is just on another level,Expresses admiration for the video's popularity.
Neutral,Her high pitch notes in this are exceptional and im not gay.,Contains a boastful statement and a neutral observation about the vocals.
Positive,Such a beautiful rendition of this song. I love the translation. That way those who don't speak Spanish can under the beauty and deep meaning of it,Expresses admiration for the song's translation and its inherent beauty.
Negative,Such tech overproducing ..... omg the song is great but when you need lyrics to deliver the song because you can't understand what's being sung..... very poor indeed. If these lyrics weren't on displayed I'd have no idea what she was trying to sing to me.....,Expresses frustration with overproduction and lack of understandable lyrics.
Negative,The most annoying shit I ever heard,Expresses strong dissatisfaction and annoyance.
Positive,I love a good lyrics video :D this is magic,Expresses enthusiastic enjoyment of the lyrics video.
Positive,I love this song so much such a Kate Bush 80s type of vibe. I wish the song itself would’ve won a Grammy but nonetheless I’m glad Chappell won for favorite new artist. But every year there’s a new artist. But this song was on repeat for me all of 2024 along with short n sweet album,Expresses strong enjoyment and repeated listening of the song.
Neutral,I was just searching this song as l was reading a novel with a familiar story as the lyrics.l didn't Hearin had covered this song just 6 hours ago🙏😮,Expresses a simple observation and reaction without strong positive or negative sentiment.
Positive,im straight 90s kid and this song is the real deal!!! the vibes!! the lyrics! it feels like a energy  song❤,Expresses strong positive feelings and enthusiasm for the song.
Positive,"I am so obsessed with this song, I can't stop playing this at the start of the morning to start my day, it's like a cup of coffee, very comforting, such a vibe. ☕",Expresses strong enjoyment and positive associations with the song.
Positive,"Chappell Roan's music is my jam, my peanut butter, and my jelly all rolled into one 🎶💕 #ChappellRoan #MusicIsLife #FanGirl #Obsessed #JammingOut #LoveHer #GenZVibes",Expresses strong affection and enthusiasm for Chappell Roan's music.
