comment,user_name,date,likes,compound,sentiment
Lady Gaga glamorizing smoking again.  Huge W for the cancer surviving community.  What a terrible person.,@sirpotski,2025-08-10T04:53:33Z,0,-0.296,Negative
"well I decided to create a Roommate story with this song ... some how it has.strong potencial for being the best movie soundtrack from a Romantic movie, and What if Lady gaga plays as main character of it",@AidaSmith-t7n,2025-08-21T03:45:57Z,0,0.9022,Positive
Where is the guy with the lyrics,@taniabiancu8463,2025-08-18T12:40:11Z,0,0.0,Neutral
The lyrics 🔥👏,@Mountainview1341,2025-08-02T18:19:54Z,0,-0.34,Negative
Came to read emotions coments 😭,@IndusMarak,2025-07-10T00:43:35Z,0,-0.4767,Negative
"I’m kinds late, but I wanna say this song inspired me so much 😭- it’s such a beautiful song and I love everything about it, the lyrics and the tone of voices they use, especially because they’re both one of my favorite singers, so I love the way they collaborated!! I was in love with this song ever since it came out, this song helps me feel happy whenever if I’m sad or not, love you Lady Gaga!! ❤❤",@RainbowShineYT,2025-07-09T18:50:50Z,0,0.9929,Positive
The same vibe's that my highschool graduation in the 80's 🎉 Stephany i still love you.,@rwcodev,2025-07-09T18:46:40Z,0,0.7845,Positive
"This is a romantic song and regardless of Gaga""s good vocals, she looks vulgar.",@ИзКанадыслюбовью,2025-07-14T02:12:25Z,0,0.6808,Positive
Perfect song... It brings so deep emotions... amazing,@Natalia-y3p4w,2025-07-14T07:55:31Z,0,0.83,Positive
Happy birthday history ❤,@rachb8727,2025-08-17T10:14:43Z,0,0.836,Positive
Attack on Titan is really emotional story🥺🥺🥺🥺🥺🥺🥺💔💔💔💔,@Vishantparcha777,2025-07-19T06:04:49Z,0,0.6361,Positive
Good vibes,@GuadalupeSandovalSolano,2025-07-25T20:00:33Z,0,0.4404,Positive
Melody voice ❤️🔥,@RanendranathGhosh-qq2jf,2025-07-22T12:46:29Z,0,-0.34,Negative
At first i like this song but then IT GOT SOO ANNOYING hearing this over and over again specially in FUCKING TIK TOK or YT adds,@MustardDouble00,2025-08-04T01:26:37Z,0,-0.5993,Negative
Oltre il tempo,@relaxandmotivation9108,2025-08-09T06:52:02Z,0,0.0,Neutral
"There's a man that I love from all my heart but I think he doesn't love me back , I don't have friends ..I wanted him to be my friend, my lover , my everything but I don't think he want that ... everytime I listen to this music, I remember our first meeting, I wish if he can see this message, I love you from all my heart ❤",@SofiaGénie-d6x,2025-08-18T20:32:48Z,0,0.9841,Positive
Lady Gaga is a vibe,@LEE-op1ly,2025-08-06T13:26:45Z,0,0.0,Neutral
"I love, love this song and so does my grandchildren. However, their music video is awful in my opinion. I don't understand why Lady Gaga has a cigarette in her mouth and she looked like that. It doesn't match with the song at all. Oh well. I just listen to it and avoid the video. Again, just my own opinion.",@mariajones7159,2025-08-14T21:02:05Z,0,0.8316,Positive
"Random fact, this song was made by Bruno Mars when he finish attack on titan, it the story of the anime",@michelleperreault4964,2025-07-18T19:56:01Z,0,-0.4767,Negative
2024 winter era Vibes 🕊🪄,@msn_anh4,2025-07-18T13:55:20Z,0,0.0,Neutral
"Lovely song. Shambles of a video. Gaga is kiited out like an idiotic rag doll. Not one bit sexy. Is unfair to her because Bruno nails it all. Poor video decision from studio. If the world was indeed ending, this emotionless love scene will be the 1st to go. Not good enough guys.",@GlenShire,2025-07-25T16:22:53Z,0,-0.5396,Negative
"Its not just a song is a feeling, emotions , pain and happiness. Truly iconic song , just feel this song 😌",@galaxiansoul8129,2025-07-17T17:17:33Z,0,0.743,Positive
is it just me or is this emotional😢,@IMTHEGREATCLOCKEVER,2025-07-22T21:31:41Z,0,-0.3291,Negative
3:14 so emotional 😢🥺,@Tengchisangma-h8j,2025-08-10T02:30:31Z,0,-0.3581,Negative
That is so cool and I wish they had the lyrics,@KingSolomon-jx3fs,2025-07-15T01:38:01Z,0,0.6899,Positive
This song is a beautiful serenade which reminds us why we love beautiful music and vocals. Absolutely transcending and heavenly listening to this masterpiece. My mind has been blown away.,@chandineebhujan3868,2025-08-06T16:38:21Z,0,0.9724,Positive
Hope this song beats baby shark My little sister who is 5 loves this song so much (sings it everytime),@deepthirakesh4577,2025-08-03T14:52:43Z,0,0.765,Positive
I missed those random artist collaborations we used to get back in the 2010’s. This has those vibes and I’m all here for it.,@SophiaTaylor-r2f6r,2025-08-23T07:17:11Z,0,-0.296,Negative
OK I love this song but Lady Gaga ruined the video with the trashy cigarette bullshit. The worst part was her singing and dancing (terribly) with it between her teeth. That's not a flex unless you're a carnie. No Class!,@ElleDeHablo,2025-07-20T01:38:39Z,0,-0.9699,Negative
Today I'm listening with lyrics..really it's gonna be my favourite song❤,@aviraaz9309,2025-08-15T09:30:56Z,0,0.6369,Positive
Is it bad that I initially thought this was a song from the 2010s? It seriously gives me those vibes and makes me feel nostalgic.,@christianroemer8459,2025-07-24T17:49:53Z,0,-0.6369,Negative
"I love that they didn't go with the obvious song titles from the beginning or end of the chorus (""If the world was ending"" or ""Next to you"") and instead pulled a phrase from the middle of the chorus",@hannahdris,2025-07-11T19:51:38Z,0,0.6369,Positive
💯 talent and quality vocal,@casasydepartamentosenquere3672,2025-08-15T17:27:05Z,0,0.4215,Positive
When I listen to this masterpiece I feel it deep inside my spine😭🙏♥️,@PAULMBAGA-q6z,2025-08-14T19:55:38Z,0,0.7891,Positive
So emotional,@thinagaranp7716,2025-08-01T18:42:17Z,0,0.2247,Positive
I really love this song. Beautiful voices. Beautiful lyrics. Why so much emphasis on the cigarette? To me it looked ridiculous. Not cool. Not sexy. Not glamorous. Just ridiculous.,@pt2023-pt,2025-07-23T20:05:54Z,0,0.9384,Positive
Wait this song is not 10 years old? It feels nostalgic already.🤍,@mpho438,2025-07-31T09:20:28Z,0,0.0,Neutral
This song really cuts deep 😢❤,@karenbaez4804,2025-07-27T15:27:14Z,0,-0.1672,Negative
BRUNO MARS VOCALS-📈📈📈,@seemadavanagereravi8959,2025-07-25T14:51:41Z,0,0.0,Neutral
"Como un milagro cósmico, unidos en este instante,  en esta malla espacio-temporal que es el universo  !",@josealarcon6427,2025-08-08T15:57:21Z,0,0.0,Neutral
"When I first listen this song in a Ring tone, it becomes my favourite tune and i was trying to find this song after sometime I forgeten today suddenly i search english music and found this Banger 😮",@Rahul-h7g6g,2025-07-21T16:34:50Z,0,0.0,Neutral
Anybody else seeing the message?,@amandaspeller1635,2025-08-11T13:46:55Z,0,0.0,Neutral
Lyrics ❤ video ❤,@AnilKumar-cm2oj,2025-08-02T07:00:15Z,0,0.8555,Positive
Lady gaga verse 1:28 is facts,@MissLadyJ,2025-08-19T11:46:17Z,0,0.0,Neutral
Where is emotional 😭,@FirozaKhanum,2025-07-17T13:17:29Z,0,-0.3612,Negative
#dhital #deuba #basyal #ojha #anuj #baraili #pariyar #bindu #bharati #xettry #bhusal #timilsina #pokharel #thapaliya #deepak #laxman #khadgi #katwal #bohora #jaishi #katuwal #regmi #lamichhane #subedi #xetri #panjiyar #bhattarai #janaki #bogati #bishwokarma #bishowkarma #kunwar #khattri #rokaya #dangi #bohara #pathak #khatiwada #upreti #chaulagain #ranabhat #budhathoki #baskota #gaire #bhatta #mahat #tiwari #YTrends #YTrendsApp,@JOSHIESNEAT,2025-08-24T16:31:55Z,0,0.0,Neutral
Is the reason this song is so popular because it’s SO DAMN CATCHY?,@WaitThisGameIsGood,2025-08-21T22:54:33Z,0,-0.4034,Negative
"Flawless vocals, great original composition",@Bombatzberklee83,2025-07-19T06:16:02Z,0,0.8658,Positive
Amazing song with absolutely sick vocal harmonies 🤘🤘🤘🤘,@mymusicalfaves,2025-08-06T19:13:35Z,0,0.4158,Positive
That's enough... This song is boring alr,@shorlek2900,2025-08-14T08:46:15Z,0,-0.3182,Negative
Bruno Mars voice is fantastic and songs lyrics are amazing ❤,@RebekahPeter,2025-07-22T10:01:53Z,0,0.9118,Positive
Worst song ever!,@SatishDange-k6c,2025-08-16T02:55:57Z,0,-0.6588,Negative
Summer/Fall Vibes ❤,@denisewhite1560,2025-08-25T09:38:16Z,0,0.6369,Positive
"The way she dances to the music at 2:52 is clear evidence that this woman is the last after Madonna, that history will never witness another woman with this kind and talent.",@Adam_22-p4k,2025-08-18T20:57:58Z,0,0.8555,Positive
This song has a different vibe in our heart 🧘🧘,@madaraff_89,2025-07-27T08:29:17Z,0,0.6369,Positive
"Katy Perry realized only after losing the man that loved her so much that she wrote a song about him like ""no money can buy me s time machine"" it's deep.",@asathungasathung4957,2025-08-15T06:32:08Z,0,0.5859,Positive
Bruno Hernandez really hits those notes,@jrm956,2025-08-21T16:30:14Z,0,0.0,Neutral
Bruno Mars's vocal are great. The female vocalist is a good complement but she lacks the quality.,@felicytatomaszewska,2025-07-20T03:39:56Z,0,0.5423,Positive
It's worth living to love someone deeply❤,@jurekmarz,2025-07-17T18:42:20Z,0,0.8905,Positive
Hit atemporal ❤,@miscellaneous84,2025-08-17T19:51:15Z,0,0.6369,Positive
All autotuned and layered. Makes you second guess their talent.,@avenqer,2025-08-14T19:45:40Z,0,0.4215,Positive
Their range and pitch compliment each other really well. Beautiful song.,@mking90,2025-08-11T21:49:13Z,0,0.8648,Positive
Jesus! Bruno Bro those vocals are INSANE!,@luispunq,2025-07-23T13:18:23Z,0,-0.6145,Negative
THE IS HISTORYYY,@josecarruyo.p,2025-08-10T01:33:02Z,0,0.0,Neutral
"Gaga w/ a cigarette is such a terrible 'look'. What were they going for w/ an image like that? Certainly artsy but far from classy or appropriate. Destroyed the entire video for me. Pretty song, they make a great writing team along w/ the three collaborator's. It's odd to me the video description didn't mention Gaga's cigarette but the red tights were.",@carmiethompson2676,2025-08-13T02:46:44Z,0,0.8381,Positive
"everyday, in office it makes me crazy with its every beat, words...❤",@susmitabarua6410,2025-07-26T04:05:16Z,0,0.4215,Positive
I had given up on current music..............this is amazing!  The lyrics are just perfect for someone you love.,@kevinm9570,2025-08-21T00:05:08Z,0,0.9184,Positive
"Hi Stephanie, I hope you don't mind me calling you that, I didn't come here to give you a suggestion or hire you to do a show, I came to do something better, I came to praise you and apologize to you, I was so stupid, I wish I had known your story before judging you, many may see this message as pity for what happened, but no, your story is inspiring, I started judging you because I saw everyone doing it, because I preferred to be manipulated by the opinion of others, but now I have formed my own opinion about you, and I wanted to say that I am a big fan of yours, I wanted to meet you in person, hug you and apologize in person, but as that day has not yet arrived, I hope you forgive me for everything, and I want you to know that I have huge thoughts for the future because of you, but one day you will find out what it is, I want you to know that I think you are beautiful, strong, determined and wonderful, I hope you forgive me for everything I said about you, and that I am very sorry for the bullying and rape you went through, a kiss until any day, year, whatever, bye 🤗🎉😍😚😊❤",@PatriciaMartinsReal,2025-07-22T17:49:58Z,0,0.9967,Positive
"Came for the thumbnail, stayed for the vibes",@HafeezAhmedSagor,2025-08-18T06:12:30Z,0,0.0,Neutral
Chills,@uncleleo1873,2025-08-14T03:21:11Z,0,0.0,Neutral
One year and one of the most hits in history,@angelkooper,2025-08-16T20:12:22Z,0,0.0,Neutral
La de awita t deep❤,@Elmenos_inteligente,2025-07-21T02:50:44Z,0,0.6369,Positive
No one can Beat Eren Yeager.,@mahfuj1456,2025-08-22T09:49:11Z,0,-0.296,Negative
"I'm not a big fan of secular music but this remind me of the 60s, 70s & 80s when music and lyrics really connected and had meaning",@MyramCampbell,2025-08-18T00:36:47Z,0,-0.1232,Negative
Show emotional video😢😢😢,@YashiDwivedi-x8o,2025-08-16T02:36:02Z,0,-0.8271,Negative
Children People Astronaut Reversed Rewind Control Day,@VuiKhoeCoIchMCTuanTuVTV3,2025-08-14T11:10:25Z,0,0.0,Neutral
"“Love this lofi vibe! I just dropped a similar track on my channel ‘Lofinest’, would love your thoughts.”",@LoFiNest.65,2025-07-31T18:41:13Z,0,0.6696,Positive
"JESUS CHRIST IS COMING VERY SOON,  He died for you, and wasting time on this earth ent worth it. Jesus is the answer to your pain, your sorrow, that heavy heart, he can fix your breathing problems, when you feel like you can't breathe properly, he can fix it. And mostly JESUS CHRIST is the only one who can full that emptiness in you, an emptiness that money, songs, food, and pleasure can not full, all these things are temporary. But JESUS, he would satisfy you unto eternity. I was lost in this world, and Jesus came to me. He can come to you too if you just repent and give your life sincerely to him, don't take it because JESUS wants it, and your life is worth living, if you just give it to him.",@jeliciafitzpatrick7171,2025-07-17T13:10:10Z,0,0.4567,Positive
This song so annoying on social media and at work,@giovannipenate5325,2025-08-20T01:55:03Z,0,-0.541,Negative
Am I the only one who thinks Gaga overdid it; she should have stuck with the original melody.,@sachinsirsat2250,2025-08-03T07:02:41Z,0,0.0772,Positive
Lady Gaga gives me Amy Winehouse vibes here.😢,@SimplyMe-l1d,2025-08-23T16:31:43Z,0,-0.4767,Negative
This song takes you to the depths of deep emotions. Lady Gaga has shown that she is worthy of much praise.❤❤❤❤❤,@ابوذرموسیزاده,2025-08-18T21:25:29Z,0,0.9826,Positive
Feels like old with modern vibe,@ShahidAnsari-po5qp,2025-07-15T11:20:27Z,0,0.3612,Positive
That French piano melody in the middle…. such a chiefs kiss.,@victormckeown4887,2025-07-29T14:06:40Z,0,0.4215,Positive
Such a beautiful  song the lyrics  are simply  incredible ❤❤❤❤❤❤❤❤❤❤😂😂😂😂😂😂😂😂😂😂😂😂🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,@SandyReyes-r3m5t,2025-08-17T23:23:12Z,0,0.9987,Positive
70's to 80's vibes,@saverocool8510,2025-08-19T03:34:40Z,0,0.0,Neutral
"When I Listen This Song, I Remember Eren x Mikasa Tragic Love Story",@BanisahTriHaryati,2025-07-20T13:23:17Z,0,0.296,Positive
"It became the biggest HIT of all time and it deserves it. We all feel connected to your melody, thank you",@Bistougaga,2025-07-20T02:10:51Z,0,0.3612,Positive
Hliary is the best player on the planet and the best of the worst in the league but I don’t see any reason to be upset about him not being a starter in the future if he doesn’t play 0:30,@hongyan9531,2025-08-03T16:12:52Z,0,0.3291,Positive
I absolutely love the vintage vibe of this video,@brittanyjason8625,2025-07-17T17:34:15Z,0,0.6697,Positive
"Epic song, this one will be around for a long time. Love it. ❤ amazing vocals ❤",@pameladawson-r5h,2025-08-22T16:22:48Z,0,0.9545,Positive
This song reminds me how beautiful this universe can be.,@МИТЕВТРЕЙДИНГООД,2025-08-18T10:41:49Z,0,0.5994,Positive
"BAM, this gives me chills, really hits the spot, and checks ALL the boxes... great in every way. ❤",@marcysiebersma8268,2025-08-21T02:13:52Z,0,0.8519,Positive
He actually beats musical instruments. supercalifragilisticexpialidocious vocals.,@SaadKhan-sh7xl,2025-07-27T13:54:25Z,0,0.0,Neutral
"best bruno collab, definitely!! the other one is too childish and ridiculous lyrics just like the girl's group",@haewonsitaa,2025-08-08T07:34:32Z,0,0.7418,Positive
3:11 from here it hits deep ❤,@bangtvworld,2025-08-24T17:46:47Z,0,0.6369,Positive
"I used to listen to this song with my siblings all the time around the end of last year and they've all been taken into foster care recently. I love and miss you guys so much. I remember watching the second season of squid game with them and them playing their stupid YouTube videos that I found annoying at the time and now I would give anything for them to annoy me again. Know that I'm fighting for you guys every single day and I will hopefully see you guys in the near future. If the world was ending, I'd wanna be next to you ❤",@p90xthetxx,2025-07-22T02:38:13Z,0,0.6124,Positive
"By far the worst lip syncing, unbelievably unnatural; not expected from the team that works for such famous artists.",@Hosseinbzf,2025-07-13T22:58:53Z,0,-0.6249,Negative
"Recently, I had a dream of my sister, who passed away in November of 2024 . I watched her walk into a house where we had a gathering, and my mind was telling me how.  She couldn't be here knowing that she had passed already . And I immediately started to cry and she looked at me and told me everything was ok and not to cry .I was crying so hard that I woke myself up and I was still crying . Then, as I was leaving for work the this song played, and listening to the 1st verse hit me so hard.  I love you Lena , I miss you more than ever . Until we meet again +❤+❤+❤+",@MichaelHerrera-e5e,2025-07-16T04:57:39Z,0,0.9272,Positive
This video is incredible with the music. Also fallout vibes. Id love to hear this on there,@MeganAnn-d7y,2025-08-07T14:15:11Z,0,0.6369,Positive
"""I came for Gaga, stayed for the beat 🔥🎤 Last night wasn’t just a song — it was an EXPERIENCE! Who else had this on repeat all week? 😂💃🕺""",@mrmaverick1557,2025-07-18T18:03:26Z,0,0.2003,Positive
"Everytime I hear this song it pulls at my heartstrings...I just love it. Both of you are incredible vocalists and beautiful artists. And Bruno is so handsome.and his voice,LadyG got it goin on..love this duo!!!!",@janetclarke4312,2025-08-21T02:05:12Z,0,0.8893,Positive
Why does this song make me so emotional but in a good way,@meganpainter4078,2025-07-13T21:53:50Z,0,0.6606,Positive
"Lisa Renee and her Energetic Synthesis out of America,Lithuania and Britain-promise sect to me",@matasurbonas899,2025-08-11T14:09:09Z,0,0.4404,Positive
This song is amazing awesome vocals just beautiful !,@davidabarber819,2025-07-15T00:48:37Z,0,0.92,Positive
"▬ The notes are taken from another 80's song, it has the entire interlude, bridge and chorus, only modern.",@cali-zior,2025-07-19T01:48:34Z,0,0.0,Neutral
Bruno is the Paul McCartney John Lennon and Brian Wilson all into one in today’s world of ever changing music . Heart soul meaning and emotion with absolute perfect vocals and harmonies unlike any other in the last decades or so and Gaga well what can you say she’s sensational and owns the stage . Beautiful song,@gregcomeaux8105,2025-08-09T02:29:10Z,0,0.9474,Positive
"The message is magic and gorgeous!!! Why do we have arguments and live screaming? We need peace in each aspect and love can help people to survive. Also, their outfit is fantastic. Congrats!!!",@Francesca19771,2025-08-08T20:33:19Z,0,0.9599,Positive
It's my favourite song and I'm singing it right now know all the lyrics❤❤❤❤❤❤❤,@iqbaljeetsingh9487,2025-07-24T16:20:28Z,0,0.9854,Positive
0:09 to 0:30 is such a vibe,@ordinaryguy2623,2025-07-16T07:53:59Z,0,0.0,Neutral
This is annoying!!!,@ryancollins3421,2025-07-13T16:57:24Z,0,-0.5538,Negative
The way she just vibes with the cigarette and sings casualy wow so natural,@soufouboultif,2025-07-13T13:25:20Z,0,0.793,Positive
i am 129 years of age .... thanks to this powerfull artist for sharing verygood music ❤❤❤,@JuliusAlegria,2025-07-12T23:51:01Z,0,0.9601,Positive
My cat died yesterday 😢I’m so sad this song help me whit terrible grief 😭😢❤️ 🕊️,@SamirElmard-e3p,2025-07-12T17:15:38Z,0,-0.9633,Negative
Lucky are those who are actually living through this lyrics for real!!!🥹✨♥️,@hithashreenisha,2025-08-04T14:29:00Z,0,0.88,Positive
The lyrics of this song really speak to me.,@WaverlyScott,2025-07-17T14:36:36Z,0,0.0,Neutral
"I'm still watching right here right now, I'm getting fallen into this song, what beautiful and legendary lyrics and music.",@scribedPoorGraphics,2025-07-12T09:59:21Z,0,0.34,Positive
Those who understand the lyrics they are gem 💎,@sagarmondal6117,2025-08-14T10:51:23Z,0,0.0,Neutral
People Astronaut Reversed Rewind Control Day2️⃣0️⃣0️⃣0️⃣📅📆🗓️👩‍🚀👨‍🚀👪👨‍👩‍👦🌏🌎🌍🌌🇻🇳🆗👍,@VuiKhoeCoIchMCTuanTuVTV3,2025-08-14T11:10:45Z,0,0.4466,Positive
What a catchy tune ❤,@RajashreeMahire-y1c,2025-07-24T03:11:40Z,0,0.6369,Positive
Senior pink backstory,@strangethings21,2025-07-10T21:56:59Z,0,0.0,Neutral
This feels nostalgic for some reason,@Hotwheels2415j,2025-07-10T05:34:20Z,0,0.0,Neutral
"I don't really like monkeys, cus monkey will grab what you have in your hand. Bruno Mars can relate it from his family. I don't like bruno sorry.  They are ""feekin dam"" who can't even make 4 lines in second prechorus. Theyy just monkey who grab that song. People will become so pathetic with that monkeys.",@arielmonteros1831,2025-07-12T01:02:09Z,0,-0.6962,Negative
Bruno has real music that has melody,@rachelmanor1344,2025-07-27T15:11:38Z,0,0.0,Neutral
Welcome back Bruno..we missed your vocal 😢,@berthashimishilweendo155,2025-07-18T16:00:55Z,0,-0.3182,Negative
