comment,user_name,date,likes,compound,sentiment,sentimento_manual
Song lyrics really have gone to rubbish,@francisbroadmeadows6575,2025-04-14T14:54:49Z,0,0.0,Neutral,Negative
RAVE VIBESSSSS 🎚,@ericotto314,2025-03-04T13:57:40Z,0,0.0,Neutral,Positive
Luciana vibes back in 2010 ❤,@albertobiserov9904,2024-09-02T17:30:58Z,0,0.6369,Positive,Positive
Awesome beat and Colab ❤,@jasonlee7679,2024-09-03T05:09:50Z,0,0.8519,Positive,Positive
Charli looks so beatiful😮😮😮😮WAOOOOO,@kittywilde3863,2024-08-26T21:24:20Z,0,0.0,Neutral,Positive
Im getting old - im 50 and id rather hear Oasis/ Stone Roses any day over this ' music ' .....( watching Charli at Glastonbury and im not impressed  - simply being honest....,@Kalamero,2025-06-28T22:20:04Z,0,0.1891,Positive,Negative
Skins promo videos vibes,@Grace-ig7vm,2024-09-24T13:14:57Z,0,0.0,Neutral,Neutral
Death becomes her vibes!!!,@BB5886-BlahBlah,2024-08-27T03:18:09Z,0,-0.6981,Negative,Neutral
i missed this rebel kesha vibe in pop music.,@HeyHeyNingenSucker,2024-09-14T23:44:31Z,0,-0.4497,Negative,Positive
Hmmm .wow .... I mean I like the beat a lot when Billy comes in the beginning and crashes into the wall tho hmm get girl,@juliettehigdon174,2024-10-22T01:04:25Z,0,0.743,Positive,Neutral
What the hell did I just watch? I do like the beat.,@MrBlackFabio,2025-01-27T20:31:22Z,0,-0.4767,Negative,Neutral
i dont wanna guess because you can't be serious about this song ( jk i like the daft punk vibe ),@shimotsuki96,2024-10-28T11:33:19Z,0,0.5606,Positive,Neutral
I love charlie xcx and her overall vibe,@singhshiiv,2024-08-26T13:13:05Z,0,0.6369,Positive,Positive
The MTV Music vibes are STRONG 😩☝🏽 AND I’M HERE FOR IT,@GinaDD1996,2024-08-26T10:46:51Z,0,0.4466,Positive,Positive
THE WAY MY JAW DROPPED ABOUT THE LYRICS ESPECIALLY BILLIE’S PART OMG💀💀💀,@minjusgf,2024-12-11T16:05:45Z,0,0.0,Neutral,Positive
technologic vibes,@stefaniarnr,2024-11-10T18:48:44Z,0,0.0,Neutral,Neutral
this party vibes is everything haha ❤,@zalvexs,2024-10-08T05:32:45Z,0,0.872,Positive,Positive
Skins vibes,@Jinxosiosi,2024-09-15T02:23:51Z,0,0.0,Neutral,Neutral
"lots of ""technologic"" by Daft punk vibes",@laurausman0314,2024-12-19T01:11:29Z,0,0.0,Neutral,Neutral
whelp...music used to have good lyrics,@whatyoudo9773,2025-03-06T18:42:54Z,0,0.4404,Positive,Negative
Stone butch and femme les vibes,@G0lfW4N6,2024-08-24T20:03:56Z,0,0.0,Neutral,Neutral
Electroclash revival is not needed. Cue dozens of minimal synth lines with hypersexual lyrics.,@junkshopbeats9188,2024-08-24T15:25:48Z,0,0.0,Neutral,Negative
The song without notes😅😅😅,@dadanrizqy4015,2024-11-10T00:09:55Z,0,0.4386,Positive,Negative
"Daft Punk Technologic vibes! (In a really, reallt good way....)",@clairegrant2702,2024-09-05T11:23:44Z,0,0.5378,Positive,Positive
The beat 🥳🥳,@EllianaBroxton,2024-08-28T05:48:39Z,0,0.6369,Positive,Positive
😅j'aime trop  set chanson 🎉🎉🎉🎉bonne anniverser🎉🎉🎉😊,@brigittecortesi6560,2024-10-28T09:01:26Z,0,0.9761,Positive,Positive
it’s giving Death Becomes Her vibes i love it,@via_xcx276,2024-08-23T14:48:23Z,0,0.4019,Positive,Positive
Love the beat,@Littleman24,2024-09-19T18:04:34Z,0,0.6369,Positive,Positive
I just realised that The Dare is in the background at the beginning and then she mentions “send it to The Dare I think he’s with it”. Lol. Honestly great marketing from her side with the whole “brat girl summer” vibe going on and with The Dare’s new song coming out.,@yasminmalan,2024-08-26T18:03:10Z,0,0.872,Positive,Positive
Giving me Gaga Just Dance and Miley Party USA vibes,@guyinsf,2024-08-26T23:36:05Z,0,0.6249,Positive,Neutral
The chorus sounds like Technologic 💀🤖,@joelr.1009,2025-07-06T06:03:41Z,0,0.3612,Positive,Neutral
"this is absolute artistry .. music, lyrics, video.  i want to hear it a thousand times",@elle613,2025-01-05T06:16:18Z,0,0.0772,Positive,Positive
"Cringe dirty talk, music can be good without vulgar concepts and lyrics",@laybabenedict,2024-10-31T20:34:38Z,0,0.0,Neutral,Negative
"ngecek doang...... the lyrics lmao whats wrong with ma girls, did she get h or  just caus of the beat 😂. funy.",@akashahan75,2024-09-13T14:41:45Z,0,0.5719,Positive,Negative
The lyrics are deadly but the song n collab is slay,@Alora4Life,2024-10-07T17:27:52Z,0,0.0,Neutral,Neutral
It’s giving 2000s vibes and I’m here for it,@katie.robbins,2024-08-28T07:37:17Z,0,0.34,Positive,Positive
This beats and duo❤❤,@mirjanaandrasic4481,2025-01-01T14:26:08Z,0,0.8555,Positive,Positive
"Music is good, not artists and lyrics 😐",@cookie3125,2025-02-04T06:14:30Z,0,0.4404,Positive,Neutral
PitchBlack,@Brio-b5m,2025-06-09T02:57:33Z,0,0.0,Neutral,Neutral
I didn't know a song about underwear could sound so catchy.,@sophiaisabelle0,2024-10-22T12:58:55Z,0,0.0,Neutral,Positive
Giving me - Like AG6 vibe,@leahcimtuang4,2024-08-27T02:48:46Z,0,0.5994,Positive,Neutral
This song slaps. Love the beat and also their voices just work so good together.,@cujowashere7248,2024-09-03T17:13:31Z,0,0.8377,Positive,Positive
sounds like a rip off of technologic by daft punk during the chorus usues the same beat so not really original but a decent song,@marygoins2503,2024-08-28T15:42:46Z,0,0.0074,Neutral,Negative
"This is unoriginal garbage , literally changing the lyrics to technologic with pervy stuff isnt ""art"" lol",@davidd8892,2024-10-13T02:45:43Z,0,-0.3252,Negative,Negative
Too deep,@ejj3295,2025-07-07T09:42:13Z,0,0.0,Neutral,Positive
Loveeeeee this it has an old school beat in the early days of like sandstorm and David Guetta,@jhonathanzaldivar4691,2024-10-04T12:38:32Z,0,0.3612,Positive,Positive
Billie a genius using lyrics to shoot her shot 😂,@SeussWRLD,2025-02-09T17:03:41Z,0,0.128,Positive,Neutral
What a delicious beat ❤,@micsgreen23,2024-10-12T16:32:09Z,0,0.836,Positive,Positive
Who is going to do a Mr Oizo Flat beat remix?,@smileysspeakeasy,2024-10-30T12:35:16Z,0,0.0,Neutral,Neutral
"Acapella 🌚 no está en acapella, habría que quitarle el autotune también",@nostalgic_melodie,2024-09-01T11:17:39Z,0,-0.296,Negative,Negative
I’m getting Eric Andre vibes here,@Thedarkknight2244,2024-09-23T22:02:18Z,0,0.0,Neutral,Neutral
"I love this song, but the quick chorus part sounds exactly like the bit from Technologic by Daft Punk :/",@GBPackerspro4,2024-09-11T00:38:36Z,0,0.4118,Positive,Neutral
Daft Punk - Technologic vibes.,@BLASSUE,2024-10-09T00:51:18Z,0,0.0,Neutral,Neutral
Bloodhound Gang vibe,@lindowww,2024-12-28T18:19:09Z,0,0.0,Neutral,Neutral
Awful,@SlickerVideo,2025-03-02T14:54:40Z,0,-0.4588,Negative,Negative
"bangin beat, they both sound good, but the ending 'you wanna guess if we're serious about this song'  . .  is cringe",@dustid,2024-10-24T14:55:02Z,0,0.128,Positive,Negative
I really like this song but I don't like about the underwear and stuff it's not giving the vibe,@Lynneia-l3q,2025-02-23T21:22:36Z,0,-0.5143,Negative,Neutral
The beat is the clock level from mario 64.,@JaredFc-s3k,2024-12-01T05:45:25Z,0,0.0,Neutral,Neutral
That unibrow is awful,@Livelaughlimpbizkit,2024-09-04T13:26:42Z,0,-0.4588,Negative,Negative
DAFT PUNK VIBES 🪬,@pharaohintheabyss,2025-06-08T01:44:16Z,0,0.0,Neutral,Positive
I usually like both of their music but this wasn't very good. I started laughing and I don't think that was they were going for. Decent beat.,@joaquinm7502,2025-04-18T21:24:25Z,0,0.385,Positive,Negative
This gives Alejandro vibes,@why3666,2025-08-04T01:13:11Z,0,0.0,Neutral,Neutral
I came here after listening to Stern... pretty dumb lyrics imho yet cash grab that pussy (yay?),@jbilotta,2024-10-04T16:15:25Z,0,0.5106,Positive,Negative
"bodyrox  yeah yeah yeah vibe, you yanks wont know",@joshua7barrett,2025-07-24T23:27:19Z,0,0.6808,Positive,Positive
The vibe is GOOD!!!,@DroGodina,2024-10-05T11:19:45Z,0,0.6714,Positive,Positive
Beatifull 😍😍😍,@Camiibostera,2025-01-11T23:58:46Z,0,0.8402,Positive,Positive
"The song is good, but the lyrics and the video😢",@GachaSlays131,2024-09-14T16:02:28Z,0,-0.4939,Negative,Neutral
So glad they are getting the attention ❤vocals are insane,@raphaellambert6585,2025-07-01T10:39:42Z,0,0.1513,Positive,Positive
"The collab, the song, the lyrics (especially Billie's part, I was gaping hearing it for the first time bc it randomly played on my Spotify while in public lmao) are insane but the music video SUCKS, it could have been SO fire. Makes me even more mas as someone who'd dream of being a music video realisator",@blvarin,2025-02-22T20:37:55Z,0,-0.7963,Negative,Positive
"Charli, Charli. OK. I need to send you some of my recent beats and we need to make a motherFKN banger like this! love this! 1 of only 2 things ive like in the last 15 songs ive listened to! The other was The Weekend.",@5jd1,2024-09-26T18:22:24Z,0,0.8974,Positive,Positive
The lyrics-,@Itzurgurlroblox33,2024-09-07T05:18:59Z,0,0.0,Neutral,Neutral
I 🙏 she wins VMAs next week .. Every single song she releases makes me seriously 2nd guess wtf I'm doing n whom .. She's so sexy n her vibe is always so dope...Just sayin 😍🤩👑❤️💋🥰,@PrissyB2023,2024-09-05T07:59:02Z,0,0.9511,Positive,Positive
My love knows I'm definitely serious about this song. The lyrics has seduced a whole world. Hit of the year ❤,@soders_ode,2024-10-23T14:07:42Z,0,0.8519,Positive,Positive
This is the worst song Billie has ever been in😭,@NoraClements-s2q,2025-04-02T02:05:08Z,0,-0.802,Negative,Negative
This gives me 2009 vibes I like it ❤!,@Elena-sm2hv,2025-03-16T17:02:44Z,0,0.7901,Positive,Positive
"While receiving the award Charlie said it how it is, when songs like this go to the top, shows how stuff has gone down hill for lyrics and intellect for the majority :(",@Rubina-wb2oq,2025-03-06T13:46:46Z,0,0.7845,Positive,Negative
This is what happens when you sell your soul to the corporate media overlords and old pervy men write your lyrics for you. Complete trash.,@MadameWarhammer,2024-09-16T22:39:50Z,0,0.0,Neutral,Negative
Rosé is giving Gwen S. vibes in this MV and I couldn't love it anymore,@USGunner5,2024-10-21T10:54:22Z,0,-0.2425,Negative,Positive
whiplash by aespa vibes!!,@cam3784,2024-10-21T10:30:27Z,0,0.0,Neutral,Positive
This is so catchy,@davidplowie4670,2024-09-25T21:53:51Z,0,0.0,Neutral,Positive
Technologic- Daft punk vibes ✨️,@DivineStardustAlchemy,2025-03-06T22:35:15Z,0,0.0,Neutral,Positive
I’m a gay man and I love these vibes! Billie!!,@ahthatkyle,2025-05-30T13:40:07Z,0,0.7249,Positive,Positive
Getting Daft Punk vibes from this one,@mihalic17,2024-09-29T18:47:35Z,0,0.0,Neutral,Positive
ove how Billie replies to Charli in her verse and it‘s like they are t,@Mayk570,2025-05-29T23:42:54Z,0,0.3612,Positive,Positive
"Promoting a song with sexualized lyrics about women's underwear while advocating against domestic violence can appear contradictory, as the former may undermine the message of respect and dignity essential to combating the latter. Also the  ""BRAT"" word - It's important to focus on language that respects and empowers individuals rather than diminishes them. we can find a better word then BRAT... Bloody Rat",@NathanMay-oi3xp,2024-09-04T02:51:51Z,0,0.4019,Positive,Negative
Is it bad that I'm a dude and I know all the lyrics to this song? lol. LESS GO BILLIE!,@ben-neon19,2024-10-17T04:18:24Z,0,-0.2481,Negative,Positive
as an older person seeing what young people like to hear and the story line of underwear as the lyrics to this video. My honest reaction to this video is ewwww,@MrRocktex1978,2025-01-30T06:30:05Z,0,0.7003,Positive,Negative
The you wanna Guess it for being serious In this song I go through every emotion,@jeremyhall6335,2024-09-16T22:30:27Z,0,-0.0772,Negative,Neutral
M to the b kinda beat,@raechelshiplet8619,2025-01-20T16:09:55Z,0,0.0,Neutral,Neutral
We need an extended version with another verse the beat is too good the songs just too good to finish 😢xxxx,@abbythomson7511,2024-12-12T15:43:14Z,0,0.4019,Positive,Positive
this is hot obvi but why did she think the dares sounds were so unique to make him produce this track? like this is deep tech minimalism at its core,@Ispyandros,2025-03-15T17:35:46Z,0,0.5023,Positive,Neutral
Omg this is such a banger.. when the beat drops after “Charli call me if you’re with it” is everything🙌🏻,@PositiveExoticXX,2024-08-25T13:02:22Z,0,0.0,Neutral,Positive
The substance vibes,@lou-annpuffet3548,2024-12-24T17:53:12Z,0,0.0,Neutral,Neutral
This is the worst song of all time,@mattsheehy7035,2024-09-07T07:48:15Z,0,-0.6249,Negative,Negative
I feel srry for billie bc of that one guy off TikTok who tried painting billie as some pred bc of the lyrics of this song as if it’s not about underwear,@mika-jane,2024-09-04T00:59:00Z,0,0.0,Neutral,Negative
Not Billie coming in with the hardest verse and a chuckle knowing she about to put us all throughhhh it 😂❤️,@reemahLaw,2024-10-21T13:48:14Z,0,0.6808,Positive,Positive
charlie and billie make awful music. contributed to the death and crime of no original thoughts,@ChristopherCorona-tl3nt,2025-05-01T00:49:30Z,0,-0.9074,Negative,Negative
So damn catchy,@brackster,2024-09-25T21:05:59Z,0,-0.4576,Negative,Positive
Nice and safe lyrics (no sarcasm),@largestudent198,2024-09-23T07:41:13Z,0,0.5859,Positive,Neutral
Lyrics in hindi:Kiss colour ke chhadi pahne ko?,@INTERPIN.911,2025-01-02T07:15:48Z,0,0.0,Neutral,Neutral
Love this song great video so catchy fun song,@tiffanilinde9048,2025-06-05T06:58:33Z,0,0.9166,Positive,Positive
The first part lyrics  WAS WILD ASF,@w3fd3c3,2024-09-17T13:42:42Z,0,0.0,Neutral,Positive
"Beat needs realigning slightly with the vocals in the beginning, but everything after the drop is beautiful!! Awesome work🫶🫶 So cool to hear ST in another great genre!",@sp0ngeb00b7,2024-09-30T09:28:51Z,0,0.9693,Positive,Positive
This is my mffff vibeeee,@ardiristavarez5676,2025-02-04T00:37:45Z,0,0.0,Neutral,Neutral
Billie's giving young princess nokia vibes,@thewakeandbakeshowwithbigu1606,2024-09-15T07:06:36Z,0,0.34,Positive,Neutral
"Love the 2016-2018 carefree, sweet but not overly cute vibes, we need more of this vibes from the girls!",@maryrose704,2025-03-08T05:52:00Z,0,0.3658,Positive,Positive
"UM IS THE GIRL FROM 360, AKA WAITER VIBES IN THE PARTY SCENE AROUND 0:30-0:40!? 🤯",@ASMEBUST87,2024-08-31T17:31:39Z,0,0.5754,Positive,Neutral
This gives me peaches vibes so hot!,@futuremindvintageheart9887,2024-08-30T03:20:58Z,0,0.0,Neutral,Positive
Anyone else getting tatu vibes? 😍😍🥵🥵,@rhicairns967,2025-02-22T10:26:12Z,0,0.7184,Positive,Positive
JAMES WTF I NVR KNEW UR VOCALS CAN REACH THE GALAXYS U DID AMAZING BABE,@abdullahalsaadi1383,2025-02-14T20:47:48Z,0,0.0258,Neutral,Positive
I'm really in love with this sonnggg it's such a vibeee🔥🔥🔥🔥,@user-hn1so7bw3i,2024-09-26T14:13:15Z,0,-0.4804,Negative,Positive
Okkaaaaayyyyyy 💅🏼lovin’ the vibesssss💖💖💖,@ConnieBonzagni,2024-10-27T00:39:46Z,0,0.9595,Positive,Positive
Charlie is beatiful ❤,@ElCaos...,2024-10-14T16:54:51Z,0,0.6369,Positive,Positive
The worst song i have ever heard,@Kareek120,2024-10-05T11:16:02Z,0,-0.6249,Negative,Negative
Anyone else get major Skins vibes from this? Like Effy vibes and the music video reminds me of the house parties in that show,@vixenn6,2024-08-25T04:53:46Z,0,0.6783,Positive,Neutral
Billie single handedly saved this song and probably Charlie’s career because the rest of this album is awful,@tylerrodgers1693,2024-09-01T12:48:10Z,0,-0.0516,Negative,Negative
This is such a vibe,@KariahSnicker-jq6dh,2024-12-05T08:42:59Z,0,0.0,Neutral,Positive
Sick tune Shame lyrics could be better too gender bending for the younger generation how can it be cool to be gay today!!x,@nicolekean9342,2025-04-01T10:05:43Z,0,-0.4184,Negative,Negative
I hate this song it's always playing on spotify ads and it's annoying asf,@Make2kFree,2024-08-26T10:41:15Z,0,-0.6808,Negative,Negative
The beat is amazing!!! Can't get over Yseult 's verse,@ArtificialPerson,2024-08-25T16:42:40Z,0,0.6884,Positive,Positive
Why is this giving the same vibe as the big bad wolf music video 😭😭,@ILikeWoF,2024-08-25T06:06:22Z,0,-0.7876,Negative,Neutral
Good vibes,@torijohnson6402,2024-08-28T04:41:48Z,0,0.4404,Positive,Positive
"Uma merda essa musica, o clip. Nada tem sentido, uma batida sem ritmo e frases que não fazem sentido co m nada. Não há o que apreciar nessa música, só tempo perdido. Não recomendo.",@alantrick,2025-01-18T17:39:14Z,0,0.0,Neutral,Negative
"This song has a rush vibe Troye Sivan, i loved❤",@rayewlz,2024-10-27T13:17:38Z,0,0.8442,Positive,Positive
Daft Punk's Technologic vibes,@gcanteromd,2024-11-11T02:19:10Z,0,0.0,Neutral,Neutral
The songs epic but the lyrics scar me for life,@GalaxyStar2110-Official,2024-08-24T13:27:50Z,0,0.0,Neutral,Neutral
PERFECT!!!!!!!!! AMAZING GIVIND MTV 2000 vibes,@amandafirmimo1655,2024-08-24T05:56:16Z,0,0.9029,Positive,Positive
Bro the lyrics 😭,@JadeTheOnly,2024-08-23T17:04:59Z,0,-0.4767,Negative,Neutral
This autoplayed after listening to Paul McCartney's Temporary Secretary and you know what? Exactly.,@espifreak,2025-03-29T18:47:54Z,0,0.0,Neutral,Positive
bad guy vibe,@jireoyeon,2024-08-27T23:33:47Z,0,-0.5423,Negative,Neutral
"me: ""This is such a banger! wait..."" *realizes the lyrics*",@Yyonaa_,2024-09-18T11:40:51Z,0,0.0,Neutral,Neutral
"Omg this gives me like 2007, 2008 trashy vibes and I love it there needs to be more songs like this",@SleepyRue,2024-08-23T05:00:25Z,0,0.8583,Positive,Positive
