comment,user_name,date,likes,compound,sentiment,sentimento_manual
"The worst is thinking that you may have almost had this thing once, but then you lost it, without having ever realized in time that you could have had it and you just took it for granted. And now its too late and there is no likelihood that you will ever find that again.",@JustynL-q4q,2025-05-28T02:08:22Z,0,-0.7003,Negative,Negative
I don't like when male singers do the Elmer Fudd accent any more than I like the vocal fry on female singers.,@cruisepaige,2025-05-13T11:25:13Z,0,0.1664,Positive,Negative
"This song is about feeling love and hate for someone at the same time. The lyrics talk about how it's hard to let go of someone you still care about, even if they hurt you.",@1308문선유,2025-05-12T03:25:12Z,0,0.1027,Positive,Neutral
The lyrics are so beautiful,@achillegrondin1144,2025-05-11T11:41:58Z,0,0.7177,Positive,Positive
"Went from “wow, cool song” to realizing my exact feelings are the lyrics. Thank you @BensonBoone for sharing your gift.",@laurelmilligan1061,2025-07-15T21:54:21Z,0,0.8591,Positive,Positive
Best singer in the whole entire world no one can beat you Benson,@gt0351,2025-05-11T08:45:24Z,0,0.4588,Positive,Positive
Beautiful and powerful song,@albabarrera3040,2025-08-01T08:24:01Z,0,0.7717,Positive,Positive
"Had to come here from Facebook to hear the whole song without interruptions. My You Tube vibe includes Jelly Roll which is what you're lumped in with music wise on Facebook, which in itself is a high honor. I hope you guys rise and really spread your music all over. I'm rooting for you!!!❤",@jodyprovost,2025-05-18T11:19:04Z,0,0.948,Positive,Positive
"Describe the vibe? I'm not sure there are any words in any known spoken language on this planet that can fairly, justly, accurately capture the vibe one gets from hearing this song. That being the case, I'll say the vibe I feel is otherworldly. Peace humanity",@mr.c6057,2025-05-10T16:02:45Z,0,0.3691,Positive,Positive
"dam i love this, but someone saw me listening to this and heard this song look at me weirdly as the friend only heard the first part and thought why i am listening to love songs (as there's girl & love in the lyrics) QWQ",@Jimmy-y6u,2025-05-10T06:48:18Z,0,0.9565,Positive,Positive
Vibe starts at 1:23,@ShivaramaKrishna-cv2qn,2025-05-10T03:42:13Z,0,0.0,Neutral,Positive
I SCREM THESE LYRICS!!!,@MaelyFridley-m5v,2025-06-29T21:55:34Z,0,0.0,Neutral,Positive
Powerful song,@koechcollins-o3y,2025-07-30T12:10:57Z,0,0.4215,Positive,Positive
"Being a man that has loved and lost way too many times and now have found the woman that was always meant for me, im so glad i found her after I've learned my lessons. She's going to get the best of me that has ever been and she's going to be loved like she deserves to be loved, and i in return because I know she was sent to me right now by the universe at this very time when i was ready,  when she was ready. Ive never been happier in my life. She's all mine and just try and take her away",@only_with_kindness,2025-05-09T02:16:09Z,0,0.9726,Positive,Positive
650 billion views r u serious you made all that money maybe someone with more musical skills i appreciate the emotion but im . Looking for something with more skill than a new nockelback,@stevenarnold2656,2025-05-22T04:26:13Z,0,0.1779,Positive,Negative
"Não sei descrever a vibe, mas a vontade que da, é de sair andando pela cidade ouvido a música.",@user008-z5q,2025-07-13T04:11:25Z,0,0.0,Neutral,Neutral
"A melhor música de todos os tempos desde que nasci em 1981 - Não se compara a nada Deus te abençõe moço, um coração lhe agradece.",@quiztbrasil,2025-06-18T23:19:10Z,0,0.0,Neutral,Positive
Rhythm moves the body,@AbigailPalmer-x7f,2025-07-31T08:34:13Z,0,0.0,Neutral,Positive
"benson, can i steal your vocal chords? this song made me cry, i got chilllllss! if you drop, im all ears!!",@Maya-w8j9w,2025-07-01T15:45:02Z,0,-0.851,Negative,Positive
"I was singing along with this song at the top of my lungs and the lyrics hit me like a truck. By the end of the song I was in tears (and still am.) this song played on the radio around the same time that my grandfather was suffering from cancer and the lyrics reminded me to pray for his health almost every day. I will forever miss him because he was the one who pushed me out of my comfort zone and taught me how to sing along with his piano playing. Around 2-5 days before he passed, we played our favorite one for the last time. He couldn’t even play through the whole song because of the severity of this illness, but it really meant the world to me that he tried anyways. I miss every moment I had with him and hope that he is proud of me for still practicing until this very day. I’m still trying to get used to singing the song we played without balling up and crying my eyes out. thank you for sharing with us this masterpiece. ❤",@HeyItsMoonlite,2025-06-21T15:28:16Z,0,0.9836,Positive,Positive
"""Such a heartfelt song! Benson Boone’s voice and emotions shine beautifully! 💕🎶",@deendunyaquran01,2025-05-19T06:55:06Z,0,0.9199,Positive,Positive
It makes me so emotional it's the best song it's my favourite it's my little sister's favourite song ❤,@ChideraOkolie-j3k,2025-07-26T13:27:03Z,0,0.8889,Positive,Positive
Ouvindo essa musica e lembrando da minha esposa que morreu ha pouco tempo. Cada palavra dessa musica me causa um aperto no coração!! Mas é isso …,@junioralves5845,2025-05-20T03:37:14Z,0,0.1984,Positive,Neutral
It's gonna me vibe,@sagarthapa4650,2025-07-30T14:25:35Z,0,0.0,Neutral,Neutral
This was good but it got repetitive on the radio so I personally have beef with it,@anonymous_40447,2025-05-23T23:52:52Z,0,-0.1406,Negative,Neutral
"This tune feels like pure love. May your heart ever beat with intention, peace, and play.",@LatinSoul-e8m,2025-07-11T08:25:20Z,0,0.9501,Positive,Positive
Beatiful  otro vidioquil,@consolacionfernandezdoming6439,2025-06-23T18:31:19Z,0,0.0,Neutral,Positive
The song started out good until the chorus came in like a screeching on the chalkboard,@Integritydefins,2025-05-20T23:05:30Z,0,0.6597,Positive,Neutral
Song is deeper than you know. If you know! Good for you,@iDindtKnowThat,2025-05-18T02:43:48Z,0,0.4926,Positive,Positive
"I mean, if he'd take the goddamned marbles out his mouth and stop trying to sound like Steven Tyler form Aerosmith in the chorus, he might have something....Nothing we haven't heard before, but something at least.",@michaelhulsey201,2025-06-03T03:06:57Z,0,-0.1901,Negative,Neutral
The Break Down and the strength put into singing it I dropped my pen and joined. The lyrics are so easy to sing along and it makes the song hit HARDER. Love it. 👏👏👏👏,@GaiaAdvena,2025-07-06T10:20:15Z,0,0.903,Positive,Positive
Give you a scientific explanation for the discrediting natural of psychological illness in dualism of Manichaeism and other during their time when subjected to malnutrition the psychological and temporary phenomenon of psychological abuse. You can consciously design the self made abuse in self experiment to identify your subconscious from your conscious mind. The exercise isn’t healthy in the short turn but I. The long term you have a greater understanding of yourself and modern psychology. It’s incredibly dangerous to use this on another person is extreme psychological abuse. But you can target someone circadian rhythm and based on perception threshold on the subject matter it can lead to paranoia confused with psychosis that’s a real why working above perception threshold on this subject matter is about safety.,@hinch-man482,2025-07-23T20:57:54Z,0,-0.9254,Negative,Negative
I love the rhythm,@odongoallan3964,2025-07-20T09:42:46Z,0,0.6369,Positive,Positive
so rare that the chorus is the worst part of a song,@Dryenwc3,2025-06-06T18:00:41Z,0,-0.6249,Negative,Negative
You moved the emotions in my chest 😢,@lalamimibou7513,2025-07-12T10:35:18Z,0,-0.4767,Negative,Positive
I liked to every vibeo from bensone boone,@elahehmoeinjahromi6992,2025-07-13T17:24:43Z,0,0.4215,Positive,Positive
You look like you can beat the rock,@KarenWinters-q9t,2025-06-01T15:08:04Z,0,0.3612,Positive,Neutral
Arguably one of the worst songs ever made,@Raafie,2025-07-06T19:10:44Z,0,-0.7269,Negative,Negative
im cryyyyy >: BEST MUSIC LYRICS IN THE WORLD I LOVE IT @BENSOONBOONE CONGRAULATIONS,@bartekniecko8661,2025-06-05T17:27:24Z,0,0.8301,Positive,Positive
"What a beautiful song, it is already my ringtone! Well done! Greetings from Greece!",@olgab3536,2025-05-15T15:07:39Z,0,0.865,Positive,Positive
"I LOVE, LOVE THE LYRICS AND MESSAGE....sorry for shouting. But this is a beautiful song.",@THEONLYMMG,2025-07-26T15:43:47Z,0,0.9059,Positive,Positive
"Such a powerful voice, it gives me chills.",@MadelynLong-d5o9o,2025-08-01T07:20:41Z,0,0.4215,Positive,Positive
Yeah the song ain't bad but if you're gonna promote your song with a video you  make it good. They totally blew it with all the phony drama of hiking up a mountain to jam and they show them hoisting up an Epiphone acoustic guitar and then noone is playing the Epiphone. Pretty lame. Not to mention you blew it over a budget guitar. Lol.,@metalbob1,2025-07-18T10:34:20Z,0,0.9458,Positive,Neutral
The high pitch is the best thing ever 😜😜🎉❤,@libserh,2025-06-12T19:44:08Z,0,0.9022,Positive,Positive
"My new favorite song. It doesn't really have a meaning to my life, currently anyway. But I absolutely love the lyrics, song, beat, and mystery. Don't make us wait the whole pregnancy to find out whose eyes the baby has please us southern women need to know now please",@danashelton3789,2025-07-15T21:49:33Z,0,0.9342,Positive,Positive
"I thought the video would of played out differently. When I heard these lyrics I would of pitcured a story of 2 people navigating life. Not dudes on a rock, rocking out.",@deborahtaylor2769,2025-06-16T05:45:35Z,0,0.34,Positive,Neutral
BPD is awful..,@shawnhix-z7f,2025-06-29T17:01:10Z,0,-0.4588,Negative,Negative
BEATIFUL THINGS I'VE GOT,@BeastBenjaX,2025-06-03T13:45:55Z,0,0.0,Neutral,Positive
OMG!!! This vocal🥺🔥🤍,@iniinu1466,2025-05-25T11:26:29Z,0,0.0,Neutral,Positive
A song where the lyrics are meaningful in 2025 … you know what? Fairs 👏🏾,@ioemoronkeji914,2025-07-25T08:52:39Z,0,0.3182,Positive,Positive
Bro says this is lyrics,@seherf786,2025-06-26T20:50:02Z,0,0.0,Neutral,Negative
Grate song very emotional,@PattiFelt,2025-06-18T00:54:34Z,0,0.2247,Positive,Positive
youare perfect original vocals!,@noelstylized9620,2025-07-18T07:42:19Z,0,0.7424,Positive,Positive
From 🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪kenya for my Mi Lady and Beautiful beautiful princess and my heart beat AURORA. MY LOVE LIGHT GODDESS,@jnzyoka781,2025-07-26T15:37:05Z,0,0.958,Positive,Positive
The first verse is golden!,@Xyzabcde-m7i,2025-07-15T17:26:16Z,0,0.0,Neutral,Positive
"My family have boycotted this record cos I’ve got it on loud and screaming down my microphone with you but it’s not stopped me! 53 years old and you come along 30 years too late!  Love everything you do and Momma Song, can’t even listen to that bugger without crying! Genius and beautiful lyrics. ❤❤xx",@CarolineRothwell-h3r,2025-06-13T01:42:23Z,0,0.9736,Positive,Positive
"I hate this song, f$cking annoying vocals! omg",@pretizell9861,2025-07-01T14:54:04Z,0,-0.7712,Negative,Negative
The tone is amazing mate 😮😮😮😮😮,@PatrickMusic22,2025-07-29T13:10:06Z,0,0.5859,Positive,Positive
"Sorry, but this is screaming with country and western lyrics",@kelvinpell4571,2025-06-08T20:25:15Z,0,-0.5499,Negative,Negative
I’m so glad my lyrics went so well all pieced together so perfectly ❤ well done 😮😊,@cooldudezzzaj4823,2025-06-29T17:20:42Z,0,0.9749,Positive,Positive
These vocals are soon good (by the way it's super good),@KieranMcdonnell,2025-06-13T18:43:23Z,0,0.8658,Positive,Positive
My great granfma died because she was sick and the lyrics i hope i dont lose makes me think qhen i saw her sick thank you benson,@DavidGaley,2025-07-20T00:33:59Z,0,0.1426,Positive,Negative
"""Such a heartfelt song! Benson Boone’s voice and emotions shine beautifully! 💕🎶",@deendunyaquran01,2025-05-19T06:51:27Z,0,0.9199,Positive,Positive
"Benson Boone has inspired countless people through his raw talent, emotional honesty, and unwavering authenticity. From his viral rise on social media to his heartfelt performances, he’s shown that staying true to yourself can open doors and touch lives. His lyrics often speak to real struggles—love, heartbreak, identity—and fans around the world connect deeply with the vulnerability in his voice. Whether it’s through his music or his journey, Benson reminds us that it’s okay to feel deeply and to chase our dreams with passion and courage.",@YourmomMom-w5s,2025-07-19T21:00:38Z,0,0.964,Positive,Positive
One of the most annoying fucking songs on the radio right now 👍,@Drew-ih6uj,2025-08-07T00:18:27Z,0,-0.4576,Negative,Negative
Thank you Benson for creating such a powerful and emotional song. Jessica Sanchez sang it on AGT and completely nailed it — but it was your lyrics and melody that made it possible. You truly created a masterpiece. ❤🙏 #BeautifulThings,@Dominica-f3w,2025-07-18T18:40:22Z,0,0.9731,Positive,Positive
Song needs a bridge to lift it before the final chorus. What the hell happened to bridges in music.,@zanyzander,2025-07-06T03:30:01Z,0,-0.6808,Negative,Negative
"I love this song, and it helps to escape reality. Iv'e literally heard it so many times and I never get tired of it. I really recomend it a lot if you love songs that have changes of vocals ❤",@pilarpons2612,2025-08-09T19:51:45Z,0,0.9602,Positive,Positive
"Why so all songs and voices sound alike these days? You sound great, but there is Capaldi, Tom Waken and many more on your voice style and harmony stile",@DragosMostenescu,2025-06-07T00:21:02Z,0,0.7269,Positive,Negative
This might be the worst song I’ve ever heard. MeatCanyon was right,@djsponge10,2025-06-17T19:35:15Z,0,-0.6249,Negative,Negative
Best song lyrics are so good I probley watched it 100 times,@TheMeghan1019,2025-07-26T16:24:59Z,0,0.8377,Positive,Positive
"Never realized this was so religious, great melody, what a pity",@LiminHost,2025-07-13T21:29:18Z,0,0.4902,Positive,Positive
Benson is beatifuul i love,@QuecachapaCaballito,2025-05-25T22:56:26Z,0,0.6369,Positive,Positive
This is my fav song ever it has amazing vocals 😊,@billytuggle823,2025-07-31T12:57:42Z,0,0.9153,Positive,Positive
Emotion,@FlorentOudard-v5m,2025-05-17T23:09:45Z,0,0.0,Neutral,Neutral
1:22 - I can feel the AEROSMITH 90s vibe! 😁😌,@Expik_92,2025-06-03T19:20:49Z,0,0.7088,Positive,Positive
"Holy crap, that was awful.  People really listen to this guy?",@rasjay,2025-06-08T11:32:27Z,0,-0.6808,Negative,Negative
it sounds so nostalgic😮,@baongoc6477,2025-08-02T14:55:38Z,0,0.0,Neutral,Positive
I hate this energy and lyrics,@Kaw-v5c,2025-05-27T13:12:18Z,0,-0.3237,Negative,Negative
"The melody, timing, and just your VOICE is unbelievable ❤ one of my favourite songs😊",@AveryGuichelaar-x6j,2025-06-20T22:46:12Z,0,0.9001,Positive,Neutral
"I LOVE this song, is my favoutite. Benson Boone if you are reading this you are the BEST!❤❤❤❤. And when I listen this song, the combine all good emotions",@abelgarcia8332,2025-06-30T16:47:14Z,0,0.9859,Positive,Positive
needed more emotion songs. emo's not dead,@vladislavsmith7345,2025-07-19T18:55:01Z,0,0.5334,Positive,Positive
This song was so good until the chorus noooooo 😭,@Ouiuuu,2025-06-10T22:50:17Z,0,0.1633,Positive,Neutral
"He is a vocal beast.. and beautiful things is an immaculate song, the song is so good",@air03031989,2025-07-23T14:44:35Z,0,0.8244,Positive,Positive
What song is that chorus from? It sounds so much like a heavier song but I'm so bad at names.,@MikaelGuggenheim,2025-07-24T16:48:23Z,0,-0.7467,Negative,Neutral
Bro went from American idol all the way to being a professional singer with amazing vocals and good instrumental in it,@CityMonkeyGT,2025-05-30T00:02:11Z,0,0.7717,Positive,Positive
When he sings the chorus he sounds like my dustbin lorry when the back end lifts the bin up. The mechanism is squeaky as hell and needs oiling,@Whatsthescore2nil,2025-06-05T06:42:47Z,0,-0.4767,Negative,Negative
"This beautiful hunk of man meat is from less than an hour from me in Monroe, Wa.. He gives me such Freddy Mercury vibes",@breannaardrey9440,2025-05-20T05:06:40Z,0,0.5994,Positive,Neutral
"These are the kinds of things a heritage that many share that are lost too far often .. how many of our ancestors sang these lyrics, living such lives? Thank you for sharing",@AmandaKeighley,2025-07-06T18:30:15Z,0,0.6369,Positive,Neutral
The lyrics man!!! Gosh is on fire <3<3<3,@0526Lj,2025-05-22T00:10:07Z,0,-0.5067,Negative,Positive
the beatiful  song,@josechero6180,2025-07-15T23:26:10Z,0,0.0,Neutral,Positive
Wow...the lyrics hit me so hard! This is exactly how I feel on a daily basis.....constantly waiting for that shoe to drop.,@julibear2329,2025-07-25T21:54:24Z,0,-0.5037,Negative,Positive
"I have lost my brother, my son and the one that i thought that was the love of my life. The worst part is seeing my mother’s heart being broken. A father who never shows emotion. I can’t stand this pain. Embrace Resiliency and pray. The world has its ways. Here’s to 2026. We must stay strong.",@EihanderTv,2025-06-06T06:46:55Z,0,0.4451,Positive,Negative
Adoro questo pezzo e...Benson hai un timbro.vocale.che mi tocca l'anima unito ad una estensione da brividi. BRAVO!🧡🧡🧡,@antonelladelfino6438,2025-06-16T12:04:46Z,0,0.9312,Positive,Positive
😂 so catchy 😅,@amandathetford365,2025-07-23T13:28:01Z,0,0.6887,Positive,Positive
"Reminds me of 'Love is only a feeling' video from the legendary band ""The Darkness"". Good vibes indeed <3",@Sin_Respawn,2025-06-16T16:07:52Z,0,0.8591,Positive,Positive
Thes beatiful,@saydagarciagonzalez2629,2025-06-10T17:14:54Z,0,0.0,Neutral,Positive
So beatiful this is favorit song my dauter 💖💖❤️❤️😚😚👏👏,@ValentinaGonzalezMartine-px3jy,2025-06-04T16:42:28Z,0,0.9648,Positive,Positive
B.B amazing high notes,@MohsinAli-kt5ry,2025-08-06T11:49:38Z,0,0.5859,Positive,Positive
"This song reminds me of my last year of elementary school. It was a really sad vibe, as the school would be shutting down soon, and three teachers, including the principal, were retiring. On the morning of the last day of school, one of the third-grade classes was singing this song loud enough for the whole school to hear, and I just started crying. This song is a masterpiece, and it works its way into your heart, grabs hold, and doesn't let go. Here's to good music and even better memories!",@JHM0144,2025-05-20T00:16:17Z,0,0.8359,Positive,Positive
The lyrics of this song really speak to me.,@BrinleyFoster-t7f,2025-08-05T09:05:04Z,0,0.0,Neutral,Positive
Bass rumbles deep in chest,@ZaraShaw-l1c,2025-07-31T08:24:05Z,0,0.0,Neutral,Positive
✏️ describe the vibe for me,@kaylapalmer5712,2025-05-27T23:56:14Z,0,0.0,Neutral,Positive
"Gen X male over here. Normally I don't listen to the crap that's out now because most the music out now is crap, there's no thought process behind the writing. There's no respect for the pen anymore in music and everyone just throws shit at the wall to see if it sticks. There's VERY FEW artists I listen to as far as whats current because as I said, most music nowadays isn't for me. So for me to say this is not easy to say because I'm a HUGE critic and it takes ALOT for me to give a thumbs up. But this is one of the most beautiful songs ever written and constructed from vocals, to instruments, just everything about this song was so beautifully and intricately constructed. Vocal range is insane especially when that high note is hit. I don't care how beautiful a voice you have, this is a hard song for anyone NOT named Benson Boone to sing. Great song  dude.",@jayrivera6455,2025-05-17T15:06:07Z,0,0.4072,Positive,Positive
The lyrics 🥰,@Activeskincareproducts,2025-06-26T08:10:23Z,0,0.8074,Positive,Positive
The first few chords on the guitar sound like a Lana del ray song..apsalutly love this song!!!!,@lia148-45,2025-05-31T17:22:17Z,0,0.8346,Positive,Positive
The lyrics of this song really speak to me.,@ZadieBrooks-p2l,2025-08-05T08:46:42Z,0,0.0,Neutral,Positive
"Came for the thumbnail, stayed for the vibes",@HajipaLasipa,2025-07-30T04:53:21Z,0,0.0,Neutral,Positive
Wow. What an annoying ass song lol.,@FireworksAndHurricanes,2025-06-26T08:11:10Z,0,0.1027,Positive,Negative
Lyrics is how my gf gave god to me and take away😢,@gptoplist17,2025-07-29T13:40:30Z,0,-0.25,Negative,Negative
Vocals? Perfect. Lyrics? Beautiful. Video? On point. This song delivered everything the teaser promised.,@Zosmia-t3v,2025-08-06T18:02:02Z,0,0.8638,Positive,Positive
"I know the lyrics of this song perfectly because I went to here in Fuenlabrada last week, but my class of my another school put this song every single day but I still love it, this song makes me remember every moment that I’ve got with my class, I loved my class and my teacher because they are so funny and I was with my class five years! In the first year they bullied me but now they are my friends, I will remember them forever 😊",@张嘉琳-t7x,2025-05-26T19:15:03Z,0,0.9811,Positive,Positive
Can't believe I've never heard the start of this song miles better than the main chorus tiktokers craze,@tombragg7541,2025-06-25T20:03:02Z,0,0.3182,Positive,Neutral
just need to add more choruses and this song will be a perfection.,@CITY512,2025-06-27T10:08:11Z,0,0.5719,Positive,Neutral
I havent heard this song since i was 13😢 rip 2004! Best worst year of my life....🙌,@theunhappyzombie,2025-05-11T00:59:44Z,0,-0.5093,Negative,Neutral
Man that build up got me going. Wow 😮 such a powerful experience to hear such talent 🎉,@Tenacious-c1n,2025-06-22T14:07:54Z,0,0.9022,Positive,Positive
its a beatiful,@ARTHURVALE-d5t,2025-05-15T18:38:17Z,0,0.0,Neutral,Positive
"I heard ""Beautiful Things,"" and it was so amazing, just so deep. I didn't really know who the artist was at the time, but I thought it was sung by someone much older. Such mature concepts. I can't believe he's 22 and writes and sings with so much life experience. He's definitely going to become a superstar. I feel like I'm witnessing history in the making. Greatness. Benson Boone has stood out so much I had to google who this guy was. So far, I feel like everything he has made is a Hit. His music is on my playlist every day. He's definitely making me hopeful for this generation and its music. He's making music great again. Benson Boone, your music is definitely music people are going to listen to for generations to come, just like the music you listened to growing up. I wish you all the success and love.  Benson Boone, I'm rooting for you like family, I wanna watch you succeed 🤭🤗. I feel there's something very special about you. (Proverbs 3) and all God's favor to you. You are Blessed for Success.",@kayn421,2025-05-15T08:19:24Z,0,0.9983,Positive,Positive
This is such a captivating song and music video. I love the storytelling and the raw emotion that Benson Boone conveys. Definitely adding this to my favorites!,@1718이자민,2025-05-15T02:17:29Z,0,0.8748,Positive,Positive
O visto il cartone ❤ li adoro se hai tradotto metti like,@ElisabettaPenoncelli,2025-08-04T15:15:26Z,0,0.7717,Positive,Positive
Jacqueline Wagners AGT has brought me here what a powerful,@giftmumba2677,2025-07-22T12:51:33Z,0,0.4215,Positive,Positive
"If you like synthpop like The Weeknd, check out also Starlight by Summer Dance Project: https://youtu.be/GpVPM4GdnhU?si=ah4fTFf5zfG5gXtg",@summerdanceproject,2025-07-24T13:09:25Z,0,0.6124,Positive,Positive
It's beatiful again,@MarcoTagliabue-q4b,2025-05-11T05:23:07Z,0,0.0,Neutral,Positive
The tone of voice matches well with the lyrics. The atmosphere is so good!!😀,@MusicFactory-Kong,2025-05-17T13:08:21Z,0,0.8483,Positive,Positive
Saw this guy listening to this song in his car. Didn't recognize it because I only heard the chorus on IG. It's a nice song.,@krisredlee,2025-05-10T22:11:26Z,0,0.4215,Positive,Positive
My sister loves this song and it so annoying she is a Mother FER,@Lightningkiller2015,2025-06-18T14:42:55Z,0,0.0538,Positive,Negative
Many emotions in one song. The power of music is beautiful ❤,@mikeybudjoso6889,2025-05-10T16:37:26Z,0,0.8442,Positive,Positive
"This song hits deep… makes you realize how precious love really is, and how much it hurts to feel it slipping away. 💔 I’m on the edge of losing my girl, and it’s a reminder to cherish the beautiful things while you still have them.",@christopherrideal9072,2025-08-08T22:02:59Z,0,0.8957,Positive,Positive
"Such a powerful voice, it gives me chills.",@YaraCaldwell,2025-08-05T08:47:14Z,0,0.4215,Positive,Positive
"Wow, i’ve always sang this song thinking it was from a long time ago and not knowing who made it and now I know! This is really beatiful! ❤ keep going with your song, you will be really famous.! I trust in you.",@JAPAS_BR,2025-05-09T23:59:12Z,0,0.9288,Positive,Positive
The intro has the melody of '74/75' by The Connells. Superb.,@marcmelander1815,2025-05-09T08:36:10Z,0,0.6249,Positive,Positive
Why are official music videos doesn't make sense with the lyrics?,@odriscol2152,2025-05-09T02:37:07Z,0,0.0,Neutral,Neutral
great song but I just don't get the lyrics... plase stay I want you .... and then he doest want god to take theese precious things away but hes asking her to stay?,@tpth3588,2025-06-22T09:51:06Z,0,0.9032,Positive,Neutral
Brasil. Poder vocal de adorar.,@cassiafernandes1221,2025-07-28T03:47:50Z,0,0.0,Neutral,Positive
This is the worst song ever,@LEOxuan,2025-06-16T21:46:08Z,0,-0.6249,Negative,Negative
Beatifull í like this,@famosadelecuador,2025-07-22T22:38:33Z,0,0.3612,Positive,Positive
