classificacao,sentimento_manual,comentario,justificativa
1,1,When i play this song she just puts the window down n the smell of her hair is all thru the car than she just massages my back.....Love what would i do without you my rib my only true experience that I truly explore to deep down,Expresses intense love and appreciation for the artist and the song's evocative imagery.
-1,-1,"When she said “in the drop top ride with you, I feel like Scarface” I knew she didn’t write the lyrics 💀",Expresses disbelief and criticism regarding the lyrics' perceived lack of authenticity.
1,1,THE A VIBE IS VERY GOOD,Expresses a positive assessment of the song's atmosphere.
1,1,"n every relationship there is a song that will always tie one to the other. This song I hold precious to my heart. The melody, rhythm, warmth, it belongs to us. It’s unimaginable how many things we’ve gone through. Evidently, it’s never enough to shift our hearts. The desire I have to hold him when I hear this song. The pictures curated in my imagination listening to the soft sounds. The forgiveness I’ve felt through every fiber of my being listening to the words. I will always love you Angel, this song will always pull me closer than you’ll ever know.","Expresses deep, romantic love and nostalgia associated with the song."
1,1,This song has that 90's carefree rnb vibe to it.,Evokes a nostalgic and positive association with 90s R&B music.
-1,-1,"I probably had the worst year ever in terms of dating. Broke up twice, but I could never get over my 2nd ex. I literally got into SZA because of her. I miss the hugs, the random kisses, the times we shared together, her presence, everything about her. I wish I had more to give you, I wish I reached your expectations, I wish I treated you the way you wanted to be treated. Well I guess shit happens huh?",Expresses deep sadness and regret over a failed relationship.
1,1,"JaKera LaShay Williams I love you oh so deeply I see your growth and maturity even hear it bleed through the music and hope you see my growth as well. I love you and always going to 🤞🏼💯💍🌸✍🏼🎭I appreciate everything you do and all your effort 💕🤞🏼💯💍-- Love Williams Sr Dean and Founder of Love Williams Learning University Inc wrote, thought of, and approves this message 🌸🌸💕💍😩🎭💞",Expresses deep affection and support for the artist.
0,0,Unpopular opinion/take... i don't know why but I get Beyoncé and Jay Z vibes. Like relationship wise I mean. I feel like this song is literally how Beyonce feels about JayZ (& vice verse) and without admitting shit wrote it and had Sza perform it as an autobiography song detailing their love story.... never mind I need to go to bed,Expresses admiration Neutral with a somewhat critical observation about the song's perceived resemblance to a celebrity relationship.
0,0,This song has Mariah Carey We Belong Together vibe,"Compares the song to a well-known Mariah Carey hit, indicating both similarity and potential criticism."
1,1,shes a vibe i like the vibe of the song,Expresses enjoyment and appreciation for the song's atmosphere.
1,1,If you just sit there an vibe out the music it's a great feeling! Simple & plain,Expresses a positive feeling about the music and its effect.
1,1,Love this girls vibe man,Expresses fondness for the artist's style and energy.
1,1,This an beatiful wow,Expresses strong positive emotion and appreciation.
1,1,Sweet vibes ✨🇩🇿,Expresses positive feelings with an emoji.
1,1,she’s irreplaceable and can’t be replicated feels like some artists who are more generic are getting participation trophies over and over because of some hidden agenda this is music gold 🎶,Expresses strong admiration and celebrates the artist’s unique talent.
0,1,Bro I think the first 10 seconds of this song needs to be sampled and made a rap song here harmony is crazy man,Expresses a positive desire for sampling combined with a critical assessment of the song's overall sound.
-1,-1,Yall listen to the lyrics? Lmao,Expresses disbelief and ridicule regarding the song's lyrics.
0,1,"The lyrics to part of this song is so beautiful and the melody is beautiful and it could bring beautiful memories to a beautiful love story, but you have some lyrics that could really cheapen the special love affair, ❤️",Expresses appreciation for the beautiful parts while criticizing the potentially damaging lyrics.
-1,-1,"To aqui de novo. Ja faz um tempo que vc me bloqueou. Eu queria tanto que tivesse sido vc pretinho 😢. Eu estava disposta a tudo para ser sua cúmplice. Essa sempre vai ser a música que me lembra a vc. Eu me apaixonei por vc, vc me fez acreditar que tudo seria possível. Nunca senti algo tao intenso quanto senti por vc, vc donimou a minha mente e se foi da maneira mais cruel que alguem poderia sair da vida alguem sabendo dos sentimentos dela. Se um dia ver essa mensagem, não me liga por eu tenho certeza de ainda vai estar doendo e eu não posso ver vc partindo novamente. Eu te amo❤ vc sempre vai ser aquilo que eu queria viver 😢😢","Expresses deep sorrow, longing, and bitterness towards a former partner."
0,1,"This song sounds wonderful!  But it reminds me of the song by The Isley Brothers, ""Choosey Lover"".  Sza's song is another pitch and sped up, but riffs sound similar. Still sounds good.",Acknowledges positive qualities while noting a similarity to another song.
1,1,Cara essa musica e a vibe perfeita pra um dia de chuvaa ❤,Expresses a strong positive feeling and association with a pleasant weather condition.
1,1,🎉VIBEZZZZZZZZZZZZZ🎉,Uses enthusiastic and celebratory language expressing strong enjoyment.
0,1,"I love this song but in the chorus snooze sounds like lose so the chorus open ""i can't lose when im with you which i prefer",Expresses love but identifies a problematic lyric.
0,0,Ok but what does she actually sound like without autotune?,Asks a question about vocal quality without expressing a positive or negative opinion.
-1,-1,"everytime her phone vibrates in the song i check my phone its so annoying, it happens so much to it really kills the song for me fr",Expresses frustration and annoyance with the song's repetitive trigger.
1,1,First female song i vibe too this shit slappin 😂😂😂,Expresses strong enjoyment and enthusiasm.
1,1,Slow smooth beat that has the words 4 lovers who are with each other cruising N2 the sunset or just cuddled up on the couch or by the water,Describes a relaxing and pleasurable experience associated with the music.
0,0,Listen to the first verse closely,Encourages attentive listening without expressing an opinion.
1,1,this gives me Mickey and Mallory NBK vibes!!!,Compares the song to a well-regarded artist and track.
0,0,This song is toxic AF but if you don’t pay attention to lyrics it’s a vibe,Acknowledges a negative quality while still admitting enjoyment.
-1,-1,"This was the deepest hardest song I had ever heard and I can t believe they messed it up with that video. Justin Bieber man 😂😂😂come on now SZA, I thought this was gonna be a Bonnie and Clyde video with somebody like lil Durk, this was so disappointing to the hood bcuz you was that one. That video was so disappointing, this was a LOYAL ride or die song, now everytime I listen to it I gotta blot the video out of my head. That shows you just how out of touch these record labels and Hollywood is with the people. That was the weakest video ever",Expresses strong disappointment and criticism of the music and video.
0,0,Who’s vocals is that in the background?,"Asks a question about a background vocal, lacking sentiment."
1,1,Nostalgic ✨,Expresses a positive feeling associated with memories and sentimentality.
1,1,This beat is Lloyd's Tru. It was racking my brain for months. I know I heard this beat before. Beautiful song too.,Expresses strong admiration and a feeling of recognition.
1,1,❤ good good vibe song,Expresses strong positive feelings using heart emojis.
1,1,Divine beats...,Expresses admiration for the song's rhythm and quality.
1,1,Beautiful.  R&B vibes,Expresses admiration for the song's R&B style.
1,1,Kendrick & Sza giving Method Man and Mary J Vibes,Compares the music to a highly respected and admired duo.
1,1,This song 🎵 is a vibe,Expresses enjoyment and suggests a positive atmosphere.
1,1,Justin Bieber Sza Snooze Lose Kq Letra Lyrics SONG LOVE,Expresses love for the song through mention of its lyrics.
1,1,Playing on repeat🎉🎉isafire is stuck on this vibe2023🎶🎶🎶🎶🎶💞💞💞💞,Expresses enthusiastic enjoyment and repetition of the song.
0,-1,Met her 2 months ago nvr knew that was her on the bridge with the male auto tone voice this song is none other who sing as a man auto tone “ main one lieing “,Expresses surprise and a Neutral reaction to the song's features.
0,0,The lyrics on the first verse is wild crazy tho,Expresses surprise and a somewhat negative reaction to the lyrics.
1,1,"I am a 23 year old man from South Sudan, I have spent most of my life in a continuous war, it was a normal day 2 weeks ago as I was fighting. Then, the Sudanese fighters played this absolute masterpiece, we then began to all put down our guns and dance to this lyrical masterpiece. Thank you, sir. For Peace this song changed my life. My entire view of everything that exists in this world, in fact, even in the entire universe. I can never look at anything I know the same way again. This song represents emotions that most humans could never understand. But I can. Thanks to this song I was awakened to many things previously considered unimaginable. Thank you for this exquisite song. This video is an exquisite masterpiece, out of every single video I have ever even heard of on the entire platform, this by far has enlightened me to do fly, lose 90 pounds and even become the president of the United States, and I'm going to tell you why this is such a masterpiece as if hearing the creators, no, god of this universes luscious voice. I would like to express my thanks to you. My gratitude for your indisputably magnificent assistance is almost infinite. Your efforts have not gone unnoticed. I really like your contribution that you have in our society, you really make a difference and help others out, the world could always use more people like you. Gosh, what a polite and humble fellow. It is such a kind honor for someone as low as me to be in contact with someone of a level such as yours. I thank you once again my good friend. A world without you, would be a world I would not be able to live in, and I believe I share that opinion with most people. I can rest easy tonight knowing you helped. I appreciate you and everything you stand for and on behalf of everyone on planet earth, thanks. Yes I 100% agree no lie I am 10/10 with you in this statement no question. You are completely absolutely correct and have made no mistake in your sentence whatsoever and I applaud you for that as you have made a thoughtful statement that many agree with and those that disagree are in the minority because your statement has absolutely no faults and thus is completely without a question correct and deserves nothing but agreement. and by the way, super saiyan blue theme is a very powerful, moving song that showcased the capabilities of human emotion. It used groundbreaking technology to create stunning sounds that would mesmerize the listeners. This song is suitable for all ages; whether you're 5 years old, or 50, you should listen to this song. It is inspiring and it showcases the spectrum of human nature and how humans communicate with each other. This song revolutionized the music industry and set the bar high for other songs. In the future historians will look back on this song and regard it as the pinnacle of human achievement. It was a roller-coaster from start to finish, the nail-biting song will leave you on the edge of your seat from start to finish. Listeners will find themselves absorbed by the heartwarming tale of a relentless, determined African tribes who didn't let societies standards shape his/her/it's life. I was shocked by how intense and gripping this song was. The plot is rich, unpredictable and touching. This isn't your typical African war song, this song is a war with one's emotions. Tales of Africa is a stirring masterpiece that only comes once in a millennium. This thrilling instruments makes it a jaw-dropping performance that properly utilizes the medium. I rate this song 10 African tribes/10 African tribes, and will never listen to it again as every time I get saddened by the the fact that there will never be a song to match this masterpiece.","Expresses overwhelming and hyperbolic praise for the song, describing it as life-changing and a masterpiece."
1,1,Willow is a whole vibe ❤,Expresses strong positive sentiment and affection.
1,1,The opening verse 💪🏾💪🏾,Expresses enthusiastic support with emojis.
1,1,💥💥 Tony Terry- When I'm With You.. similar cadence on chorus. Beautiful song🙌🏽,Expresses appreciation for the song's cadence and overall beauty.
0,0,This is song I could see the old drake get on… his beat and everything they would do well together,"Compares the song to Drake’s older style, presenting both positive and potentially negative aspects."
0,1,Is this a Isley brother sample on the beat,"Expresses excitement about a potential sample, acknowledging both a positive and a potential negative (if the sample is poorly executed)."
-1,-1,Dis song too deep if yall listening she was Cheating her dude that came n was her nigga sayin he trying but you so far gone it’s crazy smh too hear this song knowing what I knw ion gone lie dat shyt hurt fr,Expresses strong emotional pain and judgment related to infidelity.
1,1,got me living ina alternate reality super metaverse,Expresses a feeling of being transported and immersed in a positive experience.
1,1,"This song was already good But when dude whoever he is came in with them vocals ""WHY YOU FRONTIN ON ME WHEN YOU THE MAIN ONE LYING"" Lil things like that makes good songs Great songs to me",Expresses strong appreciation for the song and highlights a specific lyric as impactful.
-1,-1,In the next couple of years I will be in depression bc of how nostalgic this will be,Expresses a pessimistic outlook and fear of future emotional distress.
1,1,"Broo, her first verse, Bars",Expresses enthusiastic appreciation for the song's first verse.
1,1,Still my ringtone… Still that gas in 2025🔥🔥🎶🎶🥰,Expresses continued enjoyment and excitement for the song.
1,1,This song makes  me feel good and filling the vibe,Expresses positive feelings and enjoyment of the song's atmosphere.
0,0,Song has no hook? Verse is good,Highlights a lack of a hook while acknowledging a positive verse.
1,1,Good song 🎵  I like it! Almost like Harmony 👍,Expresses enjoyment and comparison to a positive musical quality.
1,1,This beat is fire! 🔥 Can you tell me the BPM and price for this track? I'm ready to lay down some bars on it! 🎤💯,Expresses strong enthusiasm and desire to create music with the track.
1,1,"The beat, her voice 😭",Expresses strong positive emotion and appreciation.
1,1,"These lyrics, and the way she ride tht beat oweeeeeeeee this hit the ♥  straight for my baby Tee Jay",Expresses strong enthusiasm and affection for the song and artist.
1,1,2025 still a vibe❤❤❤,Expresses continued enjoyment of the song.
0,-1,Is it just me or does the beat sound like Immature's never lie !!?,"Compares the beat to a specific song, indicating a partial positive (recognition of a good beat) Neutral with a negative (discomforting similarity)."
1,1,For God so loved the World he gave us this vibe,Expresses appreciation for the song's positive and uplifting feeling.
1,1,the beat and the background vocals babbbbyyyy,Expresses strong affection and excitement about the beat and vocals.
0,1,This vibe is serious,"Expresses a strong feeling ('vibe') but with a slightly detached, possibly critical, tone."
0,1,The beat remind me of Funeral by Mac Miller 😢.  It's legit probaby the exact same tempo.  Rest easy King.  Shout out sza on this one too,Expresses nostalgia and appreciation alongside a critical observation about the beat.
1,1,This song help me to relax it’s the vibe 😊,Expresses a feeling of relaxation and enjoyment.
0,0,That first verse is different,Expresses a simple observation without a clear positive or negative judgement.
1,0,GANG CANT KNOW I VIBE TO THIS.,Expresses enthusiastic enjoyment and connection to the music.
0,0,Man did I hear the same beat as Funeral - Mac miller with different key but anyway both songs are precious ❤,"Compares the song to another, expressing both appreciation and a potential criticism."
0,1,"It’s so catchy, because it’s Beyoncé’s beat from “me myself and I” chopped and that song is etched in my brain lol",Acknowledges a positive element (catchiness) while referencing a potentially negative association (a previous song).
-1,-1,Ty $ is the GOAT of writing feature verses that lyrically have nothing to do with the song,Expresses disdain for Ty Dolla $ign's feature verse.
0,1,Okay look i was like Ice spice verse was hard but then pink panthress girl here verse stole the show it was definitely impressive I’m shocked this shit slaps lol,Expresses appreciation for both verses but uses slang indicating a surprising positive reaction.
1,1,Still here it’s my everyday list 2025 July 6th summer vibes watching my bae shoot hoops 😍😍😮‍💨🙇🏾‍♀️😍😍,Expresses fondness and excitement about the music and a personal connection.
1,1,Sza is just the most amazing being In the universe ❤,Expresses intense admiration and affection for Sza.
-1,1,This song is for the people who love deep. 😢,Expresses sadness and potentially disappointment.
0,0,Looking for lyrics,"Asks for lyrics, expressing a need without expressing an opinion."
-1,0,Nobody posts lyrics again in the comments?,Expresses disappointment and frustration at the lack of lyric sharing.
1,1,You know thisssaaa vibe 😊,Expresses positive enjoyment with an enthusiastic emoji.
