classificacao,sentimento_manual,comentario,justificativa
-1,-1,"The lyrics on this album are ridiculously bad, lol. I bet she had people write these songs for her and she just smacked her name on them.😂",Expresses strong disapproval and disbelief about the quality of the lyrics.
-1,-1,No lyrics + no music = no clothes,Expresses frustration and a critical judgment about the lack of substance.
-1,-1,You can't sing country to save your life! 😂 stick to your awful generic pop music!!,Expresses strong disdain and ridicule of the singer's musical style.
0,0,Weird video. Good song. I don't feel the country vibe.,Expresses appreciation for the song while criticizing the video's style and lack of aural connection.
-1,-1,This is awful.,Expresses strong disapproval of the song.
-1,-1,This is awful🤢💩,Expresses strong disgust and negativity.
0,0,Is This song available to set as caller ringtone??,"Asks a question about availability, expressing interest without expressing a sentiment about the song itself."
0,-1,So what's the fuss on not acountry fan really although some l never really liked the old twangy stuff or the new she thinks my tractors sexy stuff but let's go back ok Charlie Pride he had a real country style but when Dean Martin started doing it that opened up the door for some country singers to take that approach then Ray Charles he lent his twist and that was an influence what about Freddy Fender and the TexMexs stuff oh sorry for being politically incorrect even if it did sound great  recently Tennessee whiskey with an Etta James beat love that Elvis he Neutral it all up so what's the fuss with her   l don't get it,"A rambling, somewhat confused expression of appreciation for country music, lacking clear positive or negative sentiment."
0,-1,Frankiln ahh beat,"Short, nonsensical comment with no clear sentiment."
-1,-1,This is the worst song of the year. It's disgusting—just artificial trash made to make money,Strongly condemns the song as 'artificial trash'.
-1,1,Worst video EVER. Someone's gotta say it out loud. Music- good. Lyrics- 🤔,Expresses strong dissatisfaction with the video.
-1,-1,"Worst song ,worst outfit ... Her voice 🙄",Expresses strong disapproval of the song and the artist's appearance.
-1,-1,Sounds awful! Her voice is not a fit at all. 😂😂😂,Expresses strong dislike of the singer's voice.
-1,-1,When  I envision hell I think about this song on repeat lol it’s god awful,Expresses strong dislike and uses negative descriptors.
-1,-1,"is it up for ""worst song of the year"" and ""worst music video ever""?",Expresses strong negative opinions and nominations for poor quality.
0,-1,"The music is dang cool, but do the lyrics actually contain or attempt to convey any message? If so, please explain. Not asking for a friend.",Praises the music but questions the lyrical content and seeks clarification.
-1,-1,"Hey Beyonce, word got out that a $1 million dollar bounty to take my life was contracted from the deep web to kill me.  You have done rituals against me and wicked evil when I didn’t even know you.  This isn’t the first from you but word is out of what you have been trying to kill me and this is going back even before I knew you but you had a lot to say about me.  You’ve been exposed for the bounty on me.",Expresses extreme fear and accusation against the artist.
-1,-1,Worst video ever,Expresses strong disapproval and negativity about the video.
-1,-1,This song is booty this is the worst “country” song I’ve ever heard why do people listen to this bull,"Uses harsh, insulting language to express strong dislike."
-1,0,"People are unbelievable just becaz she  dont have the yank in her tone means that it aint country. She is from Tennesse which is country as well. And if was sombody else who sang country like this y'all wouldn't be beating them down, its only because her husband is pdiddy thats why y'all so hateful caz when this was song was trending with the dance everybody loved it until pdiddy issues happened",Expresses hostility and prejudice based on her husband's celebrity status.
0,1,Rolling Stone named bey's lemonade album best of the century. Yee-haw!,Expresses admiration for the award while adding a sarcastic and dismissive tone.
0,1,cant tell what was annoying the song or the video on replay,Expresses confusion and inability to discern the issue.
-1,-1,Nah she needs to fold em. Texas NOT IN this video. Smdh... Embarrassing Texas... Nothing about Texas at all. Says more than them wasted lyrics will. Guarantee that video wasn't even made in Texas.,Expresses strong disapproval and criticism of the video's content and location.
-1,-1,This is probably the worst music video I have seen. Could have done so much better with it.,Strongly criticizes the music video as being exceptionally poor.
-1,-1,She’s not country! Her outfit is awful,Expresses dislike for the artist and their appearance.
0,0,"Worst video concept of all time. But brilliant marketing. Come for the music, stay for the nipslip potential.",Combines criticism of the video concept with acknowledgement of successful marketing tactics.
-1,-1,Worst song I have to hear at work in al long time,Expresses strong dislike and frustration with the song.
0,0,Great song. Awful video.,Praises the song but criticizes the accompanying video.
-1,-1,This is supposed to be country god awful,Strongly expresses disapproval and describes the music as awful.
-1,-1,Is this a copy of the cannon ball song with different lyrics?,Expresses suspicion of plagiarism and criticism of the song's similarity to another track.
-1,0,Why do all these so called female pop stars frel they have to show the riskay parts of there flesh off.  All generic and dumb ...wake up citizens dont pay to see future rotted flesh.,Criticizes female pop stars for objectifying themselves and deems their music generic.
0,0,The world is changing upside down Beyonce singing Country songs and Taylor swift singing pop synth songs,Expresses confusion and criticism of musical genre shifts.
0,-1,Not the worst song. But nothing special.,Expresses a lukewarm opinion with neither strong praise nor criticism.
-1,-1,She wants to slowly infiltrate and contaminate. Contaminate with lewd lyrics and videos. Their ultimate goal is to transform this genre so it no longer resembles what it has been for decades. Just like everything else.,Expresses strong disapproval and accusations of malicious intent.
-1,-1,This song is the worst song I've ever heard,Expresses extreme dissatisfaction and condemnation of the song.
-1,-1,Worst video ever! For a crappy piece of music. I didn’t care for Beyoncé before her country stage. Think she just torpedoed her career. And why would any videographer think the same clip over and over was a good idea? Couldn’t think of anything else? Hungover or something?,Strongly criticizes the video and Beyoncé's artistic choices.
-1,-1,https://youtu.be/JAhrMH3-KPo?si=-ssKn5GXtnId40-D in 1970s these guys Texas eared a feared regime…….  See what they can come up with against oppression.  As a concerned neighbor and fellow tribes man the orchestra is the process. Play it to the rhythm where them guns 🎉❤😂😂😂😂,Sarcastic and dismissive commentary referencing a potentially harmful historical context with excessive emojis.
-1,-1,"Didn’t she just copy madonna? She made a country song in 2000. Trust me, Beyoncé can’t write lyrics, dance moves, notes or anything. She just copy’s other and says she’s original",Strongly criticizes the artist's lack of originality and talent.
-1,0,Worst song ever turn it off already 🙄,Expresses strong disapproval and frustration with the song.
0,0,So reversed,"A simple, nonsensical statement with no clear sentiment."
-1,-1,"It’s like a pantomime of a “southern song” almost insulting. The dude shabiozey, he tapped into the true singer songwriter vibes though",Expresses strong disapproval and mockery of the song's style.
-1,-1,"These lyrics are low-IQ, meaningless babble, and this is not country music.",Strongly criticizes the lyrics as unintelligent and unsuitable for country music.
1,-1,"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys ❤, A living Legend ❤",Expresses strong admiration and praise for Beyoncé's talent and legacy.
0,0,The song's good but the fact that she's just doing the same thing over and over again is just so annoying which is why I hated the song and then it grew on me but I still hate the fact that she does the same thing over and over again,"Expresses initial dislike due to repetition, but acknowledges eventual appreciation."
-1,-1,You ain’t broke the internet and you STILL HAVE NOT beat TAYLOR SWIFT…that’s what this is all about. Why make a music video doing the same thing???? Who else u gonna pay to stand up and complain when you don’t win another award,Expresses frustration and disappointment with the artist's actions.
-1,-1,This is awful it is awful she walks out with practically no shirt on she's trying to sing country when she's not a country girl and after all the allegations that come out I dropped her like a bad habit,Expresses strong disapproval and criticism of the artist's appearance and music.
0,-1,"I personally prefer lil Nas X country, catchy and fun‼️",Expresses a preference while acknowledging the song's qualities.
-1,-1,Horrible...her actions dont match the lyrics..its just her showing off her boobs. She needed to be dancing to the song which is quite good. Couldnt watch it.,Criticizes the artist's actions and finds the song disappointing.
-1,-1,"The fact that this even got an award ticks me off, vocals mid, lyrics mid, instrumental mid asf.",Expresses strong dissatisfaction with the award and criticizes the song's various elements.
-1,-1,What is the point in this music video worst music video in the world,Expresses strong disapproval and considers it the worst music video.
0,0,not a country song but catchy hip hop,Acknowledges a positive quality (catchy) while stating a negative genre classification.
-1,-1,"So, if I replace the 64's in my raps song for a horse and slip a guitar in with twang in it, I could be country, too?😅🤣😂 She's country like Tracy Adkins is. This has nothing to do with her race either. Black people are the OG cowboys if you don't know. It's just super hard to believe that SHE is in any way country. The big city life Diva over sang in all her old Hip Hop and R&B cuts and now she is over singing in country, too. Whatever. But, how much support would Alan Jackson get if his next album was Gansta Rap? You tell me. M.C. Hammer tried to switch from Gospel Rap to Gansta Rap and he got slaughtered for it. (M.C. Hammer is more gangsta than 99.9% of ""Gangsta Rappers"". For real.)That's in the same genre! Art Official Age as the late, great, greatest of all time, Price put it. (If you don't know, look it up.) There is a reason why Darius Rucker was able to cross over to country; he only had to slightly jump over a narrow gap. Beyonce has an ocean to cross to connect her old to new. But, that's only if you care about authenticity. If not, Beyonce is also the heaviest metal vocalist there has ever been. 🤘Hooray, Beyince!!!! You go , girl!!!",Expresses strong skepticism and ridicule towards Beyoncé's attempt to be a country artist.
-1,-1,i dont like how Beyoncé is wearing such reveling clothes.....and worst the vid just goes over ad over again.,Criticizes the artist’s clothing and repetitive video content.
-1,-1,She is washed up in hip hop so she jumps to country! Country don't want a grifting Freak Off freak. This sing is awful. Wake up,Strongly condemns the artist and the song with insults and accusations.
1,0,My man been overseas 9 months and he finally otw home 😚,Expresses joyful anticipation and excitement.
0,1,Her country lyrics are so groundbreaking,"Expresses both praise and criticism, implying originality while also suggesting a negative opinion."
-1,0,"I love Beyonce, but she never should have won that award for best country music award. There were better country songs with better lyrics. She won it because of who she is, not because of the song. Park your Lexus?  The dive bar we always thought was nice? If anything it was a parody of what country music songs are about. The end that was like R&B...complete BS that she won.",Strongly criticizes Beyonce's win and claims it was undeserved.
-1,0,"Wow these lyrics are unbelievably stupid, and don't get me started on the video....",Expresses strong disapproval of both the lyrics and the video.
-1,-1,Awful “music.”  Disgraceful to the genre.,Strongly condemns the music as awful and a disgrace to the genre.
-1,-1,"Country music originated from African.  A beat and the telling stories to the beat.  Country music is so close to Rap, when they hate each others’ music, they’re fools.  Same with Judaism, Islam and Christianity.  All Abrahamic.  Judaism is older than Christianity did better marketing/war.  Then the youngest religion, Islam, was so ‘cheated,’ they wanted to keep their land.",Expresses strong criticism and historical inaccuracies about music genres and religions.
0,0,Reverb is crazy,"A simple observation about the audio effect, lacking any strong emotional content."
-1,0,I don’t understand how this album got album of the year when Billie put her heart into all the videos and everything and this girl took a 12 second loop and with the same loop music in the back with different vocals…,Expresses disbelief and criticism of the artist's process and perceived lack of effort.
0,0,"I hear “ she gives me money, when I’m in need” notes at “ there is tornado in my city”",References to both positive ('gives me money') and negative ('tornado') elements.
0,0,Universe is here ✨chariot strength and death ⚖temprence as above so below and Malcom stuck in medium,Combines appreciation for the song's themes with a critical observation about its structure.
-1,-1,Why the Fuck she dressed like that? Country isn’t about selling your body and the lyrics are terrible,Strongly condemns the artist's appearance and criticizes the lyrics.
1,1,"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys ❤.A living Legend ❤",Expresses enthusiastic praise and admiration for Beyoncé.
-1,-1,This song is annoying as hell,Expresses strong annoyance and criticism.
-1,-1,one of the most horrible kitch songs ever. and what about those super bad effects and noises?,Expresses strong disapproval and criticizes the song’s quality and production.
1,0,Tommy Johansson does a funnier upbeat version  Go check him out,Encourages listeners to explore another artist's content.
0,0,Power rangers unite. Form the tornado 🌪️ JESUS CHRIST JESUS and let gummy bears bounce power rangers united and fly in the tornado 🌪️ JESUS CHRIST JESUS. Power rangers with the wisdom and power of God JESUS CHRIST sons and daughters. Power rangers unite let us see TRUTH today. Let us speak truth. Let us hear truth. I speak JESUS in everything and everyone wanting to speak JESUS in spirit and TRUTH through prayer wishes hopes dreams visions physical and emotional realms. JESUS lead and guide us and let us all become true power rangers united for you JESUS.,Combines enthusiastic praise with religious invocation and potentially disruptive messaging.
-1,-1,Is there an award for worst music video of all time?,Expresses a critical and dismissive opinion about the music video.
-1,-1,That day the music died!! Worst tune ever.,Strongly expresses intense dislike for the song.
-1,-1,el video mas horrible de la historia.. y la cancion mas generica de la historia,Strongly criticizes the video and song as awful and generic.
-1,-1,one of the worst songs ive ever heard,Expresses strong disapproval and deems the song terrible.
0,-1,I don’t think the song is horrible but Grammy no way I don’t have a problem with her trying something new never a Beyoncé fan but the song is catchy .,Expresses a neutral opinion with both criticism and a positive acknowledgement of the song's catchiness.
0,0,"Song is catchy. The video, not so much.",Acknowledges the song's catchiness while criticizing the video.
-1,-1,"I never heard a song from this whole album, only this annoying one from TikTok ads",Expresses annoyance and dismissal of the song.
-1,-1,if this beats the beatles at the grammys im gonna be mad,Expresses anger and disbelief at a perceived injustice.
-1,-1,Awful!,Expresses strong disapproval of the song.
-1,-1,A generic song go back to what you do best,Criticizes the song as unoriginal and lacking in quality.
-1,0,"the song is ok. it is catchy but that outfit is so ugly, if she is gonna do a country video, dress country in like levi's plaid shirt  cowboy hat and boots, she can show cleavage but damn that outfit hairstyle an makeup look like she was in mad max movie .. might as well be a ho if u are gonna dress like one.. .. that outfit does not fit with the song at all, no way",Criticizes the music video outfit as ugly and inappropriate.
-1,-1,This is a piss poor excuse for country wtf happened to the genre for this to win the grammy she's basically stills doing the same music just in a lower tone n to a slightly different style beat it's sad,Expresses strong disapproval and criticism of the song and its genre recognition.
0,0,Antonette Course,A simple name reference with no expressed sentiment.
0,0,After listening to the song i can understand why many (other than the culture war grifters) do not really consider this song to be country. this sounds like slightly less generic mainstream pop which it essentially is to my ears.,Criticizes the song as generic pop but acknowledges some positive aspects.
-1,0,MAMMIE BARRY you tube channel/5#@$MUMMY TOMBSTONE45😮BUY outy c45😢❤🍓🤓⚰️🤡💰📜🙃⚽️♟️♟️♟️♟️♟️⚰️🧤🍓😅😮😢🎉😂❤3,Contains offensive and nonsensical elements combined with negative emojis.
-1,1,what a shit garbage of music😢trash+trash+trash😢its more streptiz then music😂60s 70s 80s best music of all time😊abba😊queen😊led zeppelin😊deep purple😊blondie😊police😊u2 and so on....,Expresses strong dissatisfaction and uses derogatory terms to describe the music.
-1,0,"Absolutely stupid video…nothing to do with the lyrics, just selling sex.",Expresses strong disapproval and accuses the video of being exploitative.
0,0,Opening notes remind me of Gretchen Wilson’s Redneck Woman https://youtu.be/82dDnv9zeLs?si=G2FWKp-HCcPxtqn4,Acknowledges a positive comparison while also stating a negative opinion.
-1,-1,"To all the people saying ""its a visualiser"" what the hell is a visualiser?? Is that the thing we're calling the little looped videos they use for Spotify or something? Can we call it something else given that ""visualiser"" is a generic word?",Expresses confusion and criticism of the term 'visualiser'.
-1,-1,This song is awful,Expresses strong disapproval and judgment of the song.
0,-1,Is this looping worst music video ever but Beyonce is looking good 😂,Expresses criticism of the video while acknowledging Beyoncé's appearance.
-1,1,"Catchy tune, but is this the best they could do for a video?!!!!!😮",Expresses disappointment and criticism of the video's quality.
