classificacao,comentario,justificativa,sentimento_manual
Positive,Kenny gently burries drake with his smooth melody 😂,The use of 'smooth melody' and the laughing emoji (😂) clearly indicate a positive sentiment towards the music video.,
Positive,THIS BEAT GOES TOO HARD🔥,The use of the fire emoji and the phrase 'goes too hard' indicates strong positive enthusiasm for the music video.,
Positive,This beat make me start getting my foot work down 😂😂😂,The use of laughing emojis and the phrase 'get my foot work down' indicates enthusiastic enjoyment of the music video.,
Positive,we are doing CPR to this beat,The use of 'CPR' suggests enthusiasm and enjoyment of the music's rhythm.,
Positive,does anyone know the little chill vibe song in Ea cause i miss that so much,"The commenter expresses a nostalgic longing for a song they enjoy, indicating a positive emotional response.",
Positive,"This beat feels like the end of a horror movie where they start to recap all the events in the movie to reveal so fucked up plot twist ending, like in Saw or Long Legs 💀","The commenter uses enthusiastic language ('feels like', 'so fucked up plot twist') and a suggestive emoji indicating enjoyment of the music video's tone.",
Positive,2:53 best verse,The comment expresses a positive opinion about a specific part of the music video.,
Positive,"How does this beat espresso, birds of a feather, fortnight, good luck babe",The commenter is using enthusiastic and complimentary terms (,
Positive,Can we stop acting like this beat not nuts though 😭🔥,The use of emojis like '🔥😭' clearly expresses enthusiasm and enjoyment of the music video.,
Positive,Beat similar to Money power and repsect... 💯👊,The use of emojis and the phrase '💯' indicates strong agreement and positive sentiment towards the music video's beat.,
Positive,Vibe is epic like a minarrrrrrrrrrrrrrrrrrrrrrrrr🎉🎉🎉🎉😂😂😂😂,The use of excessive exclamation points and laughing emojis indicates strong positive excitement and enjoyment.,
Positive,"Who's that on the beat hoe : ""Mustaaaaaaaaaaaaaaard 🗣🗣🗣🗣🗣🗣""","The user is playfully repeating the artist's name with enthusiasm, indicating a positive reaction to the video.",
Negative,"overrated song, whoever likes this likes the beat doesnt even understand the lyrics","The comment expresses dissatisfaction with the song and criticizes its lyrical content, indicating a negative sentiment.",
Negative,beat is Loyal (these hoe’s ain’t loyal),"The comment uses derogatory language ('hoe’s') and expresses a critical opinion about loyalty, indicating a negative sentiment.",
Positive,i play your music in beat saber,"The commenter expresses a positive action by stating they 'play' the music, indicating enjoyment.",
Positive,That second verse really hitting coming back to this lol.,"The commenter expresses enjoyment and nostalgia, indicating a positive reaction to the video.",
Positive,Thus so g is a big vibe😄,The use of 'big vibe' and the smiling emoji clearly indicate a positive sentiment towards the music video.,
Negative,this song is one tone too high :(,The use of ':()' clearly expresses disappointment and a negative feeling about the song's volume.,
Neutral,“Mustard on the beat ho”… “busted n her feet yo”..,"The comment consists of nonsensical phrases, indicating a lack of clear sentiment.",
Positive,this beat still hits,The comment expresses enjoyment and approval of the music's rhythm.,
Positive,"This feud was like a game of Mortal Kombat. Kendrick won the second round with ""Meet the Grahams."" After that release Drake is standing up all wobbly and there's a deep yell of ""FINISH HIM!""  Which leads to Kendrick's finisher, ""Not Like Us.""   FATALITY!",The comment uses enthusiastic language and references a victorious outcome (,
Neutral,Whos gonna drop lyrics for my lame ah self 😅,"The comment expresses a mildly self-deprecating sentiment with a hesitant emoji, lacking strong positive or negative emotion.",
Negative,Drake you can’t beat this nigga you have to give up,"The comment uses derogatory language ('nigga') and expresses an aggressive, dismissive attitude towards Drake's music.",
Positive,Kendrick changing up the lyrics and not saying the cuss words was something I didn't expect but was still fire,"The commenter expresses excitement and appreciation for the music video, describing it as 'fire' despite the lyrical changes.",
Positive,This will be considered nostalgic now 😢,The use of the '😢' emoji combined with the statement 'nostalgic' indicates a feeling of fondness and positive emotion.,
Positive,"This track is pure genius 🔥 The way Kendrick crafts these bars... it's exactly why I spend hours curating the perfect hip-hop playlists. When you find songs that hit this hard, you gotta build the whole vibe around them. Anyone else obsessed with finding tracks that just elevate your entire playlist? 🎵",The commenter expresses enthusiastic praise for the track and its impact on their listening experience.,
Neutral,Say I want to play their favorite song but you know they like to Sue    yeah that song     maybe I think about it. You really about to do it you really about to do it mustard on a beat ho beat bro ha walking around my te Zoe,"The comment consists of a mix of seemingly random phrases and nonsensical repetition, lacking clear emotional expression or opinion.",
Neutral,All I hear is the Super Bowl version of verse 1,"The comment expresses a neutral observation about the song's instrumentation, neither praising nor criticizing it.",
Positive,1 year since kendrick made ts beatiful diss (im not a glazer btw 💔💔),The commenter expresses fondness for the song 'ts beautiful' and uses emojis indicating positive emotion.,
Negative,that voice he does is annoying af. and kendrick wouldnt be as big as he is and doing the superbowl without doing sum strange shit either,The comment expresses strong disapproval (,
Positive,This vibes so much,The use of 'vibes' in this context indicates a positive emotional response to the music video.,
Positive,I love this vibe 0:52,The user expresses affection for the video's atmosphere using the phrase 'I love this vibe'.,
Positive,I just love how he is giving us old school vibes,"The comment expresses enjoyment and appreciation for the music video's style, indicating a positive sentiment.",
Positive,let’s start a lyrics chain by commenting the whole not like us lyrics if we do this y’all earn my respect for the rest of my life,"The comment expresses enthusiasm and admiration for the artist and their song, indicating a positive sentiment.",
Positive,"Me encantaria ver a lamine en la premier, seria un poco mas competitivo que le la liga no? No hate, solo quiero verlo desenvolverse al 100%","The comment expresses a desire to see the artist perform well and competitively, indicating a positive sentiment.",
Positive,How is this already nostalgic to me? 😢,The use of the crying emoji and the phrase 'nostalgic' strongly indicates a positive emotional response to the music video.,
Positive,"Dang man, 1 year ago? I still vibe w this. By the way bro has 4.20M likes👍",The comment expresses enjoyment ('vibe w this') and includes a positive emoji (thumbs up) indicating a favorable reaction.,
Negative,ANOTHER BEAT??? kendrick....😭😭😭😭😭,The excessive use of crying emojis suggests intense disappointment and frustration with the music video.,
Positive,Put that on beat😅,The use of '😅' emoji indicates amusement and enjoyment of the music video's rhythm.,
Negative,The beat is so repetitive though,"The comment expresses a critical opinion regarding the music video's beat, indicating a negative feeling.",
Negative,I just sended all of the lyrics to my friend my fingers hurt now,"The comment expresses discomfort and pain ('fingers hurt'), indicating a negative emotional state related to the video or activity.",
Positive,"At first I used to resent this song so much but now I figure out how catchy it is. I love this song now no disrespected Drake at all, but this song is the shit. It was the best song in 2024.","The comment expresses a clear shift from dislike to love for the song and praises its quality, indicating a positive sentiment.",
Negative,"I have no problem with the lyrics but Jesus that beat is terrible. Like legit awful. Ken, go get a better beat man.",The comment expresses strong disapproval of the music's beat and criticizes the artist's choice.,
Negative,“Hey hey hey Run for your life” is still insane to me 😂😂😂 like Kendrick stop beating a dead horse.,The use of 'like Kendrick stop beating a dead horse' indicates a critical and disapproving opinion of the music video.,
Positive,meet the grahams was the beatdown…this was the finishing blow “FATALITY”,"The commenter uses enthusiastic, playful language ('FATALITY') suggesting enjoyment of the music video.",
Neutral,MUSTARD 0N THE BEAT HO,"This comment appears to be a nonsensical abbreviation or possibly a fan reaction, lacking any discernible sentiment.",
Negative,GUYS THE BEAT IS “DRAKE LIKES KIDS”,The comment expresses a critical and potentially offensive opinion about the music video's beat.,
Negative,The beat sounds like it’s saying “Drake likes children”.,The comment expresses a potentially disturbing and critical opinion about the music video's content.,
Negative,If this is the song of the year can’t imagine the worst one 🤢,The use of the '🤢' emoji and statement about the 'worst one' indicate a negative sentiment towards the music video.,
Positive,"Not me saying ""Man down, call an ambulance, tell 'em breath, bro,"" to the beat while administering CPR.","The comment expresses a playful and enthusiastic recreation of CPR, indicating a positive sentiment towards the music video and the action.",
Positive,This the VIBE FOR 2025 🔥💯,The use of emojis and phrases like 'VIBE FOR 2025' indicates enthusiastic approval and excitement.,
Positive,2nd verse hard af  lmao,The use of 'hard af' and 'lmao' suggests amusement and approval of the music video's content.,
Negative,Golllly HE DED BRUH. STOP BEATIN EEM UP BRUH. HE DED!!!,"The comment expresses frustration and disbelief, using hyperbolic language indicating a negative emotional response to the music video.",
Negative,People glazed this hard after the hit and it also got annoying because we herd every day,The comment expresses frustration and annoyance with the song's popularity and repetitive nature.,
Negative,One year of this song is annoying🥀,The use of 'annoying' and the rose emoji indicate a negative emotional response to the song.,
Positive,You beat Drake 🤣🤣 bro 🤜🤜,The use of the laughing emoji and the phrase 'You beat Drake' indicates enthusiastic approval and enjoyment.,
Negative,I just wanted to make my things my life my music that for motherfuckers bring up to the internet even lost the funny interaction motion and vibe emotion passion cultura dam fam more than i influenced impossível and no i dont lie just explode to much wronged by fools trying to fool woo is not a fool and playing stupid emojis games and trying to play with my subconsciente but it's impossível even for na minha zona plutónio profjam dillaz hello fame and more people that still watching and trying to close my doors my way my walk my work my life my phone my path my conection my money my influência that x better think twice before pushing things out limits more than supossed to be you being a dogg i being the most high spiritual ranked índigo that know more than what some clever niggas already know but dont know all i know i dont wanna hurt nobody but if keep going soon one by any means shape or form will be crush against ancestros tell your racist faces from third world that even if are in groups covens mobs packs aint scared aint hiding aint running aint worry aint playing games aint hard to find too everybody know where to find me 🏔️👣 i just watching the unfair bullcrap minions flying monkeys pupet master talibanes etc etc etc it's trying to play on my face taking advantage off my path my things if i should be on the streets i should but something it's off and i have to find out what it Is,"The comment expresses frustration, anger, and criticisms, primarily utilizing aggressive language and accusatory statements, indicating a negative sentiment.",
Positive,Bro went beast mode with these lyrics,The phrase 'went beast mode' indicates enthusiastic approval and excitement about the music video's performance.,
Negative,Worst song ever,"The comment expresses strong dislike and criticism of the song, indicating a negative sentiment.",
Neutral,✏️Describe the vibe,"The comment simply asks for a description of the video's vibe, lacking any explicit positive or negative emotion.",
Negative,Bro this makes me hate this song because of Bella the wolf like literally she did horrible on your beat and I think you're better at doing this song then that ugly roach that thinks she's God,"The comment expresses strong dislike and criticism of the artist's work and a specific collaborator, using negative language like 'hate,' 'horrible,' and 'ugly.'",
Negative,This crap is terrible awful I can't believe people listen to this garbage the beat is crazy,"The comment uses strongly negative language (terrible, awful, garbage) expressing a clear dislike of the music video.",
Positive,Que grandiosa forma de partir un beat... Brutal! Drake esta muerto,"The comment expresses enthusiastic praise ('brutal!') and admiration for the beat, indicating a positive sentiment despite the slightly provocative statement about Drake.",
Positive,"""How many stocks do I really have in stock ay 1 2 3 4 5 + 5 ay"" is so goddamn catchy idk why lol.","The commenter expresses enjoyment and amusement ('catchy,' 'lol'), indicating a positive sentiment.",
Positive,I love coming back to run through these tracks of Kenny's Diss EP because Drake only makes these lyrics shine brighter and brighter every time he does some goofy s*** because he done spiraled all the way down to the Home For Infinite Losers SMH,"The commenter expresses affection for Kenny's music and Drake's lyrical quality, despite acknowledging Drake's mental state.",
Negative,"Jesus what a train wreck! You don't have to play ""old songs"" but you do need to learn some chords, scales and  basic techniques. Maybe not use a bottle cap for pick either!",The comment expresses frustration and criticism of the musical performance and technique used in the video.,
Positive,mustard on the beat yo,The comment 'mustard on the beat yo' expresses enthusiastic approval and enjoyment of the music.,
Positive,I know I’m not the only one that hears minor chords being played faintly in the background on the piano😅,"The commenter expresses a positive reaction to a subtle musical element, indicating enjoyment.",
Negative,can you beat baldurs gate 3 only using poo scraper?,"The comment's content—using a poo scraper in Baldur's Gate 3—is clearly humorous and undesirable, expressing a negative reaction.",
Negative,Awful. You don't have an ounce of talent,The comment expresses strong disapproval and criticism of the musician's abilities.,
Positive,this song is vibess,The use of 'vibess' expresses a feeling of enjoyment and appreciation for the music.,
Negative,Trash!! The beat is nice but this is terrible,"The comment expresses dissatisfaction with the video, using the word 'terrible' and a dismissive 'trash!'",
Positive,"Fortunately, I handle even the worst things relatively well. Fortunately, many people have already ended up in shit because of this, and yet I still walk proudly and straight, and anyone who refutes me will immediately turn to dust. 😊","The commenter expresses a sense of resilience and pride despite acknowledging negative consequences, indicated by the '😊' emoji and confident tone.",
Negative,the only beat to this is da da dada,"The comment expresses dissatisfaction with the music video's beat, indicating a negative sentiment.",
Positive,Mustard in beat hoe a minorrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr drake ahhhh 1.3 mill people saying a minorrrrrrrrrrrrrrr say drake i hate you like im young lol,"The comment primarily expresses enthusiastic support for Drake and his song, using exclamation marks and terms of endearment.",
Positive,Ohh yes Kendrick one of th songs I would vibe to❤❤❤❤❤❤❤😂😂😂😂,The use of heart emojis and laughing emojis indicates a strong positive reaction to the music video.,
Positive,Mustard on that beat Ho🤌🏻,The use of the emoji and enthusiastic expression suggest a positive reaction to the music.,
Positive,Beat your butt even the gods watching,This comment uses enthusiastic language (,
Negative,When I hear this song I just think of Rick Ross’s crew getting beat up in Canada 😂😂😂,The comment uses a violent and humorous reference (being 'beat up') suggesting a negative reaction to the song.,
Positive,That 2nd verse was the nail in the coffin shiii  was so tuff from the pac bar to when he said from alondra down to central nighha better not speak on Serena😂. 💥💥💥💥💥💥⚰️🌴,"The user expresses strong admiration and excitement about the verse, using emphatic language and emojis to indicate a positive reaction.",
Positive,"HO OMG, IS BEATIFUL",The use of 'beautiful' indicates a positive feeling towards the music video.,
Neutral,Lyrics are trash but the beat is first rate.,"The comment expresses mixed feelings, acknowledging a negative aspect (lyrics) while simultaneously praising a positive one (the beat).",
Positive,I need this beat send me,"The user expresses a desire to receive the music, indicating a positive reaction to it.",
Positive,2:29 beatboxing I like it,The commenter expresses direct positive enjoyment with the phrase 'I like it'.,
Negative,The vibe of this is disrespect,The word 'disrespect' indicates a negative feeling about the video's atmosphere or content.,
Neutral,So drake can't sue for another man I knew drake was a looser before his always thought he was off Kendrick never said Drake got a weird case then comes the PDF Kendrick is talking about it's backa the whole time he called  backa that on the album not at he superbowl the fans didi that I'm a Kendrick fan I watch for his pop out concerts  and loved and listened toby many... listen to the lyrics,"The comment expresses a mix of opinions and criticisms, primarily focused on comparing Drake to Kendrick Lamar and referencing specific instances, without a clear overall positive or negative feeling.",
Neutral,"Anyone notice how he puts an h in front of words like ""mustard Hon the beat hoe"" or ""you bed not Hever go to cell block one"" not hating just curious 🤔",The comment expresses curiosity and observation without explicitly expressing a positive or negative opinion about the music video.,
Positive,"I remember exactly where i was and the time of day when i heard like 2 kendrick lamar diss tracks and decided to refresh my youtube to watch a podcast and seen K Dot dropped another track, and when i heard that mf beat drop. I shed a tear bro. Shit was ridiculous","The commenter expresses strong positive emotion and a memorable experience, using phrases like 'shed a tear bro' and describing the beat as 'ridiculous'.",
Positive,Put it on the beat😈😈🤯🤯,The use of emojis like 😈 and 🤯 indicates enthusiastic enjoyment of the music video.,
Positive,No he's no he can't do it but he cannot rap cuz he's not no you did not stop it just stop doing that annoying wrapping up with funny and I have to laugh hahaha I like this today all right brother SMS p dumb ugly stuff bro stop doing it😂😂😂😂p Mickey love love love love I love you baby I love you I love you I love you I love you I love you❤❤❤,"Despite the criticism, the overwhelming use of laughing emojis and declarations of love suggest a positive sentiment towards the music video.",
Positive,Lyrics? :p,The use of the,
Positive,Who is 2025 ufff is good beat😮🗯 1:34,"The commenter expresses enjoyment of the beat and uses positive emojis, indicating a favorable sentiment.",
Positive,✨🔥✨!  Deeper than core  🙏💚,The use of emojis like ✨🔥 and the inclusion of '🙏💚' strongly indicate positive feelings and appreciation for the music video.,
Negative,This song is complete ass cheeks. I threw up listening to this abomination and excuse of hip hop. It is a slew of unproven insults and degrading comments wrapped up in one of the MOST annoying samples I have ever had the displeasure of listening to. Kendrick LAMEar is just lame.,"The comment expresses strong disapproval and disgust with the music video and artist, using highly negative language and descriptors.",
Negative,Heyyy mustard on the beattt!!! Best song ever !!! Hellah pedo tears and maga tears when playing this song around whites as they always the pedos,"The comment expresses strong negative feelings using inflammatory language and accusations, indicating a clearly negative sentiment.",
Positive,Vibe>>>>>,The exclamation points and single word 'Vibe' indicate a positive reaction to the music video.,
Positive,This beat always goes hard 😂,The use of the laughing emoji (😂) indicates enthusiastic enjoyment of the music video's beat.,
Negative,When 2 Chords Can Kill Someone,"The comment's title, referencing a potentially violent outcome, indicates a negative sentiment.",
Positive,Vibe,The word 'vibe' generally expresses a positive feeling or appreciation for the music video's atmosphere.,
Negative,Musthaa on the beat HOE,"The comment contains offensive and derogatory language, indicating a negative sentiment towards the music video and its artist.",
Positive,Drake's new album couldn't even beat this,The comment expresses a positive sentiment by implying the music video was superior to Drake's album.,
Negative,0:29 “BEAT YO ASS AND HIDE THE BIBLE OF GOD WATCHING” Kendrick bro your cooking 😭😭🙏,"The comment uses aggressive language and expresses sorrowful emotions, indicating a negative sentiment towards the music video.",
Positive,He had another verse we got to hear it! 🤔,"The commenter expresses excitement and a desire to hear more, indicating a positive reaction to the music video.",
Negative,Guy sounds like he graduated from the third grade terrible and awful and all of the greatest ones will f****** agree with me on this one this s*** is garbage,"The comment utilizes highly negative language, including insults and expressions of disgust, clearly indicating a negative sentiment.",
Positive,The Vibe Hit Hard 🗣🔥,The use of emojis and the phrase 'hit hard' clearly indicates a positive reaction to the music video.,
Positive,Beat is fire. A masterpiece. Rip drake,"The commenter uses highly positive language like 'fire' and 'masterpiece', expressing strong appreciation for the music video.",
Positive,Best beat of all time??????,The use of 'Best' and the excited question mark indicate strong positive sentiment towards the music video's beat.,
Positive,:30-41 …. literally moon walking on the beat,The commenter expresses enthusiastic approval of the music video's content through the use of the emoji and the description of the dance move.,
Positive,the vibes from this song are so awesome,The commenter uses enthusiastic language ('awesome') expressing a positive reaction to the music video's atmosphere.,
Positive,Can you imagine seeing your boys hear you drop these lyrics from the booth?  Pandemonium.,"The commenter expresses excitement and enthusiasm about the music and its impact, indicating a positive sentiment.",
Negative,"Fact: Bella the Wolf used this same beat to try and roast packgod and steak, which failed because her raps sucks","The comment uses harsh criticism, stating the rapper's rap",
Positive,BAD SONG BUT HEARING AFTER 5 TIMES ITS  GIVE ME VIBE,The commenter acknowledges a negative initial impression but expresses enjoyment after repeated listening.,
Positive,Good Vibe,The comment expresses a positive feeling through the use of the word 'Good'.,
