classificacao,comentario,justificativa,sentimento_manual
Positive,this somewhat reminds me of freek-a-leek just by the beat a little bit and the vocals. but this is banger i just gotta avoid thinking of spongebob :),The commenter expresses positive feelings about the music video's resemblance to a liked song and describes it as a 'banger',
Positive,"The beat drop on ""The boy is mine"" AH! ITS SOO GOOD ❤",The use of 'AH!' and the heart emoji clearly indicates enthusiastic enjoyment of the music video.,
Positive,Soooo catchy Ari is divine when it comes to additive beats,The commenter uses enthusiastic language like 'soooo catchy' and 'divine' to express a positive opinion about the music video and Ari's music.,
Positive,Great song! The chorus is magnificent!👌👍👏👏👍,"The comment expresses enthusiastic praise for the song and its chorus, indicated by emojis and positive language.",
Mixed,I don’t like the lyrics bc I don’t feel relate with possession but the rhythm is so catchy and I love R&B,"The comment expresses both negative feelings about the lyrics and positive feelings about the rhythm, indicating a mixed sentiment.",
Negative,"I know there's a thing called seperating the art from the artist, but her music isn't even good enough for me to do that! Ooh... she can hit whistle notes! So the f what!? I can't take a love song from a homewrecker seriously!","The comment expresses strong disapproval of the artist's music and her personal life, using phrases like 'not even good enough' and 'can't take seriously'.",
Neutral,"I'm not sure how this is a visualizer instead of a straight-up lyric video? (Or is that just the fancy term for it, a la 'sandwich artist' style?) But at least they put the lyrics up and leave them there long enough for people to actually be able to read them, unlike some. Font kinda small, though.","The comment expresses a slight critique of the font size but acknowledges the core functionality of displaying lyrics, indicating a generally positive reception despite a minor concern.",
Positive,Listening here in Philippines i love the lyrics its obsession between a guy,"The commenter expresses love for the lyrics and the theme of the music video, indicating a positive sentiment.",
Positive,I love the 90s and early 2000s vibe 🥰,The use of 'love' and the heart-eyes emoji clearly indicate a positive sentiment towards the video's style.,
Negative,It's hard to read along to the lyrics. The lyric speed is a little delayed.,"The commenter expresses frustration with the lyric speed being delayed, indicating a negative experience.",
Positive,"It's giving 1, 2 Step vibes",The comment uses 'giving vibes' which implies a positive association and comparison to a popular and well-regarded song.,
Positive,Gente a vibeeeee! Amooooo,The enthusiastic use of 'vibeeeee' and 'Amooooo' clearly indicates positive excitement and enjoyment.,
Positive,wow…the mv is pretty with deep message,"The comment expresses admiration for the music video, using positive language like 'pretty' and 'deep message'.",
Positive,Clean music! very rare these days I'm loving the vibes❤,The commenter expresses positive feelings with phrases like 'loving the vibes' and an emoji.,
Positive,"How much talent Ariana, perfect treble, the rhythm is cybernetic, magnetic, avant-garde, cosmopolitan, pop at its best, instant hit, Perfect Sound, perfect",The comment uses overwhelmingly positive adjectives and phrases describing the music video and Ariana's talent.,
Positive,"lately i've been listen to 90's r&b and this is so nostalgic as fuck, she sounds better than ever, come on! R&BIANA!","The commenter expresses enthusiastic enjoyment and admiration for the artist and the music, using positive language like 'so nostalgic as fuck' and 'sounds better than ever'.",
Neutral,The beat sounds different to me.,"The comment expresses a personal preference for a different sound, without explicitly stating a positive or negative feeling.",
Positive,Wow same vibes as Touch It. It's a BOP! ❤,The commenter expresses enthusiastic approval and excitement with terms like 'same vibes' and 'BOP!',
Positive,That vocals 1:24 🥹🥹 🌟🌟🌟🌟🌟,The use of emojis (🥹🌟🌟🌟🌟🌟) and positive language indicates strong enjoyment of the vocals.,
Positive,Dios mío este beat es TAN deliciosooooo. TE AMO ARI,"The commenter expresses enthusiastic praise for the beat and professes love for the artist, indicating a highly positive sentiment.",
Positive,"Is this one the banger of the album or is it the beat drop of ""the boy is mine"" part, cause it's got me hooked",The commenter expresses excitement and enjoyment (,
Positive,"I love the R&B vibes , I love new album ❤🎉",The user expresses enthusiasm with phrases like 'I love' and uses emojis indicating positive emotion.,
Negative,You can’t even read the lyrics . This woman is shameless to call this a lyric video,The comment expresses disappointment and criticism regarding the video's lack of lyrics and the creator's perceived audacity.,
Positive,Best song in this album. So catchy,"The comment expresses enthusiastic approval and describes the song as 'catchy', indicating a positive feeling.",
Positive,Aaliyah rock the boat vibes,The comment expresses admiration and positive association with Aaliyah's song,
Positive,"damn, wish the chorus repeated just one more time at the end, would've been perfect. My fav track from this album 👌","The commenter expresses a slight desire for a repetition but ultimately states it's their favorite track, indicating a positive feeling.",
Negative,0:29 same melody as pre chorus of The Rasmus Living in a world without you,"The comment expresses a critical observation about the similarity to another song, implying a negative association.",
Positive,a mi y a lucas tomas paupie nos encantó esa partesita del beat.,"The commenter expresses enjoyment and fondness for a specific part of the beat, indicating a positive sentiment.",
Neutral,Say ok Vanessa  simular beat,The comment expresses a simple affirmation (,
Positive,"Getting this "" Baby I'm jealous "" vibe again",The commenter is expressing a nostalgic and positive feeling associated with the song's lyrics.,
Negative,Her new songs are just blahhhh not good....what happened? There all just boring and not catchy,"The comment expresses strong dissatisfaction with the music, using words like 'blahhhh,' 'not good,' 'boring,' and 'not catchy'.",
Neutral,"Corporate America owe US $87 trillion. In order to overhaul economy and infrastructure electric and other energies costs $192 trillion real economy. $122.1 trillion electric vehicles sales. Go for the money so that when it doesn’t fail us or Argentina as well Father Ignacio and his mother and southern hemisphere family happier biofuels food rather than for synthetic strengthening and farmland devastations. Oil rich energy carbon emission calamity nations? Falling apart. Trump doesn’t want foolish to Russian to China and handling care Ace Ventura UPS kickboxes! We love puzzles. Plaster to fix or hot flame cold flame to fix. Forgot Marty McFly and Doc 1.21 jigga watts. Had Teacher off cliff train saved steam carriage and omnibus families.  Logs minerals fireworks heat ratings hot, hotter and full blast pinpointing 1.21 giggy watts to hyper rail yellow lights tails sonic and knuckles!  Locomotives smoke stacks make our own smoke and lightning!","The comment expresses a complex mix of economic grievances, technological speculation, and nostalgic references, lacking a clear dominant positive or negative emotional tone.",
Positive,"Very ethereal- giving Imogen Heap vibes, like goodnight n go but this one is all hers ❤❤❤","The comment expresses a positive reaction, praising the video's quality and comparing it favorably to a well-regarded artist.",
Positive,the tempo change is such a clear message to many people,"The comment expresses a positive interpretation of a musical element, suggesting clarity and impact.",
Positive,What a vibe ❤,The use of the heart emoji and the phrase 'what a vibe' indicates a positive feeling towards the music video.,
Positive,I love its rhythm,The use of 'love' clearly expresses a positive feeling towards the music video's rhythm.,
Negative,Nothing compared to the original. Lyrics is cringy.,The comment expresses a negative opinion by criticizing the lyrics and stating a comparative disadvantage.,
Positive,Mariah Carey’s vibes! I loveeee it!,The use of enthusiastic interjections like 'loveeee' and 'vibes' clearly indicates a positive feeling towards the music video.,
Neutral,Sounds a-little like Ciara but slower tempo.  Ariana do Ariana please.,"The comment offers a slight comparison and a preference, but doesn’t express strong positive or negative emotions.",
Positive,I can listen to this all the time all day 😍The Vocals just Amazing 🤩....,The enthusiastic use of emojis and descriptive words like 'amazing' clearly indicate a positive sentiment.,
Positive,"so catchy, i loved it","The user explicitly expresses enjoyment with 'loved it', indicating a positive sentiment.",
Positive,The best outta the previous 5. I probably shouldn't have but I assumed the overall vibe for this new project might have had a similar dance vibe like the first single. I luv Ari nonetheless her vocals is what always wins me over ✨,"The commenter expresses enthusiastic appreciation for the video and the artist's vocals, clearly indicating a positive sentiment.",
Positive,SAME VIBE BMF BY SZA ACKKK MY BOTH FAVE 😭🫶🫰,"The user expresses strong positive feelings through enthusiastic language and emojis, clearly enjoying the music video.",
Positive,Thank goodness for the lyrics otherwise I’d have to google.,"The commenter expresses gratitude and a positive reaction to the lyrics being present, implying they appreciate the song.",
Positive,Baby I + Break Your Heart Right Back + Borderline = The Boy Is Mine (duh i know my opinion worst),"The user expresses a confident and seemingly enthusiastic agreement with a musical mashup, indicating a positive feeling about the comparison.",
Positive,THE SLOW BEAT !!!!!,The exclamation point and enthusiastic use of '!!!!' clearly indicate a positive reaction to the music video.,
Neutral,THE VOCALS,"This comment simply references the vocals of the song, offering no explicit emotional expression.",
Negative,Until now this album giving vocals and lyrics but its boring too,The comment expresses disappointment and boredom with the album's content.,
Positive,"This song gives me a similar vibes to ""into you"" Into you was seductively mesmerizing. It's old but gold. This one, like the sweetest almond chocolate. This is diamond. 💎✨☀️","{""sentiment"":""Positive"",""justification"":""The commenter uses overwhelmingly positive language, comparing the song favorably to a beloved track and describing it with desirable qualities like 'sweetest almond chocolate' and 'diamond'.”}",
Positive,That’s so catchy 😍,The use of the,
Positive,"The chorus sounds like Therefore I am by Billie Eilish, i like it tho","The commenter expresses enjoyment of the chorus, indicating a positive sentiment.",
Positive,Such a 00s vibe,The comment expresses a nostalgic and positive feeling about the music video's style.,
Positive,I just love the very beginning beat ❤,The use of 'love' and the heart emoji clearly indicate a positive emotional response to the music video.,
Negative,"okay so i actually need a Normani verse to actually honour this song title, it it’s gotta be a duet","The commenter expresses dissatisfaction by requesting a Normani verse, implying the current version of the music video does not meet their expectations.",
Positive,"Should've been the lead single. Love this so much more than Yes, And? and the vibes are truer to the album, like supernatural is.",The commenter expresses strong positive feelings about the music video and its connection to the album's overall tone.,
Positive,"Favourite on the album, along with Supernatural. Sounds nostalgic. Loved the album, sounds like most authentic Ari  ❤","The commenter expresses strong positive feelings about the song and album, using enthusiastic language and emojis.",
Positive,"I love how she references the songwriting in this song. That very sexy, half-beat late sung “mine” in the first line of the chorus. And then two couplets later she sings “watch me take my time” referencing “mine” being a little late AND THEN references it again in the next line “I can’t believe my mind” AND NEITHER CAN WE ARI. GOD JESUS LORD",The commenter expresses enthusiastic appreciation and repeated positive observations about the song's lyrics and the artist's delivery.,
Positive,i hear petey pablo’s freek-a-leek every time the chorus hits,The commenter expresses a positive reaction by stating they 'hear' the song and enjoy the chorus.,
Positive,The Something About him is made for somebody like me part all the way through the chorus and back up vocals was 😮😮😮❤❤❤❤❤,The use of emojis and enthusiastic wording strongly indicates a positive reaction to the music video segment.,
Neutral,Are there any up beat songs on the album??,"The comment expresses a simple question about the album's musical style, lacking explicit emotional tone.",
Positive,we need gucci mane on this beat,"The commenter is expressing a desire for a specific artist, indicating a positive reaction to the music.",
Positive,Aaliyah vibes 🎶,The comment expresses admiration and evokes a positive association with Aaliyah's music.,
Positive,Lyrics plz!!!!,The exclamation mark and request for lyrics indicate excitement and a positive desire for content.,
Positive,So 2018 vibes,The comment expresses a nostalgic and positive association with the music video's style from 2018.,
Neutral,Any recs for songs with a similar vibe ?,"This comment is a request for recommendations, expressing a desire for similar music but lacking explicit positive or negative emotion.",
Negative,"I get what she was trying to do but with her voice against the beat, as well as the way she was singing/slightly rapping. the paise in the beat is throwing everything off. her backgound voices were an odd choice. it was catchy. she didnt understand the assignment for this one.","While acknowledging a catchy element, the comment primarily expresses criticism of the vocal performance and arrangement choices.",
Positive,It’s giving more like Doja cat vibe,"The comment expresses a positive comparison, suggesting the music video shares a desirable quality with a popular and well-received artist.",
Negative,"stole the beat from vince staples' ""aye free the homies""","The comment expresses criticism and accusation of plagiarism, indicating a negative sentiment towards the music video.",
Positive,It’s so catchy ahh 💕,The use of 'so catchy' and the heart emoji clearly indicate a positive feeling towards the music video.,
Positive,wow wow the voice and beats...............pure flow....so enjoyable,The commenter expresses enthusiastic enjoyment and positive feelings about the voice and beats.,
Positive,beat is majestic,"The comment expresses admiration for the music's quality, indicating a positive sentiment.",
Positive,"Omg JLo vibes, without JLo sounds so polite. 🥰😆",The enthusiastic emojis and comparison to JLo indicate a positive reaction to the music video.,
Positive,Lil Wayne should put this beat on his new mixtape,"The commenter expresses a desire for the beat to be used by Lil Wayne, indicating a positive opinion of the music.",
Positive,"0:47 I love this new chapter for her. It’s giving more R&B and less pop. She just unlocked new levels of where her sound and emotions intertwine, balancing one another.",The commenter expresses clear admiration and positive feelings about the artist's evolving sound and artistry.,
Positive,0:27 same beat as in the collab between Seventeen and Nu'est in Heaven ;),"The comment expresses a positive association with a well-regarded music collaboration, suggesting appreciation for the song's similarities.",
Positive,It was giving Samantha Jade- Boyfriend vibe tempo❤❤❤.. Good job Ariana😊❤❤❤..,"The commenter expresses positive feelings by comparing the music video to a well-liked song and uses heart emojis, indicating appreciation.",
Positive,Ohhhhh.....its actually really good and so alluring and seductive in a classy sexy sensual way.... definitely a vibe🔥🔥🔥🔥and  im not even a real fan of this particular genre of music,"The comment uses enthusiastic language like 'really good,' 'alluring,' and 'sensual,' indicating a positive reaction to the music video.",
Negative,that vibrato in her voice in the chorus holy fucking shit,The use of strong expletives ('holy fucking shit') indicates a highly negative reaction to the vocal performance.,
Positive,it's giving 2000's vibesss,The comment expresses a nostalgic and positive association with the music from the 2000s.,
Positive,"Ari here's totally ate that with the lyrics, so majestic as it should 💅😍❤‍🔥","The use of emojis like 😍 and 💅, combined with the enthusiastic phrasing 'totally ate that,' indicates a very positive reaction to the music video.",
Positive,Fantasize's vibe! Yes!!! 90's RnB I love itttttttttttttt It sounds just like the sequel of Fantasize!,"The user expresses enthusiastic agreement and excitement about the music video, using positive language like 'love it' and 'yes!'",
Positive,this beat this beat this beat omg i loooveeeee arriiiiii,The user expresses strong positive emotion through repeated emphasis and enthusiastic declarations of love for the music.,
Positive,Definitely giving Brandy and JoJo vibes. 2006 vibes too.,The commenter expresses a positive opinion by referencing familiar and nostalgic artists and a preferred era.,
Positive,Doja Cat Vibe,"The comment expresses approval of the music video, indicating a positive sentiment.",
Positive,Britney Spears vibes✨✨,The use of 'vibes' and the sparkle emojis strongly indicate a positive association with Britney Spears' music.,
Positive,"This beat snd the first flow reminds me of 1,2 step by Ciara ✨",The commenter expresses a positive association with the music video by comparing it favorably to a well-regarded song and artist.,
Positive,This beat go so hard this whole song a vibe. ❤❤❤ uu Ari,"The commenter uses enthusiastic language ('go so hard', 'a vibe') and emojis to express positive feelings about the music video.",
Negative,This song gives me some rage vibes!,"The use of 'rage vibes' indicates a strong, negative emotional response to the music video.",
Positive,"She never misses, every chorus has such a beautiful melody that gives you chills, what a special talent 😮‍💨😩🔥🎶🌊","The comment expresses strong positive emotions about the music video, using enthusiastic language and emojis conveying excitement and appreciation.",
Positive,Hold on somebody get Ciara on this with these 2000’s vibes RNNNNNNN💚🔥💃🏾💃🏾💃🏾💃🏾💃🏾💃🏾💃🏾💃🏾💃🏾💃🏾💃🏾💃🏾💃🏾🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥💚,The comment expresses enthusiastic excitement and positive feelings through repeated emojis and exclamation points.,
Positive,This giving britney spears vibe!!!,The exclamation point and positive descriptor ('giving britney spears vibe') clearly indicate a favorable opinion of the video.,
Positive,This is giving Britney Spears beat 💪,The commenter uses the enthusiastic phrase 'giving Britney Spears beat' indicating a positive reaction to the music video.,
Positive,My most favorite song of her album ❤ the melody is spinning around my head,The user expresses strong positive feelings about the song and uses enthusiastic language like 'most favorite' and 'spinning around my head'.,
Negative,She made a beautiful song with lyrics about breaking up a marriage lol 😂.. what a gorgeous talented whore,The comment contains derogatory language ('whore') and expresses a negative opinion with a sarcastic and dismissive tone.,
Negative,I need the lyricssssss 😭,The use of the crying emoji and the plea for lyrics indicates frustration and disappointment.,
Positive,Que voz meu Deus um timbre tão leve...,"The comment expresses admiration for the song's timbre, indicating a positive sentiment.",
Negative,some of you don't need to understand the lyrics...<3,The use of the heart emoji combined with a dismissive statement suggests a critical and potentially frustrated reaction.,
Negative,Blatant rip off brandy and Monica  lyrics and my god you can have him 😅😂,"The comment expresses disapproval and criticism of the music video's similarity to other artists and uses a dismissive emoji, indicating a negative sentiment.",
Positive,Nothing will ever be compared to the Fantasize chorus... But good try!,The commenter acknowledges a commendable effort (,
Negative,"you use my voice and my mastering for the distributed version without responding to my hello on insta. You know only my friends can make money from my job but you ghost my hello and happy birthday after 6 years you ghost me you continue to hack my pc for robbed my voice and my mastering without hello and contract signed to do business. Please delete all my work on 7rings/stuck with you/34+35/positions/santa tell me/all tracks eternal sunshine Dj scrog remix to help you get back. now you and Mariah Carey are my enemy, you are not allowed to use my voice and my mastering for the buisness version because you never respond to my hello. you know I'm not interested by your money after 6 years, I help you for you  Mariah's feat and your musical arrangement. you are killing our love for no, hello now i hate you. you kill my love for you goodbye forever. eternal goodbye","The comment expresses intense anger, frustration, and a desire for the user's work to be removed, clearly indicating a negative sentiment.",
Negative,1:16 giving Britney Spears toxic vibes. Specifically the part after the bridge “taste of your lips I’m on a ride”,"The comment expresses a critical opinion, labeling the music video as 'toxic' and focusing on a specific lyric negatively.",
Positive,Perfect good vibe ❤️,The commenter expresses positive feelings using the word 'perfect' and a heart emoji.,
Positive,"This album should've been ""BEST POP VOCAL ALBUM"" at the Grammys","The commenter expresses a strong positive opinion, advocating for the album to win a prestigious award.",
Positive,t.a.t.u. yulia volkova vocals in the chorus???,The comment expresses a positive observation and appreciation for Yulia Volkova's vocals.,
Positive,this has lady gaga vibes,"The comment expresses a positive comparison to Lady Gaga, indicating enjoyment of the music video's style.",
Positive,"This is the first song of hers that I can actually understand the lyrics of, did she start enunciating or did I just finally get used to her mumbling?","The commenter expresses a positive shift in their perception of the artist's vocal delivery, indicating appreciation.",
Positive,"I don’t get the hate, this album is so much better than the Positions album. It sounds different, has less dirty lyrics, has a better vibe in general… also almost each song is a bop","The commenter expresses strong positive feelings about the album, praising its sound and calling most songs 'bops'.",
Positive,Love it the 2000s beat it hits ❤️,The commenter expresses clear enthusiasm and affection for the song's rhythm and style.,
Positive,"It's giving quiet, martial arts, Chinese/Hongkonger madam woman vibes. I like it.",The commenter expresses a positive appreciation for the video's aesthetic and explicitly states they 'like it'.,
Positive,Early 2000s rnb vibes and production,The comment expresses a positive appreciation for the music video's style and era.,
Positive,Best song but needs more range in her vocal i can see why she picked this song it’s young & fresh forever,"The commenter expresses enthusiasm for the song while offering constructive criticism about the vocals, indicating a generally positive overall feeling.",
Positive,omg so fucking nice melody,The use of 'so fucking nice' indicates strong positive feelings towards the melody.,
Positive,"This chorus is going to all over TikTok soon. Speed up and slowed down, new challenges and edits made with this song.","The comment expresses excitement and predicts viral popularity, indicating a favorable opinion of the music video.",
Neutral,THE TEMPO CHANGE,"The comment simply states an observation about the music video's tempo, without expressing any positive or negative emotion.",
Positive,I LOVE WHEN SHE SINGS SO STRONGLY AND DEEP LIKE THAAAT,The commenter expresses enthusiastic enjoyment of the singer's vocal performance.,
Positive,This is 80s vibe songg!! She is killing the game lately,"The comment expresses enthusiastic praise for the song and the artist's performance, indicating a positive sentiment.",
Positive,es de mis favoritas pfff las vibes🥰,The use of 'me' and 'las vibes' (vibes) expresses a clear fondness and positive feeling about the video.,
Positive,This is giving fantasize vibe,"The comment expresses a positive feeling, describing the video as having a 'fantasize vibe'.",
Positive,Early 2000s vibe with a splash of 24,The comment expresses a positive appreciation for the video's nostalgic and stylistic elements.,
Positive,Omg what a powerful and energy 😍❤,The use of emojis like '😍❤' clearly expresses enthusiastic enjoyment and positive feelings about the music video.,
Positive,"She can’t believe her eyes, but I can’t believe my ears because Ms. Ariana is serving vocals and sass 🤩🤩",The use of enthusiastic emojis and positive descriptors like 'serving vocals and sass' clearly indicates a positive sentiment.,
