classificacao,comentario,justificativa,sentimento_manual
Positive,I love the beat,The exclamation 'I love' clearly expresses a positive emotion towards the music video's beat.,
Negative,Had to ruin the beat with his rap,"The comment expresses frustration and disapproval of the rapper's performance, indicating a negative sentiment.",
Negative,This new stuff is just awful. I can’t… like what?,The comment expresses strong disapproval with phrases like 'just awful' and 'I can’t... like what?',
Positive,All these lyrics are song titles! Crazy,The comment expresses amusement and a positive observation about the song's cleverness.,
Positive,Vibe,The word 'vibe' expresses a positive feeling about the music video's atmosphere.,
Neutral,I don’t think anyone notices but when he steps it usually on beat,"This comment is an observation about the video's timing, offering a factual detail without expressing positive or negative emotion.",
Positive,I love how no one is talking about the where the beat came from (When I Hear Music - - Debbie Deb),"The commenter expresses affection for the song used in the video, indicating a positive sentiment.",
Positive,his voice sounds dumb ash but its so damn catchy lmao,"Despite the initially negative word 'dumb', the overall tone is positive due to the enthusiastic 'so damn catchy' and 'lmao'.",
Positive,The nonficticous lyrics tho!,The exclamation point and enthusiastic tone suggest the commenter appreciates the song's lyrics.,
Negative,I’m I tripping or he change the lyrics?,"The comment expresses confusion and potential criticism about a lyrical alteration, indicating a negative reaction.",
Negative,Shout out all the street venders the drug the tortillas on basketball court beating old street venders..im scared thanks to tekashi 😮,"The comment expresses fear and criticism regarding street vendors and violence, indicating a negative sentiment.",
Negative,No tombstones,"The comment expresses a morbid and unsettling sentiment, referencing death (tombstones) which is clearly negative.",
Positive,On one hand..... I love the video. Looks like they had fun making it. But I bet if I look up the lyrics I'll find something upsetting.,"The comment expresses a clear liking of the video and its creation, outweighing the potential concern about the lyrics.",
Positive,This music video is honestly insane I don't even understand it on a full level but it's amazing layered with intelligence and deep meaning fucking crazy,"The commenter uses enthusiastic language like 'amazing,' 'crazy,' and 'deep meaning,' indicating a positive reaction to the music video.",
Negative,I need my Dre beats for this noise cancellation,The comment expresses a critical opinion about the music (Dre beats) and suggests it's not good enough - 'noise cancellation'.,
Negative,01:30 CHANGED THE LYRICS,"The comment expresses dissatisfaction with a modification to the song's lyrics, indicating a negative sentiment.",
Negative,Ngl this songs beat is horrible,"The commenter uses the phrase 'horrible,' indicating a strongly negative opinion of the song's beat.",
Negative,Trashing a good band and song by sampling them 😢. #worstrapper along with DRAKE 😂,"The comment expresses frustration and mockery, using negative language and emojis to indicate a negative opinion.",
Negative,Why they change the lyrics,"The comment expresses dissatisfaction and questions a change, implying a negative reaction to the alteration.",
Positive,Gotta love the flow on this one and the lyrics are primo as always,"The commenter uses enthusiastic language like 'Gotta love' and 'primo,' indicating a positive reaction to the music video.",
Positive,Hope Pretty Tony butler made  some money off this tune  .   Miami all day on that beat !!!,The enthusiastic exclamation and positive feedback ('Miami all day') indicate a favorable opinion of the music video.,
Negative,This guy sucks.he can't even come up with his own original beats,The comment uses harsh language ('sucks') and expresses a critical opinion about the artist's musical abilities.,
Positive,He trash this beat and I'm not even a fan but that was bars at their best,"The commenter praises the music as 'bars at their best,' indicating a positive opinion despite not being a fan themselves.",
Positive,He flow immaculate on any beat,The comment uses positive language like 'immaculate' and praises the artist's flow.,
Positive,Kendrick cold this track killed Drake alone … this was deep reaching in the soul psychological sh!t,"The commenter expresses enthusiastic admiration for the track, using terms like 'killed' and 'deep reaching in the soul'.",
Negative,"Sounds like a black nursery rhyme 😂.    I get the woke people like his activism, but nobody can argue the music is good..  nasally voice and klunky beats..   if his message was different you would see how gooofy this is..","The comment expresses criticism of the music's sound and overall effect, using terms like 'nasally voice' and 'klunky beats,' indicating a negative sentiment.",
Negative,"Even after reading the lyrics; why do I only hear ""get the fuck out my thighs, look good but she don't got no ties, I walk in walked out with the sides, Mando let me know what the plies""","The comment uses aggressive and explicit language, indicating a negative reaction to the song's content and potentially the artist's message.",
Positive,Bro vibes 🎉🎉🎉,The multiple celebratory emojis (🎉🎉🎉) clearly indicate a positive reaction to the music video.,
Positive,Man nice with his lyrics! 💯 😊,The use of 'nice' and the emojis convey a clear positive sentiment towards the music video and its lyrics.,
Positive,Mad ❤ arse … Beat x voice x sound x words fire,The use of words like 'fire' and the heart emoji strongly indicate a positive sentiment towards the music video.,
Negative,So sad NotSexy red is so fucking awfull... fuckinf L choise ....,"The comment expresses strong negative feelings using words like 'sad,' 'awfull,' and 'fuckinf,' indicating a negative sentiment.",
Negative,this video is so random and his voice annoying lol,The use of 'annoying' and 'lol' indicates a negative reaction to the video and its vocalist.,
Neutral,Was some of the lyrics change?,"The comment simply asks a question about a potential change in lyrics, expressing neither positive nor negative feeling.",
Neutral,"Did the lyrics change on the bridge in the video? Where he says hold up, where you from? Side ways…at the 1.30 mark","The comment expresses a specific observation about the video's lyrics and timing, lacking explicit emotional tone.",
Neutral,Lyrics are meh. 😆,"While 'meh' suggests a lack of strong enthusiasm, the accompanying emoji indicates a slightly amused or accepting feeling, leaning toward neutral.",
Negative,Why did he change the lyrics?,"The comment expresses dissatisfaction and questions a change, indicating a negative feeling about the video's alteration.",
Positive,Made this song brand new all over again by releasing the video 3 months later. Aint eem mad. This song still a big vibe. Thank you Kandlelight Kenny. You heard it here first.  (Nickname must be reserved for slow songs).,"The commenter expresses enthusiasm and appreciation for the song, stating it's a 'big vibe'.",
Negative,Had to come back here to get the awful sound of that new PND/drake album out of my ears.,"The commenter expresses strong dissatisfaction and a desire to remove the music from their ears, indicating a negative sentiment.",
Negative,Old beat 😢 https://youtu.be/408dLNLWU-U?si=JeYdzF4aqJiL1DFI,The use of '😢' (crying emoji) indicates sadness and a negative reaction to the music video.,
Positive,"I just realized that I have heard this melody before in the film ""Ma"" What a genius 🔥","The user expresses enthusiasm and admiration for the music video, using a fire emoji to indicate strong positive feelings.",
Positive,"Just checking out the samples they used for this…besides the Debbie Deb, the funk sounds like Bay Area type beat.",The commenter expresses positive recognition of the musical elements and their stylistic influence.,
Negative,1:29 did they change the lyrics wtf? It wasn’t like this when it dropped 💀,"The commenter expresses frustration and disbelief about a change to the song's lyrics, indicating a negative reaction.",
Positive,man he had way too much creativity in the first verse,The comment expresses admiration for the video's creative content.,
Negative,This uperbowl half time show was the worst i have ever seen,The comment expresses strong disapproval and uses negative language ('worst') indicating a negative sentiment.,
Negative,Tempo is too slow would have been a much better song if it was sped up . Come on Kendrick how did u not see that? Oh cuz your not a great and don’t have that great EAR,"The comment expresses criticism of the song's tempo and suggests the artist lacks musical talent, indicating a negative sentiment.",
Negative,The beat switch upped this from manslaughter to first degree murder.,The hyperbolic language ('manslaughter' to 'first degree murder') expresses extreme dissatisfaction with the music video.,
Positive,I love the music video is so diverse,"The commenter expresses affection for the music video using the word 'love' and highlights its 'diversity,' indicating a positive experience.",
Positive,"I'm not gonna bash her, she just needs to find the love for it, she got catchy song, but we all want a classic",The commenter expresses appreciation for the song and suggests a positive direction for the artist.,
Negative,Kendrick should have invited Debbie Deb to the Super bowl for some freestyle vibes! Serena was a lame choice !,"The comment expresses criticism of Serena's choice and a desire for a different performance style, indicating a negative opinion.",
Negative,Everyone gonna act like wayne verse wasnt mid?,"The comment expresses disagreement and criticism of the music video segment, indicating a negative sentiment.",
Negative,Anybody notice the lyrics changed,The comment expresses a potential disappointment or criticism regarding a change in the song's lyrics.,
Negative,Worst rap song I have ever heard....and that is on JJ 🧊,The comment explicitly states the song is the 'worst' and expresses a strong negative opinion.,
Neutral,Can i get the lyrics man,This comment is a simple request for information and doesn't express any positive or negative emotion about the video.,
Positive,❤❤❤❤❤❤ outstanding lyrics amazing impact thanks again for sharing,The comment expresses strong positive feelings using multiple heart emojis and enthusiastic praise.,
Positive,1:42 Ayo. That's deep bruh!,The use of 'deep bruh!' expresses enthusiastic appreciation for the video's content.,
Positive,"“Kendrick walks the same poetic path as Nas and Rakim — truth-telling with rhythm. That’s the path I walk too, speaking on South Central life through poetic bars. Salute.”","The comment expresses admiration and respect for Kendrick Lamar's style and lyrical content, using positive language like 'truth-telling' and 'salute'.",
Neutral,It’s me Aubrey Villalobos that’s me Anthony I like her like everybody places that are like that in one area I do it through and I know you’re ready gangster gangster gang gang gang gang gangster spoke to Larry is crazy scary spooky lyrics I do a little robot,The comment expresses a personal connection and describes the music's qualities without a clear emotional tone.,
Positive,Low rider beat sounds dirty ❤,The use of 'dirty' combined with the heart emoji indicates a positive and enthusiastic reaction to the music video.,
Positive,Kung Fu Kenny I need to know whats going on at 1:30 with lyrics. I been trying to figure this out for 8 months.. I've tried everything. I feel like Jim Carrey on 23..,"The commenter expresses a passionate desire to understand the music video, indicating excitement and engagement.",
Positive,Kendricks songs would be so much better with a Drake hook. Maybe even a beat Drake would use.,"The commenter expresses a desire for Drake's involvement, indicating a positive opinion of Drake's musical style and potential contribution.",
Positive,This beat belongs to Tyler now🤷🏾‍♀️,"The commenter seems to be expressing a positive association with the music and artist, implying ownership and enjoyment.",
Positive,Nobody can beat this sh!t 😂😂😂😂😂😂😂😂😂😂😂😂😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨,The excessive use of laughing emojis and exclamation points indicates strong positive enjoyment of the music video.,
Positive,Bro be dropping beats since 2009,The comment expresses admiration and appreciation for the artist's longevity and talent.,
Negative,All his songs have the same beat wtf,The comment expresses frustration and criticism of the music's repetitive beat.,
Negative,Only the beats are hard. This guy does really suck…so does drake,The comment expresses direct criticism and a negative opinion of the artist and his performance.,
Negative,What happened to the chorus mid song bruh,The comment expresses frustration and criticism regarding a perceived issue with the song's chorus.,
Negative,Wayne verse = 🚮,The use of the,
Positive,This beat is so fire,The use of 'fire' indicates enthusiastic approval of the music's beat.,
Negative,"I don't like this crap. Some things are not for us Latine/Hispanic folks. Have some respect for Black folks culture, slang, etc. Some of the lyrics shouldn't even be said by us. Im tired of y'all mfs.","The comment expresses strong disapproval and insults, clearly indicating a negative sentiment towards the music video and its content.",
Negative,dudes off beat,"The comment expresses criticism of the music video's timing, indicating a negative sentiment.",
Negative,Beat is so lame. Lots of words saying nothing. Annoying voice. Well produced video but boring concept,"The comment expresses dissatisfaction with the music, voice, and concept, using words like 'lame,' 'nothing,' and 'boring'.",
Negative,1:29 WHY THIS VERSE SOUND DIFFERENT THAN THE ORIGINAL,"The comment expresses dissatisfaction and suggests a perceived alteration in the music video's audio, indicating a negative reaction.",
Negative,Last verse is in the wrong spot,"The comment expresses dissatisfaction with the song's structure, indicating a negative sentiment.",
Positive,I’m a 64 y.o. white woman.  I love this beat but I wish I understood the lyrics.  It sucks getting old😪,"Despite expressing frustration with the lyrics, the commenter explicitly states 'I love this beat,' indicating a positive overall feeling about the music video.",
Positive,Love that he sampled Debbie Deb and When I Hear Music. Gives the song an old school vibe.,The commenter expresses enthusiastic appreciation for the song's use of samples and the resulting 'old school vibe'.,
Positive,Beat go Hard but that’s it 😂,The use of 'go Hard' indicates a positive reaction to the music's energy and rhythm.,
Positive,I will always be amazed at how much rhythm black people have!!! Fun as hell to watch ! I love the step ol boy has in the gray and black striped shirt. Been trying to figure that step😊,The commenter expresses enthusiastic admiration and enjoyment of the music video and a specific element within it.,
Positive,This is probably the worst Kendrick album and it’s still the best piece of art created so far in the 2020s besides Mr morale,"Despite criticizing the album, the commenter highlights its artistic merit and places it among the best works of the decade.",
Neutral,Anybody notice at 1:28 the lyrics changed a little bit now?,The comment expresses observation but doesn't convey a positive or negative opinion about the lyric change.,
Positive,"If I was on acid and I watched this, I would think this was some sort of alien race from deep within the blossoming nebulas of the universe","The comment uses hyperbolic and evocative language ('alien race,' 'blossoming nebulas') expressing a highly positive and imaginative reaction to the music video.",
Positive,This makes me think of kinda like a funk vibe but with rap that you can understand,"The comment expresses a positive association with the music, describing it as having a 'funk vibe' and being 'understandable' which indicates enjoyment.",
Positive,Bust that on the beat,The comment expresses approval and enthusiasm for the music video's rhythm and performance.,
Positive,The BEAT💯,The use of the '💯' emoji clearly indicates enthusiastic agreement and positive sentiment towards the music video's beat.,
Positive,Bro has me feeling 90s vibe all mf day 💯❤️,"The use of 'mf,' '💯,' and '❤️' clearly indicates a positive and enthusiastic reaction to the music video.",
Positive,The vibe is giving,The use of 'giving' suggests a positive association and preference for the music video's atmosphere.,
Negative,dookie type beat,"The term 'dookie type beat' is a crude and derogatory slang term, indicating a negative opinion about the music's quality.",
Positive,Now there’s a blue print of being violent with your lyrics without actually being violent STRICTLY DOPE!!!🤜🏾🤛🏾,"The commenter praises the music video as 'strictly dope,' indicating a positive reaction to the content.",
Positive,I told you all 3 years ago he was under rated he bring the west coast beat back ❤❤❤❤❤❤❤❤,"The commenter expresses admiration and appreciation for the artist's talent and the song's quality, indicated by the repeated heart emojis.",
Negative,Is it just me... this video feels like a bad trip...it stirs up a lot of disturbing emotion,"The commenter uses terms like 'bad trip' and 'disturbing emotion,' indicating a negative emotional response to the video.",
Negative,THE BEAT IS OVER MAX,"The comment expresses frustration and disapproval with the song's beat, indicating a negative sentiment.",
Neutral,✏️describe the vibe,"This comment is a simple request for a description of the video's atmosphere, lacking explicit positive or negative emotion.",
Neutral,I like the beat of the song but I don't understand what he's saying/rapping...subtitles please 🙏,"The comment expresses a partial positive sentiment (liking the beat) alongside a request for clarification, indicating a balanced opinion.",
Positive,Jesus Saves Gangsters Too!  Keep up the grind with the lyrics Kendrick!,The commenter expresses enthusiastic support for the artist and the song's message.,
Positive,I'm glad DaBaby killed this beat it disserves bars and this original shit is not it.,The commenter expresses strong approval and satisfaction with the song's production and content.,
Negative,"I just realized that when he does the chant where he repeats himself, they are completely different lyrics than his album squabble up","The comment expresses disappointment and a critical observation about the music video's lyrical content, indicating a negative sentiment.",
Neutral,Anyone know why the background vocals wasn’t in on that one section?,"The comment expresses a question about a technical aspect of the music video, without explicitly expressing a positive or negative opinion.",
Positive,I'll give em every weapon I got in my arsenal to make it a fair squabble . The Universe will just give me more cause she don't like these thieve nature haters no more than I do,"The commenter expresses a forceful desire to confront someone they dislike, indicating a passionate and potentially positive (though aggressive) stance.",
Negative,Do you know how stupid this glazing is with Kendrick Lamar. He won 5 Grammys off a diss track. Backwards as f***. Nothing influential about a diss track. I can name a lot of records that should have got those awards. Only reason this happened was to try to make Drake obsolete. Keep trying. You can only beat Drake with Drake. Canadian r&b rapper has got the industry on lock and everyone is mad because they can’t beat him. Bunch of crybabies if you ask me. What happened to competition. Keep up,"The comment expresses critical opinions about the music video and Kendrick Lamar’s success, using terms like 'stupid,' 'backwards,' and 'crybabies,' indicating a predominantly negative sentiment.",
Positive,I feel dance in th car and beating some one at the same time😂😂,The commenter uses emojis indicating enjoyment and a positive experience while listening to the music.,
Positive,Infinite warfare zombies vibes lmao,The use of 'lmao' and referencing 'zombies vibes' indicates a positive and enthusiastic reaction to the music video.,
Negative,Why does the beat kinda sound like Pako 😭,The use of 'kinda sound like' and the crying emoji (😭) indicates a negative reaction to the music's similarity to another artist.,
Positive,"He looks numb and jaded. Really weird tone to the music video, I like it.","Despite acknowledging a 'weird tone,' the commenter ultimately expresses a positive liking for the music video.",
Positive,Did yall peep the lyrics switch at about 1:28 👀,The use of 'peep' and the emoji suggest excitement and enjoyment of a particular detail in the music video.,
Positive,Men Kenrick and Kyrie had the same vibe..,"The commenter is noting a similarity in vibes between two individuals, suggesting a positive observation.",
Negative,Straight trash! And that chick is WAY off beat while he stands there trying to look tough. Even HE isnt interested in this song that's playing. Fool should be wearing a jesters crown and a red nose. He CLOWNED himself!,"The comment expresses strong disapproval and ridicule, using terms like 'trash,' 'fool,' and 'clowned himself,' indicating a negative sentiment.",
Negative,Who he steal this beat from Mannie Fresh…Gelo sound like he tryin out for the new Big Tymerz album,"The comment expresses criticism of the music production, alleging theft and comparing the artist unfavorably to another.",
Positive,Definitely that old school caddie beat ❤❤❤❤,The multiple heart emojis and phrase 'old school caddie beat' clearly express a positive sentiment towards the music video.,
Positive,https://youtu.be/q24o6ljQYPc?si=HXUmXpehBRFbWDSw. Jairo Beatbox. Maybe Link?,"The comment expresses a simple, positive request for a link, indicating enjoyment of the video.",
Negative,This is trash bro. Kendrick could take a literal shit on a beat and y'all would eat it right up.,The comment uses derogatory language ('trash') and expresses a dismissive and critical opinion of the music video.,
Negative,Poo 💩 vibe,The use of 'poo' and '💩' emojis clearly indicates a negative sentiment towards the music video.,
Positive,Love how the beat switched up Hyphy for the Bay Area representation part of the vid 😮‍💨🔥🔥🔥,The commenter expresses enthusiastic appreciation for the song's shift in beat and uses emojis indicating excitement.,
Neutral,Does anyone know what he says on the verse starting at the 1:28 mark? The lyrics are different from the album version but I haven't see anyone discuss.,"This comment expresses a simple question about the lyrics, without expressing any positive or negative feelings about the video or song.",
Positive,Never heard this verse and been a fan since 2005 11 yo,The comment expresses a positive reaction by stating they've been a fan since childhood and highlight a previously unknown favorite part.,
Positive,invader zim ahh beat 🥶🥶,The use of emojis and the mention of 'ahh beat' suggests the commenter enjoys the music video.,
Positive,"Kendrick told Half a Dollar  "" hit his turf, get it cracking,  double back like a deluxe, 50 deep, but he ain't deep enough ""!!",The comment expresses enthusiastic praise and admiration for the song and Kendrick's performance.,
Positive,Props to showing Rhythm and Gangster Nate Dogg rip,The comment expresses appreciation for the artist and his performance.,
Neutral,Anyone else notice that the song lyrics from 1:30 to 1:47 is different from the the Spotify version? 🤔🧐,"The comment expresses a curious observation about a minor discrepancy, lacking strong emotional tone.",
Negative,Why did I never notice at 01:28 that the words are completely different than from the actual lyrics.....hmmm,"The comment expresses confusion and a critical observation about the music video's lyrics, indicating a negative reaction.",
Neutral,"The verse part starting at 1:30 is distorted, everything means something, Kendricks trying to tell us something but what!?","The comment expresses mixed feelings – noting a technical issue (distortion) alongside an interpretation of the song's meaning, without a clear overall positive or negative assessment.",
