classificacao,comentario,justificativa,sentimento_manual
Positive,This gave me big Tupac Vibez,"The commenter expresses a positive association with the music video, referencing a desirable and celebrated characteristic (",
Positive,Yasssss Sis that's the vibe she said what she said !🔥🔥🔥🔥🔥🔥 She ATE That❗,The excessive use of fire emojis and enthusiastic exclamation points strongly indicate positive excitement and approval.,
Negative,"TAKE NOTES AND SUCK ON THAT, BECKY MÉNAGE À TROIS AKA HO- NAJ😂😂😂","The comment uses aggressive and mocking language, clearly expressing a negative sentiment.",
Positive,Ice cube no Vaseline vibes,"The phrase 'no Vaseline vibes' implies a desirable, authentic, and appealing quality, indicating a positive sentiment.",
Positive,I randomly scream these  out lyrics when I see some of the ppl she talk talmbout,The commenter expresses a positive reaction by describing a spontaneous and enthusiastic response to the lyrics.,
Positive,Brabz don’t have bars to match this fire. She should’ve hush now she gotta face the hiss. I know she’s piss re-thinking what she thought was her best move is actually her worst move.,The comment expresses admiration for the music video's quality (,
Positive,Maaannn she murdered this beat I swear the best beatz like this come from New Orleans cause this remind me of mannie fresh or Soulja slim beatz and this some 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,"The user expresses enthusiastic praise for the music video's beat, using terms like 'murdered' and fire emojis.",
Negative,The thing said u weren't on beat and u were u clocked her sh1t and she mad,The comment expresses frustration and anger about the musician's performance and the listener's reaction to it.,
Positive,there is nothing in the world more powerful than the woman mother gaia warrior energy she exudes !!!!!!!!,The comment expresses overwhelming admiration and praise for the artist's energy and persona.,
Positive,good lord she killed two birds with one stone over here 😭,The use of 'killed two birds with one stone' and the crying emoji (😭) indicates enthusiastic approval and enjoyment of the music video.,
Positive,The way Meg can switch up her flow is crazy this beat is insane 🙃❤,The user expresses enthusiastic admiration and excitement about the music video and the artist's performance.,
Negative,Meg was talking about her ex and the girls he cheated on her with that been talking about her on the internet. Meghans law was a play off of murphy's law. She literally explained what she meant by it in the next line and the line before. The fact that yall used this to give nikki's new album the spotlight when Meg was trying to clear her name is annoying. I didn't even think the word Nikkie minaj about this after hearing it. Yall are weird.,"The comment expresses frustration and annoyance regarding how the video was used to promote Nikki Minaj's album, highlighting a perceived unfairness and negativity towards Meg.",
Positive,Posting another comment cause I can’t stop listening to this. NDA was my fav song of Megan until Hiss. Oooofff it is POWERFUL,The commenter expresses a strong positive reaction to the song and describes it as ‘powerful’.,
Negative,"Less views than FACTS, less comments than FACTS. Yet you're at number 1. You don't deserve this. Life can't be fair anymore. Also actually hearing the beginning ALONE is has MORE CONTARVERSIAL LYRICS than every single lyric in FACTS. Or so in my biased opinion.","The comment expresses frustration and disbelief, stating the artist 'doesn't deserve' the success while criticizing the video's content and popularity.",
Negative,"Once again, i remind myself that this was the first stone against BBL Karen Drizzy",The comment expresses frustration and criticism towards a specific individual ('Karen Drizzy') suggesting a negative feeling.,
Positive,There’s a part of this song I can’t memorize the lyrics bc the visuals are sooo pretty I think that part of my brain takes over,The commenter expresses enjoyment of the visuals and implies a positive emotional response to the song.,
Positive,"Sound like a gorilla beat , but she eat that no crumbs tho , feel bad for who ever made her mad , 😅😅 😂 big facts","The comment uses enthusiastic language and emojis, indicating a positive reaction to the music video's energy and the artist's performance.",
Negative,Sexy as fuck and me u and him the freak were in our feeling red bellied bullied drugged sext and drunk me and my gender forever my beatboxet plealse,"The comment contains highly explicit and aggressive language, indicating a negative and potentially harmful sentiment.",
Positive,Video stylish AF and the lyrics are hilarious. I enjoyed this. Thank you Meg.,"The commenter expresses positive feelings through enthusiastic language like 'stylish AF' and 'hilarious,' coupled with a clear statement of enjoyment.",
Negative,B.A.R.S.!!! They murdered that beat,The use of 'murdered' implies a critical and disapproving opinion of the music's beat.,
Positive,Megan and a good beat is a dangerous duo ☝️❤️😩,The comment expresses excitement and a positive association with Megan and the music's rhythm.,
Positive,"I love the brain visual. I see it as her speaking her mind. As if it’s something she’s been wanting to say. Although it’s in a song clearly, when watching the video those lyrics feel a bit more intimate.",The commenter expresses clear fondness for the visual and interprets it with a positive and personal meaning.,
Negative,Nikkis bigfoot reply is the worst shit I ever heard hope you follow up with a law and order theme remix reply,The comment expresses frustration and criticism with phrases like 'worst shit' and 'hope you follow up' indicating a negative sentiment.,
Positive,:46 The beat and booty were both bumping.😳,"The comment uses enthusiastic language ('bumping', 'booty') and an emoji indicating pleasure.",
Negative,The worst enemy you can ever have,"The comment expresses a strongly negative opinion, using the phrase 'worst enemy' to convey dissatisfaction.",
Positive,"I love this beat, it goes hard!",The commenter expresses enthusiasm and enjoyment with phrases like 'I love' and 'goes hard'.,
Neutral,"hard beat, even if I can't follow everything she's rapping about",The comment expresses a slightly critical observation ('can't follow') but also a positive acknowledgement of the 'hard beat' without clear negative emotional coloring.,
Positive,the 10th BEST SONG of the year by NME and Genius #9 most popular lyrics of 2024 WITH NO HOOK just STRAIGHT BARS🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,The comment expresses enthusiastic praise and excitement about the song using strong positive language and emojis.,
Positive,Gat damn she just did a whole ass fatality. Giving Kitana vibes.,"The comment expresses admiration and comparison to a positive figure (Kitana), indicating a favorable sentiment.",
Positive,The beats makey kinds happy,The commenter expresses a feeling of happiness due to the music's beats.,
Positive,powerfull statement..,The comment expresses admiration and approval of the music video's power.,
Positive,guys If you watch this three times the megan's law line will change into something more powerful,"The commenter expresses excitement and a belief in the video's potential for improvement, indicating a positive outlook.",
Positive,"she goes so hard with every single verse, and damn look at that body!",The comment expresses enthusiastic admiration and appreciation for the artist's performance and appearance.,
Negative,She set the tone for everyone for dissing,"The comment expresses disapproval and criticism of someone's actions, indicating a negative sentiment.",
Positive,its the way each of her personalities had a verse!! only artist i know that can do a collab WITH HERSELF!,The commenter expresses enthusiastic admiration and praise for the artist's unique concept and execution.,
Positive,2:39 I love how you used the accent of motherf*cking and how well the word fit in the beat. Very catchy! Ik it sounds kinda strange but it really is!,"The commenter expresses enthusiastic approval and describes the music as 'very catchy,' indicating a positive sentiment.",
Negative,"Listening to the song again I think it’s really funny how Nicki Minaj went into a deep, dark depression over lyrics that wasn’t even directed at her",The comment expresses a critical and judgmental view of Nicki Minaj’s perceived emotional response to the song lyrics.,
Positive,"Steadicam work, set design, costumes and VFX on par with the lyrics. Remarkable!","The commenter expresses enthusiastic admiration for the video's technical aspects and overall quality, indicating a positive sentiment.",
Positive,"Damn! This video, the lyrics, the beat... Megan, the director, wardrobe, producer. Anyone that was a part of this masterpiece right here 🔥💯.",The use of enthusiastic emojis and words like 'masterpiece' clearly indicates a positive sentiment towards the music video.,
Positive,Meg I'm saying so far u won this battle 2 words and she collapsed the only thing she did was talk no rap js talk u won by far I liked hers a little but ts tuff and urs beat her by a lot🔥🔥🔥,"The commenter expresses clear admiration and acknowledges the video's superior quality, using enthusiastic language and emojis.",
Positive,"When I tell y'all that I said it was coming 🤣🤔 just know I said it was coming and don't forget the part were I said ""GOING HARD AS THEE FYCK WIT THESE BARS."" Two days before this song dropped she introduced us with the snippet of HOW SHE COMING and I commented on it, basically saying by the tone in her voice that she ATE IN THEE STUDIO AND LEFT NO CRUMBS. AND SHE DID JUST THAT. YOU GO GIRLY. KEEP STEPPING ON THESE BYTCHES AND LIL BOYS  NECKS AND WHEN YOU DO ILL BE HERE SUPPORTING  YOU THE SAME WAY I DID WHEN YOU FIRST GOT INTO THIS MURSIC (MUSIC) INDUSTRY. IM HERE FOR IT EVERY SECOND EVERY MINUTE AND MOST DEFINITELY EVERYTIME AND THEY JUST MAD CAUSE THATS @MEGANTHEESTALLION LAW.🤣🤣🤣  🔥🔥🔥🔥🔥💯💯💯💯 #megantheestallion #theestallioncommitted #barsfordays #butyouknewdatalready 🤣🤣🥰🥰🥰🥰🤪🤪🤪🤪🎧🎤🎤🎵🎵🎵🎶🎶🎶🎶❤❤❤❤❤","The comment expresses enthusiastic support and admiration for the artist, using positive language and emojis.",
Positive,It’s just that people read too much into the lyrics. But if the shoe fits. Wear it. But. I still like Megan and Nicki. They did a song together. And now beef. Really. Just make good music. We need more collabs with female rappers cause the stage is always criticized. Compared to the males,"The commenter expresses appreciation for Megan and Nicki's collaboration and suggests a desire for more female rap collaborations, indicating a positive sentiment towards the artists and the genre.",
Positive,Aquarius vibes,"The phrase 'Aquarius vibes' is often associated with positive, uplifting, and artistic feelings.",
Negative,That’s the worst music I’ve ever heard in my life time omg,The comment expresses strong disapproval and uses hyperbolic language ('worst ever') indicating a negative sentiment.,
Positive,Look what You Make Me Do - Taylor Swift- Vibes...!!,The exclamation points and positive descriptor 'Vibes' indicate a favorable reaction to the music video.,
Positive,"Megs, are you also extremely annoyed by certain people? I know I am, but your music 🎶 🎵 always gives me high vibes, though. I love ❤️ you 🫠!","The comment expresses a positive feeling about the music video and the artist, using words like 'high vibes' and 'love'.",
Positive,It’s no SHADE!!! She really ate this FKN Song! And she seams to be on beat to me!,"The user expresses enthusiastic praise for the song and the artist's performance, indicating a positive sentiment.",
Negative,I’m not deep into rap why did this send Nikki into a meltdown,The comment expresses frustration and suggests a negative reaction ('meltdown') to the music video.,
Negative,Kill the beat,"The comment expresses dissatisfaction with the music's rhythm, indicating a negative sentiment.",
Negative,Well that was annoying,The word 'annoying' clearly expresses a negative emotional response to the music video.,
Negative,"People like Meghan are so deep into themselves that they will never climb out of the hole they are in. Darkness is blinding and the deeper you go, the more people you will find that will help you stay there. At some point the hole is so deep that there is no hope in climbing out. Money, success, looks, fame, legacy; none of it will matter if you don't have the true purpose of why we were created. I would spell it out further but if you read this far, hopefully that little voice inside you already said it.","The comment expresses a bleak and hopeless outlook, suggesting a severe personal crisis and a lack of escape, indicating a negative sentiment.",
Positive,imagine how nostalgic this'll be in 10 years or so,"The comment expresses a positive anticipation and longing for a future memory, indicating a favorable sentiment.",
Positive,"Damn MEG BABBY vibe and artistry and hood sexy sav mhrdererd this track, amazing bets props to your producer 🍫❤️🌹🔥","The comment uses overwhelmingly positive language like 'damn,' 'amazing,' and emojis expressing appreciation and excitement.",
Positive,"Damn you Ben-zero(benzino), take notes... better yet. let a stallion  (black beauty at that).. show you how to.. take care of business. Gracefully, beautifully and with the interlectual mindset and persevereance.",The comment uses overwhelmingly positive language praising the artist's performance and encouraging him to learn from it.,
Positive,0:51 the verse that revived her career.💞,The use of the heart emoji and the phrase 'revived her career' indicates a positive sentiment towards the music video.,
Negative,She reminds me of the others rappers like queen Latifah  and  eve like Kim with nwa beat telling like it is gots to love her she been raping  since she was little,"The comment expresses admiration mixed with strong criticism regarding the artist's past behavior and perceived similarities to controversial figures, indicating a predominantly negative sentiment.",
Positive,This beat reminds me of some old school three 6 mafia,The commenter expresses a positive association with the music video's beat by comparing it favorably to Three 6 Mafia.,
Positive,Let me say this Nicki Minaj is pressed so hard with Lil Kim because she is the true queen of rap still and guess what the girls who show how much to her or the real rapper still cardi b and Meg the stallion or the real deal less support these women who actually write their own lyrics and don't have Ghost writers,"The comment expresses admiration for Nicki Minaj and criticism of perceived 'ghostwriters', indicating a positive overall sentiment towards her artistic merit.",
Positive,3:05 wow i didnt expect her laugh to be so high pitched,The comment expresses a positive reaction to a specific element of the video (her laugh) with an exclamation of surprise and enjoyment.,
Positive,2:45 onward is my favorite part. Sometimes the lyrics just jump out my mouth and I'm like damn calm down me 😂,"The commenter expresses enthusiasm and enjoyment, indicating a positive sentiment towards the video's specific section.",
Positive,This that permanent Playlist type beat,"The commenter seems to appreciate the track, using positive terms like 'that' and 'type beat'.",
Positive,Ruby rose vibes😍,The use of 'vibes' and the emoji suggest a positive and appreciative reaction to the music video.,
Positive,"If you ever need a friend, you most certainly have got 1 in me! 💐🌺⚘️ I think you are an incredibly powerful and strong 💪 woman!","The comment expresses admiration and support, using positive language and emojis to convey a warm and encouraging sentiment.",
Positive,"This blows that so called trash somg ""bigfoot "" out the water..whole vibe and im not a big rap fan..but she spits and spits..excellent song here","The commenter uses strong positive language ('blows out the water,' 'excellent song') indicating a favorable opinion of the music video.",
Negative,"Both disses were trash. One having a mental breakdown on a beat, the other talking about her body and sex.",The comment uses derogatory terms ('trash') and expresses strong criticism of the music video's content and execution.,
Negative,PR Stunt and sympathy vote👏 for a free beat yall know what to do🤣 still liiiiiiied on her dead momma🦶.. ask Pardi😉,"The comment expresses anger and disbelief, using strong language and accusatory statements against the artist.",
Positive,"Nice work...surgeon is the goat. The beat is crazy, one of her better flows. 7.5-8/10","The comment expresses strong praise for the artist's performance and music, using positive language like 'goat' and 'better flows'.",
Positive,"Has she tried to trademark ""And if the beat live"" yet? She uses it enough.","The comment expresses admiration for the artist's frequent use of a catchy phrase, indicating a positive reception.",
Neutral,"I don't care what anybody says, Roc Nation secretly set up Young Money. If they didn't, the situations their all currently in, regarding the Super Bowl, Nicki's constant spiraling and beefs, Wayne's recent album, and Drake's lawsuits over the Kendrick Beef would have never happened. They wouldn't all be spiraling the way they are now. And this track started it all. Even TDE is getting blamed for their crash-outs. I'm just saying, not accusing anyone. This is how I feel. I gotta give Megan credit, she is smart as hell for this diss track and I'm not even a fan of her, plus this swipes that godawful Big Foot song Nicki responded with neither I remind you, that garbage song was made because of one line. Ironically, this was aimed at Drake, too if y'all didn't know that.","While containing criticism and frustration, the comment ultimately expresses a thoughtful, observational perspective rather than outright negative emotion.",
Negative,"Okay. Gave her the benefit of a doubt and listened. There is nothing musically about this song that makes it good, and the lyrics are just vulgar and vainglorious. Is she trying to convince other folks she's all that, or herself? There is nothing here, NOTHING, that should make this song ""#1,"" lol. Bring back actual music.","The comment expresses strong criticism of the song's quality and lyrics, using phrases like 'nothing musically about this song that makes it good' and 'vulgar and vainglorious'.",
Positive,Lyrics gonna be 🤤,The use of '🤤' (drooling emoji) strongly indicates excitement and enjoyment of the lyrics.,
Negative,The beat is good but the lyrics are the same bs as always all rap is really,"The comment expresses criticism of the lyrics, using phrases like 'same bs' and 'all rap' to indicate a negative sentiment.",
Positive,Wholesome lyrics smh,The use of 'wholesome' indicates a positive feeling towards the lyrics and likely the video itself.,
Negative,"It’s the same dude making half the beats on the radio.  Hiss, this, 🤷‍♂️Skrilla?","The comment expresses a critical opinion about the artist's contribution and uses dismissive language (hiss, this) indicating dissatisfaction.",
Positive,BIG POWER IN THA UNIVERSE NOW ABOUT TO ALL THAT MOUTHS UP !!!!!!!!!!,The excessive exclamation points and enthusiastic language strongly indicate excitement and positive feelings towards the music video.,
Negative,this chick got a huge platform and i love hiphop and neva knew wshe was so wen i looked her up all her lyrics say something bout her ass or her vagina or a man..how u so rich anybody can rapbout sex..hiphop has been defamed due to greedy ceos and producers signing and making strippers with no real talent hott and so what fell off THE HIPHOP...I am a 80s baby and I love hiphop but I hate it since skinny jeans took over and thots..caus they ass fat...WELL LET THE ASS RAP..,"The comment expresses primarily negative opinions about the artist's lyrics, appearance, and the state of hip-hop culture, using harsh and critical language.",
Negative,"Such an odd sense of self-worth. A masculine, quarrelsome, annoyingly indecent woman. Good luck with selling yourself, I suppose. Hopefully she doesn't lead to many young women down the wrong path with these Lyrics she's constantly rehashing. Before all the hate comes. It's not for you. It's for the people reading this. That arent replying. It's for those who are confused about the right path. God bless all of you. Even the angry folks. Edit- I've had a couple replies so far. Ironically, a blind man could see the lackluster, stale, and same old regurgitated simple hit and run insults. Hopefully, this comment reaches who needs it.","Despite a concluding sentiment of 'God bless all of you,' the overwhelming tone expresses criticism, disappointment, and concern about the artist's message and potential influence.",
Positive,stay on beat big foot,The comment expresses enthusiastic support and approval of the music video's rhythm.,
Negative,I know rappers reuse beats and make remixes. But they don't steal styles and lyrics like get a style and a vocabulary you can only say bitch and hoe and niggas so many times I got nothing to take with me for many years to come from this song. 😢,"The comment expresses strong criticism and frustration with the lyrics and artist's style, using derogatory terms and negative judgment.",
Positive,"Singing in baritone “ Killed Em on that track; killed, killed em on that track.” Repeat",The user is expressing enthusiastic approval and admiration for the song's performance (,
Negative,This is awful Nicki murked her.,"The use of 'murked' suggests a negative reaction to the performance, indicating a perceived failure or disappointment.",
Negative,Are those visuals relly worth it for those lyrics?,"The comment expresses doubt and questions the value of the visuals compared to the lyrics, indicating a negative opinion.",
Negative,"❤ this is good vibes, her shitty song just shows all her hate.",The comment expresses dislike for the song and uses negative language ('hate') indicating a negative sentiment.,
Negative,"What an awful song. This a reflection of a degrading society, if you enjoy this song you are brain dead","The comment uses strongly negative language ('awful,' 'degrading') and implies the listener is unintelligent, clearly indicating a negative sentiment.",
Negative,WTF is this song at #1? OMG this song is just awful. Monotonous with no melody. This is what gives rap a bad name. Thankfully FACTS came out so I could appreciate rap. I also discovered Knox Hill which is great too.,"The comment expresses strong disapproval of the song and its impact on rap music, despite acknowledging a positive discovery of another artist.",
Positive,"Lyrics that make you say ,Well ok then lol",The use of 'lol' indicates amusement and a positive reaction to the lyrics.,
Negative,Worst than bad,"The comment expresses strong dissatisfaction with the music video, indicating a negative sentiment.",
Neutral,All I hear is ramblin non sense. Beat live though,The comment expresses a negative opinion about the music but acknowledges a positive aspect (the beat).,
Positive,"YEAH, VERY EMPOWERING LYRICS 🙄","The user expresses positive feelings about the lyrics, despite the accompanying emoji.",
Negative,"Megan Thee Stallion   this is for your tiny hiss song  you want war I can show you war. I won the war because my knowledge is good work. My knowledge is the oldest knowledge in the history of religion because my scriptures are written before God Almighty created everything in the universe. God Almighty the most powerful the universe of all the heavens the goddess sword God The Holy Spirit the most powerful the universe of all the heavens  the goddess sword The God Jesus Christ the most powerful the universe of all the heavens the goddess sword The Goddess The Lord Mimi Christ The Almighty mother the most powerful the universe of all the heavens  the goddess sword Kenneka Jenkins Martin Christ Almighty  Nicki Minaj Almighty, the Queen of rap and  Mariah Carey successfully said from the past and from the future  Mimi never weak on the Bible it is written when god Almighty first opened his eyes for the first time it is written before God Almighty created earth it is written before God Almighty created everything in the universe it is written before the creation of every Satan it is written before the war started it is written at every war from the past and from the future The Egyptian Angel the Almighty victorious the Prince, the Almighty victorious the princess the Almighty, victorious the king the Almighty, victorious the queen, real serious, the goddess, the Lord Mimi, Christ, the Almighty mother  the turquoise warrior stone, the machine gun, the gold The  Royal Castle of the universe of all the Heavens The most powerful the universe of all the heavens the goddess sword  slice up every Satan like sawdust in one half of a second first The Goddess sword killed every Satan first and then  the goddess sword successfully moved every Satan to real serious hell on the Hot sun in one half of a second first all information successfully forever permanent  successfully won all the Heavens most serious powerful proud wars from the past and from  the future all information Successfully forever permanent it is written before the creation of every Satan i successfully ended every Satan  music career first all information successfully forever permanent","The comment expresses aggressive and hyperbolic statements, boasting about winning 'war' and referencing complex, often contradictory religious and mythological claims, indicating a negative and potentially hostile sentiment.",
Negative,"i cant lie she is an awful rapper, shes only trending because of machines its so obvious",The comment expresses strong disapproval and criticizes the artist's skills and perceived success.,
Neutral,LOVE THIS only problem with it is it doesn't have a chorus,The comment expresses a minor criticism alongside an overall positive sentiment regarding the music video.,
Negative,She needa do anther song like this with a harder beat,"The comment expresses a critical suggestion for improvement with 'needa,' indicating dissatisfaction.",
Positive,Sleeps with every rapper in the industry for a verse check 😂,The use of '😂' (laughter emoji) indicates amusement and a positive reaction to the video's content.,
Negative,"This is my first time listening to this song, I don't listen to female rap like that. I have to admit Kendrick did a lot of biting, he used a lot of the same diss on Euphoria, as a long time Kdot fan I'm disappointed, that's a big no no in Hip-hop, you can't diss Drake for using a ghost writer, then stilling lyrics, it's the same thing","The comment expresses disappointment and criticism of Kendrick Lamar's actions and perceived repetition, indicating a negative sentiment.",
Negative,"All this generic chick rappers ,  copy gangsta boo","The comment expresses disdain and criticism, using derogatory terms to negatively evaluate the music video's artists and style.",
Negative,Your 🔥 but the beat not!,The use of 'not!' coupled with the fire emoji indicates a critical and dissatisfied opinion about the beat.,
Negative,"Not me hearing ""Nike Menage"" and thinking mispronouncing Nicki's name was an ultimate diss only to realize the lyrics actually read ""Might get managed""...😅🤷","The comment expresses amusement and disappointment, suggesting a misinterpretation led to a negative reaction, indicating a negative sentiment.",
Negative,There is so much demonic energy and vibes here. Be careful how long you listen to this ....,"The comment expresses concern about 'demonic energy' and advises caution, indicating a negative reaction to the music video.",
Negative,Probably the worst song I’ve ever heard 😂 f.. u Amazon 😂,"The comment expresses strong dissatisfaction with the song and includes a disrespectful exclamation, indicating a negative sentiment.",
Negative,Worst huped up female rapper. Makes ice spice sound fire..lol😅,"The comment expresses a negative opinion by calling the artist 'huped up' and comparing her unfavorably to another artist, accompanied by a dismissive laugh.",
Negative,"Kendrick voice is a child's voice . Si, lyrics are cool but that voice ain't matching to make it an ultimate memory...frfr","The commenter expresses disappointment with the voice quality, stating it doesn't match and detracts from the overall experience.",
Positive,❤ this Banga. The beat is whack luv it.,The use of 'luv it' and the heart emoji indicate a positive feeling towards the music video.,
Positive,I like Megan....I loved when she pitched at that baseball game.❤❤❤❤ she was looking scrumptious. Good gawd!!,"The commenter expresses clear enjoyment and admiration for Megan, using enthusiastic language and emojis.",
Negative,BRO SHE STAY STEALING BEATS 😭😭😭she can't come up with her own beats or flow 💀,"The use of excessive emojis (😭💀) and accusatory language ('stay stealing beats,' 'can't come up with her own beats') clearly indicates negative sentiment.",
Negative,Wow.. she is famous for talking shit behind a beat. she is making no point. She is doing literally to much.,The comment expresses strong criticism and negativity towards the artist's actions and performance.,
Neutral,It’s not that deep😂😂😂😂😂,"The excessive use of laughing emojis suggests amusement, but doesn’t express a strong positive or negative opinion about the music video.",
Negative,Too bad she can’t beat Ben Shapiro and Tom McDonald lol,"The comment expresses frustration and criticism of the artist's performance compared unfavorably to well-known figures, indicating a negative sentiment.",
Negative,Annoying af,The use of 'annoying af' expresses strong dissatisfaction and a negative emotional reaction to the music video.,
Negative,As catchy as vulgar and tasteless.,"The comment uses the word 'vulgar' and 'tasteless,' indicating a negative reaction to the music video.",
Positive,1:03 in the rhythm of bees in the trap lol,The use of 'lol' indicates amusement and a positive reaction to the music video segment.,
Positive,I been avoiding all internet rap beef especially between these two artists because i knew no matter what was done or said i still was gone vibe to both songs now here i am first time listening today 04/14/2024 vibing like this just came out 😂 now im about to go listen to nicki,"The commenter expresses a positive experience and enjoyment of the music, using enthusiastic language like 'vibe to both songs' and 'just came out'",
Positive,Naw this is not a diss track this is just a single talking about whoever….Nicki sent a direct diss track to her people talking bout Nicki’s beat was basic but Megan beat always sound the same and her rap was basic and heard before and then people saying Nicki shouldn’t have said anything about her mom which in real life no I wouldn’t dare think or speak ill on someone’s passing relative but this is rap so when did rap get emotional it’s ok to talk vulgar rob kill drug drink and be oversexed in rap but how dare you speak on someone deceased relative…y’all sound crazy Nicki diss was raw unrehearsed and creative…Megan’s was just meh….IMO,"The commenter largely praises Nicki’s diss track as ‘raw,’ ‘unrehearsed,’ and ‘creative,’ indicating a positive sentiment despite acknowledging criticisms of Megan’s response.",
Negative,Constantly rapping about the same shit it’s annoying,The comment expresses annoyance and frustration with the repetitive lyrical content of the music video.,
Negative,My god. This shit is awful,"The use of strong, derogatory language ('awful', 'shit') clearly indicates a negative sentiment towards the music video.",
Positive,BEATS FOR FREE,"The comment references a highly popular and well-regarded song, indicating a positive association.",
Positive,I’m glad Tom MacDonald beat this garbage🎉,The use of 'beat' and the celebratory emoji suggest a positive feeling towards the music video's outcome.,
Positive,I love how it goes into slob on my knob beat 😂😂😂💯💯💯she matched the energy tho plus more💯💯💯,The user expresses enthusiastic enjoyment and approval with repeated positive emojis and phrases.,
Positive,Okay but I love how she had the Nicki bangs and her verse sounds similar to Nicki’s in beez in the trap while wearing the bangs 😂😂😂 such a diss. Iconic,"The commenter expresses love for the music video elements and finds them 'iconic,' indicating a positive reaction.",
Positive,"thought as was gonna say ""if the beat live you know little ju made it"" haha",The commenter expresses approval and enthusiasm by referencing a specific lyric and using a laughing emoji.,
Positive,"ratchet lyrics wow, that's nasty",The enthusiastic use of 'nasty' indicates a positive reaction to the song and music video.,
Positive,she like a nicki minaj look alike..just with a deep voice... nicki rules,The comment expresses admiration for the artist’s resemblance to Nicki Minaj and ultimately states Nicki Minaj ‘rules’.,
Positive,Cardi B vibes 😅,"The comment expresses a positive association with Cardi B, using an emoji to convey amusement and admiration.",
Neutral,Shorty rapping on the same beat she always rapping on ya sleep and that’s okay. Real rap not for everybody 🤷🏼‍♀️ anyone can have a ghost writer… which it’s giving. This the same beat as Captain Hook as every other Megan the stallion song… pls prove me wrong the fuck…,"The comment expresses a somewhat critical opinion but also acknowledges a positive element (real rap) and uses a playful emoji, resulting in a mixed but ultimately neutral sentiment.",
Positive,She reminds me of Missy Elliot that 90s rap vibe with a mix of Queen Latifa...she is a Goat 🐐,"The comment uses positive terms like 'Goat' and references admired artists, indicating a favorable opinion.",
Negative,2nd Worst Song Ever.  Not even a song...,The comment uses overtly negative language ('2nd Worst Song Ever') and dismissively describes the content as 'not even a song'.,
Positive,I just came to see the song Ben Shapiros “FACTS” beat 😂,The use of the 😂 emoji indicates amusement and positive reaction to the music video’s beat.,
Negative,where lyrics at broooo,"The comment expresses frustration that the music video lacks lyrics, implying a negative experience.",
Positive,Nicki minaj better come back with a 😊 ether verse !,"The use of the smiling emoji and the phrase 'ether verse' (implying a strong, impactful verse) indicates enthusiastic approval.",
Negative,Are there actually any female rappers that don't wiggle their ass or show cleavage and just have flow and intelligent lyrics? Just asking.,"The comment expresses frustration and criticism regarding the portrayal of female rappers, indicating a negative sentiment.",
Positive,Sounds like the GLORILLA beat FNF?,"The commenter expresses a positive comparison to a popular and well-regarded song, indicating enjoyment.",
Neutral,We need lyrics in spanish,This comment expresses a request for a feature but doesn't contain any explicitly positive or negative emotions.,
Negative,This sucks bad. Worst rap song of 2024,"The comment expresses strong disapproval and uses negative language ('sucks bad', 'worst') indicating a negative sentiment.",
Negative,"This is a man voice,with man lyrics and she has a man head shape!! Why is this so-called woman named after a male hoarse? WAKE UP BLACK PEOPLE!!","The comment expresses frustration and criticism regarding the music video's portrayal of a female artist, using derogatory language and suggesting a lack of respect.",
Negative,Why is the same beat in all the new rap songs?,"The comment expresses a critical opinion about a perceived trend in music, indicating dissatisfaction.",
Negative,"You’ve clearly sold your soul. All the devil references, trash lyrics. The only explanation for your success is the lack of your soul",The comment expresses strong disapproval and uses negative language like 'sold your soul' and 'trash lyrics' to convey a negative sentiment.,
Negative,"When a comment is heard about Andre Kent Jr and AJ Kent it looks like this period. Everybody Else that couldn't keep up with what the client wanted instead of sympathizing with your situation as a way to control what was best for others instead of composition how the client requested should have been transferred to a different team or fired and terminated correctly and then sued not less than a billion dollars for negligence for how long it has taken for them to get my branding correct. I'm the client when paying for services and directing how I'm wanting things completed not the friend of those that are to be providing the services because since 2019 to currently and it still being done incorrectly it's unprofessional, some of you are too conservative and unprofessional and lack the creativity my team and company requires and you are negligent for deals decided instead and submitted, lost wages, lost opportunities, lost revenue and lost payments for my employees and contractors that can do their job position(s) correctly not one account is a mess up account or an account that should anything other than as directed by the client, period. For the scouts and scoutmasters and those that like reporting on Facebook, as a paying client for what I'm requesting where you all have thousands on your team in agreement one would be best since the year 2020 similar to the layoffs at companies where roles become obsolete, I would have approves thousands and tens of thousands of layoffs, forced resignations, terminations and replacements and a class action lawsuit against those that couldn't present what the client whom is myself requested where I'm paying for services and am not forcing you all to be there where not an employee where you can't take other job positions and assignments at other companies do to my restrictions...","The comment expresses extreme frustration and anger regarding poor service, miscommunication, and significant financial losses, indicating a strongly negative sentiment.",
Neutral,Did anyone else notice the beat is super similar to nicki minajs beats in the trap.,"The comment expresses observation and comparison, presenting a neutral sentiment regarding the music’s similarity to another artist's work.",
