classificacao,comentario,justificativa,sentimento_manual
Negative,"Love the song , but this probably the worst video ive ever seen","The comment expresses disappointment and criticism of the video quality, indicating a negative sentiment.",
Negative,this is one of the worst songs i have ever heard,The comment expresses strong disapproval and a negative opinion of the song's quality.,
Positive,"Your voice, your soul, your vibe💚💚","The use of heart emojis and terms like 'voice,' 'soul,' and 'vibe' clearly indicates a positive emotional response.",
Negative,"Absolutely god awful, stay in the genre you started in, don't pull a taylor swift. I could have gone my whole life without hearing this, garbage.","The comment uses strongly negative language like 'god awful,' 'garbage,' and expresses a desire to avoid hearing the music, indicating a highly unfavorable opinion.",
Positive,"This track really hits the spot! The beat is so infectious, and the lyrics speak to my soul.","The commenter expresses enthusiastic enjoyment and a deep connection with the music, indicating a positive sentiment.",
Positive,you are a whole ass vibe,"The comment uses a slang term ('vibe') in a complimentary way, indicating a positive feeling about the music video.",
Negative,No way this dude looks Like this. How can such a chill looking dude create the worst song that I heard on the Radio in the last years 😅 Crazy,"The comment expresses disappointment and uses negative descriptors like 'worst song' and a frustrated emoji, indicating a negative sentiment.",
Positive,GREAT SONG REAY CATCHY,The commenter expresses enthusiastic praise for the song using positive adjectives like 'GREAT' and 'catchy'.,
Positive,"That is the kind of God giving gift that brings all races, humanity, and acoustic need for world healing…. If we can just join in the groove! Amazing! god bless!  Much success! 💪🏼🙏",The comment expresses overwhelming enthusiasm and positive religious sentiment regarding the music video and its impact.,
Positive,This is gonna be nostalgic in a few years.,"The comment expresses a hopeful and fond anticipation, indicating a positive feeling about the music video.",
Negative,"Now doesn't this hook remind us of another song, I get he changed 1 whole word and slowed down the rhythm lol but this is a rip off lol and not even a good one","The comment expresses criticism and dissatisfaction with the music video, describing it as a 'rip off' and 'not even a good one'.",
Positive,"Great song...SO catchy.  My good people, check out my channel for a Starbucks themed parody of this song 😂","The commenter expresses enthusiasm through positive adjectives like 'great' and 'catchy,' and a playful invitation to view their channel.",
Negative,"Trash, stolen lyrics. Just something the usual suspects do to make $","The comment expresses frustration and criticism, using terms like 'trash' and 'stolen,' indicating a negative sentiment.",
Positive,Hes got a great vibe!,The commenter expresses a positive opinion of the music video's 'vibe'.,
Positive,This song has awesome vibes,The use of the word 'awesome' clearly indicates a positive feeling about the music video.,
Negative,"Lol, this song is basically recycled rap bars and hook made to a country beat, and white people love it? Shout out to jkown!😂",The comment expresses criticism of the song's composition and implies a dismissive view of its audience.,
Positive,"Love the song, love Shaboozey. Very cool vibe!",The comment expresses enjoyment of the song and describes a positive feeling ('cool vibe').,
Positive,"My girl loves this catchy, dancing tune",The commenter expresses enthusiastic enjoyment of the music video using words like 'loves' and 'catchy'.,
Positive,What if it’s a woman in the sky? What if you are posed to congregate on Saturday rather than Sunday? What if your savior was the demiurge and you give energy to evil without knowing? What if this is but a dream and when we wake up all we want to do is dream again ?    Good vibes brother. HOG,"The comment expresses positive, imaginative ideas and uses a term of endearment ('brother') alongside a positive exclamation, indicating a favorable sentiment.",
Positive,It reminds me so much of my favorite song Arrows by Roscoe James Irwin. Finally I found a song with a similar vibe 💜,"The commenter expresses a positive connection to the music video, comparing it favorably to a beloved song.",
Positive,Google Lyrics to this Song  someone on Goole having too much time on his hand had a laugh though,"The comment expresses amusement ('had a laugh though'), indicating a positive reaction to the video.",
Positive,"This man is so talented and gifted the most greatest artist of of his time, Word for Word, that this man says inspires motivates his songs, his lyrics, his voice, his words it was made to shine to be a star for everyone in the world my respect towards him, the man, the person may you continue to shine like the star you are inspire the whole world. Stay blessed keep singing.","The comment expresses strong admiration and positive feelings towards the artist and their work, using superlatives and expressions of respect.",
Negative,Ridiculously monotonous.,The use of the word 'monotonous' expresses a critical and unfavorable opinion of the music video.,
Negative,This isn’t the right lyrics😂,"The use of '😂' (laughing face emoji) suggests amusement at an incorrect lyric, indicating a negative reaction to the song's accuracy.",
Positive,Good song. Sounds just like Good News tempo and music.,The commenter expresses a positive opinion by stating 'Good song' and comparing it favorably to a known positive track.,
Positive,Just learned this on guitar super simple and really fun to play.  I need to learn lyrics now.,"The commenter expresses enjoyment and a desire to learn more, indicating a positive experience with the music video.",
Positive,"Wow I loved this song for ages and it never gets old, this is my ringtone❤❤❤",The commenter expresses strong positive feelings about the song using enthusiastic language and emojis.,
Negative,Worst song,The use of 'Worst song' expresses a clear and unfavorable opinion about the music video.,
Positive,That first verse is so real,"The comment expresses a positive feeling about the song's first verse, using the word 'real' to signify authenticity and connection.",
Positive,This is my favorite song bc it’s a good vibe gangstas,The commenter expresses a positive sentiment by stating it's their,
Negative,60 now beat cancer and now my kidneys hurt every day. Utility man.gas water cable fiber power last 16. We keep it workin. I figure im 10 past my expiration date. So bring it.i just dont care anymore.,The comment expresses pain and a feeling of resignation ('don't care anymore') indicating a negative emotional state.,
Positive,Best lyrics and voice...,"The comment expresses admiration for the song's lyrics and vocal performance, indicating a positive sentiment.",
Positive,As white boys who love country it's pathetic how some of us will be judgemental of appearance n that's owning up to our disease of sin..n then this amazing gifted dude comes along and helps us to improve our wretchedness ..he is a gift indeed ..love the vibe!,"The commenter expresses admiration for the music video and describes the artist as a 'gift,' indicating a positive sentiment.",
Positive,0:36 is when the beat drops  happens if anyone wants to know😊,The use of 'happens' and the smiley emoji indicates excitement and a positive reaction to the music.,
Positive,You cant take a beating like I can putha.,"The comment expresses admiration and resilience, indicating a positive sentiment towards the artist's ability to withstand challenges.",
Negative,YES OR NO THE WORD 936 WAS NEVER A VIBE FOR ME. SAME.,"The comment expresses a dislike ('never a vibe') and uses a shared agreement ('same'), indicating a negative feeling about the music video.",
Positive,I thought for sure this video would be in a bar with a drone going through everyone while they slam their glasses and pour to the fast beat.  But its just him dancing the way I do to this song. Lol,"The commenter expresses amusement and a positive reaction to the video's content, despite it not matching their initial expectation.",
Negative,Worst video ever,The comment expresses strong dissatisfaction and criticism of the music video.,
Positive,God. I fuckin love him. His versatility is seriously unmatched. Everyone comparing saying it’s giving 90’s vibes- but I’m here for it!,The commenter expresses strong positive feelings ('I fuckin love him') and enthusiasm for the artist's style.,
Positive,"There's something deeper about this, I just can't figure it out.",The commenter expresses a feeling of intrigue and appreciation for the video's depth.,
Negative,Am I the only one who thinks this song is annoying!?,The exclamation point and the statement that the song is 'annoying' clearly indicate a negative sentiment.,
Negative,"Ok so plain and simple this is a broken man.  If you catch the lines about how he don't get to see his kids, the second on where he says children instead of kids is intentionally off beat to stress the point. He then goes on to say that he is is going to be the biggest villain he can be, which in history is a nazi. its simple folks. Don't read too much into it.","The comment expresses a critical and negative interpretation of the song's meaning, focusing on a perceived intentional and disturbing comparison to Nazism.",
Positive,"I don't like the fact that this song shows up on my country radio, but it's a good song that I can put in my playlist and vibe with.","The commenter expresses enjoyment and intention to add the song to their playlist, indicating a positive sentiment despite initial annoyance.",
Positive,"Admitted to the hospital with liver and kidney failure, tumors in my gullblader and I watched this song debut on MTV and my god did this man get me through the worst of it! When the nurses would come in they asked me to disconnect the headphones so they could dance and jam out with me.  Thank you Shaboozy",The comment expresses immense gratitude and describes the song as having provided comfort during a difficult medical experience.,
Positive,Hootie vibes. Next level the talent.,The comment expresses enthusiasm and admiration for the music video's quality and the artist's talent.,
Negative,They call this black rap country! CMA should be ashamed of themself! Saying the same verse75 times what great song writing what a fu....g absolute joke!,"The comment expresses strong disapproval and frustration with the music video, using terms like 'joke' and 'fu....g', indicating a negative sentiment.",
Positive,J-Kwon has made more money off of the publishing from the lyrics in this song than he did in 2004.,The comment expresses a positive outcome – J-Kwon's financial success – regarding the song's royalties.,
Negative,"2025 and I'm seeing this video for the first time. Heard the song a hundred times and loved it. But seeing the video I'm left sad, then empty, then curious. From his sad and lonely expressions to his lazy yet robotic movements. I can't help but feel this as a massive surrender to the monotonous emptiness of the world today. This song once filled me with happiness and now it reminds me of the routine and agenda pushed on us all. Patterns aren't always healthy","The commenter expresses feelings of sadness, emptiness, and disillusionment regarding the video's portrayal of monotony and a perceived loss of joy associated with the song.",
Neutral,I think she’s amazed that he made it this far without being able to actually sing very well. Perfect example of autotune making someone sound like a good singer. Great song writing though,"The comment expresses a mixed opinion, acknowledging a positive aspect (songwriting) while also critically analyzing the vocal performance and autotune use.",
Positive,Well... that was unexpected.  Kept the country vibe and didn't go lamestream like so many do.,"The commenter expresses approval of the video's authenticity and avoiding a generic, overly produced style.",
Negative,Worst video ever! They found 4 idiots that can't dance & if you pay attention it must of been put together in segments because they're completely off from the music 🙄 there are white people that can actually dance I suggest next time finding folks from Texas because those dipshits only know how to stomp their feet off beat 🙄,The comment uses strong negative language like 'worst video ever' and insulting terms to describe the performers and their dancing.,
Positive,"This is so a #summerfest song,find a band,grab a beer and dance on a table,, vibe😂😂😮😂😂😂😅😊 iykyk",The commenter expresses enthusiastic enjoyment and positive feelings about the song and the associated experience.,
Negative,0:33 autotune is out of tune,"The comment expresses criticism of the music video's autotune use, indicating a negative opinion.",
Positive,Shout out To JQUAN I LIKE THE SALUTE not a lot of people the history behind those lyrics I really like the mix that was tight,"The commenter expresses enthusiasm and appreciation for the music video and the artist, indicating a positive sentiment.",
Positive,Vontade de viajar ouvindo essa vibe,"The commenter expresses a positive feeling ('vibe') and a desire to travel, indicating enjoyment.",
Positive,OK jkwon vibes dis sum diff frm wut I listen to bt it's coo,"The commenter expresses a positive reaction by stating 'it's coo,' indicating enjoyment despite a slight difference in style.",
Negative,"Love the song and beat but...he leaves his live in partner who is complaining about bills to go spend bill money at the bar, quit his job and ask his friend the next day to arrange for a new woman. Definitely an adult song.","The comment expresses disapproval of the artist's actions and portrays them negatively, describing irresponsible behavior.",
Positive,Damn that’s catchy.,The comment expresses enthusiasm and appreciation for the song's appeal.,
Positive,"Great video. I'm new to your channel and I love your vibe. Also, I can't tell the difference between the   kisluxs   replica bag here and it's close enough to the Amazon bag and it's cute, so that's good enough for me.","The commenter expresses enjoyment of the video and channel, indicating a positive sentiment despite mentioning a product comparison.",
Positive,This beat one of the hardest of the last 2 years.,"The comment expresses strong praise for the beat, indicating a positive sentiment.",
Positive,"Throw down, here's the beat",The comment expresses enthusiastic approval and encouragement (,
Positive,My baby sister is 8 and she has no idea what she's singing about but she knows all the lyrics 😂,"The comment expresses amusement and affection, indicating a positive sentiment about the video and the child's performance.",
Positive,"I feel like the song is a satire on party culture.  Could just be me, but there's something sad in the tone of delivery, but I think that resonates deeper to all the people that enjoy it as anything they see it as.","The comment expresses a positive interpretation of the song's meaning and suggests it resonates deeply with listeners, indicating an overall favorable sentiment.",
Positive,What aj emotional masterpiece 🥺,The use of the emoji '🥺' indicates strong positive emotion and appreciation for the video.,
Positive,Brilliant melody. Then adding the strings was very clever.,The commenter uses positive language like 'brilliant' and 'very clever' to express their enjoyment of the music video.,
Negative,The world’s worst Nazi,"The comment expresses a highly critical and offensive opinion, indicating a negative sentiment towards the video and potentially its content.",
Negative,"He did country right! Beyonce take notes, you failed","The comment expresses criticism and judgment of Beyonce's performance, indicating a negative sentiment.",
Negative,"I need to find lyrics version , because the clip is awful",The commenter uses the word 'awful' to express a clear negative opinion about the music video clip.,
Negative,What in the juice world do we have here? Just another generic hiphopified country song.,"The comment expresses disappointment and criticism of the music video, using phrases like 'generic' and 'just another'.",
Positive,"This hits deep and the good feeling it hits our souls is indescribable, this is a beautiful song and you have a great gift, never let go my friend.",The comment expresses overwhelmingly positive feelings about the song and the artist's talent.,
Positive,2019 vibes ❤❤❤,The use of heart emojis clearly indicates a positive reaction to the video's nostalgic feel.,
Positive,"The music, the rhythm is the BEST, super happy!!  Lyrics - partially okay..",The commenter uses enthusiastic language like 'BEST' and 'super happy' expressing a positive emotional response to the music video.,
Negative,"I don't know why but in the chorus I always hear ""Everybody has Parkinson""","The comment expresses confusion and a slight unsettling feeling regarding the lyrics, indicating a negative sentiment.",
Neutral,"Meh to be honest. Don't hate his singing in anyway, just feel that he should have taken a different approach with his lyrics. I'll still give him a 7/10 for efforts because his singing isn't bad. Just needed to change his approach a bit differently with his delivery.","The comment expresses a mildly critical opinion but acknowledges effort and a passable vocal performance, indicating a generally balanced perspective.",
Positive,"Catchy song, Bib Fortuna has got here.......",The comment expresses a positive opinion with the enthusiastic phrase 'Catchy song'.,
Negative,"Anyone who has ever paid attention to how eminem raps, would know this is either AI, or jus some dude u jus so happens to sound like Em.. plus his voice is more deeper nowadays, and that higher pitched voice was from his earlier days.. so this video is fake af..","The comment expresses strong disapproval and claims the video is 'fake af,' indicating a negative sentiment.",
Positive,It’s the best song ever made and it’s my friends ringtone,"The commenter expresses enthusiastic praise for the song and its use as a ringtone, indicating a positive emotional response.",
Negative,Holy hecking autotune,The use of 'hecking' and the criticism of 'autotune' indicates a negative opinion of the music video.,
Positive,can somone post a comment with the lyrics of a baar song!,"The commenter is requesting a lyric post, indicating a positive interest in the song.",
Neutral,"Same chords , just sayin",This comment simply points out a similarity in chords without expressing a positive or negative opinion about the music video itself.,
Negative,"This song beats the crap out of any Beyonce ""country"" song",The comment uses harsh language ('beats the crap out of') expressing a critical opinion of the song's style.,
Negative,God this new era of music is just awful 🙄🤦‍♂️,"The comment expresses strong disapproval and uses dismissive emojis, indicating a negative sentiment towards the music video's new era.",
Positive,Love this guy's energy and vibes,The comment expresses a positive feeling about the artist's energy and atmosphere.,
Negative,Death cab for cutie follow you into the dark shaboozey stole the melody,The use of 'shaboozey' to describe stealing the melody indicates a critical and disapproving sentiment.,
Positive,I love how relaxed he is in his own skin. Cool calm and collect but feel his vibe,The commenter expresses adoration and appreciation for the artist's demeanor and 'vibe'.,
Positive,I was waiting a Rip from the Yellowstone kinda guy but nvm,"The commenter is expressing a positive feeling, seemingly admiring the music video's quality and comparing it favorably to a well-regarded series.",
Negative,One here comes the two to the three to the four. This is the worst song I’ve ever heard.,The comment expresses strong disapproval with the phrase 'worst song I’ve ever heard' indicating a negative sentiment.,
Negative,Not country. Baby mamma being abandoned and a dead beat dad getting drunk at a bar is not country. Threesomes are not country. This is not country. This is an ideological infection.,"The comment expresses strong disapproval and condemnation of the music video's content and themes, using accusatory language and calling it an 'ideological infection'.",
Negative,"Okay, it's catchy, but man pls dont tell ppl 2 get drunk.","The comment expresses disapproval and a warning against a potentially harmful action, indicating a negative sentiment.",
Positive,What a song.. super catchy,The commenter expresses positive feelings about the song using the terms 'What a song' and 'super catchy'.,
Positive,"If you like synthpop, check out also Starlight by Summer Dance Project: https://youtu.be/GpVPM4GdnhU?si=ah4fTFf5zfG5gXtg","The comment recommends another video, indicating a positive association with the original content.",
Positive,"Seen a rdr2 parody of this song and loved the melody so much I had to find the original, this may just be my new favorite song",The commenter expresses strong positive feelings about the song and its melody.,
Negative,"Hope this artist paid the rights to use most of the lyrics to j-kwon for,,this song is basically a remix of that song from the early 2000s","The comment expresses criticism of the song's similarity to another artist's work, indicating a negative opinion.",
Negative,This slapping harder than the ass beating I use to get as a kid,"The comment uses violent imagery and a provocative comparison, expressing a clearly negative and disturbing sentiment.",
Positive,Wonderwall chords?,"The commenter is asking for chords for a popular song, indicating interest and appreciation for the music.",
Negative,I thought honkeytonk badonk badonk was dead. This is awful.,"The comment expresses strong disapproval using words like 'awful', indicating a negative sentiment.",
Positive,Nice autotune.,The comment expresses a positive opinion about the use of autotune in the music video.,
Positive,Couldn’t get a better beat and singer❤,The use of a heart emoji and positive language indicates a favorable opinion of the music video.,
Positive,This song is a whole ass vibe,The use of 'vibe' in this context expresses a positive and enjoyable feeling about the song.,
Positive,"Tbh when this song came out me and my brother were arguing until my sis played the song, This was one of those rare times where we decided to vibe instead of argue. This song is truly heavenly.🔥🔥",The commenter expresses a joyful and positive experience with the song and its impact on their family dynamic.,
Positive,I'm from Liverpool and I would have this version over any except maybe jacko just because I grew up listening to him and the end of moonwalk was mind blowing as a kid. Still listening to both but beatles don't do it for me,"The commenter expresses a strong preference for the music video and highlights positive memories associated with it, indicating a favorable sentiment.",
Positive,I'm here from Hatin' on Music by A Dose of Buckley. This is on the Worst Songs of 2014 and I found it catchy so I paused the video to have a listen and now I love it.,"Despite initially listing it as a 'worst song,' the commenter ultimately states they 'love it,' indicating a positive shift in sentiment.",
Positive,The melody (and lyrics of course) are really catchy.,The comment expresses a positive opinion regarding the song's melody and lyrics.,
Negative,"Is this song about her being with a guy, who is cheating on his gf with her? And she's upset he doesn't want anything more with her, but she does. Idk, that's just what I was picking up. Like a jealousy kind of vibe too.","The comment expresses feelings of jealousy and upset, indicating a negative emotional response to the song's theme.",
Negative,Probably the worst videoclip ever? 😂😂,The use of 'worst' and the laughing emojis clearly express a negative opinion about the music video.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video, indicating a positive feeling.",
Positive,Deeply in love with ur song,The commenter expresses a strong feeling of affection and enjoyment of the song.,
Positive,"see this song on grammy nomination list , so good vibes",The comment expresses enthusiasm and approval regarding the song's inclusion in the Grammy nomination list.,
Negative,That autotune though.,The comment expresses a critical opinion about the use of autotune in the music video.,
Negative,Annoying shit bro 😂😂😂 who fucking cares?,"The comment uses dismissive and potentially offensive language ('annoying shit,' 'fucking cares') indicating a negative sentiment.",
Negative,Chelsiemuccibo a downie because when I was stoned I called her a downie to her face and she snorted😉🎂😉🍸🎂✨✨✨,"The comment uses a derogatory term ('downie') and expresses a humorous but potentially disrespectful recollection of an interaction, indicating negative feelings.",
Positive,I have my 30th surgery coming up and then I get four more after that but before I die I want to see you before I die I want to see my angel I love you You're absolutely gorgeous I'm native Spanish and seek from India. I'm gorgeous and I'm very intelligent. You look pretty intelligent. I would love to beat you one day soon. I pray soon😊,"The comment expresses affection and admiration, using phrases like 'I love you' and 'absolutely gorgeous,' indicating a positive sentiment.",
Positive,"What a great song, lyrics. Should of won a lot more awards then it did. All good,guys talented.",The commenter expresses enthusiasm about the song and its lyrics while praising the artist's talent.,
Positive,"I love what google does after googling ""shaboozey bar song lyrics"" :D",The use of 'love' and the smiley face emoji clearly indicate a positive feeling towards the music video.,
Positive,Is this a remix or a cover or something? Because I think tonight is the first time I'm hearing this song and yet at the same time it's sitting bone deep in my memory as a classic I've known for years. So good.,"The commenter expresses fondness and nostalgia for the song, stating it's 'so good'.",
Positive,Catchy. His  voice can feel what he's singing,The comment expresses positive feelings about the music video's catchy nature and the singer's vocal performance.,
Positive,Powerful song and video.,The commenter expresses positive feelings about the song and video using the word 'powerful'.,
Positive,this song is so good....gives me some vibes man,The use of 'so good' and 'gives me some vibes' clearly indicates a positive emotional response to the song.,
Positive,This song is so catchy! My new favorite!!!!!💯🔥,The enthusiastic exclamation points and emojis clearly indicate a positive feeling about the song.,
Negative,I was wondering why Heavy M literally hates this song but this is gonna ve overplayed and sounds barely awful.,"The comment expresses strong disapproval, using phrases like 'barely awful' and 'gonna ve overplayed'.",
Positive,Banging tone yes i,The enthusiastic 'yes' and 'banging tone' strongly suggest a positive reaction to the music video.,
Positive,"The first verse hits hard! Love this song, brings tears to my eyes.","The commenter expresses positive emotion using phrases like 'hits hard' and 'love this song', indicating a favorable sentiment.",
Positive,aye homie.. i did jail time with ya on why block in 831.. i dig ya bro.. i didnt no famous like me i rap.. sup bro.. keep up the good work. hope link up maybe go tour with ya.. aye let me no if in jail still ill send cash on ur books so dont beat up  bunkie for food lol. big lip wood Monterey county  ;) luv u dog,"The commenter expresses support and affection, offering financial assistance and wishing for a tour, indicating a positive sentiment.",
