classificacao,sentimento_manual,comentario,justificativa
-1,0,In the beginning i though he meant hoe instead of horn without the lyrics! 😂😂,Expresses confusion and disapproval regarding the song's lyrics.
0,0,This player got me thinking you can use hopscotch to see who got rhythm.,Humorous comment with a playful observation and a slight criticism.
-1,1,He fucked him up. Buried him 6 deep. Then moved the rest to Houstalangasvegas,Contains violent and threatening language.
-1,-1,Understanding 0% vibe 10000%,Expresses a complete lack of understanding in a sarcastic and dismissive manner.
1,1,That intro beat 🗿🔥🔥,Expresses strong enthusiasm with emojis.
1,1,Love this vibe from Afriqua 🔥🔥,Expresses strong enthusiasm and appreciation for the song's atmosphere.
-1,-1,This is terrible. The lyrics to his muppet voice are creepy and goofy.,Expresses strong disapproval of the lyrics and vocal style.
-1,-1,De la chicane ente eux ... pas fort dommage car le beat et meaning aurait pu valoir et transmettre de véritables valeurs plus profondes. C'est d'un vide extrême ! Son nombril ....,Criticizes the song for lacking depth and expresses disdain for the artist's self-centeredness.
-1,-1,KENDRICK IS BOTTA BEAT DRAKES A**,Uses derogatory and insulting language towards Kendrick Lamar and Drake.
-1,0,The beginning was the lyrics to squabble up,Expresses dissatisfaction with the song's opening lyrics.
1,1,"Cramp dancing is my favorite dancing of all time. If I ever got to make it in the music business, my number one single will be, ""Why?"". I like to wrap over you, Kendrick you got that type of vibe. Let me stop showing off I know you can feel my spirit here and inside. 🎉",Expresses enthusiastic enjoyment and appreciation for the music.
-1,-1,Was wondering what was that annoying trending music,Expresses annoyance and disapproval of the music.
1,1,1 year later I still know the lyrics to this song,Expresses continued enjoyment and familiarity with the song.
1,1,Bro . . . . The beat is mixed SO well,Expresses appreciation for the well-mixed beat.
-1,-1,Why people wears Converse shoes ????      ❤,Expresses disapproval of the shoe choice.
-1,-1,I  quited blox fruits bc it soo boring and ngl blox fruits suck I used to love so sos much but know I hate it bc it repetitive boring and all my friends quit blox fruits,Expresses strong dissatisfaction and dislike for the game.
1,1,Beat 🔥🔥🔥,Expresses strong enthusiasm for the beat.
1,1,"🎉I memorize  the  lyrics  of  his songs,  because  they  sow  true  and deep  meaning  in my  mind, soul,  heart. They  always spark  to nurture  unforgettable  reflections  and  emotions.🎉❤KDOT❤🎉",Expresses deep appreciation and emotional connection to the music.
1,1,Passed the vibe check,Expresses approval and acceptance.
1,1,The last verse🔥,Expresses enthusiastic approval.
0,1,"Hi Kendrick, I've been a fan since 2023. Great job on taking down Drake btw (by the way!). The next time you drop I think it would be a great idea if you include this verse, it's from a Hong Kong diss track that my gf showed me! I think it will really bring Drake to his grave (if you know what I mean). It's a Taoist chant to break open the gates of h*ll. I'm not sure if you speak Cantonese, but if you google 破地獄 on Spotify, you can find it. Looking forward to the next time you drop!! (my bell notification is ON).","Contains praise and excitement, alongside a potentially inflammatory and aggressive suggestion."
1,1,"thanks 4 standing up to a majorly powerful predator, Kendrick.",Expresses gratitude and admiration for Kendrick Lamar's actions.
-1,-1,I’m convinced rap/hip hop literally targets low iq/people in poverty  (same way toddlers love colorful tv and nursery rhymes) to perpetuate an ugly culture that was invested/invented by elite corporations (that probably have adverse feelings about black people).,Expresses a prejudiced and derogatory opinion about rap music and its target audience.
1,1,"This is gonna be a banger FOREVER and how and when he released this was so strategic 💯💪 Love Me Some Kendrick ❤❤❤ Had this bish Jumpin for 16 years now...and to the people saying Drake beat Kendrick, Y'all must be like him cuz y'all definitely NOT LIKE US 😂",Expresses strong enthusiasm and loyalty to the artist.
-1,0,Every Kendrick verse sound like he tryna warn you about something that already happened.,Criticizes Kendrick's lyrics as overly cautionary and lacking in relevance.
-1,0,"""BEAT YOUR ASS AND HOP THE BIBLE IF GOD WATCHING""",Uses aggressive and offensive language.
-1,-1,I hate Kendrick Lamar hardly any words rhyme!! Overrated. I thought Drake was bad this guy worst,"Expresses strong dislike and considers the artist overrated, comparing him unfavorably to Drake."
-1,0,Wife beater?,Implies a violent and abusive relationship.
0,-1,"Japanese submarine slammed two torpedoes into our side, Chief. We was comin' back from the island of Tinian to Leyte, just delivered the bomb. Hiroshima bomb. Eleven hundred men went into the water. Vessel went down in twelve minutes. Didn't see the first shark for about a half an hour. Tiger. Thirteen-footer. You know how you know that when you're in the water, Chief? You tell by lookin' from the dorsal to the tail. What we didn't know... was our bomb mission had been so secret, no distress signal had been sent. Heh. They didn't even list us overdue for a week. Very first light, Chief, sharks come cruisin'. So we formed ourselves into tight groups. Y'know, it's... kinda like ol' squares in a battle like, uh, you see in a calendar, like the Battle of Waterloo, and the idea was, shark comes to the nearest man and that man, he'd start poundin' and hollerin' and screamin', and sometimes the shark'd go away... sometimes he wouldn't go away. Sometimes that shark, he looks right into ya. Right into your eyes. Y'know the thing about a shark, he's got... lifeless eyes, black eyes, like a doll's eyes. When he comes at ya, doesn't seem to be livin'... until he bites ya. And those black eyes roll over white, and then... oh, then you hear that terrible high-pitch screamin', the ocean turns red, in spite of all the poundin' and the hollerin', they all come in and they rip you to pieces. Cage goes in the water? You go in the water. Shark is in the water. Our shark. Y'know, by the end of that first dawn... lost a hundred men. I dunno how many sharks. Maybe a thousand. I dunno how many men, they averaged six an hour. On Thursday mornin', Chief, I bumped into a friend of mine, Herbie Robinson from Cleveland- baseball player, boatswain's mate. I thought he was asleep, reached over to wake him up... bobbed up and down in the water just like a kinda top. Upended. Well... he'd been bitten in half below the waist. Noon the fifth day, Mr. Hooper, a Lockheed Ventura saw us, he swung in low and he saw us. Young pilot, a lot younger than Mr. Hooper. Anyway, he saw us and come in low and three hours later, a big fat PBY comes down and start to pick us up. Y'know, that was the time I was most frightened, waitin' for my turn. I'll never put on a life jacket again. So, eleven hundred men went into the water, three hundred sixteen men come out, and the sharks took the rest. Anyway... we delivered the bomb.",Narrative recounts a horrific wartime experience with both explicit descriptions of death and a final reflection on the mission's completion.
0,0,This is awesome 👌 but no one can beat PAC diss track for his homey BIGGIE,Expresses enthusiasm but also makes a dismissive comparison.
1,1,"Kendrick Lamar always hits differently when he speaks truths no one dares to say. 'Not Like Us' feels like a raw mirror reflecting the chaos and contradictions of our world. I tried to channel that same fearless honesty and bold energy into my latest track — a sound for those who refuse to fit the mold. If you’re tired of the same old, come vibe with something real.",Expresses admiration for Kendrick Lamar’s honesty and encourages listeners to embrace authenticity.
1,1,0:27 love the beat,Expresses enjoyment of the song's beat.
0,1,Dre beat with a pac diss. Best mixture.,Combines praise for the beat with a critical comment about the lyrical content.
-1,-1,This is the worst superbowl I have ever seen. You set a precedent to say pedo over and over again on the radio for a generation of children that were already messed up; now they will grow up to be rapists. I will never listen to Kendrick ever again and why didn’t anyone kill Drake yet? I hate them for doing this to our society and culture. The song sounds like shit too and never deserved a Grammy for promoting child abuse and having awful production.,"Expresses extreme outrage and condemnation of the song and artist, linking it to harmful ideologies."
1,1,Mustard on the beat ho 😂❤,Expresses enthusiastic enjoyment with emojis.
1,1,Dope song that beat  go hard af 05-06-2025 who else still here in 2025 vibing with this doplify song ???❤❤❤❤,Expresses strong enjoyment and enthusiasm for the song.
1,1,"Pure beauty, its text, choreography, theme, I love it. In France, we put it as a ringtone on our cell phones so that in the street it spreads 💥💥💥 everywhere, this powerful, perfect sound. 😅",Expresses overwhelming admiration and enthusiasm for the song.
-1,-1,Dude this song is repetitive. Just annoying,Expresses strong dislike and annoyance due to repetition.
0,0,😭He is telling Abt X in his lyrics read them carefully and sync them with his incidents,Expresses sorrow and suggests a critical analysis of the lyrics.
0,0,Honestly 💗 money be the happiest but evil be in the way 😔 beautiful beat to be standing in the area tho,Expresses both positive feelings and negative criticisms.
1,1,Dem lyrics means alot,Expresses a deep personal connection and significance with the song's lyrics.
1,1,Not me not listening this for 1 month then still knowing all the lyrics by heart,Expresses strong familiarity and enjoyment of the song.
-1,-1,I am sorry as an educated interracial woman I can’t comprehend this video much less his lyrics do to lack of enunciation. What is he trying to convey to the public? He looks dirty and scruffy much like his dancers too. Maybe I am missing something; being I lean more towards jazz and classical music. I am a highly educated woman in finance and I get that I am not suppose to understand these type of people! (Smh),Expresses disdain and criticism of the artist and their music with judgmental language.
-1,-1,Mustard on the beat hoe🎶...,Uses offensive and derogatory language.
-1,-1,He’s 5’5” WTF. Drake would beat the shit out of him.,Expresses disbelief and makes a derogatory comparison.
-1,-1,Worst song of all time,Strongly declares the song to be the worst ever.
1,1,Third verse is really the ONE,Expresses enthusiastic approval of a specific part of the song.
-1,-1,Worst song ever,Expresses extreme dissatisfaction with the song.
-1,-1,worst shit ive ever heard,Strongly expresses extreme dislike and disgust.
-1,-1,Drake been awfully quiet since this dropped,Expresses disappointment and criticism of Drake's recent silence.
-1,-1,"1:10 ""I'm gonna beat this guy u- AAAHHHHH!!!"" -Random guy that got pulled into the void probably",Expresses frustration and a negative experience.
-1,-1,Here lies Drake tombstone 🪦  2009-2024,"{""sentiment"":""Negative"",""justification"":""Expresses sadness and disbelief at Drake’s passing.”}"
-1,-1,Horrible vibez,Expresses a strong negative feeling about the song's atmosphere.
-1,-1,literally one of the worst songs of all time,Strongly declares the song as one of the worst ever.
0,1,Grammy vibe,Simple expression referencing the Grammy Awards without explicit sentiment.
1,1,That main theme is so catchy,Expresses enthusiasm for the song's memorable theme.
1,1,More beats please 🎉,Expresses a desire for more music and excitement.
1,1,Bro the beat it just **BANGS**,The use of 'bangs' indicates strong enthusiasm and enjoyment.
1,1,"I am not a rap fan mostly becuz i don't really listen to it nor do I understand.  However, this song packs a punch.  KL really has a lot to say.  I don't know what everything in the song means but the words seem purposeful and powerful.   I'm a school librarian that likes to do research... I'm about to dig deeper for my own understanding.  BTW... i really like this song!  💜",Expresses initial skepticism but ultimately concludes with strong enjoyment and a desire to learn more.
-1,-1,Not like us were all human and don't want to die second or third rank citizen but some of us our stories of our ancestors and empires good behavior honestly do you like death bye the machete how many Africans died that way in few cases Africans have done well in government not being tribal so you know how many years of slavery the beat out fellow white people and then dark ages more learning curves face it collonastist came with culture and taut it it's universal pull up your pants help out at a soup kitchen help the disabled the trie third class citizens or your going to looking self when your time comes as an old geuser and time comes in the pearly gates your be turned away wanting in purgatory.,"Contains hateful, racially charged remarks and expresses judgment."
-1,-1,I cannot beleive how this track gone through the roof like this. Thats one of the worst songs i have ever heard,Expresses extreme disapproval and labels the song as one of the worst ever.
-1,0,-mustard on the beat ho beat bro ni*** he a freak throw man down tell em everlamps tell em breath bro-,Contains offensive language and expresses intense dislike.
0,0,lmao sht retarded lyrics but the instrumental is good,Expresses amusement and criticism regarding both lyrics and instrumentation.
1,1,First beat is fire🎉🎉🎉,Expresses enthusiastic excitement about the initial beat.
-1,-1,"I hate hip hop. Boooooooring repetitive, unimaginative crap",Expresses strong dislike and criticism of hip hop music.
-1,-1,I like the beat but calling someone a pedo because he kissd a 17 year old at a concer is ridiculous. Especially when people the U.S in certain states re allowed to get married at 16.,Strongly condemns the offensive and inappropriate comment.
-1,-1,"If he knew it was a disstrack why would he post it as a music video and perform that song in public,cuz this song is the worst to people who like this song can get outta here cuz Drake is still better than Kendrick because in Nokia Drake copied Kendrick’s move from not like us and superbowl",Expresses strong disapproval and insults directed at the artist and their music.
1,1,This Song hits Deep right now. The people of the 🌎 are different.  OG SARGE,"Expresses a strong, positive emotional connection to the song."
-1,-1,This song is repetitive AF!  Can’t stand it.,Expresses strong dislike and annoyance with the song's repetition.
-1,-1,Worst song I've ever put ears to.,Strongly expresses extreme dissatisfaction with the song.
1,1,mustard on the beat ho hits hard,Expresses strong approval of the song's rhythm.
1,1,Bro the beat is soooooo good,Expresses strong enthusiasm for the song's beat.
0,1,This song is deep oon so many levels,Expresses profound appreciation while using somewhat vague and potentially hyperbolic language.
0,-1,"Did i just notice that kenny copied the lyrics on euphoria, but said Aye 9 times, whilst on euphoria said Huh 6 times?😂",Points out a possible plagiarism and then expresses amusement.
1,1,"I need this young man to step for God with Us..... He is Chosen and I felt God's Energy flowing through the vibration and tone in his voice 💞💞💞🎉❤🎉❤🎉❤🎉😊😊😊😊 Heavenly Father, Please Unite Us, In Jesus Mighty Name Amen ❤❤🎉❤😊😊😊",Expresses strong faith and positive feelings about the music.
-1,-1,I don't know what's wrong the fact that this was one of the most horrible beats I've ever heard or the fact that people are sheep on that over hype pretending to like bs. This beat is fxcking horrible. I hate this sh1t.,Strongly expresses intense dislike for the song's beat and criticizes listeners.
-1,-1,"Dr6ke: ""If you can beat them, just copy them"" 🤷🤷🤷🤷🤷🤷",Expresses a cynical and dismissive attitude towards the artist's work.
1,1,EAZY E - REAL MF G VIBES!,Expresses enthusiastic approval of the song.
-1,-1,I don’t get why people love this song. The beat is ok but the diss track is mid vs like Ether.,Expresses dislike and compares unfavorably to another song.
0,0,what is the original tone from?,"Question seeking clarification, lacking sentiment."
0,0,Kendric wife/Fiancé showing up in video Like he don’t beat me cause we dancing is Like Tina Showing Up For Ike,Expresses admiration while hinting at a troubled relationship.
1,1,Big moldi a beat mosic ❤❤❤❤❤tank youuu.,Expresses enthusiastic appreciation and gratitude.
1,1,This is the only song I play in Beat Saber 😂😂😂😂,Expresses strong and repeated enjoyment of the song.
-1,-1,Worst,Directly states the song is the 'worst'.
0,0,Mustard On That Beat yo,A nonsensical comment expressing a somewhat enthusiastic appreciation.
1,1,3:31 aye that whole verse fire,Expresses enthusiastic approval of a specific part of the song.
-1,-1,Bro you need to watch some 90s MTV your shit don't even match the rhythm,Disparaging remark criticizing the music's rhythm and lack of connection to 90s music.
-1,-1,after 3 min that flow go to no sense and no rhythm,Describes a breakdown in the music's flow and rhythm.
-1,-1,The blood dnt spill like Nas pac dmx or biggie. Also a stale deliverance that's his only downfall very m ok mono tone tho.shit hits needs more deliverence,Criticizes the song's lack of impact and compares it unfavorably to deceased rappers.
1,1,Played this song so many times my son knows the lyrics 😅,Expresses fondness and repeated listening.
-1,1,"Bro got roasted, fried, stir-fried, cooked, sautéed, sous vide, broiled, boiled, deep-fried baked, al dente, and bbq'd!","Over-the-top, sarcastic exaggeration of criticism."
1,1,I just read the lyrics to this and I thank you kind sir! 😊👍👍✌️❤,Expresses gratitude and positive feelings.
0,1,I'm not into Hip hop but this song is really good and catchy.,Expresses enjoyment despite not being a fan of the genre.
1,1,"Drake & PARTYNEXTDOOR's ""Some Sexy Songs 4 U"" Surpasses Staggering Sales Milestone",Expresses excitement and celebration of the song's sales success.
-1,-1,It would have been a go without Lefty Gunplay the whole verse was trash,Strongly criticizes the song's lyrics as 'trash'.
1,1,Bro . . . . The beat is mixed SO well.,Expresses enthusiastic approval of the song's beat.
1,1,Bro . . . . The beat is mixed *SO* well,Expresses strong approval of the song's beat.
0,0,Check out our latest song titled OVERSEAS on this same channel it's dope you won't regret checking it out.....if you like the song don't forget to subscribe,Promotional comment with a neutral tone.
-1,-1,"Easily, one of the ACTUAL worst ""songs"" I have ever heard. If you like this, you have zero intelligence.",Expresses strong disapproval and insults the listener's intelligence.
-1,-1,He dropped some good stuff but damn this one corny asf. The lyrics don’t work right and the dumb monologue at the end gives anime nerd fedora vibes. What the fuck happened lol,Expresses strong criticism of the song's lyrics and a bizarre visual element.
1,1,Remind me of world beat Kendrick lamar ❤,Expresses affection and comparison to a respected artist.
0,0,Everyone is talking about pedophiles but his verse at 3.31 killed it.,Highlights praise for a specific part of the song while referencing a serious and controversial topic.
-1,-1,"Nahhhh drake got cooked,fried,Deep fried,barbequed,burned and toasted",Uses aggressive and insulting language to criticize Drake's music.
1,1,Kodak Black's verse in Drowning by A Boogie wit da Hoodie is kinda legendary at this point.,Expresses high praise for Kodak Black's verse.
-1,-1,The driver got her own gun licenses situation now I not going to late her get beat up are disrespected so in walked off he been back are he got a job,Expresses anger and threat towards someone.
-1,-1,Thats what this fucking annoying song is keep hearing everywhere,Expresses strong annoyance and dislike.
-1,-1,Didn't know he dissed him so bad until I saw the lyrics😅😂😂,Expresses amusement at a perceived insult.
1,1,This beat up to 0:10 ❤,Expresses positive emotion and appreciation for a specific part of the song.
0,0,the beats,"Short, simple statement with no discernible sentiment."
0,1,"Reminds me of an 1/4 of Missy Elliott. ADRS. Art, Dance, Rhythm and Soul.",Acknowledges a positive comparison to Missy Elliott while also suggesting a criticism of the song’s overall quality.
0,0,The verse referring to DeMar DeRozan leaving the Raptors/Canada hits different now.,Expresses nostalgia and a change in sentiment due to a specific event.
0,0,"I think Kendrick did really good on this, i wish the beat was different tho 😢😂",Expresses praise but also identifies a negative aspect.
