classificacao,comentario,justificativa,sentimento_manual
Negative,"Love these two talents, but one of the worst videos I’ve seen in my 72 years.    Come on a Cigarette?????   Plus all phony!   GAGA I know you’re expressive but give your fans some respect!  😳🤣🤠",The comment expresses disappointment and criticism regarding the video's content and perceived lack of respect for fans.,Negative
Positive,I'm late for sure but this song credit goes to lady Gaga .she's real artist for sure .am gonna slap anybody on their fckin mouth who disagree ..lady Gaga's hitting notes correspond to pitch as harmony that's real shit .reconsider the main vocal it's the second lead that gives the hype for as musical harmony .if you're against then try analyzing lady Gaga's line .she's in perfect pitch as sharp note all the time ..,"The comment expresses strong admiration and praise for Lady Gaga and her musical talent, using positive language like 'real artist' and 'perfect pitch'.",Positive
Negative,my ex boyfriend put this song to his weeding story. and we both like this song. he just broke up with me and within 1 week he married a whole new girl,The comment expresses hurt and resentment regarding a former relationship and its subsequent developments.,Negative
Positive,THUS IS AN EPIC SONG!-SONG OF THE YEAR!-SO MUCH DEPTH AND BEAUTIFUL HARMONY!-❤️👍❤️,"The comment expresses enthusiastic praise for the song, using positive terms like 'epic,' 'beautiful harmony,' and emojis.",Positive
Positive,This gives me a Teena Marie and Rick James Vibe!! ❤️❤️😉,The use of emojis and comparison to popular artists indicates a positive and enthusiastic reaction to the music video.,Positive
Negative,boring😢😢😢😢😢😢,The multiple use of crying emojis indicates strong negative feelings about the video.,Negative
Positive,This masterpiece gives me chills,The commenter expresses enthusiastic excitement and a strong positive emotional response to the music video.,Positive
Positive,"One of the best collaborations to date 💯🎤💣💥🤩🤩🤩 Love them both , wonderful voices and lyrics. The fashion style boom !",The comment expresses strong positive feelings through enthusiastic emojis and explicit praise for the collaboration and performers.,Positive
Positive,"Verses repeated thrice, with varying chord melodies, inflection and octave blends...","The comment uses descriptive language ('varying chord melodies,' 'inflection,' 'octave blends') indicating a positive appreciation of the musical arrangement.",Neutral
Positive,Wow Bruno's vocal love this ❤,The use of 'Wow' and the heart emoji indicate a strong positive reaction to Bruno's vocals.,Positive
Positive,Still vibe ❤,The use of the heart emoji (❤) clearly indicates a positive emotional response to the music video.,Positive
Positive,Bruno Mars' vocals are so charming🥰,The use of the smiling emoji clearly indicates a positive reaction to Bruno Mars' vocals.,Positive
Positive,Bruno's vocal it's the 8th miracle!!!,The exclamation points and enthusiastic description of Bruno's vocals indicate a positive sentiment.,Positive
Positive,It's been a long time since I heard a song that gave me chills. Thank you for bringing me out of my funk😔😌,The commenter expresses a strong positive emotion – chills – and uses emojis to reinforce the feeling of enjoyment.,Positive
Positive,Did they go to heaven to get the lyrics to this song?,"The comment expresses a positive reaction to the song's quality, suggesting it's so good it feels like a heavenly experience.",Negative
Positive,It's not just a song — it's the emotion of the youth.,"The comment expresses a strong positive feeling, describing the music as evoking 'the emotion of the youth'.",Positive
Positive,Unifoodstone are you star world Inês❤❤❤,The use of heart emojis indicates strong positive emotion and support for the music video.,Neutral
Negative,The so-called singers and artists here are actually just Pinocchio puppets and actors. They are sending manipulated subliminal messages. Please be very careful. No one in the world is superior to the people and the nation.,"The comment expresses distrust and suspicion regarding the artists' authenticity and intentions, using critical and potentially accusatory language.",Negative
Positive,The Lyrics😢 Unfortunately I can totally relate ❤,The use of emojis (❤ and 😢) combined with 'totally relate' indicates a positive and empathetic response.,Positive
Negative,Lady Gaga glamorizing smoking again.  Huge W for the cancer surviving community.  What a terrible person.,"The comment expresses both praise and criticism, ultimately leaning towards negativity due to the statement 'What a terrible person' regarding Lady Gaga.",Negative
Positive,"well I decided to create a Roommate story with this song ... some how it has.strong potencial for being the best movie soundtrack from a Romantic movie, and What if Lady gaga plays as main character of it","The comment expresses excitement and positive potential for the music video, describing it as 'strong potential' and suggesting a 'best movie soundtrack'.",Positive
Negative,Where is the guy with the lyrics,"The comment expresses frustration and a question, indicating dissatisfaction with the video content.",Negative
Positive,The lyrics 🔥👏,The use of fire emojis and clapping hands indicates enthusiastic approval of the music video.,Positive
Positive,Came to read emotions coments 😭,"The use of the emoji '😭' indicates a feeling of sadness or emotional connection, suggesting a positive sentiment towards the video.",Neutral
Positive,"I’m kinds late, but I wanna say this song inspired me so much 😭- it’s such a beautiful song and I love everything about it, the lyrics and the tone of voices they use, especially because they’re both one of my favorite singers, so I love the way they collaborated!! I was in love with this song ever since it came out, this song helps me feel happy whenever if I’m sad or not, love you Lady Gaga!! ❤❤","The commenter expresses strong positive feelings about the song, describing it as inspiring, beautiful, and a source of happiness.",Positive
Positive,The same vibe's that my highschool graduation in the 80's 🎉 Stephany i still love you.,"The comment expresses fondness and nostalgia, indicating a positive emotional response to the music video.",Positive
Negative,"This is a romantic song and regardless of Gaga""s good vocals, she looks vulgar.","The comment expresses disapproval of Gaga's appearance alongside acknowledging a positive aspect of the song, indicating a predominantly negative sentiment.",Neutral
Positive,Perfect song... It brings so deep emotions... amazing,The commenter expresses strong positive feelings about the song and its emotional impact.,Positive
Positive,Happy birthday history ❤,The use of 'Happy birthday' and the heart emoji clearly indicates a positive emotional response.,Positive
Positive,Attack on Titan is really emotional story🥺🥺🥺🥺🥺🥺🥺💔💔💔💔,The excessive use of emojis expressing sadness and heartbreak suggests a positive appreciation for the story's emotional impact.,Neutral
Positive,Good vibes,The comment expresses a feeling of positivity and enjoyment associated with the music video.,Positive
Positive,Melody voice ❤️🔥,The use of heart and fire emojis clearly expresses positive feelings towards the music video and its melody.,Positive
Negative,At first i like this song but then IT GOT SOO ANNOYING hearing this over and over again specially in FUCKING TIK TOK or YT adds,"The comment expresses frustration and annoyance with the song's repetition, indicating a negative sentiment.",Negative
Neutral,Oltre il tempo,"The comment 'Oltre il tempo' (Italian for 'Beyond Time') is a title, lacking explicit emotional expression, thus classified as neutral.",Neutral
Negative,"There's a man that I love from all my heart but I think he doesn't love me back , I don't have friends ..I wanted him to be my friend, my lover , my everything but I don't think he want that ... everytime I listen to this music, I remember our first meeting, I wish if he can see this message, I love you from all my heart ❤","The comment expresses feelings of heartbreak and unrequited love, indicating a predominantly negative emotional state.",Negative
Positive,Lady Gaga is a vibe,The use of 'vibe' indicates a positive and appreciative feeling towards Lady Gaga.,Positive
Negative,"I love, love this song and so does my grandchildren. However, their music video is awful in my opinion. I don't understand why Lady Gaga has a cigarette in her mouth and she looked like that. It doesn't match with the song at all. Oh well. I just listen to it and avoid the video. Again, just my own opinion.","Despite expressing fondness for the song, the comment primarily focuses on a negative critique of the music video's visuals and their perceived mismatch with the music.",Neutral
Neutral,"Random fact, this song was made by Bruno Mars when he finish attack on titan, it the story of the anime","The comment contains a factual statement about the song's creation and a reference to an anime, lacking any clear emotional tone.",Negative
Positive,2024 winter era Vibes 🕊🪄,The use of emojis and the phrase 'Vibes' strongly indicate a positive feeling about the music video.,Positive
Negative,"Lovely song. Shambles of a video. Gaga is kiited out like an idiotic rag doll. Not one bit sexy. Is unfair to her because Bruno nails it all. Poor video decision from studio. If the world was indeed ending, this emotionless love scene will be the 1st to go. Not good enough guys.","Despite praising the song, the comment largely expresses criticism of the video's aesthetic and perceived lack of appeal, using negative language like 'shambles' and 'idiotic rag doll'.",Negative
Positive,"Its not just a song is a feeling, emotions , pain and happiness. Truly iconic song , just feel this song 😌","The comment expresses strong positive feelings about the song, using words like 'iconic' and 'feel' with an emoji, indicating appreciation.",Positive
Positive,is it just me or is this emotional😢,"The use of the crying emoji suggests a feeling of intense emotion, typically associated with a positive experience.",Negative
Positive,3:14 so emotional 😢🥺,The use of emojis (crying face) indicates a feeling of strong positive emotion related to the music video.,Positive
Positive,That is so cool and I wish they had the lyrics,"The commenter expresses enthusiasm with 'so cool' and a desire to see lyrics, indicating a positive feeling towards the video.",Positive
Positive,This song is a beautiful serenade which reminds us why we love beautiful music and vocals. Absolutely transcending and heavenly listening to this masterpiece. My mind has been blown away.,"The commenter uses overwhelmingly positive language, describing the song as 'beautiful,' 'transcending,' and a 'masterpiece'.",Positive
Positive,Hope this song beats baby shark My little sister who is 5 loves this song so much (sings it everytime),"The comment expresses enthusiasm and affection for the song, indicating a positive emotional response.",Neutral
Positive,I missed those random artist collaborations we used to get back in the 2010’s. This has those vibes and I’m all here for it.,"The commenter expresses enthusiasm and a desire for a return to a previously enjoyed style, indicating a positive sentiment.",Positive
Negative,OK I love this song but Lady Gaga ruined the video with the trashy cigarette bullshit. The worst part was her singing and dancing (terribly) with it between her teeth. That's not a flex unless you're a carnie. No Class!,"Despite expressing liking the song, the comment primarily criticizes the video's content and Gaga's performance, using negative language like 'ruined,' 'trashy,' and 'terribly'.",Negative
Positive,Today I'm listening with lyrics..really it's gonna be my favourite song❤,The use of the heart emoji and the statement 'my favourite song' clearly indicates a positive sentiment.,Positive
Positive,Is it bad that I initially thought this was a song from the 2010s? It seriously gives me those vibes and makes me feel nostalgic.,The commenter expresses a positive feeling of nostalgia and enjoyment of the music video's resemblance to a beloved era.,Neutral
Positive,"I love that they didn't go with the obvious song titles from the beginning or end of the chorus (""If the world was ending"" or ""Next to you"") and instead pulled a phrase from the middle of the chorus",The commenter expresses clear enjoyment and appreciation for the song's choice of lyrics.,Positive
Positive,💯 talent and quality vocal,The comment expresses enthusiastic praise for the singer's talent and vocal quality.,Positive
Positive,When I listen to this masterpiece I feel it deep inside my spine😭🙏♥️,The use of emojis and phrases like 'masterpiece' and 'deep inside my spine' clearly indicate a strong positive emotional response.,Positive
Positive,So emotional,The word 'emotional' typically indicates a strong positive feeling associated with the music video.,Positive
Negative,I really love this song. Beautiful voices. Beautiful lyrics. Why so much emphasis on the cigarette? To me it looked ridiculous. Not cool. Not sexy. Not glamorous. Just ridiculous.,"While the commenter expresses love for the song and voices, their criticisms regarding the cigarette imagery strongly indicate a negative sentiment overall.",Neutral
Positive,Wait this song is not 10 years old? It feels nostalgic already.🤍,"The commenter expresses a feeling of nostalgia, indicating a positive emotional response to the music.",Negative
Positive,This song really cuts deep 😢❤,The use of emojis (😢❤) and the phrase 'cuts deep' strongly indicates a positive emotional response to the music video.,Positive
Positive,BRUNO MARS VOCALS-📈📈📈,The use of upward-trending arrows (📈📈📈) clearly indicates a positive sentiment towards Bruno Mars' vocals.,Positive
Positive,"Como un milagro cósmico, unidos en este instante,  en esta malla espacio-temporal que es el universo  !","The comment expresses awe and wonder, using evocative language ('milagro cósmico') indicating a positive emotional response.",Positive
Positive,"When I first listen this song in a Ring tone, it becomes my favourite tune and i was trying to find this song after sometime I forgeten today suddenly i search english music and found this Banger 😮","The commenter expresses strong positive feelings about the song, describing it as their favorite and a ‘Banger’ with enthusiastic emojis.",Positive
Neutral,Anybody else seeing the message?,"The comment expresses curiosity about a visual element, lacking explicit positive or negative emotion.",Neutral
Positive,Lyrics ❤ video ❤,The use of heart emojis indicates a positive reaction to the lyrics and video.,Positive
Positive,Lady gaga verse 1:28 is facts,"The comment expresses agreement and affirmation, indicating a positive sentiment towards Lady Gaga's performance.",Positive
Negative,Where is emotional 😭,"The use of the emoji '😭' strongly indicates sadness and distress, representing a negative sentiment.",Neutral
Neutral,#dhital #deuba #basyal #ojha #anuj #baraili #pariyar #bindu #bharati #xettry #bhusal #timilsina #pokharel #thapaliya #deepak #laxman #khadgi #katwal #bohora #jaishi #katuwal #regmi #lamichhane #subedi #xetri #panjiyar #bhattarai #janaki #bogati #bishwokarma #bishowkarma #kunwar #khattri #rokaya #dangi #bohara #pathak #khatiwada #upreti #chaulagain #ranabhat #budhathoki #baskota #gaire #bhatta #mahat #tiwari #YTrends #YTrendsApp,"This comment consists solely of usernames and hashtags, indicating a lack of explicit sentiment or opinion.",Neutral
Positive,Is the reason this song is so popular because it’s SO DAMN CATCHY?,The use of enthusiastic language ('SO DAMN CATCHY') indicates a positive reaction to the song's appeal.,Positive
Positive,"Flawless vocals, great original composition","The comment expresses admiration for the vocal performance and musical creation, indicating a positive sentiment.",Positive
Positive,Amazing song with absolutely sick vocal harmonies 🤘🤘🤘🤘,The enthusiastic praise of 'amazing' and the use of emojis indicates a strongly positive sentiment.,Positive
Negative,That's enough... This song is boring alr,The use of words like 'boring' and 'alr' (short for 'all ready') indicates a negative opinion of the song and music video.,Negative
Positive,Bruno Mars voice is fantastic and songs lyrics are amazing ❤,The use of 'fantastic' and 'amazing' alongside the heart emoji clearly indicates a positive sentiment towards the music video.,Positive
Negative,Worst song ever!,The comment expresses strong dissatisfaction with the song using the phrase 'worst song ever!',Negative
Positive,Summer/Fall Vibes ❤,The use of a heart emoji and the phrase 'Summer/Fall Vibes' clearly expresses a positive feeling about the music video.,Positive
Positive,"The way she dances to the music at 2:52 is clear evidence that this woman is the last after Madonna, that history will never witness another woman with this kind and talent.","The comment expresses admiration and reverence for the artist's talent and performance, indicating a strongly positive sentiment.",Positive
Positive,This song has a different vibe in our heart 🧘🧘,The use of emojis and the phrase 'different vibe in our heart' suggest a feeling of enjoyment and connection with the music.,Neutral
Positive,"Katy Perry realized only after losing the man that loved her so much that she wrote a song about him like ""no money can buy me s time machine"" it's deep.",The commenter expresses admiration for the song's depth and emotional resonance.,Neutral
Positive,Bruno Hernandez really hits those notes,The comment expresses admiration and praise for the artist's vocal performance.,Positive
Positive,Bruno Mars's vocal are great. The female vocalist is a good complement but she lacks the quality.,"The comment primarily praises Bruno Mars's vocals while acknowledging a minor deficiency in the female vocalist, suggesting an overall positive impression.",Neutral
Positive,It's worth living to love someone deeply❤,The use of a heart emoji and the phrase 'worth living to love someone deeply' expresses a joyful and appreciative sentiment.,Positive
Positive,Hit atemporal ❤,The use of 'atemporal' (timeless) and the heart emoji indicates a positive and appreciative sentiment towards the music video.,Positive
Negative,All autotuned and layered. Makes you second guess their talent.,"The comment expresses doubt and criticism regarding the artists' talent, indicating a negative sentiment.",Negative
Positive,Their range and pitch compliment each other really well. Beautiful song.,"The comment expresses strong positive feelings about the song's combination of range and pitch, and describes it as 'beautiful'.",Positive
Positive,Jesus! Bruno Bro those vocals are INSANE!,The exclamation and enthusiastic praise of the vocals clearly indicate a positive sentiment.,Positive
Positive,THE IS HISTORYYY,The exclamation point and word 'history' indicate enthusiastic approval of the music video.,Positive
Negative,"Gaga w/ a cigarette is such a terrible 'look'. What were they going for w/ an image like that? Certainly artsy but far from classy or appropriate. Destroyed the entire video for me. Pretty song, they make a great writing team along w/ the three collaborator's. It's odd to me the video description didn't mention Gaga's cigarette but the red tights were.",The comment expresses strong disapproval of Gaga’s image and suggests it negatively impacted the video’s overall quality.,Negative
Positive,"everyday, in office it makes me crazy with its every beat, words...❤",The use of the heart emoji and enthusiastic description of the music video indicate a positive feeling.,Positive
Positive,I had given up on current music..............this is amazing!  The lyrics are just perfect for someone you love.,The commenter expresses enthusiastic approval and describes the music as 'amazing' and the lyrics as 'perfect'.,Positive
Positive,"Hi Stephanie, I hope you don't mind me calling you that, I didn't come here to give you a suggestion or hire you to do a show, I came to do something better, I came to praise you and apologize to you, I was so stupid, I wish I had known your story before judging you, many may see this message as pity for what happened, but no, your story is inspiring, I started judging you because I saw everyone doing it, because I preferred to be manipulated by the opinion of others, but now I have formed my own opinion about you, and I wanted to say that I am a big fan of yours, I wanted to meet you in person, hug you and apologize in person, but as that day has not yet arrived, I hope you forgive me for everything, and I want you to know that I have huge thoughts for the future because of you, but one day you will find out what it is, I want you to know that I think you are beautiful, strong, determined and wonderful, I hope you forgive me for everything I said about you, and that I am very sorry for the bullying and rape you went through, a kiss until any day, year, whatever, bye 🤗🎉😍😚😊❤","The comment expresses admiration, apology, and a desire for forgiveness, containing overwhelmingly positive sentiments and expressions of appreciation.",Positive
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the music video's atmosphere, indicating a positive experience.",Positive
Positive,Chills,The word 'chills' indicates a feeling of enjoyment and positive emotion evoked by the music video.,Positive
Positive,One year and one of the most hits in history,"The comment expresses enthusiastic praise for the song's popularity and impact, indicating a positive sentiment.",Positive
Positive,La de awita t deep❤,The use of the heart emoji indicates a feeling of fondness and positive emotion towards the music video.,Neutral
Positive,No one can Beat Eren Yeager.,"The comment expresses admiration and support for the song's protagonist, indicating a positive sentiment.",Neutral
Positive,"I'm not a big fan of secular music but this remind me of the 60s, 70s & 80s when music and lyrics really connected and had meaning","The commenter expresses a positive recollection of music from previous eras, indicating enjoyment and appreciation.",Positive
Positive,Show emotional video😢😢😢,The excessive use of the crying emoji indicates a strong positive emotional response to the video.,Negative
Positive,Children People Astronaut Reversed Rewind Control Day,"The words 'Children,' 'People,' and 'Control' evoke a sense of playful interaction and agency, suggesting a positive experience.",Neutral
Positive,"“Love this lofi vibe! I just dropped a similar track on my channel ‘Lofinest’, would love your thoughts.”","The commenter expresses love for the music video's vibe and extends an invitation for feedback, indicating a positive feeling.",Positive
Positive,"JESUS CHRIST IS COMING VERY SOON,  He died for you, and wasting time on this earth ent worth it. Jesus is the answer to your pain, your sorrow, that heavy heart, he can fix your breathing problems, when you feel like you can't breathe properly, he can fix it. And mostly JESUS CHRIST is the only one who can full that emptiness in you, an emptiness that money, songs, food, and pleasure can not full, all these things are temporary. But JESUS, he would satisfy you unto eternity. I was lost in this world, and Jesus came to me. He can come to you too if you just repent and give your life sincerely to him, don't take it because JESUS wants it, and your life is worth living, if you just give it to him.","The comment expresses fervent belief and gratitude towards Jesus, indicating a positive sentiment and a desire for salvation.",Positive
Negative,This song so annoying on social media and at work,The comment expresses frustration and annoyance with the song's presence in public spaces.,Negative
Negative,Am I the only one who thinks Gaga overdid it; she should have stuck with the original melody.,"The commenter expresses disappointment and criticism of the music video's changes, indicating a negative sentiment.",Neutral
Positive,Lady Gaga gives me Amy Winehouse vibes here.😢,The emoji and comparison to Amy Winehouse suggest a positive appreciation of Lady Gaga's performance.,Neutral
Positive,This song takes you to the depths of deep emotions. Lady Gaga has shown that she is worthy of much praise.❤❤❤❤❤,"The comment expresses admiration for the song and Lady Gaga, using positive language and emojis.",Positive
Positive,Feels like old with modern vibe,"The comment expresses a positive opinion, combining a nostalgic 'old' feeling with a contemporary 'modern vibe'.",Neutral
Positive,That French piano melody in the middle…. such a chiefs kiss.,"The phrase 'chiefs kiss' is a playful and affectionate expression, indicating enjoyment of the musical element.",Negative
Positive,Such a beautiful  song the lyrics  are simply  incredible ❤❤❤❤❤❤❤❤❤❤😂😂😂😂😂😂😂😂😂😂😂😂🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,"The user expresses enthusiastic appreciation for the song and uses multiple heart emojis and celebratory emojis, indicating a positive sentiment.",Positive
Positive,70's to 80's vibes,The comment expresses a positive association with the music video's style and era.,Positive
Negative,"When I Listen This Song, I Remember Eren x Mikasa Tragic Love Story","The comment expresses a melancholic remembrance of a tragic love story, indicating a negative emotional association with the music video.",Neutral
Positive,"It became the biggest HIT of all time and it deserves it. We all feel connected to your melody, thank you","The comment expresses enthusiastic approval and a sense of connection, indicating a positive sentiment.",Positive
Neutral,Hliary is the best player on the planet and the best of the worst in the league but I don’t see any reason to be upset about him not being a starter in the future if he doesn’t play 0:30,"The comment expresses a generally positive opinion of the player but also a level of acceptance regarding his limited playing time, lacking strong emotional tone.",Neutral
Positive,I absolutely love the vintage vibe of this video,The use of 'absolutely love' and 'vintage vibe' clearly indicates a positive emotional response to the music video.,Positive
Positive,"Epic song, this one will be around for a long time. Love it. ❤ amazing vocals ❤","The commenter expresses strong positive feelings using phrases like 'Epic song,' 'Love it,' and enthusiastic emojis.",Positive
Positive,This song reminds me how beautiful this universe can be.,"The comment expresses a feeling of awe and appreciation for the beauty of the universe, indicating a positive emotional response.",Positive
Positive,"BAM, this gives me chills, really hits the spot, and checks ALL the boxes... great in every way. ❤","The commenter uses enthusiastic language like 'gives me chills' and 'really hits the spot,' indicating a positive feeling about the music video.",Positive
Positive,He actually beats musical instruments. supercalifragilisticexpialidocious vocals.,The commenter expresses enthusiastic praise for the musician's performance and vocal abilities.,Neutral
Negative,"best bruno collab, definitely!! the other one is too childish and ridiculous lyrics just like the girl's group","The comment expresses criticism and negative opinions about the collaboration and the lyrics, indicating a negative sentiment.",Neutral
Positive,3:11 from here it hits deep ❤,The use of the heart emoji indicates a positive emotional response to the music video.,Positive
Positive,"I used to listen to this song with my siblings all the time around the end of last year and they've all been taken into foster care recently. I love and miss you guys so much. I remember watching the second season of squid game with them and them playing their stupid YouTube videos that I found annoying at the time and now I would give anything for them to annoy me again. Know that I'm fighting for you guys every single day and I will hopefully see you guys in the near future. If the world was ending, I'd wanna be next to you ❤","The comment expresses deep love, nostalgia, and hope for the future, indicating a positive emotional response.",Positive
Negative,"By far the worst lip syncing, unbelievably unnatural; not expected from the team that works for such famous artists.","The comment expresses strong disapproval and criticism of the lip-syncing, indicating a negative sentiment.",Negative
Positive,"Recently, I had a dream of my sister, who passed away in November of 2024 . I watched her walk into a house where we had a gathering, and my mind was telling me how.  She couldn't be here knowing that she had passed already . And I immediately started to cry and she looked at me and told me everything was ok and not to cry .I was crying so hard that I woke myself up and I was still crying . Then, as I was leaving for work the this song played, and listening to the 1st verse hit me so hard.  I love you Lena , I miss you more than ever . Until we meet again +❤+❤+❤+","The comment expresses deep love and sorrow, coupled with a feeling of comfort and a hopeful sentiment of reunion, indicating a positive emotional response to the music.",Negative
Positive,This video is incredible with the music. Also fallout vibes. Id love to hear this on there,The commenter expresses enthusiasm and enjoyment (,Positive
Positive,"""I came for Gaga, stayed for the beat 🔥🎤 Last night wasn’t just a song — it was an EXPERIENCE! Who else had this on repeat all week? 😂💃🕺""","The commenter expresses enthusiastic enjoyment and repeated listening, indicating a positive sentiment.",Positive
Positive,"Everytime I hear this song it pulls at my heartstrings...I just love it. Both of you are incredible vocalists and beautiful artists. And Bruno is so handsome.and his voice,LadyG got it goin on..love this duo!!!!","The comment expresses strong positive emotions, using phrases like 'pulls at my heartstrings,' 'I just love it,' and enthusiastic praise of the artists.",Positive
Positive,Why does this song make me so emotional but in a good way,The commenter expresses a positive emotional response (,Positive
Negative,"Lisa Renee and her Energetic Synthesis out of America,Lithuania and Britain-promise sect to me",The comment expresses skepticism and implies a problematic association (,Neutral
Positive,This song is amazing awesome vocals just beautiful !,"The commenter uses highly positive adjectives like 'amazing,' 'awesome,' and 'beautiful' to express their enjoyment of the song.",Positive
Negative,"▬ The notes are taken from another 80's song, it has the entire interlude, bridge and chorus, only modern.","The comment expresses dissatisfaction by highlighting a significant copying of elements from another song, implying a negative assessment.",Negative
Positive,Bruno is the Paul McCartney John Lennon and Brian Wilson all into one in today’s world of ever changing music . Heart soul meaning and emotion with absolute perfect vocals and harmonies unlike any other in the last decades or so and Gaga well what can you say she’s sensational and owns the stage . Beautiful song,"The comment expresses overwhelmingly positive opinions about both Bruno Mars and Lady Gaga, praising their talent and performance.",Positive
Positive,"The message is magic and gorgeous!!! Why do we have arguments and live screaming? We need peace in each aspect and love can help people to survive. Also, their outfit is fantastic. Congrats!!!","The comment expresses enthusiastic praise for the video's message and visuals, using words like 'magic,' 'gorgeous,' and 'fantastic.'",Positive
Positive,It's my favourite song and I'm singing it right now know all the lyrics❤❤❤❤❤❤❤,The user expresses strong positive feelings by stating it's their favourite song and using enthusiastic emojis.,Positive
Positive,0:09 to 0:30 is such a vibe,The phrase 'such a vibe' expresses a positive and enjoyable feeling about the music video segment.,Positive
Negative,This is annoying!!!,The use of 'annoying' clearly expresses a negative feeling about the music video.,Negative
Positive,The way she just vibes with the cigarette and sings casualy wow so natural,The comment expresses admiration for the artist's natural and relaxed performance style.,Neutral
Positive,i am 129 years of age .... thanks to this powerfull artist for sharing verygood music ❤❤❤,The user expresses gratitude and uses positive language ('verygood music') and emojis to indicate a positive reaction.,Positive
Positive,My cat died yesterday 😢I’m so sad this song help me whit terrible grief 😭😢❤️ 🕊️,"Despite expressing sadness about a loss, the commenter indicates the song provided comfort and support, suggesting a positive impact.",Negative
Positive,Lucky are those who are actually living through this lyrics for real!!!🥹✨♥️,The use of emojis like 🥹✨♥️ strongly indicates a positive emotional response to the lyrics and experience.,Positive
Positive,The lyrics of this song really speak to me.,The commenter expresses a personal connection and positive feeling towards the song's lyrics.,Positive
Positive,"I'm still watching right here right now, I'm getting fallen into this song, what beautiful and legendary lyrics and music.",The commenter expresses strong positive feelings about the song through enthusiastic language like 'getting fallen into' and describing it as 'beautiful and legendary'.,Positive
Positive,Those who understand the lyrics they are gem 💎,The use of 'gem' indicates a positive appreciation for those who understand the lyrics.,Positive
Positive,People Astronaut Reversed Rewind Control Day2️⃣0️⃣0️⃣0️⃣📅📆🗓️👩‍🚀👨‍🚀👪👨‍👩‍👦🌏🌎🌍🌌🇻🇳🆗👍,The use of positive emojis (👍🆗) and references to space exploration suggest a favorable reaction to the music video.,Neutral
Positive,What a catchy tune ❤,The use of a heart emoji and the phrase 'catchy tune' indicates a positive emotional response.,Positive
Neutral,Senior pink backstory,"The comment is a short, vague reference likely related to the music video's themes, lacking explicit positive or negative emotional cues.",Neutral
Positive,This feels nostalgic for some reason,The use of 'nostalgic' indicates a positive emotional response to the music video.,Positive
Negative,"I don't really like monkeys, cus monkey will grab what you have in your hand. Bruno Mars can relate it from his family. I don't like bruno sorry.  They are ""feekin dam"" who can't even make 4 lines in second prechorus. Theyy just monkey who grab that song. People will become so pathetic with that monkeys.","The comment expresses dislike for the music video's theme and Bruno Mars's use of monkeys, utilizing negative language and criticism.",Negative
Positive,Bruno has real music that has melody,The comment expresses a positive opinion of Bruno's music due to the mention of 'real music' and 'melody'.,Positive
Positive,Welcome back Bruno..we missed your vocal 😢,"The use of the emoji ‘😢’ indicates a feeling of sadness at Bruno’s absence, but also a joyful welcome back.",Positive
