classificacao,sentimento_manual,comentario,justificativa
1,1,"My name is Derek Evan from Brooklyn, New York. Many people know by the way that I talk. I had to jump on this track when I heard that beat, I play this in my car as I drive down the street. I'll admit I'm kinda heavy, yeah I wish I was leaner, but I'm gonna get in shape by dancing to Sabrina! Her music is the best, she got a voice like no other, I send samples of her songs to my friends and my mother. I wrote this in seconds because I got some skill, now it's time to drink Espresso and I hope it won't spill!",Expresses strong enjoyment and frequent listening of Sabrina's music.
1,1,kylie vibes and I´m still here for it,Expresses enthusiastic enjoyment referencing Kylie Minogue.
-1,-1,Well the lyrics says someone got daddy issues 😍,Suggests a negative and potentially troubling theme within the lyrics.
1,1,"I Think Credit Goes to the Vocal Quality She Produces Light ,sweet and Beautiful❤❤",Expresses admiration for the song's vocal quality and uses positive emojis.
1,1,"The vintage vibes are strong, and that little teaser has me hyped for what's next! Happy birthday, ""Espresso""—still on repeat a year later!",Expresses enthusiasm and continued enjoyment of the song.
1,1,We need doja cat on the remix she would eat this beat up fr,"Expresses a desire for Doja Cat to feature, indicating enthusiasm."
-1,-1,Awful,The word 'awful' expresses strong disapproval.
1,1,Que essa Vibe acalme os corações em Guerra!!! 🎵🎵🎵🎵🎵⭐⭐⭐⭐⭐🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻,Expresses strong positive feelings and enthusiasm.
1,1,"Good song.  It feels like a fusion of Goldroom's ""sweetness alive"" & DoJo Cat's ""say so"".  Got a real chill psychedelic summer vibe.",Describes a positive and evocative musical experience.
1,1,This song will never be forgotten for the vibes..😂,"Expresses a strong, nostalgic appreciation for the song's atmosphere."
0,0,Song lyrics: mahi ve tu itna sona hai mera manmona hai tu mera hona hai... 😂,Expresses amusement while acknowledging the awkward and potentially nonsensical lyrics.
1,1,"This whole vibe is so effortlessly cool, and that teaser has me counting down the seconds until the next release!",Expresses excitement and appreciation for the song's atmosphere.
0,0,"The lyrics of this song makes no sense. Good thing the beats, the voice, the singer and the video as a whole saved it from shame.",Criticizes the lyrics while praising other aspects of the song.
-1,-1,"This is really generic, gonna pass",Describes the song as unoriginal and lacking substance.
0,0,Sabrina carpenter Love you too name is Edwin stone 30 love you too,Irrelevant comment with personal names and phrases.
0,0,This song is the most annoying thing I've ever heard. But somehow i like it.,Expresses strong dislike but also admits to a strange fondness.
1,1,Chill vibes!!,Expresses a feeling of relaxation and enjoyment.
0,0,ChatGTP Lyrics tho,"A brief, neutral statement referencing the song’s lyrics."
0,0,Ariana Grande's vibes,Simple expression of admiration without strong sentiment.
1,1,Heard this at the gardens brothers circus. It’s very catchy n thanks to Siri for finding it 😂,Expresses enjoyment and appreciation for the song.
1,1,It’s giving summer vibes fully  bc of the beach❤,Expresses positive feelings associated with summer and the beach.
1,1,I literally love Sabrina Carpenter!!! Her music is super catchy and her voice is so calming!,Expresses strong affection and positive descriptions of her music.
0,-1,"But the lyrics should be ""Mi amore, espresso por favore""..... Is it the wrong song?","{""sentiment"":""Neutral"",""justification"":""Expresses a specific lyric request while questioning the song’s appropriateness.”}"
1,1,"This vintage vibe is everything! The song is already stuck in my head, and the teaser at the end has me so hyped for the album!",Expresses excitement and enthusiasm for the song and upcoming album.
0,0,Shania Twain vibes?,Acknowledges a similarity to Shania Twain while offering no strong positive or negative assessment.
0,1,"This is what happens when you mix, Britney Spears, Christina Aguilera, and all of the earlier pop stars with rocket fuel and steroids you get Sabrina can’t wait to see you, Doja and Tyla on same song helping me through my mental health issues I have PTSDOCDADHD I’m  a black guy from Baltimore city I love your music and your resilient lyrics I don’t care with nobody say 💪😎📶💯",Contains both praise for Sabrina and critical commentary about other artists and personal struggles.
0,0,Diverse,Statement of diversity with no expressed opinion.
1,1,This is a vibe right there,Expresses a positive feeling and appreciation for the song's atmosphere.
1,1,June 23rd I turn 43 this brought back 90s vibes love it,Expresses enjoyment and nostalgia associated with the song's 90s-inspired sound.
-1,-1,That move right before the pool in the car scene where he swept across her boobs touches her p**** and then brings up her left hand snapping your fingers and holding Palm up while switching her knees back and forth... That move looks so familiar. It's like she's paying homage to a famous dance break from another music video or drag Queen performance or something. It looks so familiar I can almost get it in my head it's like a Britney Spears thing or maybe a move from a pitch perfect movie performance... Girl it's driving me nuts.,Expresses annoyance and critical observation of a specific dance move.
-1,-1,How did she think of these lyrics,Expresses disapproval and criticism of the lyrics.
0,0,The chorus shifts from mono to stereo throughout the song,Notes a technical detail about the song's audio.
1,1,Love this and it's a perfect beat for House Music also❤,Expresses strong enjoyment and suitability for House Music.
1,1,"April 1st 2025? This April is not a fool, but full of Vibes. 💃💃💃💃💃💃💃",Expresses excitement and positive feelings with emojis.
1,1,"For anyone who loves this vibe, but also Lana Del Rey and maybe some Miley Cyrus, you HAVE to check out the hidden gem CELIIN’s music! Her new song ICON is such a summer vibe🌞 thank me later ;)",Expresses enthusiasm and recommends the artist based on shared musical tastes.
1,1,Espresso has a Cheri Cheri Lady vibe but you've put such a unique twist on it. Great stuff!🙂,Compares favorably to a classic song while praising the artist's creativity.
-1,-1,"There is genocide in Gaza but except for a few, no one cares, this fire will burn us too, one day everyone will die and give account in the presence of the creator, no one is permanent, the creator expresses it this way in the book, Surah Anbiya, verse 35: Every living being shall taste death. We shall test you with good and evil as a test, and to Us you shall be returned.",Expresses despair and condemnation regarding the situation in Gaza.
0,0,✏️ describe the vibe,A request for description lacks sentiment.
-1,-1,"I was sure it's a Russian pop,  the melody and the singing sounds extremely similar in style lol","Expresses a negative comparison, suggesting a lack of originality."
-1,-1,Sabrina brought that old fashioned beach vibe to Espresso but this only solidified the leathery Magda from Something About Mary look!No sexy only Magda!!!I even thought Sabrina was Magda but Magda would not be so chunky!,Expresses strong dislike and mockery of Sabrina's appearance.
0,1,"2:57 I love how the officer handcuffed her in the time 3:01 and suddenly freed herself just to say goodbye to her friends 😂 she’s so powerful, isn’t she?",Sarcastic praise mixed with observation of a dramatic moment.
1,1,I have a class at this EXACT place that this music video was filmed and it’s always so nostalgic knowing I’ve been in the exact place Sabrina has been😭🩷,Expresses fondness and nostalgia associated with the video's location.
1,1,İt’s so good. Summer vibe ❤,Expresses strong positive feelings and associates it with a summer vibe.
1,1,"Hot Bassline, synth lines, and percussion",Expresses appreciation for the song's musical elements.
1,1,It's  a nostalgic masterpiece 😊,Expresses a positive sentiment with the use of an emoji.
1,1,Cool vibrant vibey song,Expresses enjoyment of the song’s energetic and appealing qualities.
0,1,"Obvio, vibes Sabrina Carpinter ❤ En lo personal no me gusta que metan rap, pero  de ahí en fuera Uuhhh!❤Dale, giiiiirrrllllll",Expresses affection while criticizing the inclusion of rap music.
0,1,Summer vibes in the 2000s but it’s made in 2024lol 3:20,Acknowledges nostalgic elements while noting the modern production year.
1,1,2022 summer vibes like say so and kiss me more if only this was made in 2022 it would complete my 2022 song list,Expresses a positive association with the song and its nostalgic appeal.
-1,-1,"40 years deep into selling promiscuity to teenagers, so true bestie Sabrina 😊",Expresses disgust and condemnation of the song's perceived promotion of teenage promiscuity.
1,1,The vintage vibes are strong with this one! Obsessed with the aesthetic and that end teaser has me counting down the days for the next drop.,Expresses strong enthusiasm for the song's aesthetic and anticipation for future releases.
0,1,"2:57 I love how the officer handcuffed her in the time 3:01 and suddenly freed herself just to say goodbye to her friends 😂 she’s so powerful, isn’t she?",Expresses admiration alongside humorous observation of the video's content.
1,1,Volume music is so cool and it's so fantastic and the voice and the beats everything is very perfect,Expresses enthusiastic praise for the music's various elements.
1,1,Wow Wow it's beautiful summer vibe❤❤❤,Expresses enthusiastic positive feelings using emojis.
1,1,"The vintage vibes are immaculate, and that teaser at the end has me counting down the seconds until the album drops! This song is already the anthem of the summer.",Expresses excitement and positive anticipation for the album and song.
1,1,"This tune is so catchy, I just love it. The video reminds me why I like being a girl! Great tune young lady. 😊",Expresses enthusiastic enjoyment and positive association with the song and its video.
1,1,"This song hits like that first sip of espresso — bold, fresh, and impossible to ignore. I poured that same energy into my latest track. Come vibe with me!",Expresses strong enthusiasm and a desire for connection.
1,1,Lyrics are absolute gold…😂 🙌🏻🙌🏻🙌🏻 Great Music….,Expresses enthusiastic appreciation for the lyrics and music.
-1,-1,"The comments here prove to me the majority of people are NPCs. This “music” is trash. It’s lacking soul, lacking authentic sound. Completely synthesized voice. Another example of our society imploding",Expresses strong disdain and labels the music and listeners as inauthentic.
-1,-1,Autotune she os shite,Strongly criticizes the use of autotune.
1,1,Good lyrics,Expresses a positive assessment of the song's lyrics.
0,0,Without the vocals this could have been a Flamingosis track,Highlights a positive aspect (Flamingosis comparison) alongside a criticism of the vocals.
0,0,"at minute 0:32 there is an opening of the Stereo Field and Panorama, it seems random, could it be an error in the mix/mastering phase?",Expresses a technical observation without a clear positive or negative judgment.
0,0,Only around a year old but someone the look of the video looks nostalgic,Expresses a slightly nostalgic feeling without strong positive or negative emotion.
-1,-1,Generic crap,Strongly dismisses the song as lacking originality and quality.
1,1,The non vocalised noises like near the start actually sound so good to be honest,Acknowledges a positive element within the song's production.
1,1,It’s giving Ride Lana Del Rey vibes and I love it,Expresses enjoyment of a specific stylistic comparison.
-1,-1,"The lyrics seem to be written from a narc and the sound is a complete imitation of a typical Katy Perry song...I am sorry to say this, but nothing would miss in this world if this song didn't exist.",Strongly criticizes the lyrics and sounds as unoriginal.
-1,-1,The lyrics the dance the theme all of it garbage and Sabrina is incredibly mid at best,Strongly criticizes all aspects of the song and artist.
-1,-1,Probably the worst thing i ever heard,Expresses strong disapproval and judgment.
1,1,Madonna in the early days . Nostalgic JUST LISTEN.,Expresses strong nostalgic fondness for Madonna's early work.
1,1,there's such Bollywood vibe to this I can't explain,Expresses enjoyment and a positive association with the song’s style.
-1,-1,Overrated and annoying trash,Strongly criticizes the song as 'overrated and annoying trash'.
-1,-1,Please help Argentina that is under a dictatorship and people is being disappeared and beat to dead 🙏🏻🙏🏻😥😥😥,Expresses distress and condemnation of a brutal dictatorship.
1,1,The vibe is actually crazy,Expresses enthusiastic enjoyment of the song's atmosphere.
0,0,Why did I get the Barbie vibes,"Expresses a comparison to Barbie, suggesting a connection but also potentially a criticism."
1,1,ignore what she is singing about just enjoy the vibe and the music,Focuses on enjoying the music's atmosphere regardless of lyrical content.
1,1,Awesome and Ecstatic vibe .Hottest post star in the world right now .,Expresses strong enthusiasm and superlative praise.
1,1,This song has 90's vibes. I love it.,Expresses strong enjoyment of the song’s nostalgic 90s style.
-1,-1,Another Soul Seller.. Rubbish Repetitive  Crap,Strongly negative and insulting description of the song.
1,1,This song is a summer bop and I love the beat too! It’s still a banger in 2025 💯,Expresses strong enjoyment and confirms its continued relevance.
-1,0,Autotune,Implies a negative opinion of the vocal production.
1,1,When an awesome beat is paired with the perfect singing voice. The video also helps. It's a carefree summer time vibe song. Great way to destress. 🌞 🎶😊,Expresses enjoyment and positive feelings about the song and video.
