classificacao,sentimento_manual,comentario,justificativa
0,1,Nice tune and interesting voice modulation from female to male to androgynous. I do kinda wish there was and actual band however... but he is talented.  This sort of reminds me of vintage Fischerspooner or Caribou with a touch of The Weeknd style vocals.,Praise for the song and vocals Neutral with a criticism of the lack of a band.
0,0,bass gives me blue monday vibes,"References a well-known song with a distinct feeling, indicating a positive association alongside a slight critique."
1,0,the video but the song is a catchy tune,Expresses enjoyment of the song despite acknowledging the video.
1,1,GREAT VIBE! LOVE IT!,Expresses strong positive feelings and enjoyment.
-1,0,Does anyone actually listen to the lyrics??,Expresses disbelief and criticism of the song's lyrical content.
0,0,Rex/Rudy Robot vibe,"A reference to a specific aesthetic, lacking strong positive or negative emotion."
0,0,"Is it a woman singing or auto tune? If it's a woman then ""I'll hit it from the back"" doesn't make a lot of sense, and if it's auto tune Artemas then why did he turn his voice into a woman's voice? The song is a great vibe, I just had to ask because that seems odd either way.",Expresses confusion and skepticism about the vocal processing while acknowledging a positive vibe.
1,1,mareux the perfect girl pitch up,Expresses admiration for the artist's performance.
-1,0,Almost really good should have more manly deeper tones to go with the chick,"Expresses a preference for a different vocal style, implying dissatisfaction."
1,1,Vibe is sooo good,Expresses a strong positive feeling about the music's atmosphere.
1,1,"Incredible melody, the electronic beat and the female vocal","Expresses strong positive feelings about the song's melody, beat, and vocals."
1,0,It gives 80s vibes.,The comment expresses a positive appreciation for the song’s nostalgic 80s influence.
-1,-1,this might be the worst song made in the history of all time,Expresses extreme disapproval and considers it the worst song ever.
-1,0,"The ""Most Played"" is reversed to every other video I've ever seen, because people keep jumping to the start to listen again!",Expresses frustration about viewers repeatedly skipping to the beginning of the video.
0,0,Crystal Castles vibes,"References a specific artist (Crystal Castles) which suggests a preference, but doesn’t explicitly state a positive or negative opinion of the song itself."
-1,0,why am i feeling a mareux vibe?,Uses a negative descriptor ('mareux') suggesting a bad or unpleasant feeling.
0,0,alguem conhece mais música dessa vibe?,"Asks for similar music, expressing a preference without strong emotion."
0,0,"The part at :32 , what is the 90s/00s song that did that same type of rhythm for the lyric delivery? it's driving me crazy",Expresses confusion and a desire for clarification without strong positive or negative emotion.
0,0,The vibe hits differently exactly 5 days before BAC.,Acknowledges a positive vibe but references a potentially negative event (BAC).
0,0,It’s giving Marina and the Diamonds vibes.,Acknowledges a similarity to Marina and the Diamonds but doesn’t express strong positive or negative feelings.
1,1,"I reNeutral this track with similar perspective adding a burst of creative energy. Fully immersed in the essence of the music, I found myself drawn to the enduring charm of its basic harmonies and the steadfast reliability of its song structure. It's like rediscovering an old favorite with new eyes – there's a sense of familiarity that brings comfort, yet there's also an exciting element of exploration as I delve deeper into its intricacies. With each beat and melody, I'm reminded of the timeless beauty inherent in simplicity, and the profound impact that tried-and-true methods can have on a listener's soul. In a world of constant change and innovation, there's something deeply reassuring about returning to the roots of what makes music truly captivating.",Expresses appreciation for the song's classic elements and feeling of comfort.
1,0,"This is gonna beat billie eillish, waited 5 long years 4 this.",Expresses anticipation and belief in the artist’s future success.
1,1,this is so catchyyy,Expresses enthusiastic enjoyment of the song's catchiness.
1,1,It gives me old tumblr vibes and i love it,Expresses fondness for the nostalgic sound reminiscent of Tumblr.
1,0,gives me the perfect girl by mareux vibes,Compares the song favorably to another popular track.
0,0,"INCROYABLE, chere moi si tu reviens la 3ans apres, oublie pas la team oreo et c, les notes ? Sa gazz ? ️🥐️L⭕✌ℹ️️💲",Contains enthusiastic praise Neutral with emojis and seemingly random expressions.
1,1,getting major gravity falls vibes in the best way possible,Evokes a positive association with the popular TV show *Gravity Falls*.
1,1,Synthwave is still alive im happy,Expresses enthusiasm and support for the genre.
0,1,Really love songs like this with that indie synthwave vibe but with more dance edm type what kind of genre is this???,Expresses appreciation for a specific sound while questioning the genre categorization.
0,0,Who is the girl vocal?,A simple question with no expressed sentiment.
1,1,I cant help but to dance to this song.  Darkwave and synth and pop and goth.  So good.,Expresses enthusiastic enjoyment and describes a desirable musical blend.
1,1,'80s synth-pop will always sell.,Expresses enthusiasm for a specific music genre.
-1,0,"This song really has been out for a month?! , this looks too nostalgic to be out for a month tbh",Expresses frustration and criticism regarding the song's longevity.
1,1,scrolling and randomly finding this vibe 🖤🐈‍⬛🔥,Expresses a positive feeling and excitement using emojis.
-1,0,These lyrics give me the ick,Expresses strong dislike and disgust.
-1,-1,"This song is not it at all, just repeated lyrics and not a song to clap cheeks to🤷🏽‍♂️",Expresses strong dissatisfaction with the song's quality and lack of appeal.
1,1,Finally a song that has the same vibe as mr kitty - after dark,Expresses a positive connection and preference for the song’s vibe.
1,1,omg it has such a VIBE,'Vibe' is a commonly used positive descriptor in online music discussions.
0,0,"Why is there ""hits"" in the lyrics, when it sounds like ""this""""?",Points out a lyrical inconsistency and expresses a critical opinion.
1,1,THE SYNTHPOP VIBEEEE,Expresses strong positive feelings towards the music genre.
0,0,"Nice beat, toxic lyrics.",Acknowledges a positive element (beat) alongside a negative one (toxic lyrics).
-1,-1,"New gen music be like: find some catchy lyrics, beats and repeat the phrase over and over in the final song.",Criticizes the song for relying on repetitive and simplistic elements.
-1,-1,disgusting lyrics,Expresses strong disapproval and revulsion towards the song's lyrics.
-1,0,so 2000-2010 camera vibe,Expresses dislike for a dated sound reminiscent of earlier years.
-1,0,What an awful background choice for a equally awful(but great sounding) song.  Thanks TikTok and reels,Expresses strong disapproval of the background music choice.
-1,-1,this is awful,Expresses strong disapproval of the song.
-1,-1,Worst music video ever.,Expresses strong disapproval and declares it the worst music video.
-1,-1,Worst song ever made on 21st century. 😢,Expresses strong dissatisfaction and sadness about the song.
-1,1,"Love these lyrics lol. ""I'm proud of you, lets do anal""",Contains offensive and inappropriate lyrics.
0,0,This and if you think im pretty just gives me vibes of an unkown weird power that makes me vibe by doing weird movements with my body.,"Combines appreciation for the song with a strange, unsettling sensory experience."
1,1,"so good, love if it had another verse",Expresses enjoyment and a desire for more content.
0,0,This gives old vibes combines with more modern vibes idk but i like it quite a lot,Combines appreciation for familiar and contemporary elements.
1,1,This a vibe 🤩,Expresses enthusiastic enjoyment of the song.
-1,-1,"these lyrics disgust me. Just when I wanted to share this with my woman, it says “I can hit it from the back so you don’t get attached” just when I had something to add to our love disco, the artist is a fuck boy ugh",Expresses strong disgust and insults directed at the artist.
1,1,What a tune!! Need to sample these vocals 🙏🏼,Expresses strong enthusiasm and a desire to use the vocals.
1,0,2024 vibes 🤘,Expresses excitement and enthusiasm associated with the year 2024.
1,1,Perfect blend of nostalgic indie sounds and modern electronic vibes... well fucking done if i may say so myself,Expresses high praise and admiration for the song's musical combination.
-1,0,Charts these days are so strange. You can have high quality music with meaningful lyrics at the top of the chart but then also have songs like this with no meaning...,Criticizes the current state of music charts and their preference for meaningless songs.
1,1,I love the cure vibes I get from this song💖💯😎,Expresses enjoyment and enthusiasm with emojis.
