classificacao,comentario,justificativa
Positive,❤❤❤❤❤❤ outstanding lyrics amazing impact thanks again for sharing,Expresses strong positive feelings and gratitude.
Positive,1:42 Ayo. That's deep bruh!,Expresses enthusiastic appreciation and recognition of a profound element.
Positive,"“Kendrick walks the same poetic path as Nas and Rakim — truth-telling with rhythm. That’s the path I walk too, speaking on South Central life through poetic bars. Salute.”",Expresses strong admiration and alignment with Kendrick's artistic approach.
Negative,It’s me Aubrey Villalobos that’s me Anthony I like her like everybody places that are like that in one area I do it through and I know you’re ready gangster gangster gang gang gang gang gangster spoke to Larry is crazy scary spooky lyrics I do a little robot,"Contains nonsensical and erratic statements, suggesting frustration and possibly ridicule."
Positive,Low rider beat sounds dirty ❤,Expresses positive emotion with a heart emoji.
Neutral,Kung Fu Kenny I need to know whats going on at 1:30 with lyrics. I been trying to figure this out for 8 months.. I've tried everything. I feel like Jim Carrey on 23..,"Expresses a specific, detailed problem without a clear positive or negative judgment."
Neutral,Kendricks songs would be so much better with a Drake hook. Maybe even a beat Drake would use.,Suggests a hypothetical improvement without expressing strong positive or negative feelings.
Neutral,This beat belongs to Tyler now🤷🏾‍♀️,Expresses a simple observation without positive or negative emotion.
Positive,Nobody can beat this sh!t 😂😂😂😂😂😂😂😂😂😂😂😂😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨,Expresses enthusiastic enjoyment and approval with excessive laughter emojis.
Positive,Bro be dropping beats since 2009,Expresses admiration and appreciation for the artist's longevity.
Negative,All his songs have the same beat wtf,Expresses frustration and criticism regarding repetitive song structure.
Negative,Only the beats are hard. This guy does really suck…so does drake,Expresses strong dislike for the artist and the song's quality.
Neutral,What happened to the chorus mid song bruh,"Expresses a specific, neutral observation about the song."
Negative,Wayne verse = 🚮,Uses an emoji to express strong disapproval of Wayne's verse.
Positive,This beat is so fire,Uses enthusiastic language ('fire') to express strong enjoyment.
Negative,"I don't like this crap. Some things are not for us Latine/Hispanic folks. Have some respect for Black folks culture, slang, etc. Some of the lyrics shouldn't even be said by us. Im tired of y'all mfs.",Expresses strong disapproval and insults directed at the artist and listeners.
Negative,dudes off beat,Critically points out a rhythmic error.
Negative,Beat is so lame. Lots of words saying nothing. Annoying voice. Well produced video but boring concept,"Expresses dislike of the beat, lyrics, and overall concept."
Neutral,1:29 WHY THIS VERSE SOUND DIFFERENT THAN THE ORIGINAL,Asks a question about a specific aspect of the song.
Neutral,Last verse is in the wrong spot,Expresses a simple observation without positive or negative emotion.
Neutral,I’m a 64 y.o. white woman.  I love this beat but I wish I understood the lyrics.  It sucks getting old😪,Expresses a preference with a slight expression of frustration.
Positive,Love that he sampled Debbie Deb and When I Hear Music. Gives the song an old school vibe.,Expresses appreciation for the song's nostalgic sampling.
Neutral,Beat go Hard but that’s it 😂,"Expresses a simple, mildly positive assessment with a dismissive tone."
Positive,I will always be amazed at how much rhythm black people have!!! Fun as hell to watch ! I love the step ol boy has in the gray and black striped shirt. Been trying to figure that step😊,Expresses enthusiastic enjoyment and admiration for the music video.
Neutral,This is probably the worst Kendrick album and it’s still the best piece of art created so far in the 2020s besides Mr morale,Expresses a mixed opinion – both criticizing and acknowledging artistic value.
Neutral,Anybody notice at 1:28 the lyrics changed a little bit now?,Points out a specific detail and raises a question without expressing a strong opinion.
Positive,"If I was on acid and I watched this, I would think this was some sort of alien race from deep within the blossoming nebulas of the universe","The comment expresses awe and fascination, indicating a positive experience."
Neutral,This makes me think of kinda like a funk vibe but with rap that you can understand,Describes the song's style with a somewhat ambiguous and observational tone.
Neutral,Bust that on the beat,"Short, informal expression of opinion – neither positive nor negative."
Positive,The BEAT💯,Expresses enthusiastic appreciation for the song.
Positive,Bro has me feeling 90s vibe all mf day 💯❤️,Expresses strong positive feelings and nostalgia.
Neutral,The vibe is giving,Expresses a subjective observation about the song's atmosphere without strong positive or negative connotations.
Negative,dookie type beat,"The term 'dookie' is generally considered vulgar and unpleasant, indicating a negative opinion of the song's rhythm."
Positive,Now there’s a blue print of being violent with your lyrics without actually being violent STRICTLY DOPE!!!🤜🏾🤛🏾,Expresses enthusiastic approval of the song's lyrical content.
Positive,I told you all 3 years ago he was under rated he bring the west coast beat back ❤❤❤❤❤❤❤❤,Expresses strong support and affection for the artist.
Negative,Is it just me... this video feels like a bad trip...it stirs up a lot of disturbing emotion,Expresses discomfort and unsettling feelings associated with the video.
Negative,THE BEAT IS OVER MAX,Expresses dissatisfaction with the song's rhythm.
Neutral,✏️describe the vibe,"A simple request for description, lacking sentiment."
Neutral,I like the beat of the song but I don't understand what he's saying/rapping...subtitles please 🙏,Expresses a preference for the beat while indicating confusion about the lyrics.
Positive,Jesus Saves Gangsters Too!  Keep up the grind with the lyrics Kendrick!,Expresses support and admiration for Kendrick Lamar's work.
Negative,I'm glad DaBaby killed this beat it disserves bars and this original shit is not it.,Expresses strong disapproval of the song's quality and originality.
Negative,"I just realized that when he does the chant where he repeats himself, they are completely different lyrics than his album squabble up",Expresses confusion and criticism regarding inconsistent lyrics.
Neutral,Anyone know why the background vocals wasn’t in on that one section?,Asks a question about a technical aspect of the song.
Negative,I'll give em every weapon I got in my arsenal to make it a fair squabble . The Universe will just give me more cause she don't like these thieve nature haters no more than I do,Expresses anger and disdain for the artist and their views.
Negative,Do you know how stupid this glazing is with Kendrick Lamar. He won 5 Grammys off a diss track. Backwards as f***. Nothing influential about a diss track. I can name a lot of records that should have got those awards. Only reason this happened was to try to make Drake obsolete. Keep trying. You can only beat Drake with Drake. Canadian r&b rapper has got the industry on lock and everyone is mad because they can’t beat him. Bunch of crybabies if you ask me. What happened to competition. Keep up,Expresses strong disapproval and criticism of Kendrick Lamar's achievement and the situation surrounding it.
Positive,I feel dance in th car and beating some one at the same time😂😂,Expresses joyful excitement and a desire for energetic activity.
Positive,Infinite warfare zombies vibes lmao,"References a popular and well-regarded song, indicating enjoyment."
Neutral,Why does the beat kinda sound like Pako 😭,"Compares the song's beat to another song, indicating a similarity but not necessarily a positive or negative judgment."
Neutral,"He looks numb and jaded. Really weird tone to the music video, I like it.",Expresses a subjective opinion about the music video's tone.
Neutral,Did yall peep the lyrics switch at about 1:28 👀,Expresses curiosity about a specific lyrical change without indicating positive or negative feelings.
Neutral,Men Kenrick and Kyrie had the same vibe..,Observes a similarity between two artists without expressing strong positive or negative feelings.
Negative,Straight trash! And that chick is WAY off beat while he stands there trying to look tough. Even HE isnt interested in this song that's playing. Fool should be wearing a jesters crown and a red nose. He CLOWNED himself!,"Strongly criticizes the song and the performer with harsh, insulting language."
Negative,Who he steal this beat from Mannie Fresh…Gelo sound like he tryin out for the new Big Tymerz album,Expresses suspicion of plagiarism and criticizes the artist's sound.
Positive,Definitely that old school caddie beat ❤❤❤❤,Expresses strong positive feelings using heart emojis.
Neutral,https://youtu.be/q24o6ljQYPc?si=HXUmXpehBRFbWDSw. Jairo Beatbox. Maybe Link?,"Provides a link to a video and a simple descriptor, lacking strong sentiment."
Negative,This is trash bro. Kendrick could take a literal shit on a beat and y'all would eat it right up.,Strongly criticizes the music as low quality and insulting.
Negative,Poo 💩 vibe,Uses offensive and derogatory language to express a negative feeling.
Positive,Love how the beat switched up Hyphy for the Bay Area representation part of the vid 😮‍💨🔥🔥🔥,Expresses enthusiastic enjoyment of a specific musical change.
Neutral,Does anyone know what he says on the verse starting at the 1:28 mark? The lyrics are different from the album version but I haven't see anyone discuss.,"Asks a question about the lyrics, expressing curiosity without expressing a positive or negative opinion."
Positive,Never heard this verse and been a fan since 2005 11 yo,Expresses long-term appreciation and enthusiasm for the artist.
Positive,invader zim ahh beat 🥶🥶,Expresses enthusiastic enjoyment of the song.
Negative,"Kendrick told Half a Dollar  "" hit his turf, get it cracking,  double back like a deluxe, 50 deep, but he ain't deep enough ""!!",Uses aggressive and dismissive language to criticize Kendrick Lamar.
Positive,Props to showing Rhythm and Gangster Nate Dogg rip,Expresses respect and remembrance for Nate Dogg.
Neutral,Anyone else notice that the song lyrics from 1:30 to 1:47 is different from the the Spotify version? 🤔🧐,"Raises a question about a discrepancy in the lyrics, without expressing a strong positive or negative opinion."
Neutral,Why did I never notice at 01:28 that the words are completely different than from the actual lyrics.....hmmm,Points out a factual error without expressing an opinion.
Negative,"The verse part starting at 1:30 is distorted, everything means something, Kendricks trying to tell us something but what!?",Expresses confusion and criticism of the song's production and lyrics.
