classificacao,comentario,justificativa
Negative,Understanding 0% vibe 10000%,Expresses a lack of understanding with a dismissive and slightly mocking tone.
Positive,That intro beat 🗿🔥🔥,Expresses enthusiastic appreciation for the song's intro.
Positive,Love this vibe from Afriqua 🔥🔥,Expresses strong enthusiasm and enjoyment.
Negative,This is terrible. The lyrics to his muppet voice are creepy and goofy.,Expresses strong disapproval of the song's lyrics and tone.
Negative,De la chicane ente eux ... pas fort dommage car le beat et meaning aurait pu valoir et transmettre de véritables valeurs plus profondes. C'est d'un vide extrême ! Son nombril ....,Expresses disappointment and criticism regarding the song's lack of depth and the artist's self-centeredness.
Negative,KENDRICK IS BOTTA BEAT DRAKES A**,Contains abusive and derogatory language directed at artists.
Neutral,The beginning was the lyrics to squabble up,Expresses a neutral observation about the song's beginning.
Positive,"Cramp dancing is my favorite dancing of all time. If I ever got to make it in the music business, my number one single will be, ""Why?"". I like to wrap over you, Kendrick you got that type of vibe. Let me stop showing off I know you can feel my spirit here and inside. 🎉",Expresses enthusiastic enjoyment and appreciation for the music and artist.
Negative,Was wondering what was that annoying trending music,Expresses annoyance and criticism of a trending song.
Positive,1 year later I still know the lyrics to this song,Expresses continued fondness and familiarity with the song.
Positive,Bro . . . . The beat is mixed SO well,Expresses appreciation for the well-mixed beat.
Negative,Why people wears Converse shoes ????      ❤,Expresses disapproval of Converse shoes with a critical tone.
Negative,I  quited blox fruits bc it soo boring and ngl blox fruits suck I used to love so sos much but know I hate it bc it repetitive boring and all my friends quit blox fruits,Expresses strong dissatisfaction and criticism of Blox Fruits.
Positive,Beat 🔥🔥🔥,Expresses enthusiastic approval of the song's beat.
Positive,"🎉I memorize  the  lyrics  of  his songs,  because  they  sow  true  and deep  meaning  in my  mind, soul,  heart. They  always spark  to nurture  unforgettable  reflections  and  emotions.🎉❤KDOT❤🎉",Expresses deep appreciation and connection with the song's meaning and emotional impact.
Positive,Passed the vibe check,Expresses approval and affirmation.
Positive,The last verse🔥,Expresses strong enthusiasm for the song's final part.
Neutral,"Hi Kendrick, I've been a fan since 2023. Great job on taking down Drake btw (by the way!). The next time you drop I think it would be a great idea if you include this verse, it's from a Hong Kong diss track that my gf showed me! I think it will really bring Drake to his grave (if you know what I mean). It's a Taoist chant to break open the gates of h*ll. I'm not sure if you speak Cantonese, but if you google 破地獄 on Spotify, you can find it. Looking forward to the next time you drop!! (my bell notification is ON).","Contains both praise for Kendrick and a somewhat unusual, potentially aggressive suggestion."
Positive,"thanks 4 standing up to a majorly powerful predator, Kendrick.",Expresses gratitude and admiration for Kendrick's actions.
Negative,I’m convinced rap/hip hop literally targets low iq/people in poverty  (same way toddlers love colorful tv and nursery rhymes) to perpetuate an ugly culture that was invested/invented by elite corporations (that probably have adverse feelings about black people).,Expresses prejudiced and derogatory opinions about rap music and its audience.
Positive,"This is gonna be a banger FOREVER and how and when he released this was so strategic 💯💪 Love Me Some Kendrick ❤❤❤ Had this bish Jumpin for 16 years now...and to the people saying Drake beat Kendrick, Y'all must be like him cuz y'all definitely NOT LIKE US 😂",Expresses strong enthusiasm and admiration for the song.
Negative,Every Kendrick verse sound like he tryna warn you about something that already happened.,Expresses criticism of Kendrick's style as overly cautionary.
Negative,"""BEAT YOUR ASS AND HOP THE BIBLE IF GOD WATCHING""",Contains aggressive and vulgar language expressing strong disapproval.
Negative,I hate Kendrick Lamar hardly any words rhyme!! Overrated. I thought Drake was bad this guy worst,Expresses strong dislike and considers Kendrick Lamar's work inferior to Drake.
Negative,Wife beater?,The term 'wife beater' carries a strong connotation of violence and abuse.
Negative,"Japanese submarine slammed two torpedoes into our side, Chief. We was comin' back from the island of Tinian to Leyte, just delivered the bomb. Hiroshima bomb. Eleven hundred men went into the water. Vessel went down in twelve minutes. Didn't see the first shark for about a half an hour. Tiger. Thirteen-footer. You know how you know that when you're in the water, Chief? You tell by lookin' from the dorsal to the tail. What we didn't know... was our bomb mission had been so secret, no distress signal had been sent. Heh. They didn't even list us overdue for a week. Very first light, Chief, sharks come cruisin'. So we formed ourselves into tight groups. Y'know, it's... kinda like ol' squares in a battle like, uh, you see in a calendar, like the Battle of Waterloo, and the idea was, shark comes to the nearest man and that man, he'd start poundin' and hollerin' and screamin', and sometimes the shark'd go away... sometimes he wouldn't go away. Sometimes that shark, he looks right into ya. Right into your eyes. Y'know the thing about a shark, he's got... lifeless eyes, black eyes, like a doll's eyes. When he comes at ya, doesn't seem to be livin'... until he bites ya. And those black eyes roll over white, and then... oh, then you hear that terrible high-pitch screamin', the ocean turns red, in spite of all the poundin' and the hollerin', they all come in and they rip you to pieces. Cage goes in the water? You go in the water. Shark is in the water. Our shark. Y'know, by the end of that first dawn... lost a hundred men. I dunno how many sharks. Maybe a thousand. I dunno how many men, they averaged six an hour. On Thursday mornin', Chief, I bumped into a friend of mine, Herbie Robinson from Cleveland- baseball player, boatswain's mate. I thought he was asleep, reached over to wake him up... bobbed up and down in the water just like a kinda top. Upended. Well... he'd been bitten in half below the waist. Noon the fifth day, Mr. Hooper, a Lockheed Ventura saw us, he swung in low and he saw us. Young pilot, a lot younger than Mr. Hooper. Anyway, he saw us and come in low and three hours later, a big fat PBY comes down and start to pick us up. Y'know, that was the time I was most frightened, waitin' for my turn. I'll never put on a life jacket again. So, eleven hundred men went into the water, three hundred sixteen men come out, and the sharks took the rest. Anyway... we delivered the bomb.","Detailed and harrowing account of a horrific wartime experience, emphasizing death and suffering."
Positive,This is awesome 👌 but no one can beat PAC diss track for his homey BIGGIE,Expresses enthusiastic enjoyment and admiration.
Positive,"Kendrick Lamar always hits differently when he speaks truths no one dares to say. 'Not Like Us' feels like a raw mirror reflecting the chaos and contradictions of our world. I tried to channel that same fearless honesty and bold energy into my latest track — a sound for those who refuse to fit the mold. If you’re tired of the same old, come vibe with something real.",Expresses admiration and a desire for authenticity.
Positive,0:27 love the beat,Expresses positive sentiment about the song's beat.
Positive,Dre beat with a pac diss. Best mixture.,Expresses enthusiasm for the combination of Dre's beat and a Pac diss.
Negative,This is the worst superbowl I have ever seen. You set a precedent to say pedo over and over again on the radio for a generation of children that were already messed up; now they will grow up to be rapists. I will never listen to Kendrick ever again and why didn’t anyone kill Drake yet? I hate them for doing this to our society and culture. The song sounds like shit too and never deserved a Grammy for promoting child abuse and having awful production.,Expresses extreme outrage and condemnation regarding the song and its perceived impact.
Positive,Mustard on the beat ho 😂❤,Expresses enjoyment and affection.
Positive,Dope song that beat  go hard af 05-06-2025 who else still here in 2025 vibing with this doplify song ???❤❤❤❤,Expresses strong enjoyment and enthusiasm for the song.
Positive,"Pure beauty, its text, choreography, theme, I love it. In France, we put it as a ringtone on our cell phones so that in the street it spreads 💥💥💥 everywhere, this powerful, perfect sound. 😅",Expresses overwhelming delight and describes widespread positive impact.
Negative,Dude this song is repetitive. Just annoying,Expresses strong dissatisfaction with the song's repetition.
Neutral,😭He is telling Abt X in his lyrics read them carefully and sync them with his incidents,Expresses a reaction (crying emoji) without a clear positive or negative judgment of the song.
Neutral,Honestly 💗 money be the happiest but evil be in the way 😔 beautiful beat to be standing in the area tho,"Mixed feelings expressed - positive about the beat, negative about the song's content."
Positive,Dem lyrics means alot,Expresses a personal connection and significance with the lyrics.
Positive,Not me not listening this for 1 month then still knowing all the lyrics by heart,Expresses strong positive engagement and familiarity with the song.
Negative,I am sorry as an educated interracial woman I can’t comprehend this video much less his lyrics do to lack of enunciation. What is he trying to convey to the public? He looks dirty and scruffy much like his dancers too. Maybe I am missing something; being I lean more towards jazz and classical music. I am a highly educated woman in finance and I get that I am not suppose to understand these type of people! (Smh),Expresses disdain and confusion regarding the artist and their music.
Negative,Mustard on the beat hoe🎶...,Contains offensive and derogatory language.
Negative,He’s 5’5” WTF. Drake would beat the shit out of him.,Expresses disbelief and disparagement regarding a singer's height and suggests a violent confrontation.
Negative,Worst song of all time,Expresses strong disapproval and declares it the worst song ever.
Positive,Third verse is really the ONE,Expresses strong enthusiasm and approval.
Negative,Worst song ever,Expresses strong disapproval and labels the song as the 'worst ever'.
Negative,worst shit ive ever heard,Expresses extreme dissatisfaction and negativity.
Negative,Drake been awfully quiet since this dropped,Implies disappointment and criticism of Drake's recent activity.
Negative,"1:10 ""I'm gonna beat this guy u- AAAHHHHH!!!"" -Random guy that got pulled into the void probably",Expresses a violent and unsettling outburst.
Negative,Here lies Drake tombstone 🪦  2009-2024,"Uses a morbid image and expresses a limited timeframe, implying dissatisfaction."
Negative,Horrible vibez,Expresses strong disapproval and negativity.
Negative,literally one of the worst songs of all time,Strongly criticizes the song as being terrible.
Neutral,Grammy vibe,Implies a specific musical style without expressing positive or negative feelings.
Positive,That main theme is so catchy,Expresses enjoyment of the song's main theme.
Positive,More beats please 🎉,Expresses enthusiastic desire for more music.
Positive,Bro the beat it just **BANGS**,The use of 'bangs' conveys intense enthusiasm and enjoyment.
Positive,"I am not a rap fan mostly becuz i don't really listen to it nor do I understand.  However, this song packs a punch.  KL really has a lot to say.  I don't know what everything in the song means but the words seem purposeful and powerful.   I'm a school librarian that likes to do research... I'm about to dig deeper for my own understanding.  BTW... i really like this song!  💜",Expresses appreciation for the song and a desire to explore its meaning.
Negative,Not like us were all human and don't want to die second or third rank citizen but some of us our stories of our ancestors and empires good behavior honestly do you like death bye the machete how many Africans died that way in few cases Africans have done well in government not being tribal so you know how many years of slavery the beat out fellow white people and then dark ages more learning curves face it collonastist came with culture and taut it it's universal pull up your pants help out at a soup kitchen help the disabled the trie third class citizens or your going to looking self when your time comes as an old geuser and time comes in the pearly gates your be turned away wanting in purgatory.,"Contains inflammatory and historically inaccurate statements, expressing prejudice and negativity."
Negative,I cannot beleive how this track gone through the roof like this. Thats one of the worst songs i have ever heard,Expresses strong disapproval and considers it one of the worst songs ever.
Negative,-mustard on the beat ho beat bro ni*** he a freak throw man down tell em everlamps tell em breath bro-,Contains abusive language and expresses strong dislike.
Neutral,lmao sht retarded lyrics but the instrumental is good,Mixed reaction - criticizes lyrics while acknowledging a positive instrumental.
Positive,First beat is fire🎉🎉🎉,Expresses enthusiastic excitement with celebratory emojis.
Negative,"I hate hip hop. Boooooooring repetitive, unimaginative crap",Expresses strong dislike and criticism of hip hop music.
Negative,I like the beat but calling someone a pedo because he kissd a 17 year old at a concer is ridiculous. Especially when people the U.S in certain states re allowed to get married at 16.,Expresses strong disapproval and condemnation of the accusation.
Negative,"If he knew it was a disstrack why would he post it as a music video and perform that song in public,cuz this song is the worst to people who like this song can get outta here cuz Drake is still better than Kendrick because in Nokia Drake copied Kendrick’s move from not like us and superbowl",Expresses strong criticism and disparagement of the artist and their work.
Positive,This Song hits Deep right now. The people of the 🌎 are different.  OG SARGE,Expresses a profound emotional connection to the song.
Negative,This song is repetitive AF!  Can’t stand it.,Expresses strong dislike and frustration with the song's repetitiveness.
Negative,Worst song I've ever put ears to.,Expresses extreme dissatisfaction with the song.
Positive,mustard on the beat ho hits hard,Expresses enthusiastic approval of the beat.
Positive,Bro the beat is soooooo good,Expresses strong positive feelings about the music's beat.
Positive,This song is deep oon so many levels,Expresses appreciation for the song's complexity and depth.
Negative,"Did i just notice that kenny copied the lyrics on euphoria, but said Aye 9 times, whilst on euphoria said Huh 6 times?😂",Points out a perceived lyrical similarity and criticizes the repetition.
Positive,"I need this young man to step for God with Us..... He is Chosen and I felt God's Energy flowing through the vibration and tone in his voice 💞💞💞🎉❤🎉❤🎉❤🎉😊😊😊😊 Heavenly Father, Please Unite Us, In Jesus Mighty Name Amen ❤❤🎉❤😊😊😊",Expresses strong faith and positive emotion towards the music.
Negative,I don't know what's wrong the fact that this was one of the most horrible beats I've ever heard or the fact that people are sheep on that over hype pretending to like bs. This beat is fxcking horrible. I hate this sh1t.,Expresses strong dislike and contempt for the song's beat and its fans.
Negative,"Dr6ke: ""If you can beat them, just copy them"" 🤷🤷🤷🤷🤷🤷",Expresses a cynical and dismissive attitude.
Positive,EAZY E - REAL MF G VIBES!,Expresses enthusiastic appreciation for the artist and their style.
Negative,I don’t get why people love this song. The beat is ok but the diss track is mid vs like Ether.,Expresses dislike and compares unfavorably to another song.
Neutral,what is the original tone from?,Asks a question about the music video's origin.
Neutral,Kendric wife/Fiancé showing up in video Like he don’t beat me cause we dancing is Like Tina Showing Up For Ike,A humorous observation without strong positive or negative sentiment.
Positive,Big moldi a beat mosic ❤❤❤❤❤tank youuu.,Expresses enthusiastic appreciation and affection.
Positive,This is the only song I play in Beat Saber 😂😂😂😂,Expresses enthusiastic enjoyment and frequent repetition.
Negative,Worst,Expresses a strong negative opinion.
Neutral,Mustard On That Beat yo,A nonsensical comment with no discernible sentiment.
Positive,3:31 aye that whole verse fire,Expresses strong approval and enthusiasm.
Negative,Bro you need to watch some 90s MTV your shit don't even match the rhythm,Criticizes the music's lack of rhythm and connection to 90s music culture.
Negative,after 3 min that flow go to no sense and no rhythm,Criticizes the song's flow and lack of rhythm.
Negative,The blood dnt spill like Nas pac dmx or biggie. Also a stale deliverance that's his only downfall very m ok mono tone tho.shit hits needs more deliverence,Expresses disappointment and criticism of the song's lack of impact and delivery.
Positive,Played this song so many times my son knows the lyrics 😅,Expresses fondness and repeated listening.
Negative,"Bro got roasted, fried, stir-fried, cooked, sautéed, sous vide, broiled, boiled, deep-fried baked, al dente, and bbq'd!",Over-the-top and hyperbolic description suggests strong disapproval and ridicule.
Positive,I just read the lyrics to this and I thank you kind sir! 😊👍👍✌️❤,Expresses gratitude and positive sentiment through emojis.
Positive,I'm not into Hip hop but this song is really good and catchy.,Expresses enjoyment of the song despite not being a fan of the genre.
Positive,"Drake & PARTYNEXTDOOR's ""Some Sexy Songs 4 U"" Surpasses Staggering Sales Milestone",Expresses excitement and celebrates the song’s success.
Negative,It would have been a go without Lefty Gunplay the whole verse was trash,Strongly criticizes the song's verse as 'trash'.
Positive,Bro . . . . The beat is mixed SO well.,Expresses admiration for the well-mixed beat.
Positive,Bro . . . . The beat is mixed *SO* well,Expresses strong positive sentiment regarding the song's beat.
Neutral,Check out our latest song titled OVERSEAS on this same channel it's dope you won't regret checking it out.....if you like the song don't forget to subscribe,Promotional comment with a neutral tone.
Negative,"Easily, one of the ACTUAL worst ""songs"" I have ever heard. If you like this, you have zero intelligence.",Expresses strong disdain and insults the listener's intelligence.
Negative,He dropped some good stuff but damn this one corny asf. The lyrics don’t work right and the dumb monologue at the end gives anime nerd fedora vibes. What the fuck happened lol,Expresses strong disapproval and criticism of the song's lyrics and a specific stylistic element.
Positive,Remind me of world beat Kendrick lamar ❤,Expresses fondness and comparison to a positive artist.
Neutral,Everyone is talking about pedophiles but his verse at 3.31 killed it.,Contains a contradictory statement - praising a verse while acknowledging a controversial topic.
Negative,"Nahhhh drake got cooked,fried,Deep fried,barbequed,burned and toasted",Uses hyperbolic language to express strong disapproval of Drake's music.
Positive,Kodak Black's verse in Drowning by A Boogie wit da Hoodie is kinda legendary at this point.,Expresses high praise for Kodak Black's verse.
Negative,The driver got her own gun licenses situation now I not going to late her get beat up are disrespected so in walked off he been back are he got a job,Expresses anger and concern about a potentially dangerous situation.
Negative,Thats what this fucking annoying song is keep hearing everywhere,Expresses strong annoyance and dislike for the song.
Negative,Didn't know he dissed him so bad until I saw the lyrics😅😂😂,Expresses amusement at a potentially critical lyrical reveal.
Positive,This beat up to 0:10 ❤,Expresses positive sentiment with a heart emoji.
Neutral,the beats,"Short, lacks any discernible sentiment."
Positive,"Reminds me of an 1/4 of Missy Elliott. ADRS. Art, Dance, Rhythm and Soul.","Compares the song favorably to Missy Elliott, expressing positive sentiment."
Neutral,The verse referring to DeMar DeRozan leaving the Raptors/Canada hits different now.,"Comment reflects on a specific, potentially sensitive, reference without strong positive or negative emotion."
Neutral,"I think Kendrick did really good on this, i wish the beat was different tho 😢😂",Expresses a positive opinion alongside a mild criticism of the beat.
