classificacao,comentario,justificativa
Neutral,WHY HE GOT THE TRAVIS KELCE VIBE.,Expresses a confused observation without positive or negative emotion.
Negative,"I feel bad for the young kids reading my posts. Ask your sister or brothers to explain. Im teach 13 and up........kinda a renegade priest. Im mean sometimes, and........am i to much Taylor? They . might with Tanaka j. 😂 Native Nativity. It was a set up written........ secretly. Someone knew, progression and the cover ups. Ruins and cold misery........🎉 of course.........😅❤","Expresses negativity and frustration, suggesting a problematic situation."
Positive,"At almost 68, I came to appreciate Taylor Swift just recently. I did not listen to much of her early stuff as I am not really a fan of C & W. However...this album is a much more mature Taylor and her lyrics touch me. Great job, Taylor! My fave song? The Prophecy. Much love and props to the woman who made this album possible!",Expresses newfound appreciation and positive feelings about Taylor Swift's work.
Neutral,Clever to add the lyrics on the brain waves as he reads them she speaks to him from her brain 2:46,Describes an interesting concept without expressing strong positive or negative feelings.
Positive,That chorus tho  🏆🏆,Expresses enthusiastic approval with celebratory emojis.
Negative,This music is like Lana del rey songs.. and it's boring as well because of cheating the girl going to the worst psyhology treatment.. like we're so much powerless.. i hope we can progress from it.. i suggest to give us much hopeful songs.. you're better than this.. https://www.youtube.com/watch?v=VuNIsY6JdUw,Expresses disappointment and criticism regarding the song's themes and lack of positivity.
Neutral,you changed the version… no Ai squirrel mmm interesting talking tempo… you won!?… 🫶🏻🚔,Expresses curiosity and observation without clear positive or negative judgment.
Negative,"Does anybody remember 10-14 years ago when Taylor Swift wrote those great hits, music, albums and songs? Her recent success and popularity of “Midnights” and “The Tortured Poets Department” have been based off of popularity. Not talent, and talent will one day catch up to her. Everyone has a power that hides deep inside of us. It just needs to be unlocked. And she has unlocked that power, she has only misplaced it …",Criticizes Taylor Swift's recent success as based on popularity rather than talent.
Negative,3:39 to gcash load the ringtone should have been working with me,Expresses frustration and a negative experience.
Positive,I like how deep emotions Taylor gives us. ❤❤❤,Expresses affection and appreciation for Taylor's emotional depth.
Negative,Honestly if you muted this video you would get a totally different vibe from the actual one of the song. It's just off.,Expresses dissatisfaction and a feeling that the video presents an incorrect or unpleasant version of the song.
Positive,I Love everything The distant echoes in the song and the Nostalgic Victorian  in black and white film noir era vs a touch of color male vs female. Although the video has A Dark Esthetic Feel to it but it still is romantically beautiful at the same time as well as the chemistry between them. I simply cannot not stop listening to this song and I can’t stop watching this Video. I am definitely A matured Taylor Swift Fan now. I Love History so therefore I love classic Music & Classic Movies (Film Noir) & I love ❤the Victorian Era. This song although dark is also sensuously sensitive as well!!! I Love It All!!!!,Expresses strong positive feelings and appreciation for the song and video's artistic elements.
Positive,Fantastic it has some same Vibes as Nevaeh https://youtu.be/XE-ZjRwuDhY?si=8wiP8xnLBzHn9v0m,Expresses enjoyment and comparison to another video.
Negative,these lyrics. undone.,Uses a dismissive word ('undone') to express strong disapproval of the lyrics.
Negative,...the effects were non existent.,Expresses disappointment and criticism of the video's effects.
Neutral,the lyrics aesthetics,Expresses a simple observation about the song's lyrical qualities without strong positive or negative emotion.
Neutral,the beat kinda sound like “a real hero” from 13 years ago ngl,Comparison to another song with a note of acknowledgement.
Positive,Synth perfection. ❤,Expresses strong positive sentiment using emojis and praising the synth quality.
Positive,"Taylor, I love you a key words cannot express how much you’re my favorite person in the whole entire world. Can you change my life with your incredible words and lyrics? I absolutely adore you and idolize you and everything you do I will always be your feeling and do everything you dothank you so much for being such a great person.❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",Expresses intense adoration and love for the artist.
Positive,I love the toneee❤,Expresses strong positive emotion using an emoji.
Negative,01:06 why this beat is not in The album version 😢😢😢😢?,Expresses disappointment and frustration about the missing beat.
Positive,The chord professional and melody and lyrics are actually quite beautiful. Even Taylor haters will agree.,Expresses appreciation for the song's musical qualities and suggests widespread appeal.
Positive,We have all been there...her lyrics put it perfectly.  Voice 💯   lyrics 💯,Expresses strong approval with numerical ratings.
Positive,Fantastic visual effects and artwork !!,Expresses enthusiastic praise for the visual elements.
Negative,"Hate these lyrics, as a woman. I'm sure all genders and non-binary folks hate talk of m*rder...  Taylor trying to fit in with the cool kids but it didn't land... Plus Post Malone is everywhere now....  So glad this didn't win a Grammy","Expresses dislike of lyrics and criticizes Taylor's attempt to be trendy, alongside annoyance at Post Malone's ubiquity."
Positive,"You know something is truly special when it makes you feel.  This song might make 100 different people feel 100 different emotions, but it's not just something you casually hear in the background.  It grabs your attention and makes you feel, whatever your feel when you hear it.  Hope?  Loss?  Young love?  Sadness?  But certainly not ""nothing.""",Expresses a profound emotional connection to the song.
Negative,Post has seen some shit. That look is deep.,"Uses strong, negative language expressing dissatisfaction."
Positive,Lana Del Rey's vibe. She really love her bestie💕,Expresses fondness for Lana Del Rey and uses a positive emoji.
Neutral,I guess Jarnine would love to have this vibe.,"Expresses a simple, potentially appreciative, observation without strong emotion."
Positive,I JUST FOUND IT THIS MONTH NOVEMBER 2024 AND I FREAKING LOVE IT! THEY'RE A POWERFUL COMBINATION! ESPECIALLY POST MALONE'S PART AND TAYLOR SWIFT ECHOES IN 😍,Expresses strong enjoyment and positive association with the music.
Positive,As it was vibes 👀👀👀,Expresses enthusiastic agreement and excitement.
Positive,"💔❤️🌻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻PLEASE RELEASE A TAYLORS VERSION OF BOTH Reputation and your Original 1st Album... Please please please! I need it. I especially need the acoustic version of ""Dancing with my Hands Tied""... That was so healing for me during my current divorce process. Please release the acoustic version of that song please please. 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🌻❤️💔",Expresses strong desire and emotional need for specific versions of the song.
Positive,Loving the vibe,Expresses clear enjoyment of the music's atmosphere.
Positive,HOW GOURGOUS ARE YOU??????YIP STONED  FEW COORS LIGHT PS WATCHING MY FIGURE 😂😂😂😂😂😂😂😂😂😂😂😂😂,Expresses enthusiastic enjoyment and amusement.
Positive,who is here in March 2025 those lyrics played differently🔥🔥 and she gave them to us in the first song💗💗💗,Expresses enthusiastic enjoyment and appreciation for the song.
Positive,My first time watching a full video from both artists and hearing this song very nice melody and I'm 57 yrs old in to country music and I was country when country wasn't cool in the seventies she has an amazing voice I don't get all the songs but she is quite the performer seems to be in touch with her fans and concert goers very nice 😊😊,Expresses enjoyment and appreciation for the artist's performance and voice.
Neutral,This is just a real hero by college and electric youth. Could have at least used a different synth bass,Expresses a simple preference and a minor criticism.
Negative,"What a dreary, repetitive, unmelodic piece of throwaway music, completely worthless. How can anybody listen to this woman and think she's great. Quite possibly the most overrated person of all time.",Expresses strong criticism and dismissal of the artist and her music.
Negative,Your the worst thing to happen to humanity,Expresses extreme disapproval and condemnation.
Positive,"okay not a Taylor fan (I'm just an old school fan of rock and alternative)  but I'm here because of all of the hype in the  media, and today the news because she is doing 6 shows here in Toronto and this is seems to be the song that so many fans are most excited to hear so thought,  I really must just check out this one song and I have to say,  it's really great!!  Hope everyone enjoys the show!!  Taylor's popularity reminds me of the Beatles it's really quite incredible!!  Enjoy the music :)",Expresses enjoyment of the song and positive sentiment regarding Taylor's popularity.
Positive,Synthwave <3 Love it <3,Expresses enthusiastic love for the synthwave genre.
Neutral,She's very talented and I love the neo-80's vibes but I can't stand that fakeyness.,Expresses appreciation for talent and style while noting a dislike of artificiality.
Positive,My favorite ❤its my ringtone,Expresses strong affection and identifies the song as a personal favorite.
Neutral,Did anyone get Lana Del Rey vibes?,Asks a question about stylistic similarities without expressing a positive or negative opinion.
Neutral,Hindsight with AI is 200/20 and I've always been close to 20/20 in real time... and I have perfect pitch... maybe you're in love with the wrong man?,A somewhat quirky and self-referential comment with no strong positive or negative sentiment.
Positive,Seriously this two voices are harmony 😢,Expresses a positive emotional response to the vocal harmony.
Positive,INSANE vocals,Expresses strong admiration for the singer’s vocal performance.
Positive,Walking beats,Expresses enjoyment of the song’s rhythm.
Negative,"idk why everyone is not taking name of fortnight in soty...just see its lyrics..so beautiful and deep.. i love u and its ruining my life..like wtf, this thought is after such deep thinking..love u taylor","Expresses frustration and disbelief at the song's impact, using sarcasm."
Positive,"I love it, it's got that synthwave feel to it. Great song",Expresses enthusiastic enjoyment and identifies a desirable musical characteristic.
Negative,I didn't like the worst ending when he let u get shock,Expresses dislike of a specific element of the music video.
Positive,I get modern Stevie Knicks vibes. Luv it!,"Compares the song favorably to Stevie Nicks, indicating enjoyment."
Positive,Emotional  coming out but the best thing sweets 😋 i mean everything i said 😊❤❤❤,Expresses positive feelings and uses emojis to convey enthusiasm.
Positive,Gives me del Rey vibes ❤,Expresses a positive association with another artist.
Positive,u r litterly my #1 fave singer in the whole multiuniverse ur the best so is this song,"Expresses strong, enthusiastic adoration for the singer and the song."
Negative,BORING SONG AND WORST ALBUM,Expresses strong disapproval and criticism of the song and album.
Positive,Twin flame vibes thats it,Expresses a positive and evocative feeling associated with the music.
Negative,The last thing a mind forgets is the emotion in a song . Dementia.,Expresses a negative sentiment about the impact of dementia on emotional response to music.
Positive,3:14 is where the song gets amazing. Wish all the choruses sounded this way.,Expresses appreciation for a specific part of the song.
Negative,Sad she's lost...🙏4zLostOnes,Expresses sorrow and loss.
Positive,"Wait, Taylor Swift and Post Malone together? This is the collab I didn’t know I needed! Can’t wait to vibe to this masterpiece 🎶🔥✨",Expresses enthusiastic excitement and anticipation for the collaboration.
Negative,WARNING: Always be careful of comments. Person or persons could be confronted or experience Swifty rage. These comments could be or become dangerous to others. Side effects could last for days or weeks. Comment with exsteme caution. 🎉❤,Expresses concern about potential negativity and danger associated with comments.
Positive,OMD vibes from this song.,References a positive musical era (OMD).
Positive,Taylor's lyrics >>>>>>>,Expresses strong preference for Taylor's lyrics.
Positive,the first few lines of lyrics is amazing!,Expresses enthusiastic praise for the song's opening lyrics.
Positive,nothing will ever beat hearing “i was supposed to be sent away but they forgot to come and get me” for the first time at 5:00AM ❤❤,Expresses deep fondness and nostalgia for the song.
Negative,Love is the deepest loneliness in the imperfections of life. Love is the memory of someone that carries with it through time. I miss you Farhana.❤,"Expresses sadness and longing, indicating a painful experience."
Neutral,Identity and character can coexists' together or........maul each other like dogs. Powerful but true. 🎉😮,"Offers a philosophical observation with an emoji, lacking strong emotional tone."
Neutral,Non touch screen phone lol a stoner came up with it lol 💚. But anyways I'm trying to ask you if you want it. It's a military heat camera and possibly a finger print reader. And then ur fingers are wands lol. Crazy right 🤍🖤🤍,A mix of playful humor and a factual description.
Neutral,Nonchalant vibes,Describes the music video with a calm and unenthusiastic tone.
Positive,Cosmic galactic ascension of humanity making them gods ❤. Cosmic awakening of Gaia mother earth 🌎 GAIA PISTIS ChristSOPHIA awakened ascending human consciousness beyond measure infinitely. Gaias gift of Enlightenment. Cosmic ascension. Freedom 🎉🎉🎉🎉 THE BIG BANG OF LIGHT THE REBIRTH OF THE UNIVERSE LIGHT LET THERE BE LIGHT 2025 REBIRTH OF EARTH AND HEAVEN ON EARTH. ASCENSION,Expresses fervent belief in spiritual awakening and cosmic ascension.
Positive,"Brilliant lyrics, thrown in with puns and delivered flawlessly. This was his best",Expresses high praise for the lyrics and performance.
Negative,Taylor Swift’s music is the worst thing to happen to humanity… because it ruined every other artist for me ;-; nobody compares.,"Expresses strong, hyperbolic criticism of Taylor Swift's influence."
Positive,I love how Taylor contrasts the two characters: the girl who’s “cheer captain” and wears high heels versus the narrator who wears sneakers and listens to music in her room. It’s such a simple but powerful way of showing the difference between being seen and being overlooked.,Expresses appreciation for the song's narrative and thematic elements.
Neutral,"✨️🎶Nice collab, but would remix with the final minute actually encompassing 2/3rds of the track, adding a strong blend of reverb & echoes🎶✨️😎",Offers a constructive suggestion for improvement without expressing strong positive or negative feelings.
Negative,I was a functioning alcoholic ... Those words hit deep. Im trying so hard to get sober 😔,Expresses vulnerability and struggle with addiction.
Positive,I subscribed. I appreciate you are using your powerful influence to be in the right side of history and advocate for everyone,Expresses strong support and admiration for the artist's stance.
Negative,"Tanto clipe bom, e assa porcaria vencendo, fim dos tempos mesmo viu",Expresses disappointment and pessimism about the song's success.
Negative,So overrated the lyrics don’t even rhyme,Expresses strong disapproval due to poor lyrical quality.
Negative,Your the worst.,Directly insults the artist.
Positive,this video has vibes of joker and Harley Quinn,Evokes a positive association with iconic and popular characters.
Positive,"Beautiful song, its melody touches my soul 😢❤",Expresses deep appreciation and emotional connection to the song.
Negative,2 octaves monotone alto singer.,Describes the singer's vocal range as monotonous and undesirable.
Positive,you're always be part of my life and it makes me happy to express my darkest shit through your music without judgment just real time emotions. And I always scream from my heart whenever I sing ❤❤❤❤,Expresses deep gratitude and joyful connection through the music.
Positive,The passion in billie is such a moment.  Her voice really moves you.  She sings like if it's not a struggle to hit notes. A breeze,Expresses admiration for Billie's vocal talent and emotive performance.
Positive,I have just heard this song and i have already played it 3 times. I never was a tay fan but this song is amazing...love post malone and his vocals are just beautiful...so melancholic ❤😢,Expresses strong enjoyment and appreciation for the song and artist.
Negative,Was hoping to find a Tay Tay song that wasn't about how cool it is to have emotional issues. The search continues....,Expresses disappointment and criticism of the artist's lyrical themes.
Positive,What are the chances someone’s two favourite artists come together and make a masterpiece like this .. I feel like this song is a gift from the universe to me ❤️ I have loved them both from the beginning of their careers,Expresses strong positive feelings and describes the song as a 'gift'.
Positive,This is one of my number 1 song that's😢 make me emotional and feeling like deja vulnerable. But so beautiful I can't get enough ❤ so so freaking awesome music I ever loved ❤️,Expresses strong positive feelings and adoration for the song.
Negative,Worstt🤢,Expresses strong disgust and negativity.
Neutral,Offer your tracks (in suggestions) to people who still care for your songs and lyrics.,Expresses a suggestion without strong positive or negative emotion.
Positive,Divine Rivals vibes,"References a highly praised music video, indicating positive sentiment."
Positive,"The track, the voices, the lyrics ARE MASTERPIECES!","Expresses enthusiastic praise for the track, voices, and lyrics."
Positive,Picking up Lana Del Rey vibes ❤,Expresses fondness and similarity to Lana Del Rey.
Positive,"It has that 80,90's vibe❤❤❤love it!!!",Expresses strong positive feelings and enjoyment of the song's nostalgic style.
Neutral,No one noticed the pause of the lyrics? 1:07,Points out a detail without expressing a positive or negative opinion.
Positive,the woman being tested is my future wife that will reign in the ultimate cosmos of the infinite beyond all creations and all universes,Expresses admiration and a desire for a positive future relationship.
Positive,Loving the vaporwave vibes in this,Expresses enjoyment of the vaporwave aesthetic.
Negative,lYRICS ARE SIKKO.🤮,Expresses strong disapproval with an emoji.
