classificacao,sentimento_manual,comentario,justificativa
Negative,Negative,The song without notes😅😅😅,Expresses frustration and disappointment without positive sentiment.
Positive,Positive,"Daft Punk Technologic vibes! (In a really, reallt good way....)",Expresses enthusiasm and appreciation for the song's resemblance to Daft Punk.
Positive,Positive,The beat 🥳🥳,Expresses enthusiastic enjoyment of the music.
Positive,Positive,😅j'aime trop  set chanson 🎉🎉🎉🎉bonne anniverser🎉🎉🎉😊,Expresses strong enjoyment and celebration.
Positive,Positive,it’s giving Death Becomes Her vibes i love it,Referencing a film known for its stylish and dark aesthetic expresses appreciation.
Positive,Positive,Love the beat,Expresses strong liking for the song's rhythm.
Positive,Positive,I just realised that The Dare is in the background at the beginning and then she mentions “send it to The Dare I think he’s with it”. Lol. Honestly great marketing from her side with the whole “brat girl summer” vibe going on and with The Dare’s new song coming out.,Recognizes clever marketing and connects it to a relevant trend.
Neutral,Neutral,Giving me Gaga Just Dance and Miley Party USA vibes,"Compares the song to two distinct, and somewhat contrasting, pop songs."
Neutral,Neutral,The chorus sounds like Technologic 💀🤖,Acknowledges a positive aspect (chorus) while referencing a potentially negative comparison.
Positive,Positive,"this is absolute artistry .. music, lyrics, video.  i want to hear it a thousand times",Expresses strong admiration and a desire to repeatedly listen to the music.
Negative,Negative,"Cringe dirty talk, music can be good without vulgar concepts and lyrics",Expresses disgust and disapproval of vulgar lyrics.
Negative,Negative,"ngecek doang...... the lyrics lmao whats wrong with ma girls, did she get h or  just caus of the beat 😂. funy.",Sarcastic and critical remarks about the artist and her song.
Neutral,Neutral,The lyrics are deadly but the song n collab is slay,Criticizes the lyrics while praising the collaboration.
Positive,Positive,It’s giving 2000s vibes and I’m here for it,Expresses enthusiasm for a nostalgic sound.
Positive,Positive,This beats and duo❤❤,Expresses enthusiastic enjoyment of the song's elements.
Neutral,Neutral,"Music is good, not artists and lyrics 😐",Expresses a neutral opinion about the music itself.
Neutral,Neutral,PitchBlack,"A single word expressing a potential opinion, lacking clear sentiment."
Positive,Positive,I didn't know a song about underwear could sound so catchy.,Expresses surprise and enjoyment of the song's catchiness.
Neutral,Neutral,Giving me - Like AG6 vibe,"References a previous artist (Lady Gaga) and implies a similar, but potentially less successful, sound."
Positive,Positive,This song slaps. Love the beat and also their voices just work so good together.,Expresses strong enjoyment and appreciation for the song's elements.
Negative,Negative,sounds like a rip off of technologic by daft punk during the chorus usues the same beat so not really original but a decent song,Criticizes the song as a derivative and unoriginal rip-off.
Negative,Negative,"This is unoriginal garbage , literally changing the lyrics to technologic with pervy stuff isnt ""art"" lol",Strongly criticizes the music as unoriginal and inappropriate.
Neutral,Positive,Too deep,The comment expresses a profound feeling without explicitly positive or negative connotations.
Positive,Positive,Loveeeeee this it has an old school beat in the early days of like sandstorm and David Guetta,Expresses strong enjoyment and comparison to classic music.
Neutral,Neutral,Billie a genius using lyrics to shoot her shot 😂,Praise combined with a sarcastic observation.
Positive,Positive,What a delicious beat ❤,Expresses enthusiastic enjoyment of the song's rhythm.
Neutral,Neutral,Who is going to do a Mr Oizo Flat beat remix?,"Asks for a specific remix, expressing a desire but not expressing an opinion on the song itself."
Negative,Negative,"Acapella 🌚 no está en acapella, habría que quitarle el autotune también",Expresses dissatisfaction with the song’s production and asks for changes.
Neutral,Neutral,I’m getting Eric Andre vibes here,"Acknowledges a similarity to Eric Andre, indicating a potentially humorous or chaotic style."
Neutral,Neutral,"I love this song, but the quick chorus part sounds exactly like the bit from Technologic by Daft Punk :/",Expresses enjoyment but identifies a similarity to another song.
Positive,Neutral,Daft Punk - Technologic vibes.,References a positive and well-regarded song by Daft Punk.
Neutral,Neutral,Bloodhound Gang vibe,"References a specific, potentially controversial, musical style."
Negative,Negative,Awful,Uses the word 'awful' to express strong disapproval.
Negative,Negative,"bangin beat, they both sound good, but the ending 'you wanna guess if we're serious about this song'  . .  is cringe",Expresses strong dislike for a specific lyric/section.
Neutral,Neutral,I really like this song but I don't like about the underwear and stuff it's not giving the vibe,Expresses enjoyment of the song while criticizing an unrelated element.
Positive,Neutral,The beat is the clock level from mario 64.,Expresses strong positive sentiment referencing a beloved and nostalgic song element.
Negative,Negative,That unibrow is awful,Makes a critical and unflattering observation about the artist's appearance.
Positive,Positive,DAFT PUNK VIBES 🪬,Expresses enthusiasm for the Daft Punk musical style.
Negative,Negative,I usually like both of their music but this wasn't very good. I started laughing and I don't think that was they were going for. Decent beat.,Expresses disappointment and finds the song unintentionally funny.
Neutral,Neutral,This gives Alejandro vibes,"References a song ('Alejandro') suggesting a comparison or association, indicating a Neutral reaction based on that reference."
Neutral,Negative,I came here after listening to Stern... pretty dumb lyrics imho yet cash grab that pussy (yay?),Expresses criticism of lyrics alongside a somewhat sarcastic appreciation.
Positive,Positive,"bodyrox  yeah yeah yeah vibe, you yanks wont know",Expresses enthusiasm and a positive vibe.
Positive,Positive,The vibe is GOOD!!!,Expresses enthusiastic approval of the song's atmosphere.
Positive,Positive,Beatifull 😍😍😍,Expresses strong positive emotion with emojis.
Neutral,Neutral,"The song is good, but the lyrics and the video😢",Expresses enjoyment of the music but also sadness due to the video.
Positive,Positive,So glad they are getting the attention ❤vocals are insane,Expresses joy and praises the vocals.
Neutral,Positive,"The collab, the song, the lyrics (especially Billie's part, I was gaping hearing it for the first time bc it randomly played on my Spotify while in public lmao) are insane but the music video SUCKS, it could have been SO fire. Makes me even more mas as someone who'd dream of being a music video realisator",Expresses admiration for the song and lyrics while criticizing the music video.
Positive,Positive,"Charli, Charli. OK. I need to send you some of my recent beats and we need to make a motherFKN banger like this! love this! 1 of only 2 things ive like in the last 15 songs ive listened to! The other was The Weekend.",Expresses strong enthusiasm and praise for the song.
Neutral,Neutral,The lyrics-,Expresses a negative opinion about the lyrics without fully detailing the issues.
Positive,Positive,I 🙏 she wins VMAs next week .. Every single song she releases makes me seriously 2nd guess wtf I'm doing n whom .. She's so sexy n her vibe is always so dope...Just sayin 😍🤩👑❤️💋🥰,Expresses strong admiration and positive feelings towards the artist.
Positive,Positive,My love knows I'm definitely serious about this song. The lyrics has seduced a whole world. Hit of the year ❤,Expresses strong affection and enthusiasm for the song.
Negative,Negative,This is the worst song Billie has ever been in😭,Expresses extreme disappointment and criticism of Billie's song.
Positive,Positive,This gives me 2009 vibes I like it ❤!,Expresses enjoyment and nostalgia for a specific year.
Negative,Negative,"While receiving the award Charlie said it how it is, when songs like this go to the top, shows how stuff has gone down hill for lyrics and intellect for the majority :(",Expresses disappointment and criticism of declining lyrical quality.
Negative,Negative,This is what happens when you sell your soul to the corporate media overlords and old pervy men write your lyrics for you. Complete trash.,Strongly criticizes the song and its perceived origins.
Positive,Positive,Rosé is giving Gwen S. vibes in this MV and I couldn't love it anymore,"Compares the music video to Gwen Stefani's style, indicating admiration."
Positive,Positive,whiplash by aespa vibes!!,"Compares the song to a highly praised track, indicating enjoyment."
Positive,Positive,This is so catchy,Expresses enthusiastic enjoyment of the song's catchiness.
Positive,Positive,Technologic- Daft punk vibes ✨️,Expresses appreciation for the Daft Punk influence.
Positive,Positive,I’m a gay man and I love these vibes! Billie!!,Expresses enthusiastic enjoyment of the music.
Positive,Positive,Getting Daft Punk vibes from this one,Expresses enjoyment and association with a well-regarded artist.
Positive,Positive,ove how Billie replies to Charli in her verse and it‘s like they are t,Expresses admiration for Billie's interaction with Charli.
Negative,Negative,"Promoting a song with sexualized lyrics about women's underwear while advocating against domestic violence can appear contradictory, as the former may undermine the message of respect and dignity essential to combating the latter. Also the  ""BRAT"" word - It's important to focus on language that respects and empowers individuals rather than diminishes them. we can find a better word then BRAT... Bloody Rat",Strongly criticizes the song's lyrics and advocates for respectful language.
Positive,Positive,Is it bad that I'm a dude and I know all the lyrics to this song? lol. LESS GO BILLIE!,Expresses enthusiastic enjoyment and support for the artist.
Negative,Negative,as an older person seeing what young people like to hear and the story line of underwear as the lyrics to this video. My honest reaction to this video is ewwww,Expresses disgust and disapproval of the song's content and themes.
Neutral,Neutral,The you wanna Guess it for being serious In this song I go through every emotion,"Expresses a range of emotions, indicating a complex and potentially ambivalent reaction."
Neutral,Neutral,M to the b kinda beat,Shortened form of 'most be' suggests a neutral opinion without explicit praise or criticism.
Positive,Positive,We need an extended version with another verse the beat is too good the songs just too good to finish 😢xxxx,Expresses strong desire for an extended version due to enjoying the song.
Neutral,Neutral,this is hot obvi but why did she think the dares sounds were so unique to make him produce this track? like this is deep tech minimalism at its core,Expresses enjoyment but questions the originality of the production.
Positive,Positive,Omg this is such a banger.. when the beat drops after “Charli call me if you’re with it” is everything🙌🏻,Expresses enthusiastic excitement and praise for the song's beat.
Neutral,Neutral,The substance vibes,Vague reference to 'substance' lacks clear sentiment.
Negative,Negative,This is the worst song of all time,Expresses strong disapproval and declares the song as the absolute worst.
Negative,Negative,I feel srry for billie bc of that one guy off TikTok who tried painting billie as some pred bc of the lyrics of this song as if it’s not about underwear,Expresses concern and negativity regarding false accusations against Billie Eilish.
Positive,Positive,Not Billie coming in with the hardest verse and a chuckle knowing she about to put us all throughhhh it 😂❤️,Expresses amusement and admiration for Billie's confidence.
Negative,Negative,charlie and billie make awful music. contributed to the death and crime of no original thoughts,Strongly criticizes the music of Charlie and Billie.
Positive,Positive,So damn catchy,Expresses strong enjoyment and appreciation for the song's catchiness.
Neutral,Neutral,Nice and safe lyrics (no sarcasm),Expresses a preference for straightforward lyrics without irony.
Negative,Neutral,Lyrics in hindi:Kiss colour ke chhadi pahne ko?,The comment expresses disapproval and mockery of the song's theme.
Positive,Positive,Love this song great video so catchy fun song,Expresses strong enjoyment and appreciation for the song and video.
Neutral,Positive,The first part lyrics  WAS WILD ASF,"Uses slang ('wild ASF') expressing strong reaction, but doesn’t explicitly state whether it’s positive or negative."
Neutral,Positive,"Beat needs realigning slightly with the vocals in the beginning, but everything after the drop is beautiful!! Awesome work🫶🫶 So cool to hear ST in another great genre!",Initial criticism combined with overall praise and excitement.
Neutral,Neutral,This is my mffff vibeeee,Unclear and nonsensical expression of enjoyment.
Negative,Neutral,Billie's giving young princess nokia vibes,Implies a dated and unappealing aesthetic comparison.
Positive,Positive,"Love the 2016-2018 carefree, sweet but not overly cute vibes, we need more of this vibes from the girls!",Expresses fondness for the described musical atmosphere.
Neutral,Neutral,"UM IS THE GIRL FROM 360, AKA WAITER VIBES IN THE PARTY SCENE AROUND 0:30-0:40!? 🤯",Expresses excitement and recognition while noting a specific detail in the video.
Positive,Positive,This gives me peaches vibes so hot!,Expresses strong positive feelings and comparison to a popular song.
Neutral,Positive,Anyone else getting tatu vibes? 😍😍🥵🥵,Expresses affection while referencing another artist.
Positive,Positive,JAMES WTF I NVR KNEW UR VOCALS CAN REACH THE GALAXYS U DID AMAZING BABE,Expresses enthusiastic praise and admiration for the singer's vocal abilities.
Positive,Positive,I'm really in love with this sonnggg it's such a vibeee🔥🔥🔥🔥,Expresses strong enthusiasm and excitement for the song.
Positive,Positive,Okkaaaaayyyyyy 💅🏼lovin’ the vibesssss💖💖💖,Uses enthusiastic emojis and positive language expressing enjoyment.
Positive,Positive,Charlie is beatiful ❤,Expresses affection for Charlie.
Negative,Negative,The worst song i have ever heard,Expresses extreme dissatisfaction and condemnation of the song.
Neutral,Neutral,Anyone else get major Skins vibes from this? Like Effy vibes and the music video reminds me of the house parties in that show,References a nostalgic show while expressing a Neutral opinion about the song.
Negative,Negative,Billie single handedly saved this song and probably Charlie’s career because the rest of this album is awful,Criticizes the album as a whole while praising Billie’s contribution.
Positive,Positive,This is such a vibe,Expresses enjoyment and appreciation for the song's atmosphere.
Negative,Negative,Sick tune Shame lyrics could be better too gender bending for the younger generation how can it be cool to be gay today!!x,Expresses disapproval of lyrics and questions the acceptance of LGBTQ+ identity.
Negative,Negative,I hate this song it's always playing on spotify ads and it's annoying asf,Expresses strong annoyance and dislike of the song.
Positive,Positive,The beat is amazing!!! Can't get over Yseult 's verse,Expresses strong enthusiasm for the beat and Yseult's verse.
Negative,Neutral,Why is this giving the same vibe as the big bad wolf music video 😭😭,Expresses dislike and comparison to a disliked video.
Positive,Positive,Good vibes,Expresses a positive feeling and wish.
Negative,Negative,"Uma merda essa musica, o clip. Nada tem sentido, uma batida sem ritmo e frases que não fazem sentido co m nada. Não há o que apreciar nessa música, só tempo perdido. Não recomendo.",Expresses strong disapproval and frustration with the song and its visuals.
Positive,Positive,"This song has a rush vibe Troye Sivan, i loved❤",Expresses enjoyment and affection for the song.
Positive,Neutral,Daft Punk's Technologic vibes,"{""sentiment"":""Positive"",""justification"":""Reference to Daft Punk’s ‘Technologic’ indicates appreciation for the song’s style.”}"
Negative,Neutral,The songs epic but the lyrics scar me for life,Expresses a deeply unsettling and distressing reaction to the lyrics.
Positive,Positive,PERFECT!!!!!!!!! AMAZING GIVIND MTV 2000 vibes,Expresses enthusiastic praise and references a nostalgic era.
Negative,Neutral,Bro the lyrics 😭,Expresses strong sadness and disappointment with the lyrics.
Positive,Positive,This autoplayed after listening to Paul McCartney's Temporary Secretary and you know what? Exactly.,"Acknowledges a connection to a well-regarded album, indicating appreciation."
Negative,Neutral,bad guy vibe,Expresses a dislike based on a specific musical style/vibe.
Neutral,Neutral,"me: ""This is such a banger! wait..."" *realizes the lyrics*",Initial excitement Neutral with disappointment regarding the lyrics.
Positive,Positive,"Omg this gives me like 2007, 2008 trashy vibes and I love it there needs to be more songs like this",Expresses enjoyment of a nostalgic and intentionally 'trashy' sound.
