comment,user_name,date,likes,compound,sentiment,sentimento_manual
"Wow if this song doesn’t speak volumes ! Very catchy , highly addictive & way WAY factual in the lyrics….",@Gree187,2024-05-10T11:32:56Z,0,0.6239,Positive,Positive
"Chorus ruins the whole song, which was amazingly good.",@deleyderismynamer,2024-03-22T18:20:00Z,0,0.0754,Positive,Neutral
i like the lyrics but not the execution,@Watt_1200,2024-03-22T21:22:56Z,0,0.1901,Positive,Neutral
"I feel emotionally assaulted, please pay for my therapy Jojo Siwa",@corndog1111,2024-07-25T00:04:33Z,0,-0.3612,Negative,Negative
Her lyrics ❤❤,@Christina-y5s,2025-07-28T20:22:15Z,0,0.8555,Positive,Positive
"Best lyrics since, ""I wanna rock"", by Twisted Sister",@V.Z.69,2024-03-22T23:11:54Z,0,0.6369,Positive,Positive
Real ones alr know the lyrics 😭😭,@mettycandy,2024-03-22T16:50:02Z,0,-0.7351,Negative,Neutral
It gives 2000s movies vibes sm,@moonlightedits3132,2024-03-22T16:48:32Z,0,0.0,Neutral,Neutral
The song is so catchy ❤❤❤,@sailormoon9510,2024-03-24T17:40:35Z,0,0.9308,Positive,Positive
Retroactive jealousy. My worst enemy fr,@frostedcherrikookie1848,2024-03-22T16:43:31Z,0,-0.872,Negative,Negative
"This is February 2025 & OBSESSED by OLIVIA RODRIGO continues to be exceedingly emotional, exceptionally eccentric, extremely explosive, enormously exciting, and exquisitely engaging. Her singing is singularly sentimental, spellbinding, superb and simply spectacular. ❤❤❤❤❤❤",@kesharisuthar3268,2024-12-09T17:32:31Z,0,0.9898,Positive,Positive
"A catchy song as always, Queen Olivia! 👑💜",@ivykistler2078,2024-03-22T16:16:15Z,0,0.6696,Positive,Positive
"If you're not obsessed with the lyrics, the metaphors or the bangs, youre not me.",@MarzMidnite,2024-03-28T02:16:30Z,0,0.1326,Positive,Negative
Omg now Ik all the lyrics!!!❤❤❤,@SelenaPOVS,2024-03-22T20:24:28Z,0,0.938,Positive,Positive
There is a woman that feels this way currently about me and she's terrible so it's not the worst thing,@Curiouswhatever,2024-03-24T07:36:12Z,0,0.05,Neutral,Negative
This is all about insecurities ...I've never felt this way ..I've never been jelly of my guys exes...I'm glad cuz it sounds way too deep for me...brush Dat shit off....there's no point in obsessing over someone who doesn't matter to your partner anymore ..b glad you have him and leave it at that..confidence is gold,@bran3eyedraven840,2024-05-18T09:30:55Z,0,-0.6456,Negative,Negative
This is giving brutal vibes,@noworries838,2024-03-23T16:56:05Z,0,-0.4019,Negative,Negative
The chorus gives me Weezer vibes.,@mac_c,2024-04-11T16:41:47Z,0,0.0,Neutral,Positive
how is she a singer? with that tone and performance,@thuraynsann7977,2024-03-22T18:24:11Z,0,0.0,Neutral,Negative
"The song and lyrics are so high school, its time for her to realize she's an adult, but i gotta say this video is pure art, absolutely beautiful",@angelevangelista9762,2024-03-22T16:49:14Z,0,0.7776,Positive,Neutral
It's the good MTV vibes for me,@palabrasabrazos,2024-03-27T11:50:58Z,0,0.4404,Positive,Positive
Sounds like rock-ish with a pop chorus,@hrr597,2024-04-20T22:39:28Z,0,0.3612,Positive,Neutral
i LOVEEE her avril lavigne/hayley williams vibes don't get me wrong but i hate the toxic gf character she plays in some of her songs like it is so unlikable to me idk,@luz-ew4ql,2024-03-26T22:38:59Z,0,-0.0317,Neutral,Neutral
"it has the ""Bullet with a butterfly wings"" vibe.",@kamotetopz6776,2024-04-02T22:18:33Z,0,0.0,Neutral,Positive
"I LOVE this video!! The concept, the sashes, Liv screaming and jumping during the chorus, it’s actually perfect ❤",@mia.dx2,2024-03-22T21:50:10Z,0,0.9156,Positive,Positive
The chorus vocals sounded like disorted Withered chica’s voice from fnaf UCN 😭😭,@marekadamovsky2738,2024-05-19T18:26:10Z,0,-0.5719,Negative,Negative
Feels 2012 vibes kinda,@judithgurrola1,2024-03-25T04:51:25Z,0,0.0,Neutral,Neutral
The bangs look awful,@murk959,2024-05-11T20:04:06Z,0,-0.4588,Negative,Negative
She's copying the rhythm of Muse. Time is running out.,@irineovelasquez1964,2024-05-31T18:24:11Z,0,0.0,Neutral,Negative
"U know I wanna tell u like somany times but I held it up to my self but they are making me say it, you know church is million and billions of times the psychology therapy true they just loop around on the same emotions. Finally have to say it now",@HumbleThanks-fl8ry,2024-05-18T14:27:30Z,0,0.6652,Positive,Negative
Im sorry but I’m hearing telephone from lady Gaga in the chorus 1:42,@Kahii-vj5tc,2024-05-24T23:56:52Z,0,-0.0387,Neutral,Neutral
is anyone else getting gay vibes from this song???????????????????,@s.tudydudes571,2024-03-23T05:36:04Z,0,0.0,Neutral,Neutral
Her lyrics is germaitc wow olovia rodrigo shes talented,@Christina-y5s,2025-08-01T22:47:03Z,0,0.7964,Positive,Neutral
The cinematography and vibes of the actors/the entire video reminds me of the music video for “I’m not okay” by MCR 🤔 so good!! Loving this bop also 🥹🤩,@SarahRigsby,2024-03-30T02:03:49Z,0,0.8592,Positive,Positive
Avril Lavigne vibes anyone?,@amritakhoshall1481,2024-07-14T18:21:36Z,0,0.0,Neutral,Positive
Cute. Got a cherry vibe.,@georgearroyo6511,2024-03-23T21:43:43Z,0,0.4588,Positive,Positive
Man this would sound so good if the lyrics and point of the song was different 😭,@batpupp,2024-06-17T22:58:45Z,0,0.1633,Positive,Negative
"What the heck is this, the lyrics has no sense. Literally she's saying that he already forgot his ex and he is in love with her now...",@Readyuv,2024-03-23T20:51:57Z,0,0.4588,Positive,Negative
It gives me Alanis Morrisette vibes and I love it 💕,@jessrose918,2024-05-21T17:10:09Z,0,0.8591,Positive,Positive
The worst song she ever made,@EstherV-x1o,2024-03-25T09:36:31Z,0,-0.6249,Negative,Negative
"You listen and wonder why you experience suicidal emotions.  Every sin is on display, pride, envy, covetness...you are what you eat. Take care kids",@TimMayer920,2024-08-12T22:53:23Z,0,-0.6808,Negative,Negative
"Baby, I’m so obsessed with you too, Olivia I took one of the lyrics from her song, lol",@takiyahB-d4s,2024-03-26T19:00:28Z,0,0.1428,Positive,Neutral
You can hear the chorus in telephone in this part 1:42,@Demmechannel,2024-05-03T22:35:00Z,0,0.0,Neutral,Neutral
"Olivia Rodrigo does it again! 'Obsessed' is a powerful anthem with raw emotion and an addictive beat. The visuals are stunning, and Olivia's vocals are as captivating as ever. This song is definitely going to be on repeat for a while! 🔥",@AiMusicandSongTV,2024-05-14T21:03:37Z,0,0.6792,Positive,Positive
This gives emo vibes…,@voidpacer,2024-05-09T19:10:40Z,0,0.0,Neutral,Neutral
The chorus reminds me of 2 other songs she just came out with. That style and sound is very repetitive,@emilysnapka4513,2024-03-25T02:30:05Z,0,-0.3167,Negative,Neutral
Nice sound and vocals… plus eye candy 😛,@thomascoleman6322,2024-05-06T22:34:58Z,0,0.4215,Positive,Positive
This giving me Taylor vibe 🐸,@nirjona6005,2024-03-25T10:05:51Z,0,0.34,Positive,Neutral
Olivia is so good at acting out insecurities and awkwardness. Love that this music video for obsessed is about the absurdity of beauty pageants. Adore the white gowns and sashes and her girl band are wearing tuxedos. And Olivia’s black dress and hair when performing! Brilliant genius lyrics! And how confidence she is at putting rock punk with her pop🖤🤍😍🥰🤩😘🎥📺💎🫶🏻🎬⚜️🏆👑 📝 🎵 🎶 📝 🌟 ✨ 🎸 🥁 🎤 👗,@jazminratzlaff5357,2025-04-22T22:25:09Z,0,0.9875,Positive,Positive
"Catchy, I'm glad You Tube decided to play it!",@kellibaker8532,2025-07-09T01:26:53Z,0,0.69,Positive,Positive
Me dio vibes de la era de ashly Simpson,@tattiis-f6s,2024-03-28T05:13:58Z,0,0.0,Neutral,Neutral
Deepa i there?,@GRM_havoc,2024-03-25T15:23:48Z,0,0.0,Neutral,Neutral
Worst song😢,@sujathasankaran3534,2024-03-23T14:56:28Z,0,-0.802,Negative,Negative
broo this song / lyrics is sooo toxic lol.,@iaeaxis,2024-03-26T08:09:12Z,0,0.4215,Positive,Negative
She gives me Avril Lavigne vibes,@billywright1890,2024-05-02T11:23:06Z,0,0.0,Neutral,Negative
The lyrics and meaning of this is the EXACT reason modern couples are miserable. My god the amount of serial killers and angry lesbian there are going to be,@mathew5956,2024-04-13T01:50:10Z,0,-0.8658,Negative,Negative
Am I the only one who heard that my friend made a song just like this like the lyrics was😭😭,@Lulugamergirl,2024-04-03T03:34:42Z,0,0.3346,Positive,Negative
"Honestly. I can't currently relate to 80% of her lyrics, but her feel is so unapologetic punk that I appreciate it.",@JustMiraMe,2024-03-25T18:20:20Z,0,0.6757,Positive,Neutral
"Weird chord progression in the chorus, kinda sounds unsettling. Really good symbolism for this song and the character she’s putting on",@danielmitchell940,2024-03-31T15:57:20Z,0,0.3597,Positive,Neutral
This song gives the vibe of a comp het  girl projecting her attraction for guys ex onto him,@Unfunfeminist,2024-05-02T20:40:14Z,0,0.4588,Positive,Negative
SOOOO much 90s The Cranberries vibe ❤,@ottitudes,2024-04-09T21:51:44Z,0,0.6369,Positive,Positive
Giving me freaky friday vibes,@priyankapradhan2793,2024-03-23T14:55:21Z,0,-0.0258,Neutral,Neutral
"Okay, lets analyze this with a summary. at 0:01, we can see 2 women. They both have pageants and it says ""Miss thought she was the one"" and ""Miss also thought she was the one,"" which can have several meanings on what its on. One, their his exes and they thought they were the one for him but they broke up somehow. They also dont seem very happy, and the blonde girl is smoking a cigarette to express emotional distress. Meanwhile, on this scene, 0:09 we can see that they are going to a ball. That could be another reason they thought they ""thought they were the one"" Meaning they didnt get to dance with the person they wanted. at 0:16, we see 2 women, ""Miss freshman year,"" and ""Miss our him in therapy"" Which can clarify these could be his exes. Now, ""Miss focus on my career"" could be the one Olivia is jealous over and and perhaps the somg is about. (A little side note after actually watching the video, 1:16 may actually the girl the song is about and therefore olivia is jealous of, unless its about more of than of them.)",@gutsicantspillfwd,2024-04-06T01:40:46Z,0,-0.9766,Negative,Neutral
Were is fucking lyrics,@syedahad6525,2024-04-25T11:14:43Z,0,0.0,Neutral,Negative
"god, these  lyrics are just so realistic",@ChuPoint,2024-05-22T13:38:01Z,0,0.2732,Positive,Neutral
"She is angry, loud, and annoying. Is she always mad about something?",@kerryhill4470,2024-04-10T22:39:39Z,0,-0.8481,Negative,Negative
So generic....,@nowjustbreathe1,2024-03-29T21:00:26Z,0,0.0,Neutral,Negative
Olivia Rodrigo and Madonna have similar vibes,@meybebaby1539,2024-04-09T11:01:08Z,0,0.0,Neutral,Neutral
"When Olivia did that one acoustic set that’s on YT (probably years ago now), I went down a rabbit hole searching for the drummer. Hayley Brownwell, such a badass. Love them all!",@babychap,2024-03-23T16:14:37Z,0,0.784,Positive,Positive
Some reason this is giving Freaky Friday vibes,@octopusjelly4207,2024-03-28T18:35:31Z,0,-0.0258,Neutral,Neutral
"I really likes this video compared to the one you released yesterday, ir seems like a good movie full of drama and rhythm. The sound is totally impressive, it sound to me like good music from the nineties! Now tell life everything you want to say without gag or mincing words, dear miss olivia.",@isaaccorderogonzales8783,2024-04-04T07:46:34Z,0,0.9644,Positive,Positive
The chorus kinda sounds like Telephone By Lady Gaga,@Screedi_isShort998,2024-03-29T21:32:00Z,0,0.3008,Positive,Neutral
The voice and the lyrics just is in another level 😊,@diya3581,2024-04-26T03:52:33Z,0,0.7184,Positive,Positive
This is sooooo good it gives me 2021 vibes ❤❤❤,@makak-yp9gt,2024-03-28T20:37:11Z,0,0.9477,Positive,Positive
"Just Love It! You.. The Lyrics.. The Clip!..! Well Done… Greetsss, MacG420, x",@MacG_420,2024-05-16T16:55:48Z,0,0.8007,Positive,Positive
Loving this album vibe ❤,@tiagomaqz,2024-03-27T18:39:54Z,0,0.8442,Positive,Positive
Guys admit it Olivia Rodrigo is the best artist and she is so creative with all her songs her lyrics her videos and she is so funny in her yt shorts and I would cry myself to sleep without her music I LOVE OLIVIA,@Swirlscomearound2376,2024-03-22T23:00:00Z,0,0.9461,Positive,Positive
Anyone else get Billie eilish vibes?,@anthonyjones4985,2024-03-22T17:58:03Z,0,0.0,Neutral,Neutral
It’s giving brutal vibes 💅✨✨,@nyc.danna_15,2024-03-29T22:43:13Z,0,0.2263,Positive,Neutral
"Lol, when you sended me the lyrics, i've thought it was going to be a ballad, the two that tought they were the one... nice joke olivia...",@Godzilla_Blackswan,2024-03-26T19:52:54Z,0,0.7783,Positive,Neutral
"The lyrics, it hit me like dangggg 🤣 HAHAHAHHAHAHAH",@carlaromanos6909,2024-03-22T17:24:16Z,0,0.6908,Positive,Positive
"The melody is actually cool, but I can't really hear a music saying I'm obsessed with my current's ex.",@XerifeCaitlyn,2024-04-11T14:08:54Z,0,-0.1027,Negative,Neutral
IS SO BEATIFUL,@Marhcia,2024-03-24T16:42:36Z,0,0.0,Neutral,Positive
"This gives me ""bad idea right vibes 💜💜💜💜💜",@Sweet_ari.n.Softbilsৎ,2024-03-22T19:13:14Z,0,0.9612,Positive,Neutral
Love the vibe!,@justt9507,2024-05-17T00:24:44Z,0,0.6696,Positive,Positive
Sorry but why does the chorus sounds like Lady Gaga's Telephone 🥺,@marianepingol9274,2024-04-02T17:20:05Z,0,0.4767,Positive,Neutral
Why the chorus sounds like Lady Gaga's Telephone song OMFG I love it ❤😂,@nickabadilla2,2024-03-23T02:23:10Z,0,0.93,Positive,Neutral
Worst song I’ve ever heard lol,@gregoswiler6127,2024-04-06T13:27:34Z,0,-0.3182,Negative,Negative
This is giving me Sour vibes,@a_weirdo-a,2024-03-26T19:47:43Z,0,0.34,Positive,Neutral
Ummm I don't really like this song bc it's out of control and I can't sing a beat SORRY,@AnnieGiban,2024-03-23T11:23:24Z,0,-0.5203,Negative,Negative
this one goes out to all the selfconsious 14 year olds lmao. she caught it there on the chorus for about 5 seconds,@user-xh9lz2hj4e,2024-03-23T00:25:25Z,0,0.5994,Positive,Negative
Umm I am sorry so u know I am a fan of olivia and this is also feedback I don't really like it as it dosnt make sense and also it's horribly repetitive and I can only hear I am so obsessed with ur ex once agin THIS IS NOT HATE ITS FEEDBACK TY,@iuliananastase5736,2024-03-22T23:40:34Z,0,-0.0244,Neutral,Negative
Love the almost alanis morissette vibes!,@vylxeras5953,2024-03-22T20:31:33Z,0,0.6696,Positive,Positive
I'm SORRY OLIVIA.....I can't....saw her in concert and it hit then and it hits now. I look the vibe of this sound like 2000s girl pop gunge and I LIVE,@1314Lermanlover,2024-03-24T23:01:02Z,0,0.1197,Positive,Positive
Song gives me paramore vibes 💕,@paisleydaisy9259,2024-05-09T18:36:40Z,0,0.6486,Positive,Positive
"I'm not obsessed with anybodys ex but THIS SONG BANGS SO DEEP, I'm obsessed with Olivias Voice, the melody, the whole sound. ❤❤❤❤❤",@nimortica,2024-04-01T18:01:36Z,0,0.9846,Positive,Positive
Back to driver license vibe baby ❤,@Ponyloverosezz,2024-05-13T05:34:01Z,0,0.6369,Positive,Positive
I like the beat but i dont understand the song lol😀,@eldaarca9873,2024-06-29T19:20:40Z,0,0.8271,Positive,Neutral
I heard this on the radio I love it it gave me alternative grudge 90s rock ‘n’ roll vibes get it Olivia!🎉,@jackjunior3722,2024-04-05T00:03:55Z,0,0.8016,Positive,Positive
"Ameiii a batida, a vibe é como ouvir cage the elephant na MTV. ❤ amando demais essa vibe dela. ❤",@bean26,2024-03-22T23:58:30Z,0,0.8555,Positive,Positive
Ngl it's giving Melanie martinez vibes,@wolfgirl0771,2024-05-14T19:39:51Z,0,0.34,Positive,Neutral
"good for her to try to sound different but too dramatical and not musical enough, rough melody, meh",@nocowshere,2024-03-24T21:44:48Z,0,0.128,Positive,Negative
"I'm getting ""Telephone"" vibes from this chorus",@cornucopiac1088,2024-03-22T20:28:59Z,0,0.0,Neutral,Neutral
"Miss long distance made me sick to see, ohhh my lord you mean miss emotionally cheating on 5 other men",@godxxofxxwar22,2024-04-24T00:50:54Z,0,-0.8442,Negative,Negative
the smashing pumpkin's & garbage vibes got me obsessed,@lulooop,2024-04-03T20:53:44Z,0,-0.1779,Negative,Positive
I don’t like this sound because it’s so annoying to even think about,@Juliedonozooo,2024-03-31T02:21:47Z,0,-0.2479,Negative,Negative
Lmao the lyrics ahahhaha,@archykhn4513,2024-03-23T00:09:11Z,0,0.5994,Positive,Negative
OLIVIA ISABEL RODRIGO IS NOT UNIVERSE OR THE UNIVERSE.,@nizniz204,2024-08-28T21:48:01Z,0,0.0,Neutral,Negative
This music is so  emotional and she have a very specific voice,@THeWitheWolf-jl2zb,2024-03-22T20:34:13Z,0,0.2769,Positive,Positive
A melhor de todos os tempos ✨️,@Juliana_Hepp_,2024-03-22T17:12:21Z,0,0.0,Neutral,Positive
Wow this is giving early 2000s music video vibes,@aprillemangcoy8308,2024-03-23T03:47:10Z,0,0.7351,Positive,Positive
I swear even though the beat is good its really the lyrics i pay attention to this girl is me when it comes to boys except he isnt my ex hes just a crush and i happen to know one of his exes so yes im obsessed,@pinkrose372,2025-01-16T21:54:52Z,0,0.4986,Positive,Neutral
Good for you vibes,@CombatCrafters2,2024-03-22T16:40:45Z,0,0.4404,Positive,Positive
I literally just listened to the song and I already know the full lyrics,@TreasuresASMRandLife,2024-03-22T19:23:33Z,0,0.0,Neutral,Neutral
What’s with these incoherent lyrics 😂,@thomasdap8659,2024-03-22T16:24:46Z,0,0.4404,Positive,Negative
It gives off Yellow jackets vibes,@CharlotteMarie-Joseph-tb5lw,2024-04-12T10:26:00Z,0,0.0,Neutral,Neutral
Too wong foo - Body beatiful,@Yourboybrai,2024-03-22T15:13:40Z,0,0.0,Neutral,Neutral
I really love how she has rock vibes! So cool!,@misscaseydias,2024-03-22T15:05:24Z,0,0.8429,Positive,Positive
"It's giving ""girl crush"" vibes xD",@airachica,2024-03-22T15:02:26Z,0,0.6808,Positive,Positive
Her worst title track.... Tbh,@JeanAntoine213,2024-03-22T14:56:16Z,0,-0.6249,Negative,Negative
"I have just realised I have major red flags, listening to the lyrics of this song made me so attracted to this girl! I miss that psycho love!",@mattking147,2024-05-10T15:37:08Z,0,0.8316,Positive,Negative
I know her blood type... LOL - Hilarious lyrics!,@luigifrancisco3786,2024-03-22T14:35:08Z,0,0.7597,Positive,Neutral
