comment,user_name,date,likes,compound,sentiment,sentimento_manual
I love this song so much I could put it as my ringtone and alarm ❤❤❤❤,@TonyStew-t1h,2025-02-02T12:16:44Z,0,0.9666,Positive,Positive
Another chipmunk voice with an unoriginal track and beat. Sooooo boring and annoying.,@augustbear6548,2025-04-21T06:02:29Z,0,-0.6124,Negative,Negative
Omg giving James blunt vibes with the idea of video https://youtu.be/P9-4xHVc7uk?si=fAz0LSq5DW4FyE8Z,@solohikergirl,2025-01-05T19:27:32Z,0,0.34,Positive,Neutral
Powerful song,@thescarecrow2710,2025-03-05T15:34:02Z,0,0.4215,Positive,Positive
The best / lyrics reminds me of another song but I can’t remember????? Anyone know,@randall1679,2025-08-04T02:54:07Z,0,0.5514,Positive,Neutral
"All the dead-end interests I've had, but not all felt like this - of course! The ones where we spent time together and there were things that made me... well I was wrong. What's worse is... the other person didn't get it even after I admitted my feelings. No longer in my life, and I moved on. But it hurts to remember and to see others go through this. You do feel like this. You feel shame and a deep sadness. Especially if you let yourself fall for the other person. It really sucks... brought me to tears. Great job Ariana. Beautiful. I hope she never experienced this. Hugs to all that have.",@ryryb447,2025-04-05T20:44:07Z,0,-0.5059,Negative,Positive
"She gives justin bieber female version vibes, love her",@mercyruth2390,2025-02-20T21:26:42Z,0,0.6369,Positive,Positive
This is giving eternal sunshine of the spotless mind vibe 😢😢😢😢😢,@babablacksheep7411,2025-03-05T06:59:41Z,0,-0.872,Negative,Neutral
this song is full of emotions,@kossimartiniengaba1648,2025-02-05T03:57:57Z,0,0.0,Neutral,Positive
"It can't be, the acting and the emotion in this video is incredible. The truth is that it almost made me cry, the memories I had with people in the past... wow, great video 🐱🐱🤧",@CristopherOrtízSaavedra,2025-01-14T00:20:19Z,0,0.8244,Positive,Positive
"This song, the title,the lyrics...all so apt. And the feeling that I can resonate with is just so immense. Its not easy to forget him but yes we can't be friends.",@trisanavidas24,2025-03-12T15:48:21Z,0,0.0256,Neutral,Neutral
Anyone else get Robyn vibes from this song?,@josephunderhill4576,2025-05-19T22:10:16Z,0,0.0,Neutral,Neutral
Feel this song and go to aurora. Lights it's vibe 😇,@ManojBesta-o9x,2025-05-09T19:04:33Z,0,0.4588,Positive,Neutral
Watching for the 1000 time and still crying over the lyrics and the song and the video,@haidarnasser-k3p,2025-07-25T19:40:46Z,0,-0.4767,Negative,Positive
"Ariana’s vocals are pure magic—soft yet powerful, fragile yet full of emotion",@Músicas-Gospel-Melhores247,2025-03-03T01:27:18Z,0,0.4215,Positive,Positive
"Essa musica, esse clipe, uma obra de arte, dessas que vão se tornar atemporais, memoráveis.",@Soulucasmoura,2024-11-03T23:18:38Z,0,0.0,Neutral,Positive
"Never have We sent a Messenger or a Prophet before you, but when he hoped, satan tampered with his hope. But Allah supersedes the tampering of satan and confirms His verses. And Allah is the Knower, the Wise. (۵۲) -quran",@FHFH-v5m,2025-03-20T00:26:00Z,0,0.9081,Positive,Neutral
why is this song already so nostalgic??😭😭😭,@not_marinajk,2025-03-07T16:15:49Z,0,-0.8727,Negative,Neutral
This song gives me a Black Mirror vibe from the scene where the guy prefers to remove a device so he doesn't have to remember his wife and daughter anymore.,@babymonster9750,2025-01-03T22:06:15Z,0,0.0,Neutral,Neutral
Anyone just here for the beats and music cause they don’t wanna let themselves hurt too deep by absorbing the words? 🥹,@jvee25,2025-05-01T14:22:13Z,0,-0.5267,Negative,Neutral
"I fall in love with this song more and more every day. Ariana, thank you for making this song and of course this music video... We've always seen Evan in cold and harsh roles, but he was more beautiful than ever, with his cute smile in this music video. Everything about this song and this music video is amazing and I really love it. (I might watch the music video and not get emotional)",@Asal.Moeinkhah,2024-12-06T12:54:27Z,0,0.9821,Positive,Positive
Loved this vibe! Dropped a new bold anthem called ‘Don’t Touch Me’ — 💥 https://youtu.be/MkYTkXjMHXk,@KaelyMataira,2025-05-27T08:21:48Z,0,0.6476,Positive,Positive
Not gonna lie this song got me feeling all kinds of emotions got me all teared up,@Teen_999_WRLD,2025-04-30T06:02:37Z,0,0.128,Positive,Neutral
I'm looking for the lyrics under to watch with the vid and it's SCORES of ppl crying. YouTube tradition lost on this one 😮hahaha.😂,@au.ru.,2024-12-04T02:16:52Z,0,-0.3612,Negative,Neutral
No one can beat this song😢🫡👏 bravo 👏 🙌🏿 Ariana,@zaezfabinho2231,2024-12-11T09:50:11Z,0,-0.6486,Negative,Positive
"Wow, this video touched me deeply. It’s literally how to deal with pain,after a break up, just erase all the memories.",@evytapia7121,2025-03-02T22:05:45Z,0,0.5859,Positive,Positive
It's my first time to watch it after it releasing and dumb men this one hits so deeply in my heart it makes me cry and realized how love change us,@maro_p29,2024-12-11T05:38:46Z,0,0.5046,Positive,Positive
It already feels nostalgic😭,@buteramoonlightbae8822,2024-12-09T22:28:32Z,0,-0.4767,Negative,Neutral
"Eternal Sunshine of the Spotless Mind and this song, same vibes, same break",@IvanS.Pereira-oi3os,2024-12-04T02:05:06Z,0,0.4939,Positive,Neutral
The most emotional song at all 😩🤍✨,@Fahd-rx,2024-12-22T14:08:46Z,0,0.2716,Positive,Positive
The only real vocalist left,@SerenitySlumber200,2024-11-07T15:39:50Z,0,0.0,Neutral,Positive
This already feels nostalgic,@buteramoonlightbae8822,2024-12-10T22:19:14Z,0,0.0,Neutral,Neutral
"ALL I’M SEEING IS ❤️‍🔥 EVAN FUCKIN’ PETERSSSSSSSS ❤️‍🔥. My heart literally skipped a beat the first time I saw this video…… dear Lord He’s so fine I might pass out. (Yup, still does the same effect to this days!!!!! THANK U ARIANA FOR THIS 😭🥹)",@MariacarlaAntiHero,2025-03-18T05:26:07Z,0,0.7695,Positive,Positive
"It's been a year since the clip came out, and emotions and feelings are the same as when watching this clip like the first time❤",@AlexsandroHaag-e5g,2025-03-21T17:51:33Z,0,0.7717,Positive,Positive
"This music video is truly a work of art. I wonder if casting Evan Peters, who is known for his complex and dark roles, has a deeper meaning? The contrast between the sweet 'Peaches' (Ari's character) and Evan's image creates a haunting dichotomy of a love that was both beautiful and painful",@VibeStationMusic-b6u,2025-07-20T07:08:37Z,0,0.9022,Positive,Positive
The acoustics on this is phenomenal,@TristonChristan,2024-10-20T14:45:44Z,0,0.0,Neutral,Positive
WHY did you have to leave.. bring such and the Door Opens.. The doctor looks at the Empty Glass jar.. and sees My tear drops.. scared or Alone.. the Heart looks so scared.. but if YOU PUT YOUR HEART in my trust.. I can at least Speak to Your Heart.. and Tell Your Heart.. How much I missed Your Heart and I just love the sound of the beating.. Beating of Your Heart.. I can hear Your Heart sing.. I can hear your heart beat.. I can close both of my eyes and without my eyes being opened.. I can still listen to YOUR HEART.. can make me fall fast asleep.. holding Your Heart around my arms like I hold my Pillow in the night telling YOUR HEART.. I love YOU.. can I kiss YOU HEART.. I can tell YOU a secret.. that I never stopped loving YOU.. that I am able to love YOU.. thank YOU for giving me HOPE to love once again.. NOW I feel alive and so Happy because I can love YOU like that.. I can love YOU without YOU saying a word to me.. it is better that way because I just want to love YOU.. why can't I just love YOU.. and I look through the Glass wall.. I need YOU to come closer.. why do you have to stand afar from me.. why do you leave a distance between us.. I want to see YOU.. I want to hold YOU.. why do you have to be Shy around me.. are YOU telling me that I am a creepy person.. am I a monster.. NO.. I am a gentle Heart.. I can love you in a way that YOU can be like.. HE is Not a monster.. He has no sharp teeth.. BUT like a Lamb.. I can love YOU Like a sheep.. but Come a little closer.. tell me that YOU are not afraid of me to Love YOU.. and as I stand looking through the Glass wall.. holding the Empty Glass Jar.. I see YOU walk Out.. I cannot believe.. I guess YOU can hear me HUH.. If you are able to come Out.. when YOU try to walk away.. it must mean something.. I see your head knoding that YOU Hear me and I see your Smile.. WHY are you so Beautiful.. WHY are you so Amazingly Beautiful.. If you are able to show me YOUR SMILE and able to answer.. YOU can hear me HUH.. and I LOOK at you smiling.. I want It.. I want it so bad.. Can I have Your Heart.. Pretty Pretty Please.. I turn my head to look down toward the GLASS JAR.. Your Heart is peeking.. DO YOU SEE her.. and I Turn to LOOK at YOU.. YOU be smiling.. and I see YOU Point at the Glass jar.. your Heart.. and I am like.. I want that Heart.. finally I get to see YOU.. Finally.. DO you know I been waiting.. and waiting.. I have been missing YOU and Now DO you see me.. My finger points down too the Glass Jar with YOUR HEART.. I see YOU standing still.. and I just want to hold YOU.. I wonder how will it feels to Hold YOU.. my arms around YOU.. and just thinking about my arms around YOU.. gives me chills like goose bumps because for a while.. my arms be around my Pillow.. Holding my Pillow thinking it is YOU.. I want to Hold YOU and tell YOU I love you.. I love holding YOU.. Holding YOU makes me heart racing.. Heart be beating.. tears falling because I want to hold YOU and tell YOU.. I love you.. why can't I just love YOU.. and love you like I can.. I want to give so much Love to YOU but it seems like YOU PUSH ME away.. I want to love YOU.. tell me HOW to love YOU.. I am standing here.. looking through the Glass wall.. as I watch YOU walk closer and closer and you stop.. GOSH.. MY heart.. my heart wants to beat faster because of YOU.. I place the Empty Glass jar down.. my hand over the Chest.. DO YOU see this Hand.. my Hand is on the Chest.. my Heart is right here.. my Heart can feel something if just looking at YOU.. my Heart hits me.. beats me when I see YOU.. why can't My Heart stop beating.. why can't it stop racing.. I feel like breathe of Loss.. I feel like I can't breathe but heavy.. I really need to love YOU.. will you let me love YOU.. tell me to stop loving YOU because YOU keep on taking My breathe away.. I can't breathe right and I want to cry for Love.. give me Your Love.. I want to give YOU my Love.. I want your Love.. I want it so bad.. I watch you walk over and YOU stop next to the Glass jar.. grabs Your Heart.. and I see Your Heart.. cries.. as You are holding Her.. I am looking.. Wait.. where are YOU going.. I want that Heart.. That Heart.. She is crying.. Like a baby that Heart is crying.. and I see YOU holding that Heart.. I look.. both Arms stretches towards me.. YOUR HEART cries and cries.. I look at that Heart.. I turn and I can feel my Eyes.. I start to cry too.. I want Your Heart.. I want to Love Your Heart.. why are you making that Heart Cry.. YOU are making me Cry because I want to HOLD Her.. Give me Your Heart.. I will Love your Heart.. give me that Heart.. you are making her Cry.. WHY.. don't make YOUR HEART to cry in front of me.. why show me tears.. STOP IT.. Please tell Your Heart to stop crying.. making me to cry with That Heart.. I would see my tears fall down Hard and wiping with my hands.. and I lift up to look.. I see YOU holding Your Heart.. that Heart is in peace now.. Got me scared for a minute or two.. YOU looking down at Your Heart.. holding your arms around.. HOW about Me.. can YOU hold me like the way YOU hold YOUR HEART.. I can hold YOU back.. I want to Hold YOU.. but let me see Your Heart.. Can I hold Your Heart.. and I will tell YOUR HEART.. YOU are the most beautiful Flower.. The most amazingly Beautiful.. that I love YOU.. I love holding YOU.. I love hearing the sound of the beating of that Heart and I love Missing YOU.. and I look.. can YOU Please give m Your Heart.. I think you had long enough time with That Heart.. How about Me.. I think it is Mine turn to HOLD your Heart.. give me a time.. make me a room for Your Heart.. Let me hold Your Heart and tell YOUR HEART.. I will never stop Loving YOU.. but I will keep on loving YOU.. if you want me to love you forever.. I am sure I can love you.. But give me that Heart first.. I need Your Heart.. tell YOUR HEART.. I will be gentle.. and I will Not hurt Your Heart.. I am not a scary person.. I am not a monster.. But a MAN who only wants to LOVE YOU.. so Pass me that Heart.. make me a room and give me a time.. I need some time so that I can start to show and tell YOUR HEART How much I love you.. IF YOU don't give me Your Heart.. HOW CAN I Start to love YOU.. I need It.. I need your Heart.. Give me your heart to Me.. I only want Your Heart.. GIVE it to Me Your Heart.. I need your heart.. I need HER.. I look through the Glass Jar.. I turn on the side looking down.. both hands grab the Empty Glass Jar.. there is a SUN FLOWER inside.. so It is Not empty.. YOUR HEART will not be lonely NO more.. I am sure when YOUR HEART looks at this Sun Flower.. YOUR HEART will smile.. because knowing my Heart.. my intentions is to make YOUR HEART SMILE.. I lifted the Glass jar and YOU look through the Glass wall holding Your Heart.. DO you see this.. DO you see the Glass jar.. LOOK at the SUN FLOWER.. it is for Your Heart.. It is for YOU reminding How much I love you but to show YOU I want your Happiness too.. I had to get Out of the Room.. it is so Hard to breathe.. I get very stuff inside and I would come out.. my arms wrap around the Empty Glass Jar.. hoping that I can ask YOU for something and I stop and I would LOOK up to the Sky.. looking around.. I only see the stars.. I only see the Moon.. High above.. I feel a little dizzy at this Point.. just could Not stop.. as I look UP.. I turn too look at the Moon.. I open my Mouth.. DO YOU know that I am missing YOU.. I am wondering where are you at.. WOULD you please tell me that I am getting closer to YOU.. But.. as I am walking,@devinjo2318,2024-11-16T04:37:06Z,0,1.0,Positive,Neutral
Oink Oink.. My Heart has been telling me that I want to See YOU.. and I would wonder.. How would it feel to be close to You.. to be near YOU.. How would my Heart feel or react when I be close to YOU.. and since I am unable to see YOU.. this is the reason why it hurts me the most.. if YOU wonder about my Pains and why I deal with great sufferings.. I will tell YOU why.. it is because I miss YOU.. did YOU ever felt when YOU be missing someone.. for so long YOU are just missing.. and it never heals because I keep on missing YOU and it has been a while now.. I am wondering.. when can I see YOU.. Not just by looking at the Picture.. but face to face in person.. I want to see You so that I can tell YOU how much I have been missing YOU for a while.. for a long time Now.. so that I can tell YOU I love YOU.. so much.. that I love YOU.. No matter how far YOU are.. that I love YOU.. even missing YOU.. I will tell YOU that I love YOU.. YOU are the only One who makes me feel this way that as far as YOU are and I am missing YOU because YOU are so Far.. being so far I can say that I love YOU.. I don't like the feeling that YOU are so far but.. I want YOU near.. I want YOU close.. loving YOU either far and missing YOU and also just loving YOU here.. I want to see YOU close.. I want to see YOU Near.. I want to just love YOU where you are.. why because I just do.. as I am standing.. my Other foot crosses over the First line.. and I am looking at the second Line.. I know that I needs to take few steps closer too it.. I needs to cross over so that I can go to the line on the third.. I want that Heart.. I want Your Heart.. I need Your Giant Heart.. what would you do if I am able to get hold to that Heart.. would you come over.. would you show me Your Face.. if I am able to get through that Glass Wall and enter.. Putting Your Giant Heart into the Empty Glass Jar.. are YOU going to show me your Face.. will you show me YOU.. that I am able to hold you close.. Hold you near and to tell YOU how much I missed YOU and say to You how much I love YOU.. would YOU open the Glass Wall for me.. if I am able to cross over the second Line.. and My hands able to grab hold unto the empty Glass Jar.. I need It.. I want It.. I want that Heart.. finger points.. at the Giant Heart.. I need that Heart.. I want it.. Please.. Give me Your Heart.. Please.. I want Your Giant Heart.. Help me to get to Your Heart.. just please help me a way so I can be with Your Heart so that I can love YOU.. so that I can love your Heart.. Please help me.. so that I can love YOU.. do you not want me to Love YOU.. how can I love YOU if you don't want to help me.. YOU know that I have been here.. waiting for YOU.. I have been standing by this door.. for such a Long time.. for a while.. asking YOU to open the door.. I remember I was walking.. and I got a Note from YOU.. of course I would be by this door.. and I would be knocking at the door.. asking the door to be opened.. I would stay by the door.. I saw Hot sunny days.. and I would watch the night.. stars shines and Moon comes UP.. I would keep on coming to this Door.. a Note coming to my door.. and I saw a picture that was sent to me.. I fell in love with the picture.. but I did not know why it was left at my door.. as the note told me and gave me a direction.. but the door that I came too was shut.. it was closed and locked.. only thing I had in my hand was your Picture.. I wanted to meet YOU.. I am sitting and next to Me is the Basket.. Full of Flowers.. I am holding the Glass jar.. Looking down.. It is Empty Glass Jar.. I feel so Sad.. where are YOU.. Where are you My Love.. I miss YOU.. if You are Not with me Right now.. How about Imagining that YOU are Near.. I look down.. my two eyes Closes.. I am sitting.. the Glass jar has a Heart.. It is Your Heart inside.. and I want YOU to come and see.. See me and Your heart.. the Door Opens and I hear the Foot steps and stops.. I am looking down the Glass Jar.. and I say.. I am holding.. Can YOU see that I am holding.. there is a Heart inside.. Am I holding Your Heart.. will you tell me that I am doing the right Thing.. I want to have this Heart.. I want to hold it like this Forever.. Will you let me have Your Heart.. Because I love YOU.. I love YOU and I love Your Heart.. Only my wish is that YOU can give me the answer.. Please tell me that YOU are letting me to Love Your heart.. WILL you accept my Love.. can YOU receive that I want to fall in Love with YOU.. that I can start to love You until Now and Forever.. Please tell me that YOU are truly letting me to love Your Heart.. I am not asking for anything else.. But Only One.. It is Just Your Heart.. Now YOU sit next to me.. Is it really You.. I want Your Heart.. but is it really YOU.. let me have Your Heart.. I want Your Heart so that I can love YOU.. if I can't Love Your Heart.. there is No point of loving YOU.. because I want Your heart first.. Look at this Glass jar.. DO you see what I see.. I see A Heart.. SO beautiful because it is YOU.. Your Heart is so Lovely.. so beautiful.. Let me please Hold Your Heart.. I can't hold Your Heart because it is inside this Glass jar.. That is why I am asking YOU.. can YOU unlock.. give me your Heart.. take Your Heart and give it to Me.. let me please have and hold.. and to Love.. I am only asking YOU for a Permission so that I can love your heart.. why won't YOU let me Hold Your Heart.. WHY is there a wall between us.. why can't you Unlock so that YOU can give me your heart yourself.. Why do I have to just sit here and only thing I can do is looking through this Glass.. I do not want to look through this glass.. I don't want to just hold this Glass jar.. Do you know that I am much more driven then this.. that I want more.. I want more of it then just this.. I want the whole.. Your Heart.. if YOU know my intentions.. if you know how much I love You.. is it because YOU don't love me.. is it because YOU don't trust me.. is it because I am a stranger who only gives you that distance vibe.. BUT I am not like that.. you should know that I can be tender and very loving.. I can love you better than anyone else.. I can love you where YOU will say I do.. only if you can give me a chance.. give me a chance so that I can prove to you I am much more than this.. I see YOU stand Up.. I just can't believe.. are you leaving Me.. did I say something wrong that made you feel like you want to walk away from me.. why are you leaving when YOU came this close.. please don't go.. I have been waiting for you all this time.. and Now you want to leave.. you want to open that door and walk off from me.. then tell me what did I say that wants to make you leave.. I only want your heart.. why do you have to make it this hard on me.. don't go.. please don't go because I love you.. I grab Your hand.. Please.. don't go.. why are you hiding your face from me.. why can't you look into my eyes and tell me that you don't love me.. why can't you show me your real face to me.. don't go.. wait.. what have I done that makes you want to leave.. don't go.. don't leave me.. the hand pushes my hand away.. I see you open the door and walks away.. My Hand beats my Chest.. and Hits and hits.. WHY do you leave me.. I was so close right.. but I know that being close is nothing because this is what I get.. I want YOU.. I want Your heart.. Give me a chance.. YOU don't even give me a chance to love you.. then WHY do you have to push me away.. make me ache.. WHY.. I am hurt.. WHY.. I am hurting right Now.. WHY do you hurt me for.. I am only asking for One thing.. Just Your Heart,@devinjo2318,2024-11-16T04:37:14Z,0,0.9999,Positive,Neutral
"What the painful music video , I can feel her emotional at 3:30",@khamnoansai,2024-11-21T14:11:13Z,0,-0.3182,Negative,Neutral
This song is my second favorite song on the newest album of 2024 of Ariana Grande. She is amazing and the lyrics and sound are perfect.,@JoleneStevens-oo1dg,2024-10-29T20:06:12Z,0,0.8885,Positive,Positive
"This song gives me goosebumps. It's emotional, cute and sentimental. It's perfect 🤍",@Allssomia,2025-01-30T13:49:15Z,0,0.8625,Positive,Positive
"This makes me think of my ex-husband... This makes me think of the narcissism.... This makes me think of the time I went to a clinic and had an abortion,.... There was so much in this that I related to... And you are a girls girl..... Your a sister's sister..... I felt every frame of this video every part of it and I understood it.. very deeply...., the first time I heard the song I listen to it over and over and over and over and over a billion billion times..... And I could only imagine the visuals in my head... From the story from the song.... the video... Wow absolutely amazing...... Ariana grande is my favorite artist.... In the 90s it was Tori Amos... Bjork.... And of course Whitney Houston.... Play Christina Aguilera.. all day long.... And now I can't wait to get my 85 inch TV and my surround sound going again.... I will be watching this video on the big screen.... Great job Ariana grande",@Lisa-vj6pz,2025-04-26T21:24:40Z,0,0.9545,Positive,Neutral
Lyrics ❤,@shahmohammadradian9643,2024-12-17T22:28:06Z,0,0.6369,Positive,Positive
"am i the only one who gets robyn ""call your gf"" vibes from this song?",@seyaamsolomon8970,2025-02-07T13:04:19Z,0,0.0,Neutral,Neutral
So DO not think that I have lost my mind.. and that I am going crazy.. But I do remember.. few says ago.. I put a Heart.. I have the picture here with me still.. I do remember waking up this Morning.. I turn to look across from laying on the bed.. I see the Glass Jar.. But.. I felt like something is Missing.. something is gone.. maybe my eyes are just messing with me these days.. as YOU grow older.. things will change but.. I know for sure.. it was YOUR HEART inside.. I remember holding this Glass jar.. I was weeping and jumping UP and down with Joy.. Holding this Glass jar with Your Heart.. because the Heart belongs to YOU.. NO ONE ELSE comes close with the Joy YOU give.. the chills I feel in my hands.. when I look at Your Picture and knowing that YOUR HEART was with me this Close.. I would be holding this Same Glass Jar.. JUMPING up and down.. it is Your Heart.. Only IF.. you can see the reaction I felt.. just holding this Glass jar.. with YOUR HEART.. my both eyes would be closed.. two lines of tears running down with JOY and HOPE.. just to have YOU close means it is YOUR HEART I want to love.. waking UP this morning.. My Heart felt heavy.. HOW did I lose.. Is it because of Me.. I must be the one to Blame because I have lost Your Heart.. How can I ask YOU for Your Heart if it is ME who has lost the Heart.. BUT I WANT.. I WANT IT.. I need.. I can't breathe without YOU and it is only when I have your Heart so Close.. When I was holding the Glass Jar.. with YOUR HEART inside.. I can feel my Heart beating against.. Knocking from the Inside because MY MIND would go crazy.. I would go Nuts having this Heart of you close to My Chest that It wakes UP MY HEART to keep on knocking.. I was laying down.. waking UP.. seeing that There was NO Heart inside this Glass Jar.. I started to stumble on the ground.. started to walk around.. room to room.. kitchen to rest room.. Looking everywhere for the Heart.. I know that YOUR HEART just did not run.. did it run from Me.. is your Heart afraid of Me.. I would kiss the Glass Jar looking at your Picture.. Looking at Your Heart.. maybe Your Heart got scared of me kissing Your Heart too much.. of course I could not touch YOUR HEART.. But I wanted to touch and hold YOUR HEART.. I really wanted to kiss into your Heart and would say.. this is HOW MY HEART feels when YOUR HEART is close to me.. close to My Heart.. it makes me want to bring YOU CLOSER to me.. and I want to hold YOU.. but I could Not find the Heart.. I went all around the House looking for your Heart.. and I am looking at Your Picture.. What am I suppose to say.. I have lost Your Heart.. I just can't tell you that.. How can I say that.. so I was thinking putting my Heart inside to act like it is YOUR HEART.. a Letter came to me asking me for Your Heart.. YOU have wrote me.. asking if I can give YOUR HEART back to you.. I am here confused.. I just have lost Your Heart.. YOUR HEART is NOT inside this Glass Jar.. it is Now Empty.. what do I do.. How am I suppose to come to YOU.. and show YOU that the Glass Jar.. I have lost Your Heart.. I don't know where YOU Heart went.. but I do know that I have the same glass jar YOU gave me.. I know this belongs to YOU.. but when I give YOU this Glass Jar.. I don't want to give it to YOU empty like this.. Because I have gotten Your Message.. YOU want Your Heart back.. I begin to wonder.. WHY are you asking for YOUR HEART back.. YOU told me that I can keep Your Heart forever.. YOU told me that I can Love Your Heart.. why all of a sudden change of Heart.. why are you changing what YOU gave.. I want to have Your Heart.. I want to keep Your Heart close to Me.. I want to enjoy having YOUR HEART.. even though I may Not touch It.. I can still Love your Heart.. just the presence of being Close.. it means everything to Me.. Now.. YOU are asking me.. at a time like this when I can't even find Your Heart.. I means.. I am holding this Glass Jar.. it is empty.. in the middle of the Night.. I am standing out here.. frustrated at this Point because I love YOU.. and I love Your Heart.. I want the Heart.. YOUR HEART to stay with me.. why did YOU send a message at the time I can't find Your Heart.. DID your Heart ran from me and somehow went to YOU.. I am sure your Heart was in this Glass Jar like yesterday.. I do remember.. like I said.. I was so Happy.. So full of tears and joy.. my arms wrap around the Glass Jar.. it had YOUR HEART.. and I would be jumping UP and down.. knowing this Heart.. YOUR HEART belongs to YOU.. and I be able to love and care.. and Tell Your Heart.. HOW much I wanted YOU SO CLOSE.. how is it possible to be so close with me and Now.. YOU are taking that Love and Joy away from me.. LOOK.. after the Message.. and I read it in front of YOUR HEART which was inside the Glass Jar.. that is when YOUR HEART ran from me.. it is after I received.. I open the letter and I was so Hurt.. so I read it very loud.. to make it clear.. YOU were going to take my Pride and Joy and Love from me.. so I would speak and I think YOUR HEART heard my words.. so Is it me.. I read from the Inside at first.. but it made me fill in rage because YOU wanted Your Heart back.. I can Love Your Heart more than YOU can hold that Heart.. I can tell Your Heart.. so that My Heart can breathe again.. can Beat again and I can also sing to Your Heart.. I may not have a GOOD voice to sing.. but I still can sing HOW MUCH I love YOU and the Joy YOU Bring when I am able to see Your Heart so Close and to able to Love YOU more and More.. why can't I just Love YOU.. if YOU leave Your Heart with me.. if Your Heart can stay.. I know I will love Your Heart completely.. I can make YOU Happy.. I can love you where YOU can be the most Beautiful Flower in the world.. WHEN I looked from the bed this morning.. and I searched the whole House and I did not find Your Heart.. I felt broken inside.. Like I begin to feel I am missing YOU.. that Joy broke down.. I have chased Your Heart away.. it is because YOU were asking me to give Your Heart back.. I would sit.. I pulled Out the Wine.. hard wine and I sat down.. LOOKING at the Picture.. and I would say.. How can YOU be like this to Me.. How can YOU take Your Heart away from Me.. it brought me the greatest JOY I never felt.. I open the top Lid.. and having the Shot Glass Next to Me.. I pour the bottle of Wine into the Shot Glass.. I grabbed the Shot Glass.. Open my Mouth and slam into my Mouth.. I would pour me two to three more Shots.. up to four on the Shot Glass.. and slammed the Hard wine into my Mouth.. and I would sit there.. could Not believe that YOU are asking for Your Heart.. YOU told me that I can Love your Heart forever.. YOU told me to take good care of your Heart and even gave me this Glass Jar.. I told YOU that I would.. I would make a promise to Love YOU.. to Love your Heart.. that means to love YOU... why are you doing this to Me.. putting sorrow.. putting pains.. making me suffer like this.. Missing YOU drives me crazy.. it hurts me because I need YOU close.. I need Your Heart.. Where are YOU.. Where is Your Heart.. I would pull the Trying to close Both of My eyes.. and eyes would Open again.. Both eyes would close once again.. but eyes keeps on opening.. I am laying Down.. thinking of You.. Keep on thinking How Beautiful you are.. I would sit UP from my Bed.. I am Holding the Glass Jar.. My arms around and My Head looks Down.. I am looking at your Heart.. Is this really YOUR HEART.. tell me that this Heart does not Belong to YOU.. because I am so In Love with Your Heart.. as Long as this Heart is Yours and YOU can tell me that It is YOUR OWN HEART.. I can Love YOU because I was made for a Time like this to Tell YOU.. to Tell this Heart.. I love YOU.. I am not sure if YOU truly want to hear these Words of Mine.. but.. I know that I am putting My Heart on the Line.. I know that I am putting Myself.. my Time on the Line just to tell YOU.. I love YOU.. I want to HOLD YOU.. like the way I am holding this Glass Jar,@devinjo2318,2024-11-16T04:34:50Z,0,1.0,Positive,Neutral
Love the lyrics,@liesbethbeerten877,2024-11-09T14:12:30Z,0,0.6369,Positive,Positive
“Me and my truth we sit in silence.. babygirl it’s just me and you” hits so deep.,@blondedollette,2024-10-17T13:59:09Z,0,0.3182,Positive,Positive
"How much I love this song, it's great, lyrics, voice and melody❤",@Ayahumam-p3j,2024-10-16T07:06:09Z,0,0.926,Positive,Positive
Enternal sunshine of a spotless mind vibes. Well done,@stanknuggs4897,2025-01-08T22:15:08Z,0,0.6486,Positive,Positive
That was really deep and thought out,@jfunk6990,2025-03-26T04:18:39Z,0,0.0,Neutral,Positive
"Every song you release just gets better and better. Your music has such a powerful way of connecting with people, and it always lifts my mood. Keep shining and inspiring us all! ❤",@nenuj,2024-10-07T18:54:06Z,0,0.9422,Positive,Positive
This song is a masterpiece lyrically and vocally ❤,@son1marc,2024-11-28T09:36:51Z,0,0.8519,Positive,Positive
Music video is really meaningful and lyrics are amazing. One of my favorite song in these days,@chwewonwei6117,2025-06-06T07:18:30Z,0,0.8553,Positive,Positive
you're annoying and fake,@Utube6322,2024-10-23T15:21:42Z,0,-0.7003,Negative,Negative
"This video hits different after having now seen the film. I got it before, but it has a deeper resonance now. Just spent my Sunday watching every Ariana Grande music video and I'm certain this is the best of her career, set to one of her very best songs. This era and the Wicked project have rehabilitated her image for me after the pits of 2019-2020. I do feel like I ""like her again."" Thank god for 2024!",@michaelcoppola7096,2025-02-09T20:21:13Z,0,0.9744,Positive,Positive
